type,cause,year,month,dead
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,6,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,7,80
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,8,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,9,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,10,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,11,42
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,12,47
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,1,69
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,2,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,3,73
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,4,44
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,5,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,6,52
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,7,49
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,8,48
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,9,52
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,10,44
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,11,51
mcd,D69.3: Idiopathic thrombocytopenic purpura,2017,12,44
mcd,D69.4: Other primary thrombocytopenia,1999,10,10
mcd,D69.4: Other primary thrombocytopenia,2000,3,11
mcd,D69.4: Other primary thrombocytopenia,2000,4,15
mcd,D69.4: Other primary thrombocytopenia,2000,10,10
mcd,D69.4: Other primary thrombocytopenia,2000,11,12
mcd,D69.4: Other primary thrombocytopenia,2001,1,15
mcd,D69.4: Other primary thrombocytopenia,2001,4,10
mcd,D69.4: Other primary thrombocytopenia,2001,5,12
mcd,D69.4: Other primary thrombocytopenia,2001,7,13
mcd,D69.4: Other primary thrombocytopenia,2002,1,11
mcd,D69.4: Other primary thrombocytopenia,2002,2,14
mcd,D69.4: Other primary thrombocytopenia,2002,3,15
mcd,D69.4: Other primary thrombocytopenia,2002,4,14
mcd,D69.4: Other primary thrombocytopenia,2002,5,15
mcd,D69.4: Other primary thrombocytopenia,2002,7,10
mcd,D69.4: Other primary thrombocytopenia,2002,10,12
mcd,D69.4: Other primary thrombocytopenia,2002,11,12
mcd,D69.4: Other primary thrombocytopenia,2003,3,13
mcd,D69.4: Other primary thrombocytopenia,2003,7,12
mcd,D69.4: Other primary thrombocytopenia,2003,9,13
mcd,D69.4: Other primary thrombocytopenia,2003,12,11
mcd,D69.4: Other primary thrombocytopenia,2004,3,13
mcd,D69.4: Other primary thrombocytopenia,2004,4,12
mcd,D69.4: Other primary thrombocytopenia,2004,6,11
mcd,D69.4: Other primary thrombocytopenia,2004,8,11
mcd,D69.4: Other primary thrombocytopenia,2004,10,10
mcd,D69.4: Other primary thrombocytopenia,2004,12,10
mcd,D69.4: Other primary thrombocytopenia,2005,2,13
mcd,D69.4: Other primary thrombocytopenia,2005,4,12
mcd,D69.4: Other primary thrombocytopenia,2005,9,10
mcd,D69.4: Other primary thrombocytopenia,2006,1,11
mcd,D69.4: Other primary thrombocytopenia,2006,2,10
mcd,D69.4: Other primary thrombocytopenia,2006,3,15
mcd,D69.4: Other primary thrombocytopenia,2006,10,10
mcd,D69.4: Other primary thrombocytopenia,2008,2,10
mcd,D69.4: Other primary thrombocytopenia,2008,5,15
mcd,D69.4: Other primary thrombocytopenia,2008,10,13
mcd,D69.4: Other primary thrombocytopenia,2009,1,18
mcd,D69.4: Other primary thrombocytopenia,2009,2,11
mcd,D69.4: Other primary thrombocytopenia,2009,10,10
mcd,D69.4: Other primary thrombocytopenia,2010,7,12
mcd,D69.4: Other primary thrombocytopenia,2010,10,11
mcd,D69.4: Other primary thrombocytopenia,2010,12,10
mcd,D69.4: Other primary thrombocytopenia,2011,1,13
mcd,D69.4: Other primary thrombocytopenia,2012,3,10
mcd,D69.4: Other primary thrombocytopenia,2012,10,10
mcd,D69.4: Other primary thrombocytopenia,2012,12,10
mcd,D69.4: Other primary thrombocytopenia,2013,2,10
mcd,D69.4: Other primary thrombocytopenia,2013,3,10
mcd,D69.4: Other primary thrombocytopenia,2013,4,10
mcd,D69.4: Other primary thrombocytopenia,2013,6,11
mcd,D69.4: Other primary thrombocytopenia,2013,9,13
mcd,D69.4: Other primary thrombocytopenia,2013,11,11
mcd,D69.4: Other primary thrombocytopenia,2014,12,13
mcd,D69.4: Other primary thrombocytopenia,2015,1,10
mcd,D69.4: Other primary thrombocytopenia,2015,5,11
mcd,D69.4: Other primary thrombocytopenia,2015,7,12
mcd,D69.4: Other primary thrombocytopenia,2015,10,11
mcd,D69.4: Other primary thrombocytopenia,2016,4,10
mcd,D69.4: Other primary thrombocytopenia,2016,10,12
mcd,D69.4: Other primary thrombocytopenia,2016,12,10
mcd,D69.4: Other primary thrombocytopenia,2017,1,11
mcd,D69.4: Other primary thrombocytopenia,2017,2,12
mcd,D69.4: Other primary thrombocytopenia,2017,3,10
mcd,D69.4: Other primary thrombocytopenia,2017,8,11
mcd,D69.4: Other primary thrombocytopenia,2017,9,10
mcd,D69.4: Other primary thrombocytopenia,2017,10,10
mcd,D69.4: Other primary thrombocytopenia,2017,11,14
mcd,D69.4: Other primary thrombocytopenia,2017,12,11
mcd,D69.5: Secondary thrombocytopenia,1999,1,11
mcd,D69.5: Secondary thrombocytopenia,1999,3,15
mcd,D69.5: Secondary thrombocytopenia,1999,4,11
mcd,D69.5: Secondary thrombocytopenia,1999,8,12
mcd,D69.5: Secondary thrombocytopenia,1999,9,10
mcd,D69.5: Secondary thrombocytopenia,1999,10,16
mcd,D69.5: Secondary thrombocytopenia,1999,11,14
mcd,D69.5: Secondary thrombocytopenia,2000,1,13
mcd,D69.5: Secondary thrombocytopenia,2000,2,16
mcd,D69.5: Secondary thrombocytopenia,2000,3,13
mcd,D69.5: Secondary thrombocytopenia,2000,4,11
mcd,D69.5: Secondary thrombocytopenia,2000,5,14
mcd,D69.5: Secondary thrombocytopenia,2000,6,12
mcd,D69.5: Secondary thrombocytopenia,2000,7,10
mcd,D69.5: Secondary thrombocytopenia,2000,8,10
mcd,D69.5: Secondary thrombocytopenia,2000,10,16
mcd,D69.5: Secondary thrombocytopenia,2000,11,11
mcd,D69.5: Secondary thrombocytopenia,2000,12,15
mcd,D69.5: Secondary thrombocytopenia,2001,1,17
mcd,D69.5: Secondary thrombocytopenia,2001,2,17
mcd,D69.5: Secondary thrombocytopenia,2001,3,10
mcd,D69.5: Secondary thrombocytopenia,2001,4,11
mcd,D69.5: Secondary thrombocytopenia,2001,5,12
mcd,D69.5: Secondary thrombocytopenia,2001,6,13
mcd,D69.5: Secondary thrombocytopenia,2001,7,16
mcd,D69.5: Secondary thrombocytopenia,2001,8,11
mcd,D69.5: Secondary thrombocytopenia,2001,9,13
mcd,D69.5: Secondary thrombocytopenia,2001,10,11
mcd,D69.5: Secondary thrombocytopenia,2001,11,11
mcd,D69.5: Secondary thrombocytopenia,2002,1,15
mcd,D69.5: Secondary thrombocytopenia,2002,2,17
mcd,D69.5: Secondary thrombocytopenia,2002,4,26
mcd,D69.5: Secondary thrombocytopenia,2002,5,15
mcd,D69.5: Secondary thrombocytopenia,2002,6,21
mcd,D69.5: Secondary thrombocytopenia,2002,7,19
mcd,D69.5: Secondary thrombocytopenia,2002,9,18
mcd,D69.5: Secondary thrombocytopenia,2002,10,21
mcd,D69.5: Secondary thrombocytopenia,2002,11,13
mcd,D69.5: Secondary thrombocytopenia,2002,12,19
mcd,D69.5: Secondary thrombocytopenia,2003,1,21
mcd,D69.5: Secondary thrombocytopenia,2003,2,14
mcd,D69.5: Secondary thrombocytopenia,2003,3,15
mcd,D69.5: Secondary thrombocytopenia,2003,4,16
mcd,D69.5: Secondary thrombocytopenia,2003,5,20
mcd,D69.5: Secondary thrombocytopenia,2003,6,21
mcd,D69.5: Secondary thrombocytopenia,2003,7,17
mcd,D69.5: Secondary thrombocytopenia,2003,8,24
mcd,D69.5: Secondary thrombocytopenia,2003,9,14
mcd,D69.5: Secondary thrombocytopenia,2003,10,22
mcd,D69.5: Secondary thrombocytopenia,2003,11,17
mcd,D69.5: Secondary thrombocytopenia,2003,12,19
mcd,D69.5: Secondary thrombocytopenia,2004,1,20
mcd,D69.5: Secondary thrombocytopenia,2004,2,24
mcd,D69.5: Secondary thrombocytopenia,2004,3,14
mcd,D69.5: Secondary thrombocytopenia,2004,4,16
mcd,D69.5: Secondary thrombocytopenia,2004,5,19
mcd,D69.5: Secondary thrombocytopenia,2004,6,20
mcd,D69.5: Secondary thrombocytopenia,2004,7,15
mcd,D69.5: Secondary thrombocytopenia,2004,8,18
mcd,D69.5: Secondary thrombocytopenia,2004,9,16
mcd,D69.5: Secondary thrombocytopenia,2004,10,19
mcd,D69.5: Secondary thrombocytopenia,2004,11,17
mcd,D69.5: Secondary thrombocytopenia,2004,12,22
mcd,D69.5: Secondary thrombocytopenia,2005,1,38
mcd,D69.5: Secondary thrombocytopenia,2005,2,42
mcd,D69.5: Secondary thrombocytopenia,2005,3,72
mcd,D69.5: Secondary thrombocytopenia,2005,4,64
mcd,D69.5: Secondary thrombocytopenia,2005,5,85
mcd,D69.5: Secondary thrombocytopenia,2005,6,88
mcd,D69.5: Secondary thrombocytopenia,2005,7,98
mcd,D69.5: Secondary thrombocytopenia,2005,8,87
mcd,D69.5: Secondary thrombocytopenia,2005,9,92
mcd,D69.5: Secondary thrombocytopenia,2005,10,110
mcd,D69.5: Secondary thrombocytopenia,2005,11,68
mcd,D69.5: Secondary thrombocytopenia,2005,12,98
mcd,D69.5: Secondary thrombocytopenia,2006,1,107
mcd,D69.5: Secondary thrombocytopenia,2006,2,85
mcd,D69.5: Secondary thrombocytopenia,2006,3,102
mcd,D69.5: Secondary thrombocytopenia,2006,4,101
mcd,D69.5: Secondary thrombocytopenia,2006,5,113
mcd,D69.5: Secondary thrombocytopenia,2006,6,90
mcd,D69.5: Secondary thrombocytopenia,2006,7,77
mcd,D69.5: Secondary thrombocytopenia,2006,8,83
mcd,D69.5: Secondary thrombocytopenia,2006,9,93
mcd,D69.5: Secondary thrombocytopenia,2006,10,107
mcd,D69.5: Secondary thrombocytopenia,2006,11,98
mcd,D69.5: Secondary thrombocytopenia,2006,12,114
mcd,D69.5: Secondary thrombocytopenia,2007,1,109
mcd,D69.5: Secondary thrombocytopenia,2007,2,107
mcd,D69.5: Secondary thrombocytopenia,2007,3,113
mcd,D69.5: Secondary thrombocytopenia,2007,4,105
mcd,D69.5: Secondary thrombocytopenia,2007,5,96
mcd,D69.5: Secondary thrombocytopenia,2007,6,89
mcd,D69.5: Secondary thrombocytopenia,2007,7,110
mcd,D69.5: Secondary thrombocytopenia,2007,8,100
mcd,D69.5: Secondary thrombocytopenia,2007,9,82
mcd,D69.5: Secondary thrombocytopenia,2007,10,98
mcd,D69.5: Secondary thrombocytopenia,2007,11,100
mcd,D69.5: Secondary thrombocytopenia,2007,12,101
mcd,D69.5: Secondary thrombocytopenia,2008,1,122
mcd,D69.5: Secondary thrombocytopenia,2008,2,106
mcd,D69.5: Secondary thrombocytopenia,2008,3,107
mcd,D69.5: Secondary thrombocytopenia,2008,4,127
mcd,D69.5: Secondary thrombocytopenia,2008,5,103
mcd,D69.5: Secondary thrombocytopenia,2008,6,102
mcd,D69.5: Secondary thrombocytopenia,2008,7,114
mcd,D69.5: Secondary thrombocytopenia,2008,8,91
mcd,D69.5: Secondary thrombocytopenia,2008,9,104
mcd,D69.5: Secondary thrombocytopenia,2008,10,127
mcd,D69.5: Secondary thrombocytopenia,2008,11,109
mcd,D69.5: Secondary thrombocytopenia,2008,12,95
mcd,D69.5: Secondary thrombocytopenia,2009,1,110
mcd,D69.5: Secondary thrombocytopenia,2009,2,96
mcd,D69.5: Secondary thrombocytopenia,2009,3,94
mcd,D69.5: Secondary thrombocytopenia,2009,4,91
mcd,D69.5: Secondary thrombocytopenia,2009,5,89
mcd,D69.5: Secondary thrombocytopenia,2009,6,101
mcd,D69.5: Secondary thrombocytopenia,2009,7,97
mcd,D69.5: Secondary thrombocytopenia,2009,8,110
mcd,D69.5: Secondary thrombocytopenia,2009,9,97
mcd,D69.5: Secondary thrombocytopenia,2009,10,94
mcd,D69.5: Secondary thrombocytopenia,2009,11,92
mcd,D69.5: Secondary thrombocytopenia,2009,12,93
mcd,D69.5: Secondary thrombocytopenia,2010,1,94
mcd,D69.5: Secondary thrombocytopenia,2010,2,96
mcd,D69.5: Secondary thrombocytopenia,2010,3,85
mcd,D69.5: Secondary thrombocytopenia,2010,4,83
mcd,D69.5: Secondary thrombocytopenia,2010,5,97
mcd,D69.5: Secondary thrombocytopenia,2010,6,98
mcd,D69.5: Secondary thrombocytopenia,2010,7,118
mcd,D69.5: Secondary thrombocytopenia,2010,8,99
mcd,D69.5: Secondary thrombocytopenia,2010,9,89
mcd,D69.5: Secondary thrombocytopenia,2010,10,107
mcd,D69.5: Secondary thrombocytopenia,2010,11,108
mcd,D69.5: Secondary thrombocytopenia,2010,12,108
mcd,D69.5: Secondary thrombocytopenia,2011,1,105
mcd,D69.5: Secondary thrombocytopenia,2011,2,95
mcd,D69.5: Secondary thrombocytopenia,2011,3,113
mcd,D69.5: Secondary thrombocytopenia,2011,4,115
mcd,D69.5: Secondary thrombocytopenia,2011,5,103
mcd,D69.5: Secondary thrombocytopenia,2011,6,104
mcd,D69.5: Secondary thrombocytopenia,2011,7,90
mcd,D69.5: Secondary thrombocytopenia,2011,8,104
mcd,D69.5: Secondary thrombocytopenia,2011,9,88
mcd,D69.5: Secondary thrombocytopenia,2011,10,90
mcd,D69.5: Secondary thrombocytopenia,2011,11,84
mcd,D69.5: Secondary thrombocytopenia,2011,12,105
mcd,D69.5: Secondary thrombocytopenia,2012,1,96
mcd,D69.5: Secondary thrombocytopenia,2012,2,120
mcd,D69.5: Secondary thrombocytopenia,2012,3,114
mcd,D69.5: Secondary thrombocytopenia,2012,4,104
mcd,D69.5: Secondary thrombocytopenia,2012,5,113
mcd,D69.5: Secondary thrombocytopenia,2012,6,84
mcd,D69.5: Secondary thrombocytopenia,2012,7,94
mcd,D69.5: Secondary thrombocytopenia,2012,8,122
mcd,D69.5: Secondary thrombocytopenia,2012,9,101
mcd,D69.5: Secondary thrombocytopenia,2012,10,111
mcd,D69.5: Secondary thrombocytopenia,2012,11,101
mcd,D69.5: Secondary thrombocytopenia,2012,12,98
mcd,D69.5: Secondary thrombocytopenia,2013,1,111
mcd,D69.5: Secondary thrombocytopenia,2013,2,111
mcd,D69.5: Secondary thrombocytopenia,2013,3,106
mcd,D69.5: Secondary thrombocytopenia,2013,4,93
mcd,D69.5: Secondary thrombocytopenia,2013,5,89
mcd,D69.5: Secondary thrombocytopenia,2013,6,104
mcd,D69.5: Secondary thrombocytopenia,2013,7,101
mcd,D69.5: Secondary thrombocytopenia,2013,8,91
mcd,D69.5: Secondary thrombocytopenia,2013,9,73
mcd,D69.5: Secondary thrombocytopenia,2013,10,98
mcd,D69.5: Secondary thrombocytopenia,2013,11,109
mcd,D69.5: Secondary thrombocytopenia,2013,12,102
mcd,D69.5: Secondary thrombocytopenia,2014,1,102
mcd,D69.5: Secondary thrombocytopenia,2014,2,85
mcd,D69.5: Secondary thrombocytopenia,2014,3,108
mcd,D69.5: Secondary thrombocytopenia,2014,4,86
mcd,D69.5: Secondary thrombocytopenia,2014,5,107
mcd,D69.5: Secondary thrombocytopenia,2014,6,87
mcd,D69.5: Secondary thrombocytopenia,2014,7,87
mcd,D69.5: Secondary thrombocytopenia,2014,8,86
mcd,D69.5: Secondary thrombocytopenia,2014,9,98
mcd,D69.5: Secondary thrombocytopenia,2014,10,87
mcd,D69.5: Secondary thrombocytopenia,2014,11,95
mcd,D69.5: Secondary thrombocytopenia,2014,12,83
mcd,D69.5: Secondary thrombocytopenia,2015,1,108
mcd,D69.5: Secondary thrombocytopenia,2015,2,92
mcd,D69.5: Secondary thrombocytopenia,2015,3,109
mcd,D69.5: Secondary thrombocytopenia,2015,4,105
mcd,D69.5: Secondary thrombocytopenia,2015,5,91
mcd,D69.5: Secondary thrombocytopenia,2015,6,89
mcd,D69.5: Secondary thrombocytopenia,2015,7,105
mcd,D69.5: Secondary thrombocytopenia,2015,8,91
mcd,D69.5: Secondary thrombocytopenia,2015,9,88
mcd,D69.5: Secondary thrombocytopenia,2015,10,101
mcd,D69.5: Secondary thrombocytopenia,2015,11,102
mcd,D69.5: Secondary thrombocytopenia,2015,12,96
mcd,D69.5: Secondary thrombocytopenia,2016,1,115
mcd,D69.5: Secondary thrombocytopenia,2016,2,103
mcd,D69.5: Secondary thrombocytopenia,2016,3,89
mcd,D69.5: Secondary thrombocytopenia,2016,4,105
mcd,D69.5: Secondary thrombocytopenia,2016,5,96
mcd,D69.5: Secondary thrombocytopenia,2016,6,96
mcd,D69.5: Secondary thrombocytopenia,2016,7,96
mcd,D69.5: Secondary thrombocytopenia,2016,8,97
mcd,D69.5: Secondary thrombocytopenia,2016,9,76
mcd,D69.5: Secondary thrombocytopenia,2016,10,106
mcd,D69.5: Secondary thrombocytopenia,2016,11,97
mcd,D69.5: Secondary thrombocytopenia,2016,12,115
mcd,D69.5: Secondary thrombocytopenia,2017,1,113
mcd,D69.5: Secondary thrombocytopenia,2017,2,95
mcd,D69.5: Secondary thrombocytopenia,2017,3,110
mcd,D69.5: Secondary thrombocytopenia,2017,4,120
mcd,D69.5: Secondary thrombocytopenia,2017,5,82
mcd,D69.5: Secondary thrombocytopenia,2017,6,90
mcd,D69.5: Secondary thrombocytopenia,2017,7,95
mcd,D69.5: Secondary thrombocytopenia,2017,8,102
mcd,D69.5: Secondary thrombocytopenia,2017,9,101
mcd,D69.5: Secondary thrombocytopenia,2017,10,93
mcd,D69.5: Secondary thrombocytopenia,2017,11,94
mcd,D69.5: Secondary thrombocytopenia,2017,12,124
mcd,"D69.6: Thrombocytopenia, unspecified",1999,1,412
mcd,"D69.6: Thrombocytopenia, unspecified",1999,2,377
mcd,"D69.6: Thrombocytopenia, unspecified",1999,3,421
mcd,"D69.6: Thrombocytopenia, unspecified",1999,4,402
mcd,"D69.6: Thrombocytopenia, unspecified",1999,5,366
mcd,"D69.6: Thrombocytopenia, unspecified",1999,6,353
mcd,"D69.6: Thrombocytopenia, unspecified",1999,7,376
mcd,"D69.6: Thrombocytopenia, unspecified",1999,8,374
mcd,"D69.6: Thrombocytopenia, unspecified",1999,9,348
mcd,"D69.6: Thrombocytopenia, unspecified",1999,10,388
mcd,"D69.6: Thrombocytopenia, unspecified",1999,11,335
mcd,"D69.6: Thrombocytopenia, unspecified",1999,12,371
mcd,"D69.6: Thrombocytopenia, unspecified",2000,1,422
mcd,"D69.6: Thrombocytopenia, unspecified",2000,2,351
mcd,"D69.6: Thrombocytopenia, unspecified",2000,3,397
mcd,"D69.6: Thrombocytopenia, unspecified",2000,4,320
mcd,"D69.6: Thrombocytopenia, unspecified",2000,5,347
mcd,"D69.6: Thrombocytopenia, unspecified",2000,6,333
mcd,"D69.6: Thrombocytopenia, unspecified",2000,7,359
mcd,"D69.6: Thrombocytopenia, unspecified",2000,8,345
mcd,"D69.6: Thrombocytopenia, unspecified",2000,9,302
mcd,"D69.6: Thrombocytopenia, unspecified",2000,10,337
mcd,"D69.6: Thrombocytopenia, unspecified",2000,11,333
mcd,"D69.6: Thrombocytopenia, unspecified",2000,12,369
mcd,"D69.6: Thrombocytopenia, unspecified",2001,1,371
mcd,"D69.6: Thrombocytopenia, unspecified",2001,2,346
mcd,"D69.6: Thrombocytopenia, unspecified",2001,3,392
mcd,"D69.6: Thrombocytopenia, unspecified",2001,4,362
mcd,"D69.6: Thrombocytopenia, unspecified",2001,5,361
mcd,"D69.6: Thrombocytopenia, unspecified",2001,6,317
mcd,"D69.6: Thrombocytopenia, unspecified",2001,7,338
mcd,"D69.6: Thrombocytopenia, unspecified",2001,8,304
mcd,"D69.6: Thrombocytopenia, unspecified",2001,9,326
mcd,"D69.6: Thrombocytopenia, unspecified",2001,10,344
mcd,"D69.6: Thrombocytopenia, unspecified",2001,11,347
mcd,"D69.6: Thrombocytopenia, unspecified",2001,12,349
mcd,"D69.6: Thrombocytopenia, unspecified",2002,1,412
mcd,"D69.6: Thrombocytopenia, unspecified",2002,2,328
mcd,"D69.6: Thrombocytopenia, unspecified",2002,3,369
mcd,"D69.6: Thrombocytopenia, unspecified",2002,4,314
mcd,"D69.6: Thrombocytopenia, unspecified",2002,5,330
mcd,"D69.6: Thrombocytopenia, unspecified",2002,6,339
mcd,"D69.6: Thrombocytopenia, unspecified",2002,7,321
mcd,"D69.6: Thrombocytopenia, unspecified",2002,8,316
mcd,"D69.6: Thrombocytopenia, unspecified",2002,9,342
mcd,"D69.6: Thrombocytopenia, unspecified",2002,10,310
mcd,"D69.6: Thrombocytopenia, unspecified",2002,11,321
mcd,"D69.6: Thrombocytopenia, unspecified",2002,12,345
mcd,"D69.6: Thrombocytopenia, unspecified",2003,1,371
mcd,"D69.6: Thrombocytopenia, unspecified",2003,2,311
mcd,"D69.6: Thrombocytopenia, unspecified",2003,3,339
mcd,"D69.6: Thrombocytopenia, unspecified",2003,4,351
mcd,"D69.6: Thrombocytopenia, unspecified",2003,5,318
mcd,"D69.6: Thrombocytopenia, unspecified",2003,6,329
mcd,"D69.6: Thrombocytopenia, unspecified",2003,7,371
mcd,"D69.6: Thrombocytopenia, unspecified",2003,8,356
mcd,"D69.6: Thrombocytopenia, unspecified",2003,9,355
mcd,"D69.6: Thrombocytopenia, unspecified",2003,10,362
mcd,"D69.6: Thrombocytopenia, unspecified",2003,11,333
mcd,"D69.6: Thrombocytopenia, unspecified",2003,12,400
mcd,"D69.6: Thrombocytopenia, unspecified",2004,1,410
mcd,"D69.6: Thrombocytopenia, unspecified",2004,2,345
mcd,"D69.6: Thrombocytopenia, unspecified",2004,3,391
mcd,"D69.6: Thrombocytopenia, unspecified",2004,4,332
mcd,"D69.6: Thrombocytopenia, unspecified",2004,5,348
mcd,"D69.6: Thrombocytopenia, unspecified",2004,6,353
mcd,"D69.6: Thrombocytopenia, unspecified",2004,7,350
mcd,"D69.6: Thrombocytopenia, unspecified",2004,8,354
mcd,"D69.6: Thrombocytopenia, unspecified",2004,9,355
mcd,"D69.6: Thrombocytopenia, unspecified",2004,10,347
mcd,"D69.6: Thrombocytopenia, unspecified",2004,11,370
mcd,"D69.6: Thrombocytopenia, unspecified",2004,12,402
mcd,"D69.6: Thrombocytopenia, unspecified",2005,1,398
mcd,"D69.6: Thrombocytopenia, unspecified",2005,2,350
mcd,"D69.6: Thrombocytopenia, unspecified",2005,3,353
mcd,"D69.6: Thrombocytopenia, unspecified",2005,4,335
mcd,"D69.6: Thrombocytopenia, unspecified",2005,5,289
mcd,"D69.6: Thrombocytopenia, unspecified",2005,6,287
mcd,"D69.6: Thrombocytopenia, unspecified",2005,7,298
mcd,"D69.6: Thrombocytopenia, unspecified",2005,8,260
mcd,"D69.6: Thrombocytopenia, unspecified",2005,9,288
mcd,"D69.6: Thrombocytopenia, unspecified",2005,10,267
mcd,"D69.6: Thrombocytopenia, unspecified",2005,11,316
mcd,"D69.6: Thrombocytopenia, unspecified",2005,12,288
mcd,"D69.6: Thrombocytopenia, unspecified",2006,1,285
mcd,"D69.6: Thrombocytopenia, unspecified",2006,2,256
mcd,"D69.6: Thrombocytopenia, unspecified",2006,3,320
mcd,"D69.6: Thrombocytopenia, unspecified",2006,4,289
mcd,"D69.6: Thrombocytopenia, unspecified",2006,5,307
mcd,"D69.6: Thrombocytopenia, unspecified",2006,6,261
mcd,"D69.6: Thrombocytopenia, unspecified",2006,7,293
mcd,"D69.6: Thrombocytopenia, unspecified",2006,8,329
mcd,"D69.6: Thrombocytopenia, unspecified",2006,9,293
mcd,"D69.6: Thrombocytopenia, unspecified",2006,10,316
mcd,"D69.6: Thrombocytopenia, unspecified",2006,11,289
mcd,"D69.6: Thrombocytopenia, unspecified",2006,12,282
mcd,"D69.6: Thrombocytopenia, unspecified",2007,1,332
mcd,"D69.6: Thrombocytopenia, unspecified",2007,2,298
mcd,"D69.6: Thrombocytopenia, unspecified",2007,3,296
mcd,"D69.6: Thrombocytopenia, unspecified",2007,4,296
mcd,"D69.6: Thrombocytopenia, unspecified",2007,5,300
mcd,"D69.6: Thrombocytopenia, unspecified",2007,6,301
mcd,"D69.6: Thrombocytopenia, unspecified",2007,7,291
mcd,"D69.6: Thrombocytopenia, unspecified",2007,8,307
mcd,"D69.6: Thrombocytopenia, unspecified",2007,9,311
mcd,"D69.6: Thrombocytopenia, unspecified",2007,10,311
mcd,"D69.6: Thrombocytopenia, unspecified",2007,11,299
mcd,"D69.6: Thrombocytopenia, unspecified",2007,12,330
mcd,"D69.6: Thrombocytopenia, unspecified",2008,1,322
mcd,"D69.6: Thrombocytopenia, unspecified",2008,2,337
mcd,"D69.6: Thrombocytopenia, unspecified",2008,3,349
mcd,"D69.6: Thrombocytopenia, unspecified",2008,4,294
mcd,"D69.6: Thrombocytopenia, unspecified",2008,5,343
mcd,"D69.6: Thrombocytopenia, unspecified",2008,6,288
mcd,"D69.6: Thrombocytopenia, unspecified",2008,7,291
mcd,"D69.6: Thrombocytopenia, unspecified",2008,8,301
mcd,"D69.6: Thrombocytopenia, unspecified",2008,9,282
mcd,"D69.6: Thrombocytopenia, unspecified",2008,10,307
mcd,"D69.6: Thrombocytopenia, unspecified",2008,11,299
mcd,"D69.6: Thrombocytopenia, unspecified",2008,12,342
mcd,"D69.6: Thrombocytopenia, unspecified",2009,1,372
mcd,"D69.6: Thrombocytopenia, unspecified",2009,2,320
mcd,"D69.6: Thrombocytopenia, unspecified",2009,3,376
mcd,"D69.6: Thrombocytopenia, unspecified",2009,4,298
mcd,"D69.6: Thrombocytopenia, unspecified",2009,5,355
mcd,"D69.6: Thrombocytopenia, unspecified",2009,6,318
mcd,"D69.6: Thrombocytopenia, unspecified",2009,7,351
mcd,"D69.6: Thrombocytopenia, unspecified",2009,8,315
mcd,"D69.6: Thrombocytopenia, unspecified",2009,9,356
mcd,"D69.6: Thrombocytopenia, unspecified",2009,10,342
mcd,"D69.6: Thrombocytopenia, unspecified",2009,11,334
mcd,"D69.6: Thrombocytopenia, unspecified",2009,12,361
mcd,"D69.6: Thrombocytopenia, unspecified",2010,1,409
mcd,"D69.6: Thrombocytopenia, unspecified",2010,2,355
mcd,"D69.6: Thrombocytopenia, unspecified",2010,3,398
mcd,"D69.6: Thrombocytopenia, unspecified",2010,4,337
mcd,"D69.6: Thrombocytopenia, unspecified",2010,5,338
mcd,"D69.6: Thrombocytopenia, unspecified",2010,6,321
mcd,"D69.6: Thrombocytopenia, unspecified",2010,7,371
mcd,"D69.6: Thrombocytopenia, unspecified",2010,8,335
mcd,"D69.6: Thrombocytopenia, unspecified",2010,9,333
mcd,"D69.6: Thrombocytopenia, unspecified",2010,10,381
mcd,"D69.6: Thrombocytopenia, unspecified",2010,11,369
mcd,"D69.6: Thrombocytopenia, unspecified",2010,12,372
mcd,"D69.6: Thrombocytopenia, unspecified",2011,1,393
mcd,"D69.6: Thrombocytopenia, unspecified",2011,2,349
mcd,"D69.6: Thrombocytopenia, unspecified",2011,3,419
mcd,"D69.6: Thrombocytopenia, unspecified",2011,4,394
mcd,"D69.6: Thrombocytopenia, unspecified",2011,5,368
mcd,"D69.6: Thrombocytopenia, unspecified",2011,6,382
mcd,"D69.6: Thrombocytopenia, unspecified",2011,7,363
mcd,"D69.6: Thrombocytopenia, unspecified",2011,8,358
mcd,"D69.6: Thrombocytopenia, unspecified",2011,9,370
mcd,"D69.6: Thrombocytopenia, unspecified",2011,10,358
mcd,"D69.6: Thrombocytopenia, unspecified",2011,11,368
