발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2003,남자,20. C81,호지킨림프종,85세이상,0,
2003,남자,20. C81,호지킨림프종,연령전체,114,0.5
2003,여자,20. C81,호지킨림프종,00-04세,0,
2003,여자,20. C81,호지킨림프종,05-09세,0,
2003,여자,20. C81,호지킨림프종,10-14세,2,0.1
2003,여자,20. C81,호지킨림프종,15-19세,1,0.1
2003,여자,20. C81,호지킨림프종,20-24세,13,0.7
2003,여자,20. C81,호지킨림프종,25-29세,10,0.5
2003,여자,20. C81,호지킨림프종,30-34세,2,0.1
2003,여자,20. C81,호지킨림프종,35-39세,1,0.0
2003,여자,20. C81,호지킨림프종,40-44세,1,0.0
2003,여자,20. C81,호지킨림프종,45-49세,2,0.1
2003,여자,20. C81,호지킨림프종,50-54세,3,0.2
2003,여자,20. C81,호지킨림프종,55-59세,2,0.2
2003,여자,20. C81,호지킨림프종,60-64세,3,0.3
2003,여자,20. C81,호지킨림프종,65-69세,3,0.3
2003,여자,20. C81,호지킨림프종,70-74세,1,0.2
2003,여자,20. C81,호지킨림프종,75-79세,1,0.2
2003,여자,20. C81,호지킨림프종,80-84세,1,0.4
2003,여자,20. C81,호지킨림프종,85세이상,0,
2003,여자,20. C81,호지킨림프종,연령전체,46,0.2
2004,남녀전체,20. C81,호지킨림프종,00-04세,1,0.0
2004,남녀전체,20. C81,호지킨림프종,05-09세,5,0.1
2004,남녀전체,20. C81,호지킨림프종,10-14세,12,0.3
2004,남녀전체,20. C81,호지킨림프종,15-19세,23,0.7
2004,남녀전체,20. C81,호지킨림프종,20-24세,13,0.3
2004,남녀전체,20. C81,호지킨림프종,25-29세,15,0.4
2004,남녀전체,20. C81,호지킨림프종,30-34세,22,0.5
2004,남녀전체,20. C81,호지킨림프종,35-39세,13,0.3
2004,남녀전체,20. C81,호지킨림프종,40-44세,22,0.5
2004,남녀전체,20. C81,호지킨림프종,45-49세,20,0.5
2004,남녀전체,20. C81,호지킨림프종,50-54세,8,0.3
2004,남녀전체,20. C81,호지킨림프종,55-59세,14,0.7
2004,남녀전체,20. C81,호지킨림프종,60-64세,16,0.8
2004,남녀전체,20. C81,호지킨림프종,65-69세,12,0.7
2004,남녀전체,20. C81,호지킨림프종,70-74세,4,0.4
2004,남녀전체,20. C81,호지킨림프종,75-79세,5,0.7
2004,남녀전체,20. C81,호지킨림프종,80-84세,0,
2004,남녀전체,20. C81,호지킨림프종,85세이상,1,0.4
2004,남녀전체,20. C81,호지킨림프종,연령전체,206,0.4
2004,남자,20. C81,호지킨림프종,00-04세,1,0.1
2004,남자,20. C81,호지킨림프종,05-09세,5,0.3
2004,남자,20. C81,호지킨림프종,10-14세,8,0.4
2004,남자,20. C81,호지킨림프종,15-19세,11,0.7
2004,남자,20. C81,호지킨림프종,20-24세,8,0.4
2004,남자,20. C81,호지킨림프종,25-29세,8,0.4
2004,남자,20. C81,호지킨림프종,30-34세,17,0.7
2004,남자,20. C81,호지킨림프종,35-39세,9,0.4
2004,남자,20. C81,호지킨림프종,40-44세,18,0.8
2004,남자,20. C81,호지킨림프종,45-49세,17,0.9
2004,남자,20. C81,호지킨림프종,50-54세,8,0.6
2004,남자,20. C81,호지킨림프종,55-59세,11,1.0
2004,남자,20. C81,호지킨림프종,60-64세,11,1.2
2004,남자,20. C81,호지킨림프종,65-69세,8,1.1
2004,남자,20. C81,호지킨림프종,70-74세,2,0.5
2004,남자,20. C81,호지킨림프종,75-79세,5,2.1
2004,남자,20. C81,호지킨림프종,80-84세,0,
2004,남자,20. C81,호지킨림프종,85세이상,0,
2004,남자,20. C81,호지킨림프종,연령전체,147,0.6
2004,여자,20. C81,호지킨림프종,00-04세,0,
2004,여자,20. C81,호지킨림프종,05-09세,0,
2004,여자,20. C81,호지킨림프종,10-14세,4,0.2
2004,여자,20. C81,호지킨림프종,15-19세,12,0.8
2004,여자,20. C81,호지킨림프종,20-24세,5,0.3
2004,여자,20. C81,호지킨림프종,25-29세,7,0.4
2004,여자,20. C81,호지킨림프종,30-34세,5,0.2
2004,여자,20. C81,호지킨림프종,35-39세,4,0.2
2004,여자,20. C81,호지킨림프종,40-44세,4,0.2
2004,여자,20. C81,호지킨림프종,45-49세,3,0.2
2004,여자,20. C81,호지킨림프종,50-54세,0,
2004,여자,20. C81,호지킨림프종,55-59세,3,0.3
2004,여자,20. C81,호지킨림프종,60-64세,5,0.5
2004,여자,20. C81,호지킨림프종,65-69세,4,0.4
2004,여자,20. C81,호지킨림프종,70-74세,2,0.3
2004,여자,20. C81,호지킨림프종,75-79세,0,
2004,여자,20. C81,호지킨림프종,80-84세,0,
2004,여자,20. C81,호지킨림프종,85세이상,1,0.6
2004,여자,20. C81,호지킨림프종,연령전체,59,0.2
2005,남녀전체,20. C81,호지킨림프종,00-04세,0,
2005,남녀전체,20. C81,호지킨림프종,05-09세,3,0.1
2005,남녀전체,20. C81,호지킨림프종,10-14세,6,0.2
2005,남녀전체,20. C81,호지킨림프종,15-19세,8,0.3
2005,남녀전체,20. C81,호지킨림프종,20-24세,20,0.5
2005,남녀전체,20. C81,호지킨림프종,25-29세,15,0.4
2005,남녀전체,20. C81,호지킨림프종,30-34세,13,0.3
2005,남녀전체,20. C81,호지킨림프종,35-39세,6,0.1
2005,남녀전체,20. C81,호지킨림프종,40-44세,11,0.3
2005,남녀전체,20. C81,호지킨림프종,45-49세,13,0.3
2005,남녀전체,20. C81,호지킨림프종,50-54세,16,0.6
2005,남녀전체,20. C81,호지킨림프종,55-59세,5,0.2
2005,남녀전체,20. C81,호지킨림프종,60-64세,14,0.7
2005,남녀전체,20. C81,호지킨림프종,65-69세,7,0.4
2005,남녀전체,20. C81,호지킨림프종,70-74세,9,0.8
2005,남녀전체,20. C81,호지킨림프종,75-79세,4,0.6
2005,남녀전체,20. C81,호지킨림프종,80-84세,7,1.7
2005,남녀전체,20. C81,호지킨림프종,85세이상,0,
2005,남녀전체,20. C81,호지킨림프종,연령전체,157,0.3
2005,남자,20. C81,호지킨림프종,00-04세,0,
2005,남자,20. C81,호지킨림프종,05-09세,2,0.1
2005,남자,20. C81,호지킨림프종,10-14세,0,
2005,남자,20. C81,호지킨림프종,15-19세,5,0.3
2005,남자,20. C81,호지킨림프종,20-24세,11,0.6
2005,남자,20. C81,호지킨림프종,25-29세,7,0.4
2005,남자,20. C81,호지킨림프종,30-34세,10,0.4
2005,남자,20. C81,호지킨림프종,35-39세,4,0.2
2005,남자,20. C81,호지킨림프종,40-44세,9,0.4
2005,남자,20. C81,호지킨림프종,45-49세,12,0.6
2005,남자,20. C81,호지킨림프종,50-54세,13,0.9
2005,남자,20. C81,호지킨림프종,55-59세,4,0.4
2005,남자,20. C81,호지킨림프종,60-64세,10,1.1
2005,남자,20. C81,호지킨림프종,65-69세,6,0.8
2005,남자,20. C81,호지킨림프종,70-74세,8,1.7
2005,남자,20. C81,호지킨림프종,75-79세,1,0.4
2005,남자,20. C81,호지킨림프종,80-84세,2,1.5
2005,남자,20. C81,호지킨림프종,85세이상,0,
2005,남자,20. C81,호지킨림프종,연령전체,104,0.4
2005,여자,20. C81,호지킨림프종,00-04세,0,
2005,여자,20. C81,호지킨림프종,05-09세,1,0.1
2005,여자,20. C81,호지킨림프종,10-14세,6,0.4
2005,여자,20. C81,호지킨림프종,15-19세,3,0.2
2005,여자,20. C81,호지킨림프종,20-24세,9,0.5
2005,여자,20. C81,호지킨림프종,25-29세,8,0.4
2005,여자,20. C81,호지킨림프종,30-34세,3,0.1
2005,여자,20. C81,호지킨림프종,35-39세,2,0.1
2005,여자,20. C81,호지킨림프종,40-44세,2,0.1
2005,여자,20. C81,호지킨림프종,45-49세,1,0.1
2005,여자,20. C81,호지킨림프종,50-54세,3,0.2
2005,여자,20. C81,호지킨림프종,55-59세,1,0.1
2005,여자,20. C81,호지킨림프종,60-64세,4,0.4
2005,여자,20. C81,호지킨림프종,65-69세,1,0.1
2005,여자,20. C81,호지킨림프종,70-74세,1,0.1
2005,여자,20. C81,호지킨림프종,75-79세,3,0.6
2005,여자,20. C81,호지킨림프종,80-84세,5,1.8
2005,여자,20. C81,호지킨림프종,85세이상,0,
2005,여자,20. C81,호지킨림프종,연령전체,53,0.2
2006,남녀전체,20. C81,호지킨림프종,00-04세,0,
2006,남녀전체,20. C81,호지킨림프종,05-09세,3,0.1
2006,남녀전체,20. C81,호지킨림프종,10-14세,14,0.4
2006,남녀전체,20. C81,호지킨림프종,15-19세,14,0.4
2006,남녀전체,20. C81,호지킨림프종,20-24세,18,0.5
2006,남녀전체,20. C81,호지킨림프종,25-29세,14,0.4
2006,남녀전체,20. C81,호지킨림프종,30-34세,9,0.2
2006,남녀전체,20. C81,호지킨림프종,35-39세,14,0.3
2006,남녀전체,20. C81,호지킨림프종,40-44세,10,0.2
2006,남녀전체,20. C81,호지킨림프종,45-49세,14,0.3
2006,남녀전체,20. C81,호지킨림프종,50-54세,15,0.5
2006,남녀전체,20. C81,호지킨림프종,55-59세,12,0.5
2006,남녀전체,20. C81,호지킨림프종,60-64세,18,0.9
2006,남녀전체,20. C81,호지킨림프종,65-69세,6,0.3
2006,남녀전체,20. C81,호지킨림프종,70-74세,9,0.7
2006,남녀전체,20. C81,호지킨림프종,75-79세,2,0.3
2006,남녀전체,20. C81,호지킨림프종,80-84세,4,0.9
2006,남녀전체,20. C81,호지킨림프종,85세이상,1,0.4
2006,남녀전체,20. C81,호지킨림프종,연령전체,177,0.4
2006,남자,20. C81,호지킨림프종,00-04세,0,
2006,남자,20. C81,호지킨림프종,05-09세,2,0.1
2006,남자,20. C81,호지킨림프종,10-14세,8,0.4
2006,남자,20. C81,호지킨림프종,15-19세,9,0.5
2006,남자,20. C81,호지킨림프종,20-24세,9,0.5
2006,남자,20. C81,호지킨림프종,25-29세,3,0.1
2006,남자,20. C81,호지킨림프종,30-34세,4,0.2
2006,남자,20. C81,호지킨림프종,35-39세,11,0.5
2006,남자,20. C81,호지킨림프종,40-44세,6,0.3
2006,남자,20. C81,호지킨림프종,45-49세,7,0.3
2006,남자,20. C81,호지킨림프종,50-54세,13,0.8
2006,남자,20. C81,호지킨림프종,55-59세,10,0.9
2006,남자,20. C81,호지킨림프종,60-64세,13,1.4
2006,남자,20. C81,호지킨림프종,65-69세,6,0.8
2006,남자,20. C81,호지킨림프종,70-74세,6,1.2
2006,남자,20. C81,호지킨림프종,75-79세,1,0.4
2006,남자,20. C81,호지킨림프종,80-84세,1,0.7
2006,남자,20. C81,호지킨림프종,85세이상,0,
2006,남자,20. C81,호지킨림프종,연령전체,109,0.4
2006,여자,20. C81,호지킨림프종,00-04세,0,
2006,여자,20. C81,호지킨림프종,05-09세,1,0.1
2006,여자,20. C81,호지킨림프종,10-14세,6,0.4
2006,여자,20. C81,호지킨림프종,15-19세,5,0.3
2006,여자,20. C81,호지킨림프종,20-24세,9,0.5
2006,여자,20. C81,호지킨림프종,25-29세,11,0.6
2006,여자,20. C81,호지킨림프종,30-34세,5,0.2
2006,여자,20. C81,호지킨림프종,35-39세,3,0.1
2006,여자,20. C81,호지킨림프종,40-44세,4,0.2
2006,여자,20. C81,호지킨림프종,45-49세,7,0.3
2006,여자,20. C81,호지킨림프종,50-54세,2,0.1
2006,여자,20. C81,호지킨림프종,55-59세,2,0.2
2006,여자,20. C81,호지킨림프종,60-64세,5,0.5
2006,여자,20. C81,호지킨림프종,65-69세,0,
2006,여자,20. C81,호지킨림프종,70-74세,3,0.4
2006,여자,20. C81,호지킨림프종,75-79세,1,0.2
2006,여자,20. C81,호지킨림프종,80-84세,3,1.0
2006,여자,20. C81,호지킨림프종,85세이상,1,0.5
2006,여자,20. C81,호지킨림프종,연령전체,68,0.3
2007,남녀전체,20. C81,호지킨림프종,00-04세,1,0.0
2007,남녀전체,20. C81,호지킨림프종,05-09세,2,0.1
2007,남녀전체,20. C81,호지킨림프종,10-14세,9,0.3
2007,남녀전체,20. C81,호지킨림프종,15-19세,19,0.6
2007,남녀전체,20. C81,호지킨림프종,20-24세,17,0.5
2007,남녀전체,20. C81,호지킨림프종,25-29세,20,0.5
2007,남녀전체,20. C81,호지킨림프종,30-34세,11,0.3
2007,남녀전체,20. C81,호지킨림프종,35-39세,11,0.2
2007,남녀전체,20. C81,호지킨림프종,40-44세,11,0.3
2007,남녀전체,20. C81,호지킨림프종,45-49세,14,0.3
2007,남녀전체,20. C81,호지킨림프종,50-54세,16,0.5
2007,남녀전체,20. C81,호지킨림프종,55-59세,15,0.6
2007,남녀전체,20. C81,호지킨림프종,60-64세,11,0.6
2007,남녀전체,20. C81,호지킨림프종,65-69세,19,1.0
2007,남녀전체,20. C81,호지킨림프종,70-74세,15,1.1
2007,남녀전체,20. C81,호지킨림프종,75-79세,10,1.2
2007,남녀전체,20. C81,호지킨림프종,80-84세,1,0.2
2007,남녀전체,20. C81,호지킨림프종,85세이상,2,0.7
2007,남녀전체,20. C81,호지킨림프종,연령전체,204,0.4
2007,남자,20. C81,호지킨림프종,00-04세,1,0.1
2007,남자,20. C81,호지킨림프종,05-09세,2,0.1
2007,남자,20. C81,호지킨림프종,10-14세,5,0.3
2007,남자,20. C81,호지킨림프종,15-19세,10,0.6
2007,남자,20. C81,호지킨림프종,20-24세,7,0.4
2007,남자,20. C81,호지킨림프종,25-29세,10,0.5
2007,남자,20. C81,호지킨림프종,30-34세,4,0.2
2007,남자,20. C81,호지킨림프종,35-39세,6,0.3
2007,남자,20. C81,호지킨림프종,40-44세,11,0.5
2007,남자,20. C81,호지킨림프종,45-49세,8,0.4
2007,남자,20. C81,호지킨림프종,50-54세,14,0.8
2007,남자,20. C81,호지킨림프종,55-59세,13,1.1
2007,남자,20. C81,호지킨림프종,60-64세,9,1.0
2007,남자,20. C81,호지킨림프종,65-69세,14,1.7
2007,남자,20. C81,호지킨림프종,70-74세,8,1.5
2007,남자,20. C81,호지킨림프종,75-79세,7,2.5
2007,남자,20. C81,호지킨림프종,80-84세,0,
2007,남자,20. C81,호지킨림프종,85세이상,1,1.4
2007,남자,20. C81,호지킨림프종,연령전체,130,0.5
2007,여자,20. C81,호지킨림프종,00-04세,0,
2007,여자,20. C81,호지킨림프종,05-09세,0,
2007,여자,20. C81,호지킨림프종,10-14세,4,0.2
2007,여자,20. C81,호지킨림프종,15-19세,9,0.6
2007,여자,20. C81,호지킨림프종,20-24세,10,0.6
2007,여자,20. C81,호지킨림프종,25-29세,10,0.5
2007,여자,20. C81,호지킨림프종,30-34세,7,0.3
2007,여자,20. C81,호지킨림프종,35-39세,5,0.2
2007,여자,20. C81,호지킨림프종,40-44세,0,
2007,여자,20. C81,호지킨림프종,45-49세,6,0.3
2007,여자,20. C81,호지킨림프종,50-54세,2,0.1
2007,여자,20. C81,호지킨림프종,55-59세,2,0.2
2007,여자,20. C81,호지킨림프종,60-64세,2,0.2
2007,여자,20. C81,호지킨림프종,65-69세,5,0.5
2007,여자,20. C81,호지킨림프종,70-74세,7,0.9
2007,여자,20. C81,호지킨림프종,75-79세,3,0.6
2007,여자,20. C81,호지킨림프종,80-84세,1,0.3
2007,여자,20. C81,호지킨림프종,85세이상,1,0.5
2007,여자,20. C81,호지킨림프종,연령전체,74,0.3
2008,남녀전체,20. C81,호지킨림프종,00-04세,1,0.0
2008,남녀전체,20. C81,호지킨림프종,05-09세,4,0.1
2008,남녀전체,20. C81,호지킨림프종,10-14세,9,0.3
2008,남녀전체,20. C81,호지킨림프종,15-19세,19,0.6
2008,남녀전체,20. C81,호지킨림프종,20-24세,22,0.7
2008,남녀전체,20. C81,호지킨림프종,25-29세,24,0.6
2008,남녀전체,20. C81,호지킨림프종,30-34세,17,0.4
2008,남녀전체,20. C81,호지킨림프종,35-39세,13,0.3
2008,남녀전체,20. C81,호지킨림프종,40-44세,6,0.1
2008,남녀전체,20. C81,호지킨림프종,45-49세,9,0.2
2008,남녀전체,20. C81,호지킨림프종,50-54세,15,0.4
2008,남녀전체,20. C81,호지킨림프종,55-59세,16,0.6
2008,남녀전체,20. C81,호지킨림프종,60-64세,11,0.6
2008,남녀전체,20. C81,호지킨림프종,65-69세,19,1.0
2008,남녀전체,20. C81,호지킨림프종,70-74세,19,1.4
2008,남녀전체,20. C81,호지킨림프종,75-79세,9,1.0
2008,남녀전체,20. C81,호지킨림프종,80-84세,6,1.3
2008,남녀전체,20. C81,호지킨림프종,85세이상,0,
2008,남녀전체,20. C81,호지킨림프종,연령전체,219,0.4
2008,남자,20. C81,호지킨림프종,00-04세,1,0.1
2008,남자,20. C81,호지킨림프종,05-09세,4,0.3
2008,남자,20. C81,호지킨림프종,10-14세,6,0.3
2008,남자,20. C81,호지킨림프종,15-19세,12,0.7
2008,남자,20. C81,호지킨림프종,20-24세,11,0.7
2008,남자,20. C81,호지킨림프종,25-29세,9,0.4
2008,남자,20. C81,호지킨림프종,30-34세,10,0.5
2008,남자,20. C81,호지킨림프종,35-39세,9,0.4
2008,남자,20. C81,호지킨림프종,40-44세,5,0.2
2008,남자,20. C81,호지킨림프종,45-49세,7,0.3
2008,남자,20. C81,호지킨림프종,50-54세,7,0.4
2008,남자,20. C81,호지킨림프종,55-59세,12,1.0
2008,남자,20. C81,호지킨림프종,60-64세,6,0.6
2008,남자,20. C81,호지킨림프종,65-69세,12,1.4
2008,남자,20. C81,호지킨림프종,70-74세,12,2.0
2008,남자,20. C81,호지킨림프종,75-79세,4,1.3
2008,남자,20. C81,호지킨림프종,80-84세,4,2.7
2008,남자,20. C81,호지킨림프종,85세이상,0,
2008,남자,20. C81,호지킨림프종,연령전체,131,0.5
2008,여자,20. C81,호지킨림프종,00-04세,0,
2008,여자,20. C81,호지킨림프종,05-09세,0,
2008,여자,20. C81,호지킨림프종,10-14세,3,0.2
2008,여자,20. C81,호지킨림프종,15-19세,7,0.4
2008,여자,20. C81,호지킨림프종,20-24세,11,0.7
2008,여자,20. C81,호지킨림프종,25-29세,15,0.8
2008,여자,20. C81,호지킨림프종,30-34세,7,0.4
2008,여자,20. C81,호지킨림프종,35-39세,4,0.2
2008,여자,20. C81,호지킨림프종,40-44세,1,0.0
2008,여자,20. C81,호지킨림프종,45-49세,2,0.1
2008,여자,20. C81,호지킨림프종,50-54세,8,0.5
2008,여자,20. C81,호지킨림프종,55-59세,4,0.3
2008,여자,20. C81,호지킨림프종,60-64세,5,0.5
2008,여자,20. C81,호지킨림프종,65-69세,7,0.7
2008,여자,20. C81,호지킨림프종,70-74세,7,0.9
2008,여자,20. C81,호지킨림프종,75-79세,5,0.9
2008,여자,20. C81,호지킨림프종,80-84세,2,0.6
2008,여자,20. C81,호지킨림프종,85세이상,0,
2008,여자,20. C81,호지킨림프종,연령전체,88,0.4
2009,남녀전체,20. C81,호지킨림프종,00-04세,1,0.0
2009,남녀전체,20. C81,호지킨림프종,05-09세,1,0.0
2009,남녀전체,20. C81,호지킨림프종,10-14세,8,0.2
2009,남녀전체,20. C81,호지킨림프종,15-19세,14,0.4
2009,남녀전체,20. C81,호지킨림프종,20-24세,19,0.6
2009,남녀전체,20. C81,호지킨림프종,25-29세,25,0.6
2009,남녀전체,20. C81,호지킨림프종,30-34세,16,0.4
2009,남녀전체,20. C81,호지킨림프종,35-39세,15,0.3
2009,남녀전체,20. C81,호지킨림프종,40-44세,14,0.3
2009,남녀전체,20. C81,호지킨림프종,45-49세,17,0.4
2009,남녀전체,20. C81,호지킨림프종,50-54세,19,0.5
2009,남녀전체,20. C81,호지킨림프종,55-59세,10,0.4
2009,남녀전체,20. C81,호지킨림프종,60-64세,18,0.9
2009,남녀전체,20. C81,호지킨림프종,65-69세,17,0.9
2009,남녀전체,20. C81,호지킨림프종,70-74세,13,0.9
2009,남녀전체,20. C81,호지킨림프종,75-79세,9,1.0
2009,남녀전체,20. C81,호지킨림프종,80-84세,2,0.4
2009,남녀전체,20. C81,호지킨림프종,85세이상,1,0.3
2009,남녀전체,20. C81,호지킨림프종,연령전체,219,0.4
2009,남자,20. C81,호지킨림프종,00-04세,0,
2009,남자,20. C81,호지킨림프종,05-09세,0,
2009,남자,20. C81,호지킨림프종,10-14세,4,0.2
2009,남자,20. C81,호지킨림프종,15-19세,9,0.5
2009,남자,20. C81,호지킨림프종,20-24세,11,0.7
2009,남자,20. C81,호지킨림프종,25-29세,13,0.6
2009,남자,20. C81,호지킨림프종,30-34세,12,0.6
2009,남자,20. C81,호지킨림프종,35-39세,10,0.4
2009,남자,20. C81,호지킨림프종,40-44세,10,0.5
2009,남자,20. C81,호지킨림프종,45-49세,13,0.6
2009,남자,20. C81,호지킨림프종,50-54세,13,0.7
2009,남자,20. C81,호지킨림프종,55-59세,8,0.6
2009,남자,20. C81,호지킨림프종,60-64세,15,1.5
2009,남자,20. C81,호지킨림프종,65-69세,12,1.4
2009,남자,20. C81,호지킨림프종,70-74세,8,1.3
2009,남자,20. C81,호지킨림프종,75-79세,6,1.8
2009,남자,20. C81,호지킨림프종,80-84세,1,0.6
2009,남자,20. C81,호지킨림프종,85세이상,1,1.2
2009,남자,20. C81,호지킨림프종,연령전체,146,0.6
2009,여자,20. C81,호지킨림프종,00-04세,1,0.1
2009,여자,20. C81,호지킨림프종,05-09세,1,0.1
2009,여자,20. C81,호지킨림프종,10-14세,4,0.2
2009,여자,20. C81,호지킨림프종,15-19세,5,0.3
2009,여자,20. C81,호지킨림프종,20-24세,8,0.5
2009,여자,20. C81,호지킨림프종,25-29세,12,0.6
2009,여자,20. C81,호지킨림프종,30-34세,4,0.2
2009,여자,20. C81,호지킨림프종,35-39세,5,0.2
2009,여자,20. C81,호지킨림프종,40-44세,4,0.2
2009,여자,20. C81,호지킨림프종,45-49세,4,0.2
2009,여자,20. C81,호지킨림프종,50-54세,6,0.3
2009,여자,20. C81,호지킨림프종,55-59세,2,0.2
2009,여자,20. C81,호지킨림프종,60-64세,3,0.3
2009,여자,20. C81,호지킨림프종,65-69세,5,0.5
2009,여자,20. C81,호지킨림프종,70-74세,5,0.6
2009,여자,20. C81,호지킨림프종,75-79세,3,0.5
2009,여자,20. C81,호지킨림프종,80-84세,1,0.3
2009,여자,20. C81,호지킨림프종,85세이상,0,
2009,여자,20. C81,호지킨림프종,연령전체,73,0.3
2010,남녀전체,20. C81,호지킨림프종,00-04세,1,0.0
2010,남녀전체,20. C81,호지킨림프종,05-09세,1,0.0
2010,남녀전체,20. C81,호지킨림프종,10-14세,7,0.2
2010,남녀전체,20. C81,호지킨림프종,15-19세,25,0.7
2010,남녀전체,20. C81,호지킨림프종,20-24세,18,0.6
2010,남녀전체,20. C81,호지킨림프종,25-29세,20,0.5
2010,남녀전체,20. C81,호지킨림프종,30-34세,17,0.4
2010,남녀전체,20. C81,호지킨림프종,35-39세,18,0.4
2010,남녀전체,20. C81,호지킨림프종,40-44세,14,0.3
2010,남녀전체,20. C81,호지킨림프종,45-49세,21,0.5
2010,남녀전체,20. C81,호지킨림프종,50-54세,24,0.6
2010,남녀전체,20. C81,호지킨림프종,55-59세,18,0.6
2010,남녀전체,20. C81,호지킨림프종,60-64세,18,0.8
2010,남녀전체,20. C81,호지킨림프종,65-69세,13,0.7
2010,남녀전체,20. C81,호지킨림프종,70-74세,18,1.2
2010,남녀전체,20. C81,호지킨림프종,75-79세,10,1.0
2010,남녀전체,20. C81,호지킨림프종,80-84세,5,0.9
2010,남녀전체,20. C81,호지킨림프종,85세이상,1,0.3
2010,남녀전체,20. C81,호지킨림프종,연령전체,249,0.5
2010,남자,20. C81,호지킨림프종,00-04세,1,0.1
2010,남자,20. C81,호지킨림프종,05-09세,1,0.1
2010,남자,20. C81,호지킨림프종,10-14세,5,0.3
2010,남자,20. C81,호지킨림프종,15-19세,18,1.0
2010,남자,20. C81,호지킨림프종,20-24세,10,0.6
2010,남자,20. C81,호지킨림프종,25-29세,11,0.6
2010,남자,20. C81,호지킨림프종,30-34세,8,0.4
2010,남자,20. C81,호지킨림프종,35-39세,10,0.4
2010,남자,20. C81,호지킨림프종,40-44세,7,0.3
2010,남자,20. C81,호지킨림프종,45-49세,19,0.9
2010,남자,20. C81,호지킨림프종,50-54세,21,1.1
2010,남자,20. C81,호지킨림프종,55-59세,15,1.1
2010,남자,20. C81,호지킨림프종,60-64세,14,1.3
2010,남자,20. C81,호지킨림프종,65-69세,12,1.4
2010,남자,20. C81,호지킨림프종,70-74세,12,1.8
2010,남자,20. C81,호지킨림프종,75-79세,4,1.1
2010,남자,20. C81,호지킨림프종,80-84세,3,1.8
2010,남자,20. C81,호지킨림프종,85세이상,1,1.1
2010,남자,20. C81,호지킨림프종,연령전체,172,0.7
2010,여자,20. C81,호지킨림프종,00-04세,0,
2010,여자,20. C81,호지킨림프종,05-09세,0,
2010,여자,20. C81,호지킨림프종,10-14세,2,0.1
2010,여자,20. C81,호지킨림프종,15-19세,7,0.4
2010,여자,20. C81,호지킨림프종,20-24세,8,0.5
2010,여자,20. C81,호지킨림프종,25-29세,9,0.5
2010,여자,20. C81,호지킨림프종,30-34세,9,0.5
2010,여자,20. C81,호지킨림프종,35-39세,8,0.4
2010,여자,20. C81,호지킨림프종,40-44세,7,0.3
2010,여자,20. C81,호지킨림프종,45-49세,2,0.1
2010,여자,20. C81,호지킨림프종,50-54세,3,0.2
2010,여자,20. C81,호지킨림프종,55-59세,3,0.2
2010,여자,20. C81,호지킨림프종,60-64세,4,0.4
2010,여자,20. C81,호지킨림프종,65-69세,1,0.1
2010,여자,20. C81,호지킨림프종,70-74세,6,0.7
2010,여자,20. C81,호지킨림프종,75-79세,6,1.0
2010,여자,20. C81,호지킨림프종,80-84세,2,0.5
2010,여자,20. C81,호지킨림프종,85세이상,0,
2010,여자,20. C81,호지킨림프종,연령전체,77,0.3
2011,남녀전체,20. C81,호지킨림프종,00-04세,1,0.0
2011,남녀전체,20. C81,호지킨림프종,05-09세,5,0.2
2011,남녀전체,20. C81,호지킨림프종,10-14세,11,0.3
2011,남녀전체,20. C81,호지킨림프종,15-19세,25,0.7
2011,남녀전체,20. C81,호지킨림프종,20-24세,28,0.9
2011,남녀전체,20. C81,호지킨림프종,25-29세,30,0.8
2011,남녀전체,20. C81,호지킨림프종,30-34세,20,0.5
2011,남녀전체,20. C81,호지킨림프종,35-39세,15,0.4
2011,남녀전체,20. C81,호지킨림프종,40-44세,7,0.2
2011,남녀전체,20. C81,호지킨림프종,45-49세,15,0.4
2011,남녀전체,20. C81,호지킨림프종,50-54세,24,0.6
2011,남녀전체,20. C81,호지킨림프종,55-59세,25,0.8
2011,남녀전체,20. C81,호지킨림프종,60-64세,14,0.6
2011,남녀전체,20. C81,호지킨림프종,65-69세,17,0.9
2011,남녀전체,20. C81,호지킨림프종,70-74세,15,0.9
2011,남녀전체,20. C81,호지킨림프종,75-79세,5,0.5
2011,남녀전체,20. C81,호지킨림프종,80-84세,4,0.7
2011,남녀전체,20. C81,호지킨림프종,85세이상,3,0.8
2011,남녀전체,20. C81,호지킨림프종,연령전체,264,0.5
2011,남자,20. C81,호지킨림프종,00-04세,1,0.1
2011,남자,20. C81,호지킨림프종,05-09세,5,0.4
2011,남자,20. C81,호지킨림프종,10-14세,6,0.4
2011,남자,20. C81,호지킨림프종,15-19세,14,0.7
2011,남자,20. C81,호지킨림프종,20-24세,15,0.9
2011,남자,20. C81,호지킨림프종,25-29세,18,1.0
2011,남자,20. C81,호지킨림프종,30-34세,9,0.4
2011,남자,20. C81,호지킨림프종,35-39세,12,0.6
2011,남자,20. C81,호지킨림프종,40-44세,6,0.3
2011,남자,20. C81,호지킨림프종,45-49세,12,0.6
2011,남자,20. C81,호지킨림프종,50-54세,17,0.8
2011,남자,20. C81,호지킨림프종,55-59세,19,1.3
2011,남자,20. C81,호지킨림프종,60-64세,10,0.9
2011,남자,20. C81,호지킨림프종,65-69세,7,0.8
2011,남자,20. C81,호지킨림프종,70-74세,6,0.9
