cause,date,dead
MCD malignant neoplasms and MCD COVID,2024-04,286
MCD malignant neoplasms and MCD COVID,2024-05,219
MCD malignant neoplasms and MCD COVID,2024-06,225
MCD malignant neoplasms and MCD COVID,2024-07,438
MCD malignant neoplasms and MCD COVID,2024-08,617
MCD malignant neoplasms and MCD COVID,2024-09,675
MCD malignant neoplasms and MCD COVID,2024-10,445
MCD malignant neoplasms and MCD COVID,2024-11,303
MCD malignant neoplasms and MCD COVID,2024-12,332
MCD malignant neoplasms and MCD COVID,2025-01,508
MCD malignant neoplasms and MCD COVID,2025-02,377
MCD malignant neoplasms and MCD COVID,2025-03,263
MCD malignant neoplasms and MCD COVID,2025-04,189
MCD malignant neoplasms and MCD COVID,2025-05,62
MCD malignant neoplasms and UCD COVID,2020-03,281
MCD malignant neoplasms and UCD COVID,2020-04,2061
MCD malignant neoplasms and UCD COVID,2020-05,1237
MCD malignant neoplasms and UCD COVID,2020-06,614
MCD malignant neoplasms and UCD COVID,2020-07,1062
MCD malignant neoplasms and UCD COVID,2020-08,935
MCD malignant neoplasms and UCD COVID,2020-09,627
MCD malignant neoplasms and UCD COVID,2020-10,849
MCD malignant neoplasms and UCD COVID,2020-11,2070
MCD malignant neoplasms and UCD COVID,2020-12,3683
MCD malignant neoplasms and UCD COVID,2021-01,3794
MCD malignant neoplasms and UCD COVID,2021-02,1848
MCD malignant neoplasms and UCD COVID,2021-03,851
MCD malignant neoplasms and UCD COVID,2021-04,743
MCD malignant neoplasms and UCD COVID,2021-05,589
MCD malignant neoplasms and UCD COVID,2021-06,285
MCD malignant neoplasms and UCD COVID,2021-07,394
MCD malignant neoplasms and UCD COVID,2021-08,1535
MCD malignant neoplasms and UCD COVID,2021-09,2012
MCD malignant neoplasms and UCD COVID,2021-10,1455
MCD malignant neoplasms and UCD COVID,2021-11,1237
MCD malignant neoplasms and UCD COVID,2021-12,1758
MCD malignant neoplasms and UCD COVID,2022-01,4024
MCD malignant neoplasms and UCD COVID,2022-02,2698
MCD malignant neoplasms and UCD COVID,2022-03,805
MCD malignant neoplasms and UCD COVID,2022-04,322
MCD malignant neoplasms and UCD COVID,2022-05,409
MCD malignant neoplasms and UCD COVID,2022-06,505
MCD malignant neoplasms and UCD COVID,2022-07,724
MCD malignant neoplasms and UCD COVID,2022-08,763
MCD malignant neoplasms and UCD COVID,2022-09,559
MCD malignant neoplasms and UCD COVID,2022-10,517
MCD malignant neoplasms and UCD COVID,2022-11,510
MCD malignant neoplasms and UCD COVID,2022-12,763
MCD malignant neoplasms and UCD COVID,2023-01,824
MCD malignant neoplasms and UCD COVID,2023-02,465
MCD malignant neoplasms and UCD COVID,2023-03,416
MCD malignant neoplasms and UCD COVID,2023-04,278
MCD malignant neoplasms and UCD COVID,2023-05,202
MCD malignant neoplasms and UCD COVID,2023-06,136
MCD malignant neoplasms and UCD COVID,2023-07,114
MCD malignant neoplasms and UCD COVID,2023-08,201
MCD malignant neoplasms and UCD COVID,2023-09,358
MCD malignant neoplasms and UCD COVID,2023-10,308
MCD malignant neoplasms and UCD COVID,2023-11,361
MCD malignant neoplasms and UCD COVID,2023-12,505
MCD malignant neoplasms and UCD COVID,2024-01,587
MCD malignant neoplasms and UCD COVID,2024-02,347
MCD malignant neoplasms and UCD COVID,2024-03,210
MCD malignant neoplasms and UCD COVID,2024-04,109
MCD malignant neoplasms and UCD COVID,2024-05,90
MCD malignant neoplasms and UCD COVID,2024-06,106
MCD malignant neoplasms and UCD COVID,2024-07,213
MCD malignant neoplasms and UCD COVID,2024-08,312
MCD malignant neoplasms and UCD COVID,2024-09,303
MCD malignant neoplasms and UCD COVID,2024-10,221
MCD malignant neoplasms and UCD COVID,2024-11,149
MCD malignant neoplasms and UCD COVID,2024-12,158
MCD malignant neoplasms and UCD COVID,2025-01,249
MCD malignant neoplasms and UCD COVID,2025-02,169
MCD malignant neoplasms and UCD COVID,2025-03,129
MCD malignant neoplasms and UCD COVID,2025-04,80
MCD malignant neoplasms and UCD COVID,2025-05,28
