cause,year,month,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Deaths involving COVID-19,2021,July,"Third dose or booster, at least 21 days ago",0,93,,,,
Deaths involving COVID-19,2021,July,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,July,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,July,Ever vaccinated,914,2987500,24.3,,22.7,25.9
Deaths involving COVID-19,2021,August,Unvaccinated,658,834809,433.0,,396.4,469.6
Deaths involving COVID-19,2021,August,"First dose, less than 21 days ago",7,43595,,,,
Deaths involving COVID-19,2021,August,"First dose, at least 21 days ago",91,315685,294.2,,229.3,370.1
Deaths involving COVID-19,2021,August,"Second dose, less than 21 days ago",5,203191,,,,
Deaths involving COVID-19,2021,August,"Second dose, between 21 days and 6 months ago",1546,2449390,44.7,,42.5,47.0
Deaths involving COVID-19,2021,August,"Second dose, at least 6 months ago",122,42175,66.1,,27.9,104.2
Deaths involving COVID-19,2021,August,"Third dose or booster, less than 21 days ago",0,30,,,,
Deaths involving COVID-19,2021,August,"Third dose or booster, at least 21 days ago",0,146,,,,
Deaths involving COVID-19,2021,August,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,August,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,August,Ever vaccinated,1771,3054212,46.6,,44.5,48.8
Deaths involving COVID-19,2021,September,Unvaccinated,584,753660,401.0,,365.1,436.9
Deaths involving COVID-19,2021,September,"First dose, less than 21 days ago",3,36849,,,,
Deaths involving COVID-19,2021,September,"First dose, at least 21 days ago",79,174537,298.7,,230.8,379.1
Deaths involving COVID-19,2021,September,"Second dose, less than 21 days ago",2,117149,,,,
Deaths involving COVID-19,2021,September,"Second dose, between 21 days and 6 months ago",1873,2549088,61.6,,58.8,64.4
Deaths involving COVID-19,2021,September,"Second dose, at least 6 months ago",361,122879,88.3,,71.3,105.2
Deaths involving COVID-19,2021,September,"Third dose or booster, less than 21 days ago",0,11477,,,,
Deaths involving COVID-19,2021,September,"Third dose or booster, at least 21 days ago",0,189,,,,
Deaths involving COVID-19,2021,September,"Fourth dose or booster, less than 21 days ago",0,3,,,,
Deaths involving COVID-19,2021,September,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,September,Ever vaccinated,2318,3012170,65.4,,59.7,71.1
Deaths involving COVID-19,2021,October,Unvaccinated,531,726184,374.8,,340.0,409.7
Deaths involving COVID-19,2021,October,"First dose, less than 21 days ago",0,43158,,,,
Deaths involving COVID-19,2021,October,"First dose, at least 21 days ago",69,164532,301.7,,229.6,388.1
Deaths involving COVID-19,2021,October,"Second dose, less than 21 days ago",1,38643,,,,
Deaths involving COVID-19,2021,October,"Second dose, between 21 days and 6 months ago",822,2240074,63.2,,58.0,68.4
Deaths involving COVID-19,2021,October,"Second dose, at least 6 months ago",1461,363131,143.2,,133.9,152.5
Deaths involving COVID-19,2021,October,"Third dose or booster, less than 21 days ago",143,258098,14.1,,11.2,16.9
Deaths involving COVID-19,2021,October,"Third dose or booster, at least 21 days ago",33,59349,19.2,,10.9,30.0
Deaths involving COVID-19,2021,October,"Fourth dose or booster, less than 21 days ago",0,45,,,,
Deaths involving COVID-19,2021,October,"Fourth dose or booster, at least 21 days ago",0,12,,,,
Deaths involving COVID-19,2021,October,Ever vaccinated,2529,3167043,66.2,,63.6,68.7
Deaths involving COVID-19,2021,November,Unvaccinated,642,639445,467.3,,427.7,506.8
Deaths involving COVID-19,2021,November,"First dose, less than 21 days ago",3,45091,,,,
Deaths involving COVID-19,2021,November,"First dose, at least 21 days ago",67,187508,323.3,,245.3,416.9
Deaths involving COVID-19,2021,November,"Second dose, less than 21 days ago",2,23895,,,,
Deaths involving COVID-19,2021,November,"Second dose, between 21 days and 6 months ago",214,1480611,113.5,,91.6,135.4
Deaths involving COVID-19,2021,November,"Second dose, at least 6 months ago",1785,489435,263.8,,251.3,276.3
Deaths involving COVID-19,2021,November,"Third dose or booster, less than 21 days ago",155,434610,19.6,,15.8,23.4
Deaths involving COVID-19,2021,November,"Third dose or booster, at least 21 days ago",325,468313,27.1,,21.8,32.4
Deaths involving COVID-19,2021,November,"Fourth dose or booster, less than 21 days ago",0,72,,,,
Deaths involving COVID-19,2021,November,"Fourth dose or booster, at least 21 days ago",0,81,,,,
Deaths involving COVID-19,2021,November,Ever vaccinated,2551,3129616,69.0,,66.3,71.6
Deaths involving COVID-19,2021,December,Unvaccinated,828,623536,601.5,,556.6,646.5
Deaths involving COVID-19,2021,December,"First dose, less than 21 days ago",2,26495,,,,
Deaths involving COVID-19,2021,December,"First dose, at least 21 days ago",91,207117,488.1,,386.1,607.4
Deaths involving COVID-19,2021,December,"Second dose, less than 21 days ago",1,36165,,,,
Deaths involving COVID-19,2021,December,"Second dose, between 21 days and 6 months ago",72,779974,175.0,,127.3,231.9
Deaths involving COVID-19,2021,December,"Second dose, at least 6 months ago",1136,397806,428.3,,402.1,454.6
Deaths involving COVID-19,2021,December,"Third dose or booster, less than 21 days ago",115,661108,35.0,,28.1,41.9
Deaths involving COVID-19,2021,December,"Third dose or booster, at least 21 days ago",736,1163523,26.1,,23.9,28.3
Deaths involving COVID-19,2021,December,"Fourth dose or booster, less than 21 days ago",0,195,,,,
Deaths involving COVID-19,2021,December,"Fourth dose or booster, at least 21 days ago",2,203,,,,
Deaths involving COVID-19,2021,December,Ever vaccinated,2155,3272584,56.2,,53.8,58.6
Deaths involving COVID-19,2022,January,Unvaccinated,790,594245,649.0,,600.9,697.1
Deaths involving COVID-19,2022,January,"First dose, less than 21 days ago",10,22061,940.9,u,357.6,1881.2
Deaths involving COVID-19,2022,January,"First dose, at least 21 days ago",124,189141,708.2,,574.7,841.7
Deaths involving COVID-19,2022,January,"Second dose, less than 21 days ago",7,38215,,,,
Deaths involving COVID-19,2022,January,"Second dose, between 21 days and 6 months ago",73,366383,446.4,,338.5,574.8
Deaths involving COVID-19,2022,January,"Second dose, at least 6 months ago",1181,273989,841.6,,791.9,891.4
Deaths involving COVID-19,2022,January,"Third dose or booster, less than 21 days ago",96,295216,158.5,,126.3,195.9
Deaths involving COVID-19,2022,January,"Third dose or booster, at least 21 days ago",2714,2117319,76.6,,73.6,79.5
Deaths involving COVID-19,2022,January,"Fourth dose or booster, less than 21 days ago",0,170,,,,
Deaths involving COVID-19,2022,January,"Fourth dose or booster, at least 21 days ago",2,508,,,,
Deaths involving COVID-19,2022,January,Ever vaccinated,4207,3303001,109.8,,106.5,113.1
Deaths involving COVID-19,2022,February,Unvaccinated,284,522410,269.3,,236.3,302.2
Deaths involving COVID-19,2022,February,"First dose, less than 21 days ago",2,11453,,,,
Deaths involving COVID-19,2022,February,"First dose, at least 21 days ago",61,152027,389.7,,289.7,510.8
Deaths involving COVID-19,2022,February,"Second dose, less than 21 days ago",1,31125,,,,
Deaths involving COVID-19,2022,February,"Second dose, between 21 days and 6 months ago",17,257393,127.5,u,65.5,216.8
Deaths involving COVID-19,2022,February,"Second dose, at least 6 months ago",399,288650,368.8,,331.3,406.2
Deaths involving COVID-19,2022,February,"Third dose or booster, less than 21 days ago",14,41867,153.1,u,81.8,259.8
Deaths involving COVID-19,2022,February,"Third dose or booster, at least 21 days ago",2125,2215777,64.0,,61.3,66.7
Deaths involving COVID-19,2022,February,"Fourth dose or booster, less than 21 days ago",0,93,,,,
Deaths involving COVID-19,2022,February,"Fourth dose or booster, at least 21 days ago",1,658,,,,
Deaths involving COVID-19,2022,February,Ever vaccinated,2620,2999043,75.4,,72.5,78.3
Deaths involving COVID-19,2022,March,Unvaccinated,234,573487,211.0,,182.7,239.2
Deaths involving COVID-19,2022,March,"First dose, less than 21 days ago",1,5893,,,,
Deaths involving COVID-19,2022,March,"First dose, at least 21 days ago",47,154431,298.4,,213.2,404.4
Deaths involving COVID-19,2022,March,"Second dose, less than 21 days ago",1,20064,,,,
Deaths involving COVID-19,2022,March,"Second dose, between 21 days and 6 months ago",22,232387,193.5,,112.4,305.1
Deaths involving COVID-19,2022,March,"Second dose, at least 6 months ago",284,380312,245.6,,215.7,275.4
Deaths involving COVID-19,2022,March,"Third dose or booster, less than 21 days ago",4,23962,,,,
Deaths involving COVID-19,2022,March,"Third dose or booster, at least 21 days ago",2501,2499874,69.1,,66.4,71.8
Deaths involving COVID-19,2022,March,"Fourth dose or booster, less than 21 days ago",3,8666,,,,
Deaths involving COVID-19,2022,March,"Fourth dose or booster, at least 21 days ago",0,866,,,,
Deaths involving COVID-19,2022,March,Ever vaccinated,2863,3326454,74.6,,71.9,77.4
Deaths involving COVID-19,2022,April,Unvaccinated,225,553335,217.0,,187.7,246.3
Deaths involving COVID-19,2022,April,"First dose, less than 21 days ago",1,3930,,,,
Deaths involving COVID-19,2022,April,"First dose, at least 21 days ago",48,135285,310.6,,222.9,419.3
Deaths involving COVID-19,2022,April,"Second dose, less than 21 days ago",0,14228,,,,
Deaths involving COVID-19,2022,April,"Second dose, between 21 days and 6 months ago",14,201954,172.6,u,89.6,296.7
Deaths involving COVID-19,2022,April,"Second dose, at least 6 months ago",254,391903,235.9,,205.4,266.3
Deaths involving COVID-19,2022,April,"Third dose or booster, less than 21 days ago",3,17070,,,,
Deaths involving COVID-19,2022,April,"Third dose or booster, at least 21 days ago",3197,2310727,128.1,,123.6,132.6
Deaths involving COVID-19,2022,April,"Fourth dose or booster, less than 21 days ago",91,112462,41.4,,0.6,89.1
Deaths involving COVID-19,2022,April,"Fourth dose or booster, at least 21 days ago",34,34415,24.5,,0.9,55.0
Deaths involving COVID-19,2022,April,Ever vaccinated,3642,3221974,97.6,,94.4,100.8
Deaths involving COVID-19,2022,May,Unvaccinated,97,571709,88.6,,71.1,109.0
Deaths involving COVID-19,2022,May,"First dose, less than 21 days ago",0,2812,,,,
Deaths involving COVID-19,2022,May,"First dose, at least 21 days ago",23,130012,144.6,,87.8,222.3
Deaths involving COVID-19,2022,May,"Second dose, less than 21 days ago",0,10094,,,,
Deaths involving COVID-19,2022,May,"Second dose, between 21 days and 6 months ago",9,194666,,,,
Deaths involving COVID-19,2022,May,"Second dose, at least 6 months ago",122,415916,117.6,,95.7,139.5
Deaths involving COVID-19,2022,May,"Third dose or booster, less than 21 days ago",0,15495,,,,
Deaths involving COVID-19,2022,May,"Third dose or booster, at least 21 days ago",1170,2264840,80.3,,75.5,85.1
Deaths involving COVID-19,2022,May,"Fourth dose or booster, less than 21 days ago",60,91444,14.0,,4.6,25.4
Deaths involving COVID-19,2022,May,"Fourth dose or booster, at least 21 days ago",138,205295,58.7,,-18.0,135.5
Deaths involving COVID-19,2022,May,Ever vaccinated,1522,3330575,39.4,,37.4,41.4
Deaths involving COVID-19,2022,June,Unvaccinated,65,555271,63.1,,48.2,81.0
Deaths involving COVID-19,2022,June,"First dose, less than 21 days ago",0,1523,,,,
Deaths involving COVID-19,2022,June,"First dose, at least 21 days ago",13,119141,67.2,u,31.2,121.9
Deaths involving COVID-19,2022,June,"Second dose, less than 21 days ago",0,6689,,,,
Deaths involving COVID-19,2022,June,"Second dose, between 21 days and 6 months ago",0,163016,,,,
Deaths involving COVID-19,2022,June,"Second dose, at least 6 months ago",67,425139,65.2,,49.3,84.3
Deaths involving COVID-19,2022,June,"Third dose or booster, less than 21 days ago",1,10095,,,,
Deaths involving COVID-19,2022,June,"Third dose or booster, at least 21 days ago",577,2150815,55.1,,50.1,60.1
Deaths involving COVID-19,2022,June,"Fourth dose or booster, less than 21 days ago",24,34589,9.6,,6.1,14.3
Deaths involving COVID-19,2022,June,"Fourth dose or booster, at least 21 days ago",289,311759,33.6,,21.5,45.7
Deaths involving COVID-19,2022,June,Ever vaccinated,971,3222767,25.9,,24.3,27.5
Deaths involving COVID-19,2022,July,Unvaccinated,177,576360,167.6,,142.1,193.0
Deaths involving COVID-19,2022,July,"First dose, less than 21 days ago",2,1225,,,,
Deaths involving COVID-19,2022,July,"First dose, at least 21 days ago",23,115204,164.0,,100.2,251.3
Deaths involving COVID-19,2022,July,"Second dose, less than 21 days ago",1,7197,,,,
Deaths involving COVID-19,2022,July,"Second dose, between 21 days and 6 months ago",4,128401,,,,
Deaths involving COVID-19,2022,July,"Second dose, at least 6 months ago",159,475400,150.4,,125.2,175.7
Deaths involving COVID-19,2022,July,"Third dose or booster, less than 21 days ago",2,9406,,,,
Deaths involving COVID-19,2022,July,"Third dose or booster, at least 21 days ago",1237,2204496,140.5,,131.6,149.5
Deaths involving COVID-19,2022,July,"Fourth dose or booster, less than 21 days ago",44,19065,52.0,,33.3,75.5
Deaths involving COVID-19,2022,July,"Fourth dose or booster, at least 21 days ago",1113,368781,112.1,,73.0,151.2
Deaths involving COVID-19,2022,July,Ever vaccinated,2585,3329175,66.3,,63.8,68.9
Deaths involving COVID-19,2022,August,Unvaccinated,104,579459,97.1,,77.9,116.4
Deaths involving COVID-19,2022,August,"First dose, less than 21 days ago",0,925,,,,
Deaths involving COVID-19,2022,August,"First dose, at least 21 days ago",15,110337,95.5,u,49.9,162.7
Deaths involving COVID-19,2022,August,"Second dose, less than 21 days ago",0,4026,,,,
Deaths involving COVID-19,2022,August,"Second dose, between 21 days and 6 months ago",2,88137,,,,
Deaths involving COVID-19,2022,August,"Second dose, at least 6 months ago",105,514981,105.6,,84.1,127.0
Deaths involving COVID-19,2022,August,"Third dose or booster, less than 21 days ago",0,6606,,,,
Deaths involving COVID-19,2022,August,"Third dose or booster, at least 21 days ago",707,2205612,81.9,,74.9,88.9
Deaths involving COVID-19,2022,August,"Fourth dose or booster, less than 21 days ago",5,5739,,,,
Deaths involving COVID-19,2022,August,"Fourth dose or booster, at least 21 days ago",869,391385,63.4,,49.0,77.7
Deaths involving COVID-19,2022,August,Ever vaccinated,1703,3327749,43.8,,41.7,45.9
Deaths involving COVID-19,2022,September,Unvaccinated,51,564391,45.7,,33.4,60.9
Deaths involving COVID-19,2022,September,"First dose, less than 21 days ago",0,513,,,,
Deaths involving COVID-19,2022,September,"First dose, at least 21 days ago",13,105398,102.9,u,53.5,177.9
Deaths involving COVID-19,2022,September,"Second dose, less than 21 days ago",0,1609,,,,
Deaths involving COVID-19,2022,September,"Second dose, between 21 days and 6 months ago",0,61896,,,,
Deaths involving COVID-19,2022,September,"Second dose, at least 6 months ago",45,521986,47.0,,33.5,63.9
Deaths involving COVID-19,2022,September,"Third dose or booster, less than 21 days ago",0,2473,,,,
Deaths involving COVID-19,2022,September,"Third dose or booster, at least 21 days ago",394,2089420,49.9,,44.2,55.7
Deaths involving COVID-19,2022,September,"Fourth dose or booster, less than 21 days ago",4,50993,,,,
Deaths involving COVID-19,2022,September,"Fourth dose or booster, at least 21 days ago",546,384162,36.7,,27.9,45.5
Deaths involving COVID-19,2022,September,Ever vaccinated,1002,3218450,26.4,,24.8,28.1
Deaths involving COVID-19,2022,October,Unvaccinated,132,587227,123.8,,102.0,145.7
Deaths involving COVID-19,2022,October,"First dose, less than 21 days ago",0,447,,,,
Deaths involving COVID-19,2022,October,"First dose, at least 21 days ago",25,107765,182.0,,114.2,273.6
Deaths involving COVID-19,2022,October,"Second dose, less than 21 days ago",0,1344,,,,
Deaths involving COVID-19,2022,October,"Second dose, between 21 days and 6 months ago",1,45216,,,,
Deaths involving COVID-19,2022,October,"Second dose, at least 6 months ago",114,559485,113.4,,91.2,135.5
Deaths involving COVID-19,2022,October,"Third dose or booster, less than 21 days ago",0,389,,,,
Deaths involving COVID-19,2022,October,"Third dose or booster, at least 21 days ago",725,1745502,131.5,,120.6,142.4
Deaths involving COVID-19,2022,October,"Fourth dose or booster, less than 21 days ago",47,325637,24.6,,16.7,34.4
Deaths involving COVID-19,2022,October,"Fourth dose or booster, at least 21 days ago",1441,537431,63.7,,56.9,70.5
Deaths involving COVID-19,2022,October,Ever vaccinated,2353,3323217,60.1,,57.6,62.5
Deaths involving COVID-19,2022,November,Unvaccinated,71,572249,64.6,,49.8,82.4
Deaths involving COVID-19,2022,November,"First dose, less than 21 days ago",0,370,,,,
Deaths involving COVID-19,2022,November,"First dose, at least 21 days ago",15,103454,106.8,u,56.7,180.7
Deaths involving COVID-19,2022,November,"Second dose, less than 21 days ago",0,993,,,,
Deaths involving COVID-19,2022,November,"Second dose, between 21 days and 6 months ago",0,31383,,,,
Deaths involving COVID-19,2022,November,"Second dose, at least 6 months ago",66,555277,65.6,,49.5,84.9
Deaths involving COVID-19,2022,November,"Third dose or booster, less than 21 days ago",0,125,,,,
Deaths involving COVID-19,2022,November,"Third dose or booster, at least 21 days ago",358,1300249,100.0,,88.7,111.4
Deaths involving COVID-19,2022,November,"Fourth dose or booster, less than 21 days ago",21,238310,21.9,,11.9,35.8
Deaths involving COVID-19,2022,November,"Fourth dose or booster, at least 21 days ago",865,983274,28.5,,25.8,31.2
Deaths involving COVID-19,2022,November,Ever vaccinated,1325,3213434,34.7,,32.9,36.6
Deaths involving COVID-19,2022,December,Unvaccinated,125,595337,114.2,,93.3,135.1
Deaths involving COVID-19,2022,December,"First dose, less than 21 days ago",0,216,,,,
Deaths involving COVID-19,2022,December,"First dose, at least 21 days ago",13,106474,98.0,u,49.7,171.2
Deaths involving COVID-19,2022,December,"Second dose, less than 21 days ago",0,609,,,,
Deaths involving COVID-19,2022,December,"Second dose, between 21 days and 6 months ago",3,23405,,,,
Deaths involving COVID-19,2022,December,"Second dose, at least 6 months ago",109,583915,102.2,,81.2,123.2
Deaths involving COVID-19,2022,December,"Third dose or booster, less than 21 days ago",0,53,,,,
Deaths involving COVID-19,2022,December,"Third dose or booster, at least 21 days ago",329,1223951,106.4,,93.9,118.8
Deaths involving COVID-19,2022,December,"Fourth dose or booster, less than 21 days ago",13,60636,32.6,u,13.2,62.1
Deaths involving COVID-19,2022,December,"Fourth dose or booster, at least 21 days ago",1599,1317976,48.6,,45.5,51.8
Deaths involving COVID-19,2022,December,Ever vaccinated,2066,3317234,52.7,,50.4,55.0
Deaths involving COVID-19,2023,January,Unvaccinated,127,599498,121.9,,100.1,143.7
Deaths involving COVID-19,2023,January,"First dose, less than 21 days ago",0,198,,,,
Deaths involving COVID-19,2023,January,"First dose, at least 21 days ago",19,106121,137.2,u,79.9,218.2
Deaths involving COVID-19,2023,January,"Second dose, less than 21 days ago",0,440,,,,
Deaths involving COVID-19,2023,January,"Second dose, between 21 days and 6 months ago",2,13758,,,,
Deaths involving COVID-19,2023,January,"Second dose, at least 6 months ago",96,594117,96.7,,77.1,119.5
Deaths involving COVID-19,2023,January,"Third dose or booster, less than 21 days ago",0,28,,,,
Deaths involving COVID-19,2023,January,"Third dose or booster, at least 21 days ago",323,1198699,102.8,,90.5,115.1
Deaths involving COVID-19,2023,January,"Fourth dose or booster, less than 21 days ago",2,13228,,,,
Deaths involving COVID-19,2023,January,"Fourth dose or booster, at least 21 days ago",1745,1386461,51.4,,48.7,54.1
Deaths involving COVID-19,2023,January,Ever vaccinated,2187,3313048,55.8,,53.5,58.2
Deaths involving COVID-19,2023,February,Unvaccinated,77,545170,82.9,,65.0,104.1
Deaths involving COVID-19,2023,February,"First dose, less than 21 days ago",0,183,,,,
Deaths involving COVID-19,2023,February,"First dose, at least 21 days ago",10,95517,86.4,u,40.4,160.5
Deaths involving COVID-19,2023,February,"Second dose, less than 21 days ago",0,427,,,,
Deaths involving COVID-19,2023,February,"Second dose, between 21 days and 6 months ago",0,7247,,,,
Deaths involving COVID-19,2023,February,"Second dose, at least 6 months ago",59,542182,65.8,,49.1,86.1
Deaths involving COVID-19,2023,February,"Third dose or booster, less than 21 days ago",0,38,,,,
Deaths involving COVID-19,2023,February,"Third dose or booster, at least 21 days ago",203,1072016,74.2,,63.0,85.3
Deaths involving COVID-19,2023,February,"Fourth dose or booster, less than 21 days ago",0,6464,,,,
Deaths involving COVID-19,2023,February,"Fourth dose or booster, at least 21 days ago",1258,1265514,40.3,,37.9,42.6
Deaths involving COVID-19,2023,February,Ever vaccinated,1530,2989587,43.1,,40.9,45.3
Deaths involving COVID-19,2023,March,Unvaccinated,102,607307,96.2,,76.9,115.4
Deaths involving COVID-19,2023,March,"First dose, less than 21 days ago",0,143,,,,
Deaths involving COVID-19,2023,March,"First dose, at least 21 days ago",15,105554,96.2,u,49.8,164.6
Deaths involving COVID-19,2023,March,"Second dose, less than 21 days ago",0,309,,,,
Deaths involving COVID-19,2023,March,"Second dose, between 21 days and 6 months ago",0,6008,,,,
Deaths involving COVID-19,2023,March,"Second dose, at least 6 months ago",86,602758,85.1,,67.0,106.3
Deaths involving COVID-19,2023,March,"Third dose or booster, less than 21 days ago",0,8,,,,
Deaths involving COVID-19,2023,March,"Third dose or booster, at least 21 days ago",246,1185013,91.7,,71.4,111.9
Deaths involving COVID-19,2023,March,"Fourth dose or booster, less than 21 days ago",0,261,,,,
Deaths involving COVID-19,2023,March,"Fourth dose or booster, at least 21 days ago",1862,1406812,55.8,,51.7,59.9
Deaths involving COVID-19,2023,March,Ever vaccinated,2209,3306865,56.2,,53.8,58.6
Deaths involving COVID-19,2023,April,Unvaccinated,85,591804,82.8,,65.6,103.0
Deaths involving COVID-19,2023,April,"First dose, less than 21 days ago",0,43,,,,
Deaths involving COVID-19,2023,April,"First dose, at least 21 days ago",11,102138,66.9,u,29.6,125.5
Deaths involving COVID-19,2023,April,"Second dose, less than 21 days ago",0,94,,,,
Deaths involving COVID-19,2023,April,"Second dose, between 21 days and 6 months ago",1,4320,,,,
Deaths involving COVID-19,2023,April,"Second dose, at least 6 months ago",60,585055,59.5,,44.3,77.9
Deaths involving COVID-19,2023,April,"Third dose or booster, less than 21 days ago",0,3,,,,
Deaths involving COVID-19,2023,April,"Third dose or booster, at least 21 days ago",168,1146399,57.7,,48.2,67.3
Deaths involving COVID-19,2023,April,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2023,April,"Fourth dose or booster, at least 21 days ago",1263,1359114,38.4,,35.7,41.0
Deaths involving COVID-19,2023,April,Ever vaccinated,1503,3197167,39.3,,37.3,41.3
Deaths involving COVID-19,2023,May,Unvaccinated,45,615599,46.1,,33.5,61.9
Deaths involving COVID-19,2023,May,"First dose, less than 21 days ago",0,1,,,,
Deaths involving COVID-19,2023,May,"First dose, at least 21 days ago",7,105559,,,,
Deaths involving COVID-19,2023,May,"Second dose, less than 21 days ago",0,4,,,,
Deaths involving COVID-19,2023,May,"Second dose, between 21 days and 6 months ago",0,2975,,,,
Deaths involving COVID-19,2023,May,"Second dose, at least 6 months ago",30,606014,29.8,,19.6,43.3
Deaths involving COVID-19,2023,May,"Third dose or booster, less than 21 days ago",0,1,,,,
Deaths involving COVID-19,2023,May,"Third dose or booster, at least 21 days ago",92,1184243,30.7,,24.3,38.2
Deaths involving COVID-19,2023,May,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2023,May,"Fourth dose or booster, at least 21 days ago",772,1401959,21.6,,20.1,23.1
Deaths involving COVID-19,2023,May,Ever vaccinated,901,3300755,22.7,,21.2,24.1
Non-COVID-19 deaths,2021,April,Unvaccinated,3346,1629172,1956.3,,1880.5,2032.0
Non-COVID-19 deaths,2021,April,"First dose, less than 21 days ago",414,226280,1737.6,,1500.0,1975.2
Non-COVID-19 deaths,2021,April,"First dose, at least 21 days ago",15930,1274516,1553.4,,1526.0,1580.8
Non-COVID-19 deaths,2021,April,"Second dose, less than 21 days ago",5436,404373,469.7,,453.4,486.1
Non-COVID-19 deaths,2021,April,"Second dose, between 21 days and 6 months ago",5886,219349,706.6,,672.0,741.1
Non-COVID-19 deaths,2021,April,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,April,"Third dose or booster, less than 21 days ago",1,2,,,,
Non-COVID-19 deaths,2021,April,"Third dose or booster, at least 21 days ago",1,2,,,,
Non-COVID-19 deaths,2021,April,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,April,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,April,Ever vaccinated,27668,2124523,798.6,,788.6,808.7
Non-COVID-19 deaths,2021,May,Unvaccinated,2801,1441734,1672.1,,1601.6,1742.7
Non-COVID-19 deaths,2021,May,"First dose, less than 21 days ago",152,186679,1580.2,,1225.6,1934.8
Non-COVID-19 deaths,2021,May,"First dose, at least 21 days ago",8061,846621,4941.2,,4809.8,5072.7
Non-COVID-19 deaths,2021,May,"Second dose, less than 21 days ago",3367,527045,771.0,,739.5,802.5
Non-COVID-19 deaths,2021,May,"Second dose, between 21 days and 6 months ago",19610,879326,767.3,,752.2,782.3
Non-COVID-19 deaths,2021,May,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,May,"Third dose or booster, less than 21 days ago",1,3,,,,
Non-COVID-19 deaths,2021,May,"Third dose or booster, at least 21 days ago",1,5,,,,
Non-COVID-19 deaths,2021,May,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,May,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,May,Ever vaccinated,31192,2439679,850.8,,840.9,860.7
Non-COVID-19 deaths,2021,June,Unvaccinated,2307,1082160,1485.6,,1417.0,1554.2
Non-COVID-19 deaths,2021,June,"First dose, less than 21 days ago",94,220318,1807.4,,886.2,2881.5
Non-COVID-19 deaths,2021,June,"First dose, at least 21 days ago",3683,462819,6295.0,,6056.5,6533.6
Non-COVID-19 deaths,2021,June,"Second dose, less than 21 days ago",977,407615,1453.4,,1325.5,1581.2
Non-COVID-19 deaths,2021,June,"Second dose, between 21 days and 6 months ago",25714,1585793,789.7,,778.8,800.5
Non-COVID-19 deaths,2021,June,"Second dose, at least 6 months ago",0,26,,,,
Non-COVID-19 deaths,2021,June,"Third dose or booster, less than 21 days ago",0,47,,,,
Non-COVID-19 deaths,2021,June,"Third dose or booster, at least 21 days ago",0,12,,,,
Non-COVID-19 deaths,2021,June,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,June,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,June,Ever vaccinated,30468,2676630,943.7,,746.7,1140.7
Non-COVID-19 deaths,2021,July,Unvaccinated,2194,899033,1447.5,,1379.9,1515.1
Non-COVID-19 deaths,2021,July,"First dose, less than 21 days ago",66,128197,1071.3,,650.5,1576.9
Non-COVID-19 deaths,2021,July,"First dose, at least 21 days ago",2274,464725,5875.7,,5601.3,6150.1
Non-COVID-19 deaths,2021,July,"Second dose, less than 21 days ago",322,214571,1849.2,,1585.5,2113.0
Non-COVID-19 deaths,2021,July,"Second dose, between 21 days and 6 months ago",30275,2151653,1324.1,,720.8,1927.5
Non-COVID-19 deaths,2021,July,"Second dose, at least 6 months ago",1157,28217,561.1,,435.4,686.8
Non-COVID-19 deaths,2021,July,"Third dose or booster, less than 21 days ago",0,44,,,,
Non-COVID-19 deaths,2021,July,"Third dose or booster, at least 21 days ago",4,93,,,,
Non-COVID-19 deaths,2021,July,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,July,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,July,Ever vaccinated,34098,2987500,1039.3,,855.9,1222.6
Non-COVID-19 deaths,2021,August,Unvaccinated,1925,834809,1335.3,,1269.3,1401.3
Non-COVID-19 deaths,2021,August,"First dose, less than 21 days ago",34,43595,1433.4,,830.3,2212.9
Non-COVID-19 deaths,2021,August,"First dose, at least 21 days ago",1444,315685,4503.9,,4241.8,4766.1
Non-COVID-19 deaths,2021,August,"Second dose, less than 21 days ago",128,203191,1353.1,,1015.1,1691.1
