qseqid      sseqid     pident  length mismatch gaps qstart qend  sstart send  evalue bitscore
NC_045512.2 LF565185.1 100.000 19     0        0    14564  14582 37     55    381    36.2
NC_045512.2 LF551060.1 100.000 19     0        0    11548  11566 300    318   381    36.2
NC_045512.2 LF548466.1 100.000 19     0        0    27018  27036 426    408   381    36.2
NC_045512.2 LF541462.1 95.652  23     0        1    28790  28812 6594   6615  381    36.2
NC_045512.2 LF541461.1 95.652  23     0        1    28790  28812 6579   6600  381    36.2
NC_045512.2 LF541460.1 95.652  23     0        1    28790  28812 1326   1347  381    36.2
NC_045512.2 LF541459.1 95.652  23     0        1    28790  28812 6519   6540  381    36.2
NC_045512.2 LF541458.1 95.652  23     0        1    28790  28812 6594   6615  381    36.2
NC_045512.2 LF531083.1 89.655  29     2        1    3159   3187  296    323   381    36.2
NC_045512.2 LF531082.1 89.655  29     2        1    3159   3187  296    323   381    36.2
NC_045512.2 LP029174.1 95.455  22     1        0    29378  29399 2185   2206  381    36.2
NC_045512.2 LP028734.1 100.000 19     0        0    23034  23052 1153   1135  381    36.2
NC_045512.2 LP024636.1 100.000 19     0        0    29422  29440 128    146   381    36.2
NC_045512.2 LP022889.1 92.308  26     1        1    3173   3198  5583   5607  381    36.2
NC_045512.2 LP022888.1 92.308  26     1        1    3173   3198  5583   5607  381    36.2
NC_045512.2 LP022885.1 92.308  26     1        1    3173   3198  5583   5607  381    36.2
NC_045512.2 LP016706.1 89.655  29     2        1    5202   5230  2607   2580  381    36.2
NC_045512.2 LP016705.1 89.655  29     2        1    5202   5230  3022   2995  381    36.2
NC_045512.2 LP016136.1 95.652  23     0        1    25741  25762 2091   2069  381    36.2
NC_045512.2 LP015757.1 95.455  22     1        0    14424  14445 3079   3100  381    36.2
NC_045512.2 LP015361.1 100.000 19     0        0    4074   4092  2063   2081  381    36.2
NC_045512.2 LP014876.1 100.000 19     0        0    3717   3735  1493   1511  381    36.2
NC_045512.2 LP014875.1 100.000 19     0        0    3717   3735  1090   1108  381    36.2
NC_045512.2 LP039186.1 89.655  29     2        1    3032   3060  479    506   381    36.2
NC_045512.2 LP038399.1 100.000 19     0        0    15920  15938 2383   2401  381    36.2
NC_045512.2 LP037838.1 92.308  26     0        1    12653  12678 1200   1223  381    36.2
NC_045512.2 LP037416.1 92.308  26     0        2    13276  13299 1478   1453  381    36.2
NC_045512.2 LP037127.1 95.652  23     0        1    6348   6369  715    693   381    36.2
NC_045512.2 LP035840.1 100.000 19     0        0    3042   3060  764    782   381    36.2
NC_045512.2 LP034697.1 100.000 19     0        0    15920  15938 2383   2401  381    36.2
NC_045512.2 HZ244668.1 100.000 19     0        0    3180   3198  967    985   381    36.2
NC_045512.2 HZ342884.1 100.000 19     0        0    18309  18327 3507   3525  381    36.2
NC_045512.2 HZ265202.1 100.000 19     0        0    8293   8311  1160   1178  381    36.2
NC_045512.2 HZ342819.1 100.000 19     0        0    3057   3075  4216   4234  381    36.2
NC_045512.2 HZ342789.1 100.000 19     0        0    3177   3195  755    773   381    36.2
NC_045512.2 HZ342788.1 100.000 19     0        0    3177   3195  755    773   381    36.2
NC_045512.2 HZ221727.1 92.308  26     1        1    3173   3198  5583   5607  381    36.2
NC_045512.2 HZ221726.1 92.308  26     1        1    3173   3198  5583   5607  381    36.2
NC_045512.2 HZ221723.1 92.308  26     1        1    3173   3198  5583   5607  381    36.2
NC_045512.2 HZ194839.1 87.097  31     4        0    3144   3174  1313   1283  381    36.2
NC_045512.2 HZ219246.1 89.655  29     2        1    5202   5230  2607   2580  381    36.2
NC_045512.2 HZ219245.1 89.655  29     2        1    5202   5230  3022   2995  381    36.2
NC_045512.2 HZ321745.1 100.000 19     0        0    28925  28943 7581   7563  381    36.2
NC_045512.2 HZ262620.1 100.000 19     0        0    3180   3198  967    985   381    36.2
NC_045512.2 HZ339728.1 95.652  23     0        1    24356  24377 243    265   381    36.2
NC_045512.2 HZ339712.1 95.455  22     1        0    8698   8719  3005   3026  381    36.2
NC_045512.2 HZ262467.1 95.455  22     1        0    4754   4775  1693   1714  381    36.2
NC_045512.2 HZ218676.1 95.652  23     0        1    25741  25762 2091   2069  381    36.2
NC_045512.2 HZ218297.1 95.455  22     1        0    14424  14445 3079   3100  381    36.2
NC_045512.2 HZ339128.1 89.655  29     1        2    3169   3195  745    773   381    36.2
NC_045512.2 HZ339083.1 100.000 19     0        0    3177   3195  755    773   381    36.2
NC_045512.2 HZ302654.1 92.000  25     2        0    3046   3070  649    625   381    36.2
NC_045512.2 HZ261579.1 100.000 19     0        0    4459   4477  1172   1190  381    36.2
NC_045512.2 HZ217901.1 100.000 19     0        0    4074   4092  2063   2081  381    36.2
NC_045512.2 HZ193266.1 100.000 19     0        0    29844  29862 5771   5789  381    36.2
NC_045512.2 HZ338535.1 95.455  22     1        0    3844   3865  360    381   381    36.2
NC_045512.2 HZ217416.1 100.000 19     0        0    3717   3735  1493   1511  381    36.2
NC_045512.2 HZ217415.1 100.000 19     0        0    3717   3735  1090   1108  381    36.2
NC_045512.2 HZ338364.1 92.308  26     1        1    20953  20978 564    540   381    36.2
NC_045512.2 HZ260684.1 92.308  26     1        1    6179   6204  107    83    381    36.2
NC_045512.2 HZ192798.1 92.000  25     2        0    21977  22001 1625   1649  381    36.2
NC_045512.2 HZ338254.1 100.000 19     0        0    24672  24690 30     12    381    36.2
NC_045512.2 HZ300827.1 100.000 19     0        0    5686   5704  1280   1262  381    36.2
NC_045512.2 HZ191470.1 89.655  29     1        2    4485   4512  7162   7189  381    36.2
NC_045512.2 HZ191469.1 89.655  29     1        2    4485   4512  4661   4688  381    36.2
NC_045512.2 HZ280039.1 85.714  35     4        1    3384   3418  962    929   381    36.2
NC_045512.2 HZ238024.1 89.655  29     2        1    3032   3060  479    506   381    36.2
NC_045512.2 HZ190644.1 100.000 19     0        0    19738  19756 5014   5032  381    36.2
NC_045512.2 HZ258663.1 92.308  26     0        2    26443  26468 260    237   381    36.2
NC_045512.2 HZ215082.1 83.333  42     4        2    3047   3085  1078   1119  381    36.2
NC_045512.2 HZ317712.1 95.455  22     1        0    27502  27523 523    544   381    36.2
NC_045512.2 HZ237237.1 100.000 19     0        0    15920  15938 2383   2401  381    36.2
NC_045512.2 HZ236676.1 92.308  26     0        1    12653  12678 1200   1223  381    36.2
NC_045512.2 HZ316942.1 100.000 19     0        0    5674   5692  2515   2533  381    36.2
NC_045512.2 HZ236254.1 92.308  26     0        2    13276  13299 1478   1453  381    36.2
NC_045512.2 HZ235965.1 95.652  23     0        1    6348   6369  715    693   381    36.2
NC_045512.2 HZ212585.1 95.652  23     0        1    25331  25352 803    781   381    36.2
NC_045512.2 HZ234678.1 100.000 19     0        0    3042   3060  764    782   381    36.2
NC_045512.2 HZ212395.1 95.455  22     1        0    4589   4610  201    180   381    36.2
NC_045512.2 HZ212363.1 100.000 19     0        0    3177   3195  215    233   381    36.2
NC_045512.2 HZ211551.1 95.455  22     1        0    19076  19097 212    233   381    36.2
NC_045512.2 HZ233535.1 100.000 19     0        0    15920  15938 2383   2401  381    36.2
NC_045512.2 HZ210589.1 100.000 19     0        0    20242  20260 959    941   381    36.2
NC_045512.2 HZ331849.1 95.455  22     1        0    15507  15528 513    534   381    36.2
NC_045512.2 HZ274683.1 100.000 19     0        0    18698  18716 3806   3788  381    36.2
NC_045512.2 HZ253644.1 100.000 19     0        0    3180   3198  967    985   381    36.2
NC_045512.2 HZ274240.1 95.455  22     1        0    29700  29721 6822   6801  381    36.2
NC_045512.2 HZ209652.1 100.000 19     0        0    14315  14333 344    362   381    36.2
NC_045512.2 HZ253041.1 95.652  23     0        1    13492  13513 5884   5906  381    36.2
NC_045512.2 HZ252958.1 92.308  26     1        1    5912   5936  1218   1193  381    36.2
NC_045512.2 HZ330620.1 100.000 19     0        0    28982  29000 6342   6360  381    36.2
NC_045512.2 HZ330603.1 100.000 19     0        0    28982  29000 6342   6360  381    36.2
NC_045512.2 HZ330570.1 95.455  22     1        0    28979  29000 6339   6360  381    36.2
NC_045512.2 HZ311986.1 95.652  23     0        1    17274  17295 888    910   381    36.2
NC_045512.2 HZ208406.1 89.655  29     1        2    6389   6416  825    852   381    36.2
NC_045512.2 HZ228012.1 95.455  22     1        0    29378  29399 2185   2206  381    36.2
NC_045512.2 HZ309246.1 89.655  29     1        2    8461   8487  594    622   381    36.2
NC_045512.2 HZ290422.1 95.455  22     1        0    29453  29474 520    499   381    36.2
NC_045512.2 HZ227572.1 100.000 19     0        0    23034  23052 1153   1135  381    36.2
NC_045512.2 HZ203813.1 100.000 19     0        0    3176   3194  1101   1119  381    36.2
NC_045512.2 HZ289325.1 89.655  29     1        2    14562  14588 137    165   381    36.2
NC_045512.2 HZ246786.1 100.000 19     0        0    23601  23619 2751   2733  381    36.2
NC_045512.2 HZ246785.1 100.000 19     0        0    23601  23619 2778   2760  381    36.2
NC_045512.2 HZ200976.1 100.000 19     0        0    2654   2672  1161   1143  381    36.2
NC_045512.2 HZ223474.1 100.000 19     0        0    29422  29440 128    146   381    36.2
NC_045512.2 HZ199854.1 90.000  30     0        3    11145  11171 426    397   381    36.2
NC_045512.2 HZ148987.1 95.455  22     1        0    3959   3980  3703   3724  381    36.2
NC_045512.2 HZ143983.1 92.308  26     0        2    4957   4981  1047   1071  381    36.2
NC_045512.2 HZ142905.1 95.455  22     1        0    29607  29628 670    649   381    36.2
NC_045512.2 HZ135984.1 100.000 19     0        0    4749   4767  1477   1495  381    36.2
NC_045512.2 HZ135047.1 92.308  26     1        1    6015   6040  3042   3018  381    36.2
NC_045512.2 HZ134914.1 92.308  26     0        2    18303  18327 1888   1864  381    36.2
NC_045512.2 HZ133001.1 95.652  23     0        1    19724  19745 3128   3106  381    36.2
NC_045512.2 HZ130708.1 100.000 19     0        0    25682  25700 614    596   381    36.2
NC_045512.2 HZ130707.1 100.000 19     0        0    25682  25700 614    596   381    36.2
NC_045512.2 HZ128461.1 100.000 19     0        0    3173   3191  87     105   381    36.2
NC_045512.2 HZ089930.1 100.000 19     0        0    23492  23510 124    106   381    36.2
NC_045512.2 HZ124788.1 95.455  22     1        0    18351  18372 1312   1333  381    36.2
NC_045512.2 HZ123511.1 100.000 19     0        0    7775   7793  750    732   381    36.2
NC_045512.2 HZ121827.1 100.000 19     0        0    9675   9693  131    149   381    36.2
NC_045512.2 HZ121718.1 95.455  22     1        0    22321  22342 962    941   381    36.2
NC_045512.2 HZ121498.1 100.000 19     0        0    28795  28813 2077   2095  381    36.2
NC_045512.2 HZ117733.1 100.000 19     0        0    28069  28087 554    572   381    36.2
NC_045512.2 HZ116216.1 100.000 19     0        0    3180   3198  3586   3604  381    36.2
NC_045512.2 HZ116165.1 100.000 19     0        0    29422  29440 128    146   381    36.2
NC_045512.2 HZ111088.1 100.000 19     0        0    3180   3198  1702   1720  381    36.2
NC_045512.2 HZ106245.1 100.000 19     0        0    3257   3275  4269   4251  381    36.2
NC_045512.2 HZ106243.1 100.000 19     0        0    3257   3275  4089   4071  381    36.2
NC_045512.2 HZ101040.1 100.000 19     0        0    28560  28578 4481   4463  381    36.2
NC_045512.2 HZ100146.1 100.000 19     0        0    7201   7219  2379   2361  381    36.2
NC_045512.2 HZ097488.1 95.455  22     1        0    1573   1594  520    499   381    36.2
NC_045512.2 HZ087387.1 100.000 19     0        0    13612  13630 1294   1312  381    36.2
NC_045512.2 HZ084331.1 100.000 19     0        0    24773  24791 413    431   381    36.2
NC_045512.2 HZ084330.1 100.000 19     0        0    24773  24791 423    441   381    36.2
NC_045512.2 HZ084329.1 100.000 19     0        0    24773  24791 402    420   381    36.2
NC_045512.2 HZ128623.1 100.000 19     0        0    3180   3198  1702   1720  381    36.2
NC_045512.2 HZ128622.1 100.000 19     0        0    3180   3198  1702   1720  381    36.2
NC_045512.2 HZ128620.1 100.000 19     0        0    3180   3198  1702   1720  381    36.2
NC_045512.2 HZ173302.1 84.211  38     4        2    10428  10464 11082  11046 381    36.2
NC_045512.2 HZ133748.1 100.000 19     0        0    3180   3198  3586   3604  381    36.2
NC_045512.2 HZ123678.1 100.000 19     0        0    14793  14811 378    396   381    36.2
NC_045512.2 HZ111091.1 100.000 19     0        0    3180   3198  1702   1720  381    36.2
NC_045512.2 HZ111090.1 100.000 19     0        0    3180   3198  1702   1720  381    36.2
NC_045512.2 HZ110929.1 100.000 19     0        0    3173   3191  87     105   381    36.2
NC_045512.2 HZ103296.1 92.308  26     1        1    26555  26579 999    1024  381    36.2
NC_045512.2 HZ103295.1 92.308  26     1        1    26555  26579 436    461   381    36.2
NC_045512.2 HZ103294.1 92.308  26     1        1    26555  26579 957    982   381    36.2
NC_045512.2 JC120454.1 100.000 19     0        0    28982  29000 6342   6360  381    36.2
NC_045512.2 JC120437.1 100.000 19     0        0    28982  29000 6342   6360  381    36.2
NC_045512.2 JC120404.1 95.455  22     1        0    28979  29000 6339   6360  381    36.2
NC_045512.2 JC129562.1 95.652  23     0        1    24356  24377 243    265   381    36.2
NC_045512.2 JC129546.1 95.455  22     1        0    8698   8719  3005   3026  381    36.2
NC_045512.2 JC133817.1 100.000 19     0        0    24773  24791 413    431   381    36.2
NC_045512.2 JC133816.1 100.000 19     0        0    24773  24791 423    441   381    36.2
NC_045512.2 JC133815.1 100.000 19     0        0    24773  24791 402    420   381    36.2
NC_045512.2 JC148645.1 95.455  22     1        0    1573   1594  520    499   381    36.2
NC_045512.2 JC128962.1 89.655  29     1        2    3169   3195  745    773   381    36.2
NC_045512.2 JC128917.1 100.000 19     0        0    3177   3195  755    773   381    36.2
NC_045512.2 JC132718.1 100.000 19     0        0    18309  18327 3507   3525  381    36.2
NC_045512.2 JC132653.1 100.000 19     0        0    3057   3075  4216   4234  381    36.2
NC_045512.2 JC132623.1 100.000 19     0        0    3177   3195  755    773   381    36.2
NC_045512.2 JC132622.1 100.000 19     0        0    3177   3195  755    773   381    36.2
NC_045512.2 JC128369.1 95.455  22     1        0    3844   3865  360    381   381    36.2
NC_045512.2 JC128198.1 92.308  26     1        1    20953  20978 564    540   381    36.2
NC_045512.2 JC138544.1 100.000 19     0        0    13612  13630 1294   1312  381    36.2
NC_045512.2 JC128088.1 100.000 19     0        0    24672  24690 30     12    381    36.2
NC_045512.2 JC121683.1 95.455  22     1        0    15507  15528 513    534   381    36.2
NC_045512.2 JC141087.1 100.000 19     0        0    23492  23510 124    106   381    36.2
