cause,date,dead
R09.2 (respiratory arrest),2023-06-10,26
R09.2 (respiratory arrest),2023-06-17,26
R09.2 (respiratory arrest),2023-06-24,19
R09.2 (respiratory arrest),2023-07-01,39
R09.2 (respiratory arrest),2023-07-08,39
R09.2 (respiratory arrest),2023-07-15,22
R09.2 (respiratory arrest),2023-07-22,20
R09.2 (respiratory arrest),2023-07-29,27
R09.2 (respiratory arrest),2023-08-05,34
R09.2 (respiratory arrest),2023-08-12,20
R09.2 (respiratory arrest),2023-08-19,29
R09.2 (respiratory arrest),2023-08-26,31
R09.2 (respiratory arrest),2023-09-02,29
R09.2 (respiratory arrest),2023-09-09,29
R09.2 (respiratory arrest),2023-09-16,24
R09.2 (respiratory arrest),2023-09-23,39
R09.2 (respiratory arrest),2023-09-30,27
R09.2 (respiratory arrest),2023-10-07,20
R09.2 (respiratory arrest),2023-10-14,28
R09.2 (respiratory arrest),2023-10-21,31
R09.2 (respiratory arrest),2023-10-28,26
R09.2 (respiratory arrest),2023-11-04,30
R09.2 (respiratory arrest),2023-11-11,34
R09.2 (respiratory arrest),2023-11-18,26
R09.2 (respiratory arrest),2023-11-25,30
R09.2 (respiratory arrest),2023-12-02,26
R09.2 (respiratory arrest),2023-12-09,30
R09.2 (respiratory arrest),2023-12-16,33
R09.2 (respiratory arrest),2023-12-23,32
R09.2 (respiratory arrest),2023-12-30,29
R09.2 (respiratory arrest),2024-01-06,37
R09.2 (respiratory arrest),2024-01-13,31
R09.2 (respiratory arrest),2024-01-20,30
R09.2 (respiratory arrest),2024-01-27,28
R09.2 (respiratory arrest),2024-02-03,26
R09.2 (respiratory arrest),2024-02-10,38
R09.2 (respiratory arrest),2024-02-17,32
R09.2 (respiratory arrest),2024-02-24,13
R09.2 (respiratory arrest),2024-03-02,18
R09.2 (respiratory arrest),2024-03-09,27
R09.2 (respiratory arrest),2024-03-16,16
R09.2 (respiratory arrest),2024-03-23,12
U07.1 (COVID),2020-03-21,25
U07.1 (COVID),2020-03-28,165
U07.1 (COVID),2020-04-04,398
U07.1 (COVID),2020-04-11,444
U07.1 (COVID),2020-04-18,418
U07.1 (COVID),2020-04-25,309
U07.1 (COVID),2020-05-02,296
U07.1 (COVID),2020-05-09,250
U07.1 (COVID),2020-05-16,213
U07.1 (COVID),2020-05-23,181
U07.1 (COVID),2020-05-30,154
U07.1 (COVID),2020-06-06,153
U07.1 (COVID),2020-06-13,160
U07.1 (COVID),2020-06-20,147
U07.1 (COVID),2020-06-27,144
U07.1 (COVID),2020-07-04,239
U07.1 (COVID),2020-07-11,299
U07.1 (COVID),2020-07-18,318
U07.1 (COVID),2020-07-25,334
U07.1 (COVID),2020-08-01,280
U07.1 (COVID),2020-08-08,258
U07.1 (COVID),2020-08-15,251
U07.1 (COVID),2020-08-22,197
U07.1 (COVID),2020-08-29,154
U07.1 (COVID),2020-09-05,145
U07.1 (COVID),2020-09-12,160
U07.1 (COVID),2020-09-19,113
U07.1 (COVID),2020-09-26,122
U07.1 (COVID),2020-10-03,114
U07.1 (COVID),2020-10-10,114
U07.1 (COVID),2020-10-17,107
U07.1 (COVID),2020-10-24,128
U07.1 (COVID),2020-10-31,170
U07.1 (COVID),2020-11-07,185
U07.1 (COVID),2020-11-14,202
U07.1 (COVID),2020-11-21,260
U07.1 (COVID),2020-11-28,322
U07.1 (COVID),2020-12-05,338
U07.1 (COVID),2020-12-12,388
U07.1 (COVID),2020-12-19,431
U07.1 (COVID),2020-12-26,483
U07.1 (COVID),2021-01-02,566
U07.1 (COVID),2021-01-09,604
U07.1 (COVID),2021-01-16,562
U07.1 (COVID),2021-01-23,593
U07.1 (COVID),2021-01-30,509
U07.1 (COVID),2021-02-06,382
U07.1 (COVID),2021-02-13,329
U07.1 (COVID),2021-02-20,279
U07.1 (COVID),2021-02-27,230
U07.1 (COVID),2021-03-06,208
U07.1 (COVID),2021-03-13,173
U07.1 (COVID),2021-03-20,201
U07.1 (COVID),2021-03-27,165
U07.1 (COVID),2021-04-03,179
U07.1 (COVID),2021-04-10,210
U07.1 (COVID),2021-04-17,212
U07.1 (COVID),2021-04-24,253
U07.1 (COVID),2021-05-01,205
U07.1 (COVID),2021-05-08,223
U07.1 (COVID),2021-05-15,216
U07.1 (COVID),2021-05-22,195
U07.1 (COVID),2021-05-29,151
U07.1 (COVID),2021-06-05,117
U07.1 (COVID),2021-06-12,116
U07.1 (COVID),2021-06-19,121
U07.1 (COVID),2021-06-26,112
U07.1 (COVID),2021-07-03,114
U07.1 (COVID),2021-07-10,115
U07.1 (COVID),2021-07-17,158
U07.1 (COVID),2021-07-24,273
U07.1 (COVID),2021-07-31,379
U07.1 (COVID),2021-08-07,651
U07.1 (COVID),2021-08-14,936
U07.1 (COVID),2021-08-21,1152
U07.1 (COVID),2021-08-28,1297
U07.1 (COVID),2021-09-04,1434
U07.1 (COVID),2021-09-11,1382
U07.1 (COVID),2021-09-18,1305
U07.1 (COVID),2021-09-25,1362
U07.1 (COVID),2021-10-02,1087
U07.1 (COVID),2021-10-09,859
U07.1 (COVID),2021-10-16,773
U07.1 (COVID),2021-10-23,673
U07.1 (COVID),2021-10-30,524
U07.1 (COVID),2021-11-06,487
U07.1 (COVID),2021-11-13,466
U07.1 (COVID),2021-11-20,489
U07.1 (COVID),2021-11-27,497
U07.1 (COVID),2021-12-04,473
U07.1 (COVID),2021-12-11,593
U07.1 (COVID),2021-12-18,591
U07.1 (COVID),2021-12-25,657
U07.1 (COVID),2022-01-01,765
U07.1 (COVID),2022-01-08,876
U07.1 (COVID),2022-01-15,908
U07.1 (COVID),2022-01-22,828
U07.1 (COVID),2022-01-29,702
U07.1 (COVID),2022-02-05,605
U07.1 (COVID),2022-02-12,478
U07.1 (COVID),2022-02-19,383
U07.1 (COVID),2022-02-26,239
U07.1 (COVID),2022-03-05,179
U07.1 (COVID),2022-03-12,147
U07.1 (COVID),2022-03-19,112
U07.1 (COVID),2022-03-26,73
U07.1 (COVID),2022-04-02,69
U07.1 (COVID),2022-04-09,50
U07.1 (COVID),2022-04-16,49
U07.1 (COVID),2022-04-23,67
U07.1 (COVID),2022-04-30,50
U07.1 (COVID),2022-05-07,63
U07.1 (COVID),2022-05-14,50
U07.1 (COVID),2022-05-21,66
U07.1 (COVID),2022-05-28,66
U07.1 (COVID),2022-06-04,57
U07.1 (COVID),2022-06-11,73
U07.1 (COVID),2022-06-18,52
U07.1 (COVID),2022-06-25,66
U07.1 (COVID),2022-07-02,81
U07.1 (COVID),2022-07-09,82
U07.1 (COVID),2022-07-16,82
U07.1 (COVID),2022-07-23,95
U07.1 (COVID),2022-07-30,107
U07.1 (COVID),2022-08-06,90
U07.1 (COVID),2022-08-13,98
U07.1 (COVID),2022-08-20,78
U07.1 (COVID),2022-08-27,78
U07.1 (COVID),2022-09-03,80
U07.1 (COVID),2022-09-10,71
U07.1 (COVID),2022-09-17,67
U07.1 (COVID),2022-09-24,46
U07.1 (COVID),2022-10-01,52
U07.1 (COVID),2022-10-08,44
U07.1 (COVID),2022-10-15,46
U07.1 (COVID),2022-10-22,50
U07.1 (COVID),2022-10-29,57
U07.1 (COVID),2022-11-05,46
U07.1 (COVID),2022-11-12,59
U07.1 (COVID),2022-11-19,47
U07.1 (COVID),2022-11-26,61
U07.1 (COVID),2022-12-03,60
U07.1 (COVID),2022-12-10,75
U07.1 (COVID),2022-12-17,59
U07.1 (COVID),2022-12-24,74
U07.1 (COVID),2022-12-31,87
U07.1 (COVID),2023-01-07,67
U07.1 (COVID),2023-01-14,77
U07.1 (COVID),2023-01-21,59
U07.1 (COVID),2023-01-28,52
U07.1 (COVID),2023-02-04,62
U07.1 (COVID),2023-02-11,48
U07.1 (COVID),2023-02-18,46
U07.1 (COVID),2023-02-25,50
U07.1 (COVID),2023-03-04,38
U07.1 (COVID),2023-03-11,33
U07.1 (COVID),2023-03-18,25
U07.1 (COVID),2023-03-25,35
U07.1 (COVID),2023-04-01,30
U07.1 (COVID),2023-04-08,28
U07.1 (COVID),2023-04-15,25
U07.1 (COVID),2023-04-22,24
U07.1 (COVID),2023-04-29,25
U07.1 (COVID),2023-05-06,17
U07.1 (COVID),2023-05-13,13
U07.1 (COVID),2023-05-20,10
U07.1 (COVID),2023-05-27,15
U07.1 (COVID),2023-06-03,13
U07.1 (COVID),2023-06-10,16
U07.1 (COVID),2023-07-08,11
U07.1 (COVID),2023-07-15,14
U07.1 (COVID),2023-07-22,16
U07.1 (COVID),2023-08-05,15
U07.1 (COVID),2023-08-12,20
U07.1 (COVID),2023-08-19,29
U07.1 (COVID),2023-08-26,23
U07.1 (COVID),2023-09-02,18
U07.1 (COVID),2023-09-09,36
U07.1 (COVID),2023-09-16,26
U07.1 (COVID),2023-09-23,34
U07.1 (COVID),2023-09-30,19
U07.1 (COVID),2023-10-07,28
U07.1 (COVID),2023-10-14,18
U07.1 (COVID),2023-10-21,26
U07.1 (COVID),2023-10-28,18
U07.1 (COVID),2023-11-04,22
U07.1 (COVID),2023-11-11,24
U07.1 (COVID),2023-11-18,21
U07.1 (COVID),2023-11-25,25
U07.1 (COVID),2023-12-02,31
U07.1 (COVID),2023-12-09,28
U07.1 (COVID),2023-12-16,23
U07.1 (COVID),2023-12-23,31
U07.1 (COVID),2023-12-30,33
U07.1 (COVID),2024-01-06,39
U07.1 (COVID),2024-01-13,39
U07.1 (COVID),2024-01-20,31
U07.1 (COVID),2024-01-27,31
U07.1 (COVID),2024-02-03,29
U07.1 (COVID),2024-02-10,26
U07.1 (COVID),2024-02-17,16
U07.1 (COVID),2024-02-24,24
U07.1 (COVID),2024-03-02,15
U07.1 (COVID),2024-03-09,10
X42-X44 (accidental drug poisoning or overdose),2018-01-06,560
X42-X44 (accidental drug poisoning or overdose),2018-01-13,549
X42-X44 (accidental drug poisoning or overdose),2018-01-20,573
X42-X44 (accidental drug poisoning or overdose),2018-01-27,571
X42-X44 (accidental drug poisoning or overdose),2018-02-03,650
X42-X44 (accidental drug poisoning or overdose),2018-02-10,619
X42-X44 (accidental drug poisoning or overdose),2018-02-17,556
X42-X44 (accidental drug poisoning or overdose),2018-02-24,652
X42-X44 (accidental drug poisoning or overdose),2018-03-03,644
X42-X44 (accidental drug poisoning or overdose),2018-03-10,657
X42-X44 (accidental drug poisoning or overdose),2018-03-17,582
X42-X44 (accidental drug poisoning or overdose),2018-03-24,583
X42-X44 (accidental drug poisoning or overdose),2018-03-31,594
X42-X44 (accidental drug poisoning or overdose),2018-04-07,637
X42-X44 (accidental drug poisoning or overdose),2018-04-14,595
X42-X44 (accidental drug poisoning or overdose),2018-04-21,602
X42-X44 (accidental drug poisoning or overdose),2018-04-28,593
X42-X44 (accidental drug poisoning or overdose),2018-05-05,628
X42-X44 (accidental drug poisoning or overdose),2018-05-12,609
X42-X44 (accidental drug poisoning or overdose),2018-05-19,600
X42-X44 (accidental drug poisoning or overdose),2018-05-26,594
X42-X44 (accidental drug poisoning or overdose),2018-06-02,607
X42-X44 (accidental drug poisoning or overdose),2018-06-09,644
X42-X44 (accidental drug poisoning or overdose),2018-06-16,600
X42-X44 (accidental drug poisoning or overdose),2018-06-23,578
X42-X44 (accidental drug poisoning or overdose),2018-06-30,627
X42-X44 (accidental drug poisoning or overdose),2018-07-07,622
X42-X44 (accidental drug poisoning or overdose),2018-07-14,632
X42-X44 (accidental drug poisoning or overdose),2018-07-21,633
X42-X44 (accidental drug poisoning or overdose),2018-07-28,582
X42-X44 (accidental drug poisoning or overdose),2018-08-04,602
X42-X44 (accidental drug poisoning or overdose),2018-08-11,611
X42-X44 (accidental drug poisoning or overdose),2018-08-18,575
X42-X44 (accidental drug poisoning or overdose),2018-08-25,573
X42-X44 (accidental drug poisoning or overdose),2018-09-01,637
X42-X44 (accidental drug poisoning or overdose),2018-09-08,659
X42-X44 (accidental drug poisoning or overdose),2018-09-15,599
X42-X44 (accidental drug poisoning or overdose),2018-09-22,604
X42-X44 (accidental drug poisoning or overdose),2018-09-29,541
X42-X44 (accidental drug poisoning or overdose),2018-10-06,607
X42-X44 (accidental drug poisoning or overdose),2018-10-13,571
X42-X44 (accidental drug poisoning or overdose),2018-10-20,573
X42-X44 (accidental drug poisoning or overdose),2018-10-27,606
X42-X44 (accidental drug poisoning or overdose),2018-11-03,655
X42-X44 (accidental drug poisoning or overdose),2018-11-10,580
X42-X44 (accidental drug poisoning or overdose),2018-11-17,551
X42-X44 (accidental drug poisoning or overdose),2018-11-24,536
X42-X44 (accidental drug poisoning or overdose),2018-12-01,515
X42-X44 (accidental drug poisoning or overdose),2018-12-08,621
X42-X44 (accidental drug poisoning or overdose),2018-12-15,559
X42-X44 (accidental drug poisoning or overdose),2018-12-22,568
X42-X44 (accidental drug poisoning or overdose),2018-12-29,578
X42-X44 (accidental drug poisoning or overdose),2019-01-05,582
X42-X44 (accidental drug poisoning or overdose),2019-01-12,547
X42-X44 (accidental drug poisoning or overdose),2019-01-19,538
X42-X44 (accidental drug poisoning or overdose),2019-01-26,527
X42-X44 (accidental drug poisoning or overdose),2019-02-02,557
X42-X44 (accidental drug poisoning or overdose),2019-02-09,571
X42-X44 (accidental drug poisoning or overdose),2019-02-16,520
X42-X44 (accidental drug poisoning or overdose),2019-02-23,532
X42-X44 (accidental drug poisoning or overdose),2019-03-02,649
X42-X44 (accidental drug poisoning or overdose),2019-03-09,706
X42-X44 (accidental drug poisoning or overdose),2019-03-16,589
X42-X44 (accidental drug poisoning or overdose),2019-03-23,561
X42-X44 (accidental drug poisoning or overdose),2019-03-30,598
X42-X44 (accidental drug poisoning or overdose),2019-04-06,589
X42-X44 (accidental drug poisoning or overdose),2019-04-13,607
X42-X44 (accidental drug poisoning or overdose),2019-04-20,553
X42-X44 (accidental drug poisoning or overdose),2019-04-27,566
X42-X44 (accidental drug poisoning or overdose),2019-05-04,602
X42-X44 (accidental drug poisoning or overdose),2019-05-11,627
X42-X44 (accidental drug poisoning or overdose),2019-05-18,591
X42-X44 (accidental drug poisoning or overdose),2019-05-25,584
X42-X44 (accidental drug poisoning or overdose),2019-06-01,636
X42-X44 (accidental drug poisoning or overdose),2019-06-08,664
X42-X44 (accidental drug poisoning or overdose),2019-06-15,628
X42-X44 (accidental drug poisoning or overdose),2019-06-22,585
X42-X44 (accidental drug poisoning or overdose),2019-06-29,602
X42-X44 (accidental drug poisoning or overdose),2019-07-06,680
X42-X44 (accidental drug poisoning or overdose),2019-07-13,595
X42-X44 (accidental drug poisoning or overdose),2019-07-20,632
X42-X44 (accidental drug poisoning or overdose),2019-07-27,629
X42-X44 (accidental drug poisoning or overdose),2019-08-03,613
X42-X44 (accidental drug poisoning or overdose),2019-08-10,648
X42-X44 (accidental drug poisoning or overdose),2019-08-17,609
X42-X44 (accidental drug poisoning or overdose),2019-08-24,632
X42-X44 (accidental drug poisoning or overdose),2019-08-31,647
X42-X44 (accidental drug poisoning or overdose),2019-09-07,665
X42-X44 (accidental drug poisoning or overdose),2019-09-14,666
X42-X44 (accidental drug poisoning or overdose),2019-09-21,597
X42-X44 (accidental drug poisoning or overdose),2019-09-28,612
X42-X44 (accidental drug poisoning or overdose),2019-10-05,697
X42-X44 (accidental drug poisoning or overdose),2019-10-12,637
X42-X44 (accidental drug poisoning or overdose),2019-10-19,629
X42-X44 (accidental drug poisoning or overdose),2019-10-26,633
X42-X44 (accidental drug poisoning or overdose),2019-11-02,705
X42-X44 (accidental drug poisoning or overdose),2019-11-09,715
X42-X44 (accidental drug poisoning or overdose),2019-11-16,651
X42-X44 (accidental drug poisoning or overdose),2019-11-23,623
X42-X44 (accidental drug poisoning or overdose),2019-11-30,687
X42-X44 (accidental drug poisoning or overdose),2019-12-07,677
X42-X44 (accidental drug poisoning or overdose),2019-12-14,700
X42-X44 (accidental drug poisoning or overdose),2019-12-21,642
X42-X44 (accidental drug poisoning or overdose),2019-12-28,704
X42-X44 (accidental drug poisoning or overdose),2020-01-04,675
X42-X44 (accidental drug poisoning or overdose),2020-01-11,725
X42-X44 (accidental drug poisoning or overdose),2020-01-18,693
X42-X44 (accidental drug poisoning or overdose),2020-01-25,636
X42-X44 (accidental drug poisoning or overdose),2020-02-01,660
X42-X44 (accidental drug poisoning or overdose),2020-02-08,714
X42-X44 (accidental drug poisoning or overdose),2020-02-15,673
X42-X44 (accidental drug poisoning or overdose),2020-02-22,692
X42-X44 (accidental drug poisoning or overdose),2020-02-29,744
X42-X44 (accidental drug poisoning or overdose),2020-03-07,775
X42-X44 (accidental drug poisoning or overdose),2020-03-14,788
X42-X44 (accidental drug poisoning or overdose),2020-03-21,747
X42-X44 (accidental drug poisoning or overdose),2020-03-28,826
X42-X44 (accidental drug poisoning or overdose),2020-04-04,841
X42-X44 (accidental drug poisoning or overdose),2020-04-11,937
X42-X44 (accidental drug poisoning or overdose),2020-04-18,899
X42-X44 (accidental drug poisoning or overdose),2020-04-25,995
X42-X44 (accidental drug poisoning or overdose),2020-05-02,1162
X42-X44 (accidental drug poisoning or overdose),2020-05-09,1093
X42-X44 (accidental drug poisoning or overdose),2020-05-16,1099
X42-X44 (accidental drug poisoning or overdose),2020-05-23,1103
X42-X44 (accidental drug poisoning or overdose),2020-05-30,1011
X42-X44 (accidental drug poisoning or overdose),2020-06-06,1050
X42-X44 (accidental drug poisoning or overdose),2020-06-13,947
X42-X44 (accidental drug poisoning or overdose),2020-06-20,959
X42-X44 (accidental drug poisoning or overdose),2020-06-27,954
X42-X44 (accidental drug poisoning or overdose),2020-07-04,929
X42-X44 (accidental drug poisoning or overdose),2020-07-11,930
X42-X44 (accidental drug poisoning or overdose),2020-07-18,952
X42-X44 (accidental drug poisoning or overdose),2020-07-25,960
X42-X44 (accidental drug poisoning or overdose),2020-08-01,959
X42-X44 (accidental drug poisoning or overdose),2020-08-08,984
X42-X44 (accidental drug poisoning or overdose),2020-08-15,917
X42-X44 (accidental drug poisoning or overdose),2020-08-22,859
X42-X44 (accidental drug poisoning or overdose),2020-08-29,896
X42-X44 (accidental drug poisoning or overdose),2020-09-05,909
X42-X44 (accidental drug poisoning or overdose),2020-09-12,873
X42-X44 (accidental drug poisoning or overdose),2020-09-19,856
X42-X44 (accidental drug poisoning or overdose),2020-09-26,854
X42-X44 (accidental drug poisoning or overdose),2020-10-03,842
X42-X44 (accidental drug poisoning or overdose),2020-10-10,831
X42-X44 (accidental drug poisoning or overdose),2020-10-17,801
X42-X44 (accidental drug poisoning or overdose),2020-10-24,772
X42-X44 (accidental drug poisoning or overdose),2020-10-31,773
X42-X44 (accidental drug poisoning or overdose),2020-11-07,949
X42-X44 (accidental drug poisoning or overdose),2020-11-14,819
X42-X44 (accidental drug poisoning or overdose),2020-11-21,840
X42-X44 (accidental drug poisoning or overdose),2020-11-28,785
X42-X44 (accidental drug poisoning or overdose),2020-12-05,843
X42-X44 (accidental drug poisoning or overdose),2020-12-12,864
X42-X44 (accidental drug poisoning or overdose),2020-12-19,801
X42-X44 (accidental drug poisoning or overdose),2020-12-26,862
X42-X44 (accidental drug poisoning or overdose),2021-01-02,989
X42-X44 (accidental drug poisoning or overdose),2021-01-09,1000
X42-X44 (accidental drug poisoning or overdose),2021-01-16,974
X42-X44 (accidental drug poisoning or overdose),2021-01-23,907
X42-X44 (accidental drug poisoning or overdose),2021-01-30,880
X42-X44 (accidental drug poisoning or overdose),2021-02-06,996
X42-X44 (accidental drug poisoning or overdose),2021-02-13,933
X42-X44 (accidental drug poisoning or overdose),2021-02-20,870
X42-X44 (accidental drug poisoning or overdose),2021-02-27,955
X42-X44 (accidental drug poisoning or overdose),2021-03-06,1019
X42-X44 (accidental drug poisoning or overdose),2021-03-13,963
X42-X44 (accidental drug poisoning or overdose),2021-03-20,1167
X42-X44 (accidental drug poisoning or overdose),2021-03-27,1080
X42-X44 (accidental drug poisoning or overdose),2021-04-03,1040
X42-X44 (accidental drug poisoning or overdose),2021-04-10,1116
X42-X44 (accidental drug poisoning or overdose),2021-04-17,1090
X42-X44 (accidental drug poisoning or overdose),2021-04-24,1024
X42-X44 (accidental drug poisoning or overdose),2021-05-01,993
X42-X44 (accidental drug poisoning or overdose),2021-05-08,1056
X42-X44 (accidental drug poisoning or overdose),2021-05-15,1029
X42-X44 (accidental drug poisoning or overdose),2021-05-22,989
X42-X44 (accidental drug poisoning or overdose),2021-05-29,1045
X42-X44 (accidental drug poisoning or overdose),2021-06-05,987
X42-X44 (accidental drug poisoning or overdose),2021-06-12,1054
X42-X44 (accidental drug poisoning or overdose),2021-06-19,988
X42-X44 (accidental drug poisoning or overdose),2021-06-26,986
X42-X44 (accidental drug poisoning or overdose),2021-07-03,1012
X42-X44 (accidental drug poisoning or overdose),2021-07-10,1018
X42-X44 (accidental drug poisoning or overdose),2021-07-17,984
X42-X44 (accidental drug poisoning or overdose),2021-07-24,970
X42-X44 (accidental drug poisoning or overdose),2021-07-31,1000
X42-X44 (accidental drug poisoning or overdose),2021-08-07,1074
X42-X44 (accidental drug poisoning or overdose),2021-08-14,977
X42-X44 (accidental drug poisoning or overdose),2021-08-21,991
X42-X44 (accidental drug poisoning or overdose),2021-08-28,1014
X42-X44 (accidental drug poisoning or overdose),2021-09-04,977
X42-X44 (accidental drug poisoning or overdose),2021-09-11,1027
X42-X44 (accidental drug poisoning or overdose),2021-09-18,984
X42-X44 (accidental drug poisoning or overdose),2021-09-25,1021
X42-X44 (accidental drug poisoning or overdose),2021-10-02,923
X42-X44 (accidental drug poisoning or overdose),2021-10-09,970
X42-X44 (accidental drug poisoning or overdose),2021-10-16,957
X42-X44 (accidental drug poisoning or overdose),2021-10-23,885
X42-X44 (accidental drug poisoning or overdose),2021-10-30,973
X42-X44 (accidental drug poisoning or overdose),2021-11-06,975
X42-X44 (accidental drug poisoning or overdose),2021-11-13,970
X42-X44 (accidental drug poisoning or overdose),2021-11-20,896
X42-X44 (accidental drug poisoning or overdose),2021-11-27,973
X42-X44 (accidental drug poisoning or overdose),2021-12-04,909
X42-X44 (accidental drug poisoning or overdose),2021-12-11,901
X42-X44 (accidental drug poisoning or overdose),2021-12-18,898
X42-X44 (accidental drug poisoning or overdose),2021-12-25,972
X42-X44 (accidental drug poisoning or overdose),2022-01-01,968
X42-X44 (accidental drug poisoning or overdose),2022-01-08,1043
X42-X44 (accidental drug poisoning or overdose),2022-01-15,962
X42-X44 (accidental drug poisoning or overdose),2022-01-22,923
X42-X44 (accidental drug poisoning or overdose),2022-01-29,950
X42-X44 (accidental drug poisoning or overdose),2022-02-05,1021
X42-X44 (accidental drug poisoning or overdose),2022-02-12,1057
X42-X44 (accidental drug poisoning or overdose),2022-02-19,1004
X42-X44 (accidental drug poisoning or overdose),2022-02-26,1011
X42-X44 (accidental drug poisoning or overdose),2022-03-05,1072
X42-X44 (accidental drug poisoning or overdose),2022-03-12,1057
X42-X44 (accidental drug poisoning or overdose),2022-03-19,970
X42-X44 (accidental drug poisoning or overdose),2022-03-26,970
X42-X44 (accidental drug poisoning or overdose),2022-04-02,994
X42-X44 (accidental drug poisoning or overdose),2022-04-09,1002
X42-X44 (accidental drug poisoning or overdose),2022-04-16,981
X42-X44 (accidental drug poisoning or overdose),2022-04-23,925
X42-X44 (accidental drug poisoning or overdose),2022-04-30,986
X42-X44 (accidental drug poisoning or overdose),2022-05-07,964
X42-X44 (accidental drug poisoning or overdose),2022-05-14,912
X42-X44 (accidental drug poisoning or overdose),2022-05-21,913
X42-X44 (accidental drug poisoning or overdose),2022-05-28,937
X42-X44 (accidental drug poisoning or overdose),2022-06-04,914
X42-X44 (accidental drug poisoning or overdose),2022-06-11,1005
X42-X44 (accidental drug poisoning or overdose),2022-06-18,999
X42-X44 (accidental drug poisoning or overdose),2022-06-25,987
X42-X44 (accidental drug poisoning or overdose),2022-07-02,967
X42-X44 (accidental drug poisoning or overdose),2022-07-09,1063
X42-X44 (accidental drug poisoning or overdose),2022-07-16,991
X42-X44 (accidental drug poisoning or overdose),2022-07-23,949
X42-X44 (accidental drug poisoning or overdose),2022-07-30,993
X42-X44 (accidental drug poisoning or overdose),2022-08-06,964
X42-X44 (accidental drug poisoning or overdose),2022-08-13,1022
X42-X44 (accidental drug poisoning or overdose),2022-08-20,971
X42-X44 (accidental drug poisoning or overdose),2022-08-27,989
X42-X44 (accidental drug poisoning or overdose),2022-09-03,964
X42-X44 (accidental drug poisoning or overdose),2022-09-10,1015
X42-X44 (accidental drug poisoning or overdose),2022-09-17,920
X42-X44 (accidental drug poisoning or overdose),2022-09-24,973
X42-X44 (accidental drug poisoning or overdose),2022-10-01,899
X42-X44 (accidental drug poisoning or overdose),2022-10-08,1003
X42-X44 (accidental drug poisoning or overdose),2022-10-15,988
X42-X44 (accidental drug poisoning or overdose),2022-10-22,964
X42-X44 (accidental drug poisoning or overdose),2022-10-29,989
X42-X44 (accidental drug poisoning or overdose),2022-11-05,967
X42-X44 (accidental drug poisoning or overdose),2022-11-12,1047
X42-X44 (accidental drug poisoning or overdose),2022-11-19,914
X42-X44 (accidental drug poisoning or overdose),2022-11-26,1018
X42-X44 (accidental drug poisoning or overdose),2022-12-03,984
X42-X44 (accidental drug poisoning or overdose),2022-12-10,994
X42-X44 (accidental drug poisoning or overdose),2022-12-17,1024
X42-X44 (accidental drug poisoning or overdose),2022-12-24,993
X42-X44 (accidental drug poisoning or overdose),2022-12-31,977
X42-X44 (accidental drug poisoning or overdose),2023-01-07,1015
X42-X44 (accidental drug poisoning or overdose),2023-01-14,968
X42-X44 (accidental drug poisoning or overdose),2023-01-21,936
X42-X44 (accidental drug poisoning or overdose),2023-01-28,965
X42-X44 (accidental drug poisoning or overdose),2023-02-04,943
X42-X44 (accidental drug poisoning or overdose),2023-02-11,991
X42-X44 (accidental drug poisoning or overdose),2023-02-18,927
X42-X44 (accidental drug poisoning or overdose),2023-02-25,955
X42-X44 (accidental drug poisoning or overdose),2023-03-04,1053
X42-X44 (accidental drug poisoning or overdose),2023-03-11,1058
X42-X44 (accidental drug poisoning or overdose),2023-03-18,937
X42-X44 (accidental drug poisoning or overdose),2023-03-25,1001
X42-X44 (accidental drug poisoning or overdose),2023-04-01,1012
X42-X44 (accidental drug poisoning or overdose),2023-04-08,1014
X42-X44 (accidental drug poisoning or overdose),2023-04-15,992
X42-X44 (accidental drug poisoning or overdose),2023-04-22,1036
X42-X44 (accidental drug poisoning or overdose),2023-04-29,942
X42-X44 (accidental drug poisoning or overdose),2023-05-06,963
X42-X44 (accidental drug poisoning or overdose),2023-05-13,979
X42-X44 (accidental drug poisoning or overdose),2023-05-20,908
X42-X44 (accidental drug poisoning or overdose),2023-05-27,965
X42-X44 (accidental drug poisoning or overdose),2023-06-03,942
X42-X44 (accidental drug poisoning or overdose),2023-06-10,951
X42-X44 (accidental drug poisoning or overdose),2023-06-17,917
X42-X44 (accidental drug poisoning or overdose),2023-06-24,918
X42-X44 (accidental drug poisoning or overdose),2023-07-01,926
X42-X44 (accidental drug poisoning or overdose),2023-07-08,925
X42-X44 (accidental drug poisoning or overdose),2023-07-15,908
X42-X44 (accidental drug poisoning or overdose),2023-07-22,927
X42-X44 (accidental drug poisoning or overdose),2023-07-29,899
X42-X44 (accidental drug poisoning or overdose),2023-08-05,937
X42-X44 (accidental drug poisoning or overdose),2023-08-12,962
X42-X44 (accidental drug poisoning or overdose),2023-08-19,882
X42-X44 (accidental drug poisoning or overdose),2023-08-26,874
X42-X44 (accidental drug poisoning or overdose),2023-09-02,849
X42-X44 (accidental drug poisoning or overdose),2023-09-09,854
X42-X44 (accidental drug poisoning or overdose),2023-09-16,797
X42-X44 (accidental drug poisoning or overdose),2023-09-23,817
R96 and R99 (unknown causes of death),2018-01-06,61
R96 and R99 (unknown causes of death),2018-01-13,59
R96 and R99 (unknown causes of death),2018-01-20,63
R96 and R99 (unknown causes of death),2018-01-27,52
R96 and R99 (unknown causes of death),2018-02-03,58
