cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
All causes,2022,September,90+,"Third dose or booster, less than 21 days ago",<3,2,,,,
All causes,2022,September,90+,"Third dose or booster, at least 21 days ago",7396,37744,19594.9,,19150.9,20046.7
All causes,2022,October,18-39,Unvaccinated,47,208009,24.4,,17.9,32.6
All causes,2022,October,18-39,"First dose, less than 21 days ago",<3,157,,,,
All causes,2022,October,18-39,"First dose, at least 21 days ago",16,43906,51.3,u,29.1,83.7
All causes,2022,October,18-39,"Second dose, less than 21 days ago",<3,404,,,,
All causes,2022,October,18-39,"Second dose, at least 21 days ago",56,292690,21.0,,15.9,27.3
All causes,2022,October,18-39,"Third dose or booster, less than 21 days ago",<3,122,,,,
All causes,2022,October,18-39,"Third dose or booster, at least 21 days ago",143,613818,21.9,,18.2,25.5
All causes,2022,October,40-49,Unvaccinated,80,58849,139.4,,110.3,173.9
All causes,2022,October,40-49,"First dose, less than 21 days ago",<3,23,,,,
All causes,2022,October,40-49,"First dose, at least 21 days ago",25,9558,263.5,,169.3,390.8
All causes,2022,October,40-49,"Second dose, less than 21 days ago",<3,63,,,,
All causes,2022,October,40-49,"Second dose, at least 21 days ago",103,88747,121.2,,97.6,144.8
All causes,2022,October,40-49,"Third dose or booster, less than 21 days ago",<3,28,,,,
All causes,2022,October,40-49,"Third dose or booster, at least 21 days ago",399,397504,99.9,,90.1,109.7
All causes,2022,October,50-59,Unvaccinated,179,38531,470.7,,401.6,539.8
All causes,2022,October,50-59,"First dose, less than 21 days ago",<3,12,,,,
All causes,2022,October,50-59,"First dose, at least 21 days ago",48,5953,821.1,,604.6,1089.6
All causes,2022,October,50-59,"Second dose, less than 21 days ago",<3,35,,,,
All causes,2022,October,50-59,"Second dose, at least 21 days ago",231,56693,420.0,,365.7,474.4
All causes,2022,October,50-59,"Third dose or booster, less than 21 days ago",<3,24,,,,
All causes,2022,October,50-59,"Third dose or booster, at least 21 days ago",1468,511505,282.4,,267.9,296.8
All causes,2022,October,60-69,Unvaccinated,229,20947,1159.5,,1007.5,1311.4
All causes,2022,October,60-69,"First dose, less than 21 days ago",<3,7,,,,
All causes,2022,October,60-69,"First dose, at least 21 days ago",59,2804,2232.2,,1689.0,2891.7
All causes,2022,October,60-69,"Second dose, less than 21 days ago",<3,13,,,,
All causes,2022,October,60-69,"Second dose, at least 21 days ago",358,25922,1519.1,,1358.3,1679.9
All causes,2022,October,60-69,"Third dose or booster, less than 21 days ago",<3,16,,,,
All causes,2022,October,60-69,"Third dose or booster, at least 21 days ago",3670,455929,810.7,,784.4,836.9
All causes,2022,October,70-79,Unvaccinated,286,10093,2890.6,,2554.6,3226.6
All causes,2022,October,70-79,"First dose, less than 21 days ago",<3,3,,,,
All causes,2022,October,70-79,"First dose, at least 21 days ago",71,1176,6104.0,,4763.3,7704.1
All causes,2022,October,70-79,"Second dose, less than 21 days ago",<3,6,,,,
All causes,2022,October,70-79,"Second dose, at least 21 days ago",429,9454,4689.7,,4242.4,5137.1
All causes,2022,October,70-79,"Third dose or booster, less than 21 days ago",<3,7,,,,
All causes,2022,October,70-79,"Third dose or booster, at least 21 days ago",8679,383489,2230.5,,2183.5,2277.5
All causes,2022,October,80-89,Unvaccinated,353,4200,8363.3,,7490.7,9235.9
All causes,2022,October,80-89,"First dose, less than 21 days ago",<3,2,,,,
All causes,2022,October,80-89,"First dose, at least 21 days ago",65,500,12860.3,,9919.4,16398.7
All causes,2022,October,80-89,"Second dose, less than 21 days ago",<3,2,,,,
All causes,2022,October,80-89,"Second dose, at least 21 days ago",431,3761,11380.1,,10304.5,12455.7
All causes,2022,October,80-89,"Third dose or booster, less than 21 days ago",<3,3,,,,
All causes,2022,October,80-89,"Third dose or booster, at least 21 days ago",13539,181886,7401.3,,7276.6,7526.0
All causes,2022,October,90+,Unvaccinated,214,1048,20417.5,,17773.2,23344.2
All causes,2022,October,90+,"First dose, less than 21 days ago",<3,0,,,,
All causes,2022,October,90+,"First dose, at least 21 days ago",53,143,37119.6,,27803.0,48554.5
All causes,2022,October,90+,"Second dose, less than 21 days ago",<3,1,,,,
All causes,2022,October,90+,"Second dose, at least 21 days ago",264,894,29546.3,,26089.2,33334.1
All causes,2022,October,90+,"Third dose or booster, less than 21 days ago",<3,1,,,,
All causes,2022,October,90+,"Third dose or booster, at least 21 days ago",8938,39067,22878.9,,22407.0,23358.2
All causes,2022,November,18-39,Unvaccinated,45,201590,23.7,,17.2,31.8
All causes,2022,November,18-39,"First dose, less than 21 days ago",<3,117,,,,
All causes,2022,November,18-39,"First dose, at least 21 days ago",13,42708,34.9,u,18.0,60.6
All causes,2022,November,18-39,"Second dose, less than 21 days ago",<3,280,,,,
All causes,2022,November,18-39,"Second dose, at least 21 days ago",49,284451,18.4,,13.6,24.3
All causes,2022,November,18-39,"Third dose or booster, less than 21 days ago",<3,44,,,,
All causes,2022,November,18-39,"Third dose or booster, at least 21 days ago",141,592128,22.3,,18.6,26.1
All causes,2022,November,40-49,Unvaccinated,64,57169,117.1,,89.9,149.9
All causes,2022,November,40-49,"First dose, less than 21 days ago",<3,17,,,,
All causes,2022,November,40-49,"First dose, at least 21 days ago",19,9255,220.2,u,131.6,345.4
All causes,2022,November,40-49,"Second dose, less than 21 days ago",<3,43,,,,
All causes,2022,November,40-49,"Second dose, at least 21 days ago",110,86274,132.8,,107.8,157.8
All causes,2022,November,40-49,"Third dose or booster, less than 21 days ago",<3,14,,,,
All causes,2022,November,40-49,"Third dose or booster, at least 21 days ago",365,384176,94.5,,84.8,104.2
All causes,2022,November,50-59,Unvaccinated,147,37408,396.5,,332.3,460.8
All causes,2022,November,50-59,"First dose, less than 21 days ago",<3,11,,,,
All causes,2022,November,50-59,"First dose, at least 21 days ago",50,5758,889.9,,659.7,1174.3
All causes,2022,November,50-59,"Second dose, less than 21 days ago",<3,25,,,,
All causes,2022,November,50-59,"Second dose, at least 21 days ago",235,55102,438.7,,382.4,495.0
All causes,2022,November,50-59,"Third dose or booster, less than 21 days ago",<3,25,,,,
All causes,2022,November,50-59,"Third dose or booster, at least 21 days ago",1363,494447,271.4,,257.0,285.8
All causes,2022,November,60-69,Unvaccinated,214,20367,1085.8,,938.5,1233.1
All causes,2022,November,60-69,"First dose, less than 21 days ago",<3,6,,,,
All causes,2022,November,60-69,"First dose, at least 21 days ago",60,2726,2296.2,,1741.5,2968.8
All causes,2022,November,60-69,"Second dose, less than 21 days ago",<3,11,,,,
All causes,2022,November,60-69,"Second dose, at least 21 days ago",336,25257,1427.6,,1271.3,1583.9
All causes,2022,November,60-69,"Third dose or booster, less than 21 days ago",<3,16,,,,
All causes,2022,November,60-69,"Third dose or booster, at least 21 days ago",3393,441830,773.9,,747.8,799.9
All causes,2022,November,70-79,Unvaccinated,282,9796,2941.1,,2596.9,3285.3
All causes,2022,November,70-79,"First dose, less than 21 days ago",<3,3,,,,
All causes,2022,November,70-79,"First dose, at least 21 days ago",63,1137,5744.7,,4410.7,7354.4
All causes,2022,November,70-79,"Second dose, less than 21 days ago",<3,5,,,,
All causes,2022,November,70-79,"Second dose, at least 21 days ago",398,9185,4514.1,,4067.2,4961.0
All causes,2022,November,70-79,"Third dose or booster, less than 21 days ago",<3,6,,,,
All causes,2022,November,70-79,"Third dose or booster, at least 21 days ago",8411,371307,2231.2,,2183.4,2279.0
All causes,2022,November,80-89,Unvaccinated,324,4062,7921.2,,7058.5,8783.9
All causes,2022,November,80-89,"First dose, less than 21 days ago",<3,2,,,,
All causes,2022,November,80-89,"First dose, at least 21 days ago",67,481,13599.6,,10534.2,17277.3
All causes,2022,November,80-89,"Second dose, less than 21 days ago",<3,3,,,,
All causes,2022,November,80-89,"Second dose, at least 21 days ago",375,3635,10177.2,,9146.0,11208.3
All causes,2022,November,80-89,"Third dose or booster, less than 21 days ago",<3,3,,,,
All causes,2022,November,80-89,"Third dose or booster, at least 21 days ago",12593,176498,7095.5,,6971.5,7219.4
All causes,2022,November,90+,Unvaccinated,188,1008,18655.3,,16083.6,21521.1
All causes,2022,November,90+,"First dose, less than 21 days ago",<3,1,,,,
All causes,2022,November,90+,"First dose, at least 21 days ago",39,137,28545.5,,20296.0,39023.8
All causes,2022,November,90+,"Second dose, less than 21 days ago",<3,1,,,,
All causes,2022,November,90+,"Second dose, at least 21 days ago",234,859,27245.3,,23865.8,30969.2
All causes,2022,November,90+,"Third dose or booster, less than 21 days ago",<3,2,,,,
All causes,2022,November,90+,"Third dose or booster, at least 21 days ago",8288,37840,21902.7,,21433.6,22379.4
All causes,2022,December,18-39,Unvaccinated,28,208661,14.8,,9.8,21.5
All causes,2022,December,18-39,"First dose, less than 21 days ago",<3,85,,,,
All causes,2022,December,18-39,"First dose, at least 21 days ago",8,44388,24.1,u,9.8,48.4
All causes,2022,December,18-39,"Second dose, less than 21 days ago",<3,211,,,,
All causes,2022,December,18-39,"Second dose, at least 21 days ago",41,295032,15.0,,10.7,20.4
All causes,2022,December,18-39,"Third dose or booster, less than 21 days ago",<3,22,,,,
All causes,2022,December,18-39,"Third dose or booster, at least 21 days ago",146,610007,23.0,,19.2,26.8
All causes,2022,December,40-49,Unvaccinated,60,59292,104.5,,79.5,134.9
All causes,2022,December,40-49,"First dose, less than 21 days ago",<3,11,,,,
All causes,2022,December,40-49,"First dose, at least 21 days ago",16,9583,175.3,u,99.2,286.1
All causes,2022,December,40-49,"Second dose, less than 21 days ago",<3,32,,,,
All causes,2022,December,40-49,"Second dose, at least 21 days ago",79,89533,92.7,,73.2,115.7
All causes,2022,December,40-49,"Third dose or booster, less than 21 days ago",<3,7,,,,
All causes,2022,December,40-49,"Third dose or booster, at least 21 days ago",336,396350,84.4,,75.4,93.4
All causes,2022,December,50-59,Unvaccinated,140,38762,366.8,,305.9,427.7
All causes,2022,December,50-59,"First dose, less than 21 days ago",<3,7,,,,
All causes,2022,December,50-59,"First dose, at least 21 days ago",36,5960,616.1,,430.8,853.7
All causes,2022,December,50-59,"Second dose, less than 21 days ago",<3,17,,,,
All causes,2022,December,50-59,"Second dose, at least 21 days ago",209,57166,373.0,,322.2,423.8
All causes,2022,December,50-59,"Third dose or booster, less than 21 days ago",<3,11,,,,
All causes,2022,December,50-59,"Third dose or booster, at least 21 days ago",1191,510381,229.5,,216.4,242.5
All causes,2022,December,60-69,Unvaccinated,192,21151,933.5,,799.7,1067.2
All causes,2022,December,60-69,"First dose, less than 21 days ago",<3,4,,,,
All causes,2022,December,60-69,"First dose, at least 21 days ago",48,2827,1738.7,,1272.8,2316.6
All causes,2022,December,60-69,"Second dose, less than 21 days ago",<3,8,,,,
All causes,2022,December,60-69,"Second dose, at least 21 days ago",322,26282,1318.7,,1171.3,1466.2
All causes,2022,December,60-69,"Third dose or booster, less than 21 days ago",<3,6,,,,
All causes,2022,December,60-69,"Third dose or booster, at least 21 days ago",3193,457213,703.4,,679.0,727.8
All causes,2022,December,70-79,Unvaccinated,251,10154,2518.7,,2206.2,2831.2
All causes,2022,December,70-79,"First dose, less than 21 days ago",<3,2,,,,
All causes,2022,December,70-79,"First dose, at least 21 days ago",59,1175,5186.9,,3944.9,6695.2
All causes,2022,December,70-79,"Second dose, less than 21 days ago",<3,3,,,,
All causes,2022,December,70-79,"Second dose, at least 21 days ago",346,9529,3774.5,,3373.8,4175.2
All causes,2022,December,70-79,"Third dose or booster, less than 21 days ago",<3,3,,,,
All causes,2022,December,70-79,"Third dose or booster, at least 21 days ago",8071,383758,2068.2,,2023.0,2113.4
All causes,2022,December,80-89,Unvaccinated,296,4196,7017.0,,6217.5,7816.5
All causes,2022,December,80-89,"First dose, less than 21 days ago",<3,1,,,,
All causes,2022,December,80-89,"First dose, at least 21 days ago",72,496,14559.2,,11385.6,18342.2
All causes,2022,December,80-89,"Second dose, less than 21 days ago",<3,1,,,,
All causes,2022,December,80-89,"Second dose, at least 21 days ago",429,3747,11357.2,,10281.4,12433.0
All causes,2022,December,80-89,"Third dose or booster, less than 21 days ago",<3,1,,,,
All causes,2022,December,80-89,"Third dose or booster, at least 21 days ago",12919,182741,7033.3,,6912.0,7154.6
All causes,2022,December,90+,Unvaccinated,243,1032,23536.1,,20669.5,26689.0
All causes,2022,December,90+,"First dose, less than 21 days ago",<3,1,,,,
All causes,2022,December,90+,"First dose, at least 21 days ago",27,139,19420.9,,12795.4,28257.7
All causes,2022,December,90+,"Second dose, less than 21 days ago",<3,1,,,,
All causes,2022,December,90+,"Second dose, at least 21 days ago",259,881,29412.4,,25938.9,33221.4
All causes,2022,December,90+,"Third dose or booster, less than 21 days ago",<3,1,,,,
All causes,2022,December,90+,"Third dose or booster, at least 21 days ago",9046,39054,23162.6,,22687.7,23644.9
Deaths involving COVID-19,2021,April,18-39,Unvaccinated,12,850131,1.5,u,0.8,2.6
Deaths involving COVID-19,2021,April,18-39,"First dose, less than 21 days ago",<3,40183,,,,
Deaths involving COVID-19,2021,April,18-39,"First dose, at least 21 days ago",<3,166571,,,,
Deaths involving COVID-19,2021,April,18-39,"Second dose, less than 21 days ago",<3,42438,,,,
Deaths involving COVID-19,2021,April,18-39,"Second dose, at least 21 days ago",<3,30337,,,,
Deaths involving COVID-19,2021,April,18-39,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,18-39,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,40-49,Unvaccinated,13,268474,5.1,u,2.7,8.7
Deaths involving COVID-19,2021,April,40-49,"First dose, less than 21 days ago",<3,73568,,,,
Deaths involving COVID-19,2021,April,40-49,"First dose, at least 21 days ago",4,146386,2.8,u,0.7,7.2
Deaths involving COVID-19,2021,April,40-49,"Second dose, less than 21 days ago",<3,29786,,,,
Deaths involving COVID-19,2021,April,40-49,"Second dose, at least 21 days ago",<3,21934,,,,
Deaths involving COVID-19,2021,April,40-49,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,40-49,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,50-59,Unvaccinated,37,57306,67.8,,47.6,93.5
Deaths involving COVID-19,2021,April,50-59,"First dose, less than 21 days ago",<3,95549,,,,
Deaths involving COVID-19,2021,April,50-59,"First dose, at least 21 days ago",17,369856,4.5,u,2.6,7.2
Deaths involving COVID-19,2021,April,50-59,"Second dose, less than 21 days ago",<3,42727,,,,
Deaths involving COVID-19,2021,April,50-59,"Second dose, at least 21 days ago",<3,28202,,,,
Deaths involving COVID-19,2021,April,50-59,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,50-59,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,60-69,Unvaccinated,70,25961,274.8,,213.3,348.4
Deaths involving COVID-19,2021,April,60-69,"First dose, less than 21 days ago",<3,13811,,,,
Deaths involving COVID-19,2021,April,60-69,"First dose, at least 21 days ago",43,361510,12.0,,8.7,16.2
Deaths involving COVID-19,2021,April,60-69,"Second dose, less than 21 days ago",<3,53269,,,,
Deaths involving COVID-19,2021,April,60-69,"Second dose, at least 21 days ago",<3,18172,,,,
Deaths involving COVID-19,2021,April,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,60-69,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,70-79,Unvaccinated,40,11677,353.7,,252.0,482.5
Deaths involving COVID-19,2021,April,70-79,"First dose, less than 21 days ago",<3,1166,,,,
Deaths involving COVID-19,2021,April,70-79,"First dose, at least 21 days ago",100,187129,61.5,,49.0,74.0
Deaths involving COVID-19,2021,April,70-79,"Second dose, less than 21 days ago",8,149778,5.0,u,2.1,9.9
Deaths involving COVID-19,2021,April,70-79,"Second dose, at least 21 days ago",6,31830,15.7,u,5.0,35.6
Deaths involving COVID-19,2021,April,70-79,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,70-79,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,80-89,Unvaccinated,44,5227,837.8,,608.7,1124.8
Deaths involving COVID-19,2021,April,80-89,"First dose, less than 21 days ago",9,466,1868.7,u,852.7,3550.3
Deaths involving COVID-19,2021,April,80-89,"First dose, at least 21 days ago",159,29337,539.9,,455.9,623.8
Deaths involving COVID-19,2021,April,80-89,"Second dose, less than 21 days ago",23,70301,32.7,,20.8,49.1
Deaths involving COVID-19,2021,April,80-89,"Second dose, at least 21 days ago",27,73045,36.7,,24.2,53.4
Deaths involving COVID-19,2021,April,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,80-89,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,90+,Unvaccinated,14,1384,1011.9,u,552.7,1697.9
Deaths involving COVID-19,2021,April,90+,"First dose, less than 21 days ago",3,137,2184.8,u,439.1,6383.5
Deaths involving COVID-19,2021,April,90+,"First dose, at least 21 days ago",65,7552,860.7,,664.2,1097.1
Deaths involving COVID-19,2021,April,90+,"Second dose, less than 21 days ago",10,14102,70.9,u,33.9,130.4
Deaths involving COVID-19,2021,April,90+,"Second dose, at least 21 days ago",22,14537,151.3,,94.8,229.1
Deaths involving COVID-19,2021,April,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,90+,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,May,18-39,Unvaccinated,4,798592,0.6,u,0.1,1.4
Deaths involving COVID-19,2021,May,18-39,"First dose, less than 21 days ago",<3,72305,,,,
Deaths involving COVID-19,2021,May,18-39,"First dose, at least 21 days ago",<3,137403,,,,
Deaths involving COVID-19,2021,May,18-39,"Second dose, less than 21 days ago",<3,62071,,,,
Deaths involving COVID-19,2021,May,18-39,"Second dose, at least 21 days ago",<3,96378,,,,
Deaths involving COVID-19,2021,May,18-39,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,May,18-39,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,40-49,Unvaccinated,9,127286,8.2,u,3.6,15.8
Deaths involving COVID-19,2021,May,40-49,"First dose, less than 21 days ago",<3,105829,,,,
Deaths involving COVID-19,2021,May,40-49,"First dose, at least 21 days ago",<3,199201,,,,
Deaths involving COVID-19,2021,May,40-49,"Second dose, less than 21 days ago",<3,55406,,,,
Deaths involving COVID-19,2021,May,40-49,"Second dose, at least 21 days ago",<3,70044,,,,
Deaths involving COVID-19,2021,May,40-49,"Third dose or booster, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,40-49,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,50-59,Unvaccinated,14,51833,28.8,u,15.7,48.3
Deaths involving COVID-19,2021,May,50-59,"First dose, less than 21 days ago",<3,5069,,,,
Deaths involving COVID-19,2021,May,50-59,"First dose, at least 21 days ago",9,335493,2.7,u,1.2,5.1
Deaths involving COVID-19,2021,May,50-59,"Second dose, less than 21 days ago",<3,119416,,,,
Deaths involving COVID-19,2021,May,50-59,"Second dose, at least 21 days ago",<3,101957,,,,
Deaths involving COVID-19,2021,May,50-59,"Third dose or booster, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,50-59,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,60-69,Unvaccinated,22,24556,100.2,,62.4,152.2
Deaths involving COVID-19,2021,May,60-69,"First dose, less than 21 days ago",<3,1487,,,,
Deaths involving COVID-19,2021,May,60-69,"First dose, at least 21 days ago",30,151813,30.6,,20.0,44.5
Deaths involving COVID-19,2021,May,60-69,"Second dose, less than 21 days ago",4,179490,2.3,u,0.6,5.8
Deaths involving COVID-19,2021,May,60-69,"Second dose, at least 21 days ago",<3,132088,,,,
Deaths involving COVID-19,2021,May,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,May,60-69,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,May,70-79,Unvaccinated,13,11379,114.1,u,60.4,195.7
Deaths involving COVID-19,2021,May,70-79,"First dose, less than 21 days ago",<3,457,,,,
Deaths involving COVID-19,2021,May,70-79,"First dose, at least 21 days ago",19,12842,170.7,u,100.7,269.5
Deaths involving COVID-19,2021,May,70-79,"Second dose, less than 21 days ago",7,94882,9.5,u,3.5,20.3
Deaths involving COVID-19,2021,May,70-79,"Second dose, at least 21 days ago",7,275899,2.4,u,1.0,5.0
Deaths involving COVID-19,2021,May,70-79,"Third dose or booster, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,70-79,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,80-89,Unvaccinated,16,5079,318.2,u,181.9,516.8
Deaths involving COVID-19,2021,May,80-89,"First dose, less than 21 days ago",<3,180,,,,
Deaths involving COVID-19,2021,May,80-89,"First dose, at least 21 days ago",33,4265,769.6,,528.2,1082.9
Deaths involving COVID-19,2021,May,80-89,"Second dose, less than 21 days ago",9,10147,86.4,u,39.5,164.0
Deaths involving COVID-19,2021,May,80-89,"Second dose, at least 21 days ago",39,165052,23.6,,16.8,32.2
Deaths involving COVID-19,2021,May,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,May,80-89,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,May,90+,Unvaccinated,6,1338,448.5,u,163.8,976.3
Deaths involving COVID-19,2021,May,90+,"First dose, less than 21 days ago",<3,49,,,,
Deaths involving COVID-19,2021,May,90+,"First dose, at least 21 days ago",13,1367,951.1,u,505.9,1626.6
Deaths involving COVID-19,2021,May,90+,"Second dose, less than 21 days ago",6,2898,207.0,u,75.6,450.6
Deaths involving COVID-19,2021,May,90+,"Second dose, at least 21 days ago",20,33565,59.6,,36.4,92.0
Deaths involving COVID-19,2021,May,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,May,90+,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,June,18-39,Unvaccinated,10,513393,2.6,u,1.2,4.9
Deaths involving COVID-19,2021,June,18-39,"First dose, less than 21 days ago",<3,194468,,,,
Deaths involving COVID-19,2021,June,18-39,"First dose, at least 21 days ago",<3,170530,,,,
Deaths involving COVID-19,2021,June,18-39,"Second dose, less than 21 days ago",<3,65707,,,,
Deaths involving COVID-19,2021,June,18-39,"Second dose, at least 21 days ago",4,184469,1.9,u,0.5,4.8
Deaths involving COVID-19,2021,June,18-39,"Third dose or booster, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2021,June,18-39,"Third dose or booster, at least 21 days ago",<3,2,,,,
Deaths involving COVID-19,2021,June,40-49,Unvaccinated,15,78315,20.6,u,11.4,34.0
Deaths involving COVID-19,2021,June,40-49,"First dose, less than 21 days ago",<3,19373,,,,
Deaths involving COVID-19,2021,June,40-49,"First dose, at least 21 days ago",<3,203891,,,,
Deaths involving COVID-19,2021,June,40-49,"Second dose, less than 21 days ago",<3,84857,,,,
Deaths involving COVID-19,2021,June,40-49,"Second dose, at least 21 days ago",<3,152959,,,,
Deaths involving COVID-19,2021,June,40-49,"Third dose or booster, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2021,June,40-49,"Third dose or booster, at least 21 days ago",<3,2,,,,
Deaths involving COVID-19,2021,June,50-59,Unvaccinated,15,45407,33.9,u,18.9,56.0
Deaths involving COVID-19,2021,June,50-59,"First dose, less than 21 days ago",<3,3172,,,,
Deaths involving COVID-19,2021,June,50-59,"First dose, at least 21 days ago",3,64246,5.4,u,1.1,15.7
Deaths involving COVID-19,2021,June,50-59,"Second dose, less than 21 days ago",<3,181220,,,,
Deaths involving COVID-19,2021,June,50-59,"Second dose, at least 21 days ago",8,300450,2.6,u,1.1,5.0
Deaths involving COVID-19,2021,June,50-59,"Third dose or booster, less than 21 days ago",<3,9,,,,
Deaths involving COVID-19,2021,June,50-59,"Third dose or booster, at least 21 days ago",<3,2,,,,
Deaths involving COVID-19,2021,June,60-69,Unvaccinated,24,22227,107.2,,68.1,160.2
Deaths involving COVID-19,2021,June,60-69,"First dose, less than 21 days ago",<3,1042,,,,
Deaths involving COVID-19,2021,June,60-69,"First dose, at least 21 days ago",7,15218,39.8,u,14.1,85.3
Deaths involving COVID-19,2021,June,60-69,"Second dose, less than 21 days ago",<3,68515,,,,
Deaths involving COVID-19,2021,June,60-69,"Second dose, at least 21 days ago",16,367507,4.4,u,2.5,7.2
Deaths involving COVID-19,2021,June,60-69,"Third dose or booster, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2021,June,60-69,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,June,70-79,Unvaccinated,15,10548,144.8,u,80.6,239.5
Deaths involving COVID-19,2021,June,70-79,"First dose, less than 21 days ago",<3,322,,,,
Deaths involving COVID-19,2021,June,70-79,"First dose, at least 21 days ago",8,3656,218.1,u,93.4,431.0
Deaths involving COVID-19,2021,June,70-79,"Second dose, less than 21 days ago",4,3843,126.7,u,33.0,327.6
Deaths involving COVID-19,2021,June,70-79,"Second dose, at least 21 days ago",45,365385,12.5,,9.1,16.8
Deaths involving COVID-19,2021,June,70-79,"Third dose or booster, less than 21 days ago",<3,12,,,,
Deaths involving COVID-19,2021,June,70-79,"Third dose or booster, at least 21 days ago",<3,2,,,,
Deaths involving COVID-19,2021,June,80-89,Unvaccinated,12,4717,251.8,u,130.0,439.8
Deaths involving COVID-19,2021,June,80-89,"First dose, less than 21 days ago",<3,123,,,,
Deaths involving COVID-19,2021,June,80-89,"First dose, at least 21 days ago",17,1757,959.5,u,555.7,1541.1
Deaths involving COVID-19,2021,June,80-89,"Second dose, less than 21 days ago",<3,1291,,,,
Deaths involving COVID-19,2021,June,80-89,"Second dose, at least 21 days ago",65,171187,37.9,,29.3,48.3
Deaths involving COVID-19,2021,June,80-89,"Third dose or booster, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2021,June,80-89,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,June,90+,Unvaccinated,7,1247,561.5,u,225.0,1157.0
Deaths involving COVID-19,2021,June,90+,"First dose, less than 21 days ago",<3,27,,,,
Deaths involving COVID-19,2021,June,90+,"First dose, at least 21 days ago",10,577,1732.5,u,829.4,3186.3
Deaths involving COVID-19,2021,June,90+,"Second dose, less than 21 days ago",<3,383,,,,
Deaths involving COVID-19,2021,June,90+,"Second dose, at least 21 days ago",34,36009,94.4,,65.4,132.0
Deaths involving COVID-19,2021,June,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,June,90+,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,July,18-39,Unvaccinated,30,326758,10.7,,7.1,15.4
Deaths involving COVID-19,2021,July,18-39,"First dose, less than 21 days ago",<3,117189,,,,
Deaths involving COVID-19,2021,July,18-39,"First dose, at least 21 days ago",<3,353123,,,,
Deaths involving COVID-19,2021,July,18-39,"Second dose, less than 21 days ago",<3,84143,,,,
Deaths involving COVID-19,2021,July,18-39,"Second dose, at least 21 days ago",7,284555,2.6,u,1.0,5.4
Deaths involving COVID-19,2021,July,18-39,"Third dose or booster, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2021,July,18-39,"Third dose or booster, at least 21 days ago",<3,10,,,,
Deaths involving COVID-19,2021,July,40-49,Unvaccinated,45,71505,63.6,,46.2,85.3
Deaths involving COVID-19,2021,July,40-49,"First dose, less than 21 days ago",<3,5880,,,,
