year,code,cause,dead
2019,M62.8,Other specified disorders of muscle,17
2019,M72.6,Necrotizing fasciitis,42
2019,M80.9,Unspecified osteoporosis with pathological fracture,18
2019,M81.9,"Osteoporosis, unspecified",19
2019,M84.4,"Pathological fracture, not elsewhere classified",15
2019,M86.9,"Osteomyelitis, unspecified",111
2019,N00.9,"Acute nephritic syndrome, unspecified",28
2019,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",24
2019,N13.3,Other and unspecified hydronephrosis,19
2019,N13.9,"Obstructive and reflux uropathy, unspecified",25
2019,N17.9,"Acute renal failure, unspecified",15
2019,N18.3,"Chronic kidney disease, stage 3",16
2019,N18.4,"Chronic kidney disease, stage 4",23
2019,N18.5,"Chronic kidney disease, stage 5",429
2019,N18.9,"Chronic renal failure, unspecified",193
2019,N19,Unspecified renal failure,17
2019,N20.0,Calculus of kidney,14
2019,N28.8,Other specified disorders of kidney and ureter,176
2019,N28.9,"Disorder of kidney and ureter, unspecified",16
2019,N32.1,Vesicointestinal fistula,14
2019,N32.9,"Bladder disorder, unspecified",22
2019,N39.0,"Urinary tract infection, site not specified",338
2019,N40,Hyperplasia of prostate,26
2019,N49.8,Inflammatory disorders of other specified male genital organs,18
2019,N63,Unspecified lump in breast,21
2019,O26.8,Other specified pregnancy-related conditions,19
2019,O96.0,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,27
2019,O96.1,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,41
2019,O99.8,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",32
2019,Q21.1,Atrial septal defect,11
2019,Q27.3,Peripheral arteriovenous malformation,10
2019,Q61.3,"Polycystic kidney, unspecified",10
2019,Q85.0,Neurofibromatosis (nonmalignant),12
2019,V87.7,Person injured in collision between other specified motor vehicles (traffic),15
2019,V89.2,"Person injured in unspecified motor-vehicle accident, traffic",41
2019,W01,"Fall on same level from slipping, tripping and stumbling",43
2019,W05,Fall involving wheelchair,14
2019,W06,Fall involving bed,53
2019,W07,Fall involving chair,15
2019,W10,Fall on and from stairs and steps,53
2019,W18,Other fall on same level,736
2019,W19,Unspecified fall,918
2019,W65,Drowning and submersion while in bath-tub,11
2019,W78,Inhalation of gastric contents,16
2019,W79,Inhalation and ingestion of food causing obstruction of respiratory tract,24
2019,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract,156
2019,X00,Exposure to uncontrolled fire in building or structure,20
2019,X31,Exposure to excessive natural cold,22
2019,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",35
2019,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",81
2019,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",151
2019,X45,Accidental poisoning by and exposure to alcohol,12
2019,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,10
2019,X59.0,Exposure to unspecified factor causing fracture,85
2019,X59.9,Exposure to unspecified factor causing other and unspecified injury,180
2019,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",19
2019,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",22
2019,X70,"Intentional self-harm by hanging, strangulation and suffocation",29
2019,X72,Intentional self-harm by handgun discharge,55
2019,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",20
2019,X74,Intentional self-harm by other and unspecified firearm discharge,132
2019,X78,Intentional self-harm by sharp object,14
2019,Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",10
2019,Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",11
2019,Y43.3,Other antineoplastic drugs,13
2019,Y57.9,"Drug or medicament, unspecified",11
2019,Y83.0,Surgical operation with transplant of whole organ,13
2019,Y83.1,Surgical operation with implant of artificial internal device,20
2019,Y83.2,"Surgical operation with anastomosis, bypass or graft",17
2019,Y83.3,Surgical operation with formation of external stoma,29
2019,Y83.6,Removal of other organ (partial) (total),84
2019,Y83.8,Other surgical procedures,16
2019,Y83.9,"Surgical procedure, unspecified",58
2019,Y84.2,Radiological procedure and radiotherapy,134
2019,Y84.6,Urinary catheterization,23
2019,Y84.8,Other medical procedures,50
2019,Y86,Sequelae of other accidents,42
2020,A04.7,Enterocolitis due to Clostridium difficile,259
2020,A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,19
2020,A09.9,Gastroenteritis and colitis of unspecified origin,183
2020,A16.2,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",14
2020,A31.0,Pulmonary mycobacterial infection,16
2020,A41.0,Septicaemia due to Staphylococcus aureus,17
2020,A41.5,Septicaemia due to other Gram-negative organisms,56
2020,A41.9,"Septicaemia, unspecified",1891
2020,A48.1,Legionnaires disease,12
2020,A49.0,"Staphylococcal infection, unspecified",41
2020,A49.1,"Streptococcal infection, unspecified",20
2020,A49.8,Other bacterial infections of unspecified site,31
2020,A49.9,"Bacterial infection, unspecified",73
2020,A81.0,Creutzfeldt-Jakob disease - CJD,10
2020,B00.4,Herpesviral encephalitis,16
2020,B16.9,Acute hepatitis B without delta-agent and without hepatic coma,25
2020,B18.2,Chronic viral hepatitis C,276
2020,B21.2,HIV disease with other types of non-Hodgkin lymphoma,14
2020,B21.7,HIV disease resulting in multiple malignant neoplasms,13
2020,B21.8,HIV disease resulting in other malignant neoplasms,31
2020,B21.9,HIV disease resulting in unspecified malignant neoplasm,13
2020,B22.7,HIV disease resulting in multiple diseases classified elsewhere,159
2020,B23.8,HIV disease resulting in other specified conditions,62
2020,B25.0,Cytomegaloviral pneumonitis,11
2020,B34.2,"Coronavirus infection, unspecified",53
2020,B34.8,Other viral infections of unspecified site,63
2020,B34.9,"Viral infection, unspecified",16
2020,B37.7,Candidal septicaemia,24
2020,B44.1,Other pulmonary aspergillosis,14
2020,B44.9,"Aspergillosis, unspecified",13
2020,B49,Unspecified mycosis,41
2020,B59,Pneumocystosis,35
2020,B94.8,Sequelae of other specified infectious and parasitic diseases,24
2020,B99,Other and unspecified infectious diseases,27
2020,C00.9,"Lip, unspecified - Malignant neoplasms",61
2020,C01,Malignant neoplasm of base of tongue,255
2020,C02.1,Border of tongue - Malignant neoplasms,10
2020,C02.9,"Tongue, unspecified - Malignant neoplasms",2560
2020,C03.0,Upper gum - Malignant neoplasms,26
2020,C03.1,Lower gum - Malignant neoplasms,11
2020,C03.9,"Gum, unspecified - Malignant neoplasms",34
2020,C04.9,"Floor of mouth, unspecified - Malignant neoplasms",98
2020,C05.0,Hard palate - Malignant neoplasms,60
2020,C05.1,Soft palate - Malignant neoplasms,78
2020,C05.9,"Palate, unspecified - Malignant neoplasms",68
2020,C06.0,Cheek mucosa - Malignant neoplasms,82
2020,C06.2,Retromolar area - Malignant neoplasms,42
2020,C06.9,"Mouth, unspecified - Malignant neoplasms",1142
2020,C07,Malignant neoplasm of parotid gland,748
2020,C08.0,Submandibular gland - Malignant neoplasms,73
2020,C08.9,"Major salivary gland, unspecified - Malignant neoplasms",291
2020,C09.0,Tonsillar fossa - Malignant neoplasms,41
2020,C09.9,"Tonsil, unspecified - Malignant neoplasms",1103
2020,C10.9,"Oropharynx, unspecified - Malignant neoplasms",1408
2020,C11.1,Posterior wall of nasopharynx - Malignant neoplasms,26
2020,C11.9,"Nasopharynx, unspecified - Malignant neoplasms",653
2020,C12,Malignant neoplasm of pyriform sinus,79
2020,C13.9,"Hypopharynx, unspecified - Malignant neoplasms",373
2020,C14.0,"Pharynx, unspecified - Malignant neoplasms",1411
2020,C15.0,Cervical part of oesophagus - Malignant neoplasms,13
2020,C15.3,Upper third of oesophagus - Malignant neoplasms,25
2020,C15.4,Middle third of oesophagus - Malignant neoplasms,37
2020,C15.5,Lower third of oesophagus - Malignant neoplasms,337
2020,C15.8,Overlapping lesion of oesophagus - Malignant neoplasms,12
2020,C15.9,"Oesophagus, unspecified - Malignant neoplasms",15242
2020,C16.0,Cardia - Malignant neoplasms,1176
2020,C16.1,Fundus of stomach - Malignant neoplasms,30
2020,C16.2,Body of stomach - Malignant neoplasms,41
2020,C16.3,Pyloric antrum - Malignant neoplasms,71
2020,C16.4,Pylorus - Malignant neoplasms,19
2020,C16.8,Overlapping lesion of stomach - Malignant neoplasms,13
2020,C16.9,"Stomach, unspecified - Malignant neoplasms",9877
2020,C17.0,Duodenum - Malignant neoplasms,994
2020,C17.1,Jejunum - Malignant neoplasms,91
2020,C17.2,Ileum - Malignant neoplasms,86
2020,C17.9,"Small intestine, unspecified - Malignant neoplasms",656
2020,C18.0,Caecum - Malignant neoplasms,777
2020,C18.1,Appendix - Malignant neoplasms,951
2020,C18.2,Ascending colon - Malignant neoplasms,435
2020,C18.3,Hepatic flexure - Malignant neoplasms,56
2020,C18.4,Transverse colon - Malignant neoplasms,175
2020,C18.5,Splenic flexure - Malignant neoplasms,29
2020,C18.6,Descending colon - Malignant neoplasms,87
2020,C18.7,Sigmoid colon - Malignant neoplasms,938
2020,C18.8,Overlapping lesion of colon - Malignant neoplasms,23
2020,C18.9,"Colon, unspecified - Malignant neoplasms",36775
2020,C19,Malignant neoplasm of rectosigmoid junction,3395
2020,C20,Malignant neoplasm of rectum,7962
2020,C21.0,"Anus, unspecified - Malignant neoplasms",1188
2020,C21.1,Anal canal - Malignant neoplasms,144
2020,C21.8,"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms",158
2020,C22.0,Liver cell carcinoma - Malignant neoplasms,12112
2020,C22.1,Intrahepatic bile duct carcinoma - Malignant neoplasms,7965
2020,C22.2,Hepatoblastoma - Malignant neoplasms,31
2020,C22.3,Angiosarcoma of liver - Malignant neoplasms,52
2020,C22.9,"Liver, unspecified - Malignant neoplasms",8064
2020,C23,Malignant neoplasm of gallbladder,2263
2020,C24.0,Extrahepatic bile duct - Malignant neoplasms,992
2020,C24.1,Ampulla of Vater - Malignant neoplasms,305
2020,C24.9,"Biliary tract, unspecified - Malignant neoplasms",715
2020,C25.0,Head of pancreas - Malignant neoplasms,719
2020,C25.1,Body of pancreas - Malignant neoplasms,147
2020,C25.2,Tail of pancreas - Malignant neoplasms,191
2020,C25.3,Pancreatic duct - Malignant neoplasms,333
2020,C25.4,Endocrine pancreas - Malignant neoplasms,27
2020,C25.8,Overlapping lesion of pancreas - Malignant neoplasms,39
2020,C25.9,"Pancreas, unspecified - Malignant neoplasms",45313
2020,C26.0,"Intestinal tract, part unspecified - Malignant neoplasms",266
2020,C26.1,Spleen - Malignant neoplasms,32
2020,C26.8,Overlapping lesion of digestive system - Malignant neoplasms,14
2020,C26.9,Ill-defined sites within the digestive system - Malignant neoplasms,1784
2020,C30.0,Nasal cavity - Malignant neoplasms,142
2020,C31.0,Maxillary sinus - Malignant neoplasms,196
2020,C31.1,Ethmoidal sinus - Malignant neoplasms,31
2020,C31.9,"Accessory sinus, unspecified - Malignant neoplasms",197
2020,C32.0,Glottis - Malignant neoplasms,229
2020,C32.1,Supraglottis - Malignant neoplasms,386
2020,C32.2,Subglottis - Malignant neoplasms,19
2020,C32.3,Laryngeal cartilage - Malignant neoplasms,22
2020,C32.9,"Larynx, unspecified - Malignant neoplasms",3147
2020,C33,Malignant neoplasm of trachea,82
2020,C34.0,Main bronchus - Malignant neoplasms,270
2020,C34.1,"Upper lobe, bronchus or lung - Malignant neoplasms",2227
2020,C34.2,"Middle lobe, bronchus or lung - Malignant neoplasms",137
2020,C34.3,"Lower lobe, bronchus or lung - Malignant neoplasms",1100
2020,C34.8,Overlapping lesion of bronchus and lung - Malignant neoplasms,56
2020,C34.9,"Bronchus or lung, unspecified - Malignant neoplasms",132294
2020,C37,Malignant neoplasm of thymus,332
2020,C38.0,Heart - Malignant neoplasms,59
2020,C38.3,"Mediastinum, part unspecified - Malignant neoplasms",150
2020,C38.4,Pleura - Malignant neoplasms,45
2020,C39.9,Ill-defined sites within the respiratory system - Malignant neoplasms,87
2020,C40.0,Scapula and long bones of upper limb - Malignant neoplasms,32
2020,C40.2,Long bones of lower limb - Malignant neoplasms,98
2020,C41.0,Bones of skull and face - Malignant neoplasms,90
2020,C41.1,Mandible - Malignant neoplasms,200
2020,C41.2,Vertebral column - Malignant neoplasms,116
2020,C41.3,"Ribs, sternum and clavicle - Malignant neoplasms",20
2020,C41.4,"Pelvic bones, sacrum and coccyx - Malignant neoplasms",99
2020,C41.9,"Bone and articular cartilage, unspecified - Malignant neoplasms",1212
2020,C43.1,"Malignant melanoma of eyelid, including canthus - Malignant neoplasms",10
2020,C43.2,Malignant melanoma of ear and external auricular canal - Malignant neoplasms,26
2020,C43.3,Malignant melanoma of other and unspecified parts of face - Malignant neoplasms,108
2020,C43.4,Malignant melanoma of scalp and neck - Malignant neoplasms,190
2020,C43.5,Malignant melanoma of trunk - Malignant neoplasms,196
2020,C43.6,"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms",171
2020,C43.7,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",171
2020,C43.9,"Malignant melanoma of skin, unspecified - Malignant neoplasms",7329
2020,C44.0,Skin of lip - Malignant neoplasms,10
2020,C44.1,"Skin of eyelid, including canthus - Malignant neoplasms",31
2020,C44.2,Skin of ear and external auricular canal - Malignant neoplasms,146
2020,C44.3,Skin of other and unspecified parts of face - Malignant neoplasms,355
2020,C44.4,Skin of scalp and neck - Malignant neoplasms,1367
2020,C44.5,Skin of trunk - Malignant neoplasms,116
2020,C44.6,"Skin of upper limb, including shoulder - Malignant neoplasms",71
2020,C44.7,"Skin of lower limb, including hip - Malignant neoplasms",71
2020,C44.9,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",2054
2020,C45.0,Mesothelioma of pleura - Malignant neoplasms,334
2020,C45.1,Mesothelioma of peritoneum - Malignant neoplasms,181
2020,C45.7,Mesothelioma of other sites - Malignant neoplasms,263
2020,C45.9,"Mesothelioma, unspecified - Malignant neoplasms",1594
2020,C46.9,"Kaposi sarcoma, unspecified",46
2020,C47.9,"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms",83
2020,C48.0,Retroperitoneum - Malignant neoplasms,394
2020,C48.1,Specified parts of peritoneum - Malignant neoplasms,64
2020,C48.2,"Peritoneum, unspecified - Malignant neoplasms",933
2020,C49.0,"Connective and soft tissue of head, face and neck - Malignant neoplasms",156
2020,C49.1,"Connective and soft tissue of upper limb, including shoulder - Malignant neoplasms",65
2020,C49.2,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",358
2020,C49.3,Connective and soft tissue of thorax - Malignant neoplasms,83
2020,C49.4,Connective and soft tissue of abdomen - Malignant neoplasms,493
2020,C49.5,Connective and soft tissue of pelvis - Malignant neoplasms,147
2020,C49.6,"Connective and soft tissue of trunk, unspecified - Malignant neoplasms",18
2020,C49.9,"Connective and soft tissue, unspecified - Malignant neoplasms",3531
2020,C50.0,Nipple and areola - Malignant neoplasms,72
2020,C50.1,Central portion of breast - Malignant neoplasms,46
2020,C50.2,Upper-inner quadrant of breast - Malignant neoplasms,21
2020,C50.3,Lower-inner quadrant of breast - Malignant neoplasms,15
2020,C50.4,Upper-outer quadrant of breast - Malignant neoplasms,111
2020,C50.6,Axillary tail of breast - Malignant neoplasms,11
2020,C50.8,Overlapping lesion of breast - Malignant neoplasms,38
2020,C50.9,"Breast, unspecified - Malignant neoplasms",42442
2020,C51.0,Labium majus - Malignant neoplasms,16
2020,C51.9,"Vulva, unspecified - Malignant neoplasms",1445
2020,C52,Malignant neoplasm of vagina,423
2020,C53.0,Endocervix - Malignant neoplasms,128
2020,C53.1,Exocervix - Malignant neoplasms,11
2020,C53.9,"Cervix uteri, unspecified - Malignant neoplasms",4129
2020,C54.1,Endometrium - Malignant neoplasms,7231
2020,C54.9,"Corpus uteri, unspecified - Malignant neoplasms",89
2020,C55,"Malignant neoplasm of uterus, part unspecified",4659
2020,C56,Malignant neoplasm of ovary,13438
2020,C57.0,Fallopian tube - Malignant neoplasms,622
2020,C57.4,"Uterine adnexa, unspecified - Malignant neoplasms",31
2020,C57.7,Other specified female genital organs - Malignant neoplasms,30
2020,C57.9,"Female genital organ, unspecified - Malignant neoplasms",441
2020,C58,Malignant neoplasm of placenta,18
2020,C60.1,Glans penis - Malignant neoplasms,11
2020,C60.9,"Penis, unspecified - Malignant neoplasms",334
2020,C61,Malignant neoplasm of prostate,32707
2020,C62.9,"Testis, unspecified - Malignant neoplasms",459
2020,C63.2,Scrotum - Malignant neoplasms,18
2020,C63.9,"Male genital organ, unspecified - Malignant neoplasms",40
2020,C64,"Malignant neoplasm of kidney, except renal pelvis",14235
2020,C65,Malignant neoplasm of renal pelvis,206
2020,C66,Malignant neoplasm of ureter,409
2020,C67.0,Trigone of bladder - Malignant neoplasms,18
2020,C67.1,Dome of bladder - Malignant neoplasms,18
2020,C67.2,Lateral wall of bladder - Malignant neoplasms,25
2020,C67.3,Anterior wall of bladder - Malignant neoplasms,14
2020,C67.4,Posterior wall of bladder - Malignant neoplasms,20
2020,C67.5,Bladder neck - Malignant neoplasms,23
2020,C67.6,Ureteric orifice - Malignant neoplasms,10
2020,C67.7,Urachus - Malignant neoplasms,38
2020,C67.8,Overlapping lesion of bladder - Malignant neoplasms,25
2020,C67.9,"Bladder, unspecified - Malignant neoplasms",16491
2020,C68.0,Urethra - Malignant neoplasms,280
2020,C68.9,"Urinary organ, unspecified - Malignant neoplasms",269
2020,C69.2,Retina - Malignant neoplasms,17
2020,C69.3,Choroid - Malignant neoplasms,86
2020,C69.4,Ciliary body - Malignant neoplasms,28
2020,C69.5,Lacrimal gland and duct - Malignant neoplasms,15
2020,C69.6,Orbit - Malignant neoplasms,49
2020,C69.9,"Eye, unspecified - Malignant neoplasms",199
2020,C70.0,Cerebral meninges - Malignant neoplasms,41
2020,C70.1,Spinal meninges - Malignant neoplasms,11
2020,C70.9,"Meninges, unspecified - Malignant neoplasms",170
2020,C71.0,"Cerebrum, except lobes and ventricles - Malignant neoplasms",171
2020,C71.1,Frontal lobe - Malignant neoplasms,546
2020,C71.2,Temporal lobe - Malignant neoplasms,389
2020,C71.3,Parietal lobe - Malignant neoplasms,242
2020,C71.4,Occipital lobe - Malignant neoplasms,63
2020,C71.5,Cerebral ventricle - Malignant neoplasms,13
2020,C71.6,Cerebellum - Malignant neoplasms,184
2020,C71.7,Brain stem - Malignant neoplasms,201
2020,C71.8,Overlapping lesion of brain - Malignant neoplasms,80
2020,C71.9,"Brain, unspecified - Malignant neoplasms",15736
2020,C72.0,Spinal cord - Malignant neoplasms,79
2020,C72.9,"Central nervous system, unspecified - Malignant neoplasms",90
2020,C73,Malignant neoplasm of thyroid gland,1999
2020,C74.0,Cortex of adrenal gland - Malignant neoplasms,110
2020,C74.1,Medulla of adrenal gland - Malignant neoplasms,33
2020,C74.9,"Adrenal gland, unspecified - Malignant neoplasms",491
2020,C75.0,Parathyroid gland - Malignant neoplasms,36
2020,C75.1,Pituitary gland - Malignant neoplasms,36
2020,C75.3,Pineal gland - Malignant neoplasms,29
2020,C75.5,Aortic body and other paraganglia - Malignant neoplasms,23
2020,C75.9,"Endocrine gland, unspecified - Malignant neoplasms",23
2020,C76.0,"Head, face and neck - Malignant neoplasms",580
2020,C76.1,Thorax - Malignant neoplasms,117
2020,C76.2,Abdomen - Malignant neoplasms,510
2020,C76.3,Pelvis - Malignant neoplasms,281
2020,C76.4,Upper limb - Malignant neoplasms,27
2020,C76.5,Lower limb - Malignant neoplasms,31
2020,C76.7,Other ill-defined sites - Malignant neoplasms,163
2020,C77.0,"Lymph nodes of head, face and neck - Malignant neoplasms",16
2020,C77.9,"Lymph node, unspecified - Malignant neoplasms",68
2020,C78.0,Secondary malignant neoplasm of lung - Malignant neoplasms,296
2020,C78.2,Secondary malignant neoplasm of pleura - Malignant neoplasms,187
2020,C78.5,Secondary malignant neoplasm of large intestine and rectum - Malignant neoplasms,20
2020,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,766
2020,C78.7,Secondary malignant neoplasm of liver - Malignant neoplasms,1960
2020,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs - Malignant neoplasms,62
2020,C79.0,Secondary malignant neoplasm of kidney and renal pelvis - Malignant neoplasms,11
2020,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs - Malignant neoplasms,20
2020,C79.2,Secondary malignant neoplasm of skin - Malignant neoplasms,20
2020,C79.3,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,729
2020,C79.4,Secondary malignant neoplasm of other and unspecified parts of nervous system - Malignant neoplasms,26
2020,C79.5,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,522
2020,C79.6,Secondary malignant neoplasm of ovary - Malignant neoplasms,11
2020,C79.7,Secondary malignant neoplasm of adrenal gland - Malignant neoplasms,10
2020,C79.8,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,2700
2020,C80,Malignant neoplasm without specification of site,28834
2020,C81.1,Hodgkin nodular sclerosis,17
2020,C81.9,"Hodgkin disease, unspecified",985
2020,C82.9,"Follicular non-Hodgkin lymphoma, unspecified",788
2020,C83.0,Non-Hodgkin lymphoma small cell (diffuse),153
2020,C83.1,Non-Hodgkin lymphoma small cleaved cell (diffuse),1244
2020,C83.3,Non-Hodgkin lymphoma large cell (diffuse),4685
2020,C83.5,Non-Hodgkin lymphoma lymphoblastic (diffuse),98
2020,C83.7,Burkitt tumor,154
2020,C83.8,Other types of diffuse non-Hodgkin lymphoma,70
2020,C83.9,"Diffuse non-Hodgkin lymphoma, unspecified",42
2020,C84.0,Mycosis fungoides - Malignant neoplasms,69
2020,C84.1,STzary disease,14
2020,C84.4,Peripheral T-cell lymphoma - Malignant neoplasms,292
2020,C84.5,Other and unspecified T-cell lymphomas - Malignant neoplasms,1002
2020,C85.1,"B-cell lymphoma, unspecified - Malignant neoplasms",3683
2020,C85.9,"Non-Hodgkin lymphoma, unspecified type",7842
2020,C88.0,Waldenstr÷m macroglobulinemia,408
2020,C90.0,Multiple myeloma - Malignant neoplasms,12340
2020,C90.1,Plasma cell leukaemia - Malignant neoplasms,161
2020,C90.2,"Plasmacytoma, extramedullary - Malignant neoplasms",88
2020,C91.0,Acute lymphoblastic leukaemia - Malignant neoplasms,1448
2020,C91.1,Chronic lymphocytic leukaemia - Malignant neoplasms,4408
2020,C91.3,Prolymphocytic leukaemia - Malignant neoplasms,46
2020,C91.4,Hairy-cell leukaemia - Malignant neoplasms,135
2020,C91.5,Adult T-cell leukaemia - Malignant neoplasms,147
2020,C91.7,Other lymphoid leukaemia - Malignant neoplasms,80
2020,C91.9,"Lymphoid leukaemia, unspecified - Malignant neoplasms",281
2020,C92.0,Acute myeloid leukaemia - Malignant neoplasms,10495
2020,C92.1,Chronic myeloid leukaemia - Malignant neoplasms,1256
2020,C92.3,Myeloid sarcoma - Malignant neoplasms,58
2020,C92.4,Acute promyelocytic leukaemia - Malignant neoplasms,186
2020,C92.5,Acute myelomonocytic leukaemia - Malignant neoplasms,194
2020,C92.7,Other myeloid leukaemia - Malignant neoplasms,691
2020,C92.9,"Myeloid leukaemia, unspecified - Malignant neoplasms",220
2020,C93.0,Acute monocytic leukaemia - Malignant neoplasms,70
2020,C93.9,"Monocytic leukaemia, unspecified - Malignant neoplasms",10
2020,C94.3,Mast cell leukaemia - Malignant neoplasms,10
2020,C94.7,Other specified leukaemias - Malignant neoplasms,40
2020,C95.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,1181
2020,C95.1,Chronic leukaemia of unspecified cell type - Malignant neoplasms,161
2020,C95.9,"Leukaemia, unspecified - Malignant neoplasms",2269
2020,C96.7,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue - Malignant neoplasms",12
2020,C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms",118
2020,C97,Malignant neoplasms of independent (primary) multiple sites,5841
2020,D32.0,Cerebral meninges - Benign neoplasms,11
2020,D32.9,"Meninges, unspecified - Benign neoplasms",25
2020,D37.6,"Liver, gallbladder and bile ducts - Uncertain neoplasms",11
2020,D37.7,Other digestive organs - Uncertain neoplasms,23
2020,D38.1,"Trachea, bronchus and lung - Uncertain neoplasms",60
2020,D41.4,Bladder - Uncertain neoplasms,11
2020,D43.0,"Brain, supratentorial - Uncertain neoplasms",15
2020,D43.2,"Brain, unspecified - Uncertain neoplasms",121
2020,D45,Polycythaemia vera,19
2020,D46.4,"Refractory anaemia, unspecified - Uncertain neoplasms",11
2020,D46.9,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",297
2020,D47.1,Chronic myeloproliferative disease - Uncertain neoplasms,61
2020,D47.2,Monoclonal gammopathy - Uncertain neoplasms,16
2020,D48.1,Connective and other soft tissue - Uncertain neoplasms,42
2020,D48.7,Other specified sites - Uncertain neoplasms,25
2020,D59.1,Other autoimmune haemolytic anaemias,10
2020,D61.9,"Aplastic anaemia, unspecified",129
2020,D62,Acute posthaemorrhagic anaemia,33
2020,D64.9,"Anaemia, unspecified",15
2020,D65,Disseminated intravascular coagulation [defibrination syndrome],41
2020,D68.9,"Coagulation defect, unspecified",68
2020,D69.3,Idiopathic thrombocytopenic purpura,22
2020,D70,Agranulocytosis,135
2020,D72.8,Other specified disorders of white blood cells,16
2020,D76.1,Haemophagocytic lymphohistiocytosis,100
2020,D84.9,"Immunodeficiency, unspecified",10
2020,D86.0,Sarcoidosis of lung,13
2020,D86.9,"Sarcoidosis, unspecified",21
2020,D89.9,"Disorder involving the immune mechanism, unspecified",57
2020,E03.9,"Hypothyroidism, unspecified",41
2020,E10.2,"Insulin-dependent diabetes mellitus, with renal complications",39
2020,E10.7,"Insulin-dependent diabetes mellitus, with multiple complications",10
2020,E10.9,"Insulin-dependent diabetes mellitus, without complications",59
2020,E11.1,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",19
2020,E11.2,"Non-insulin-dependent diabetes mellitus, with renal complications",537
2020,E11.4,"Non-insulin-dependent diabetes mellitus, with neurological complications",13
2020,E11.5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",55
2020,E11.6,"Non-insulin-dependent diabetes mellitus, with other specified complications",12
2020,E11.7,"Non-insulin-dependent diabetes mellitus, with multiple complications",70
2020,E11.9,"Non-insulin-dependent diabetes mellitus, without complications",694
2020,E14.0,"Unspecified diabetes mellitus, with coma",14
2020,E14.1,"Unspecified diabetes mellitus, with ketoacidosis",75
2020,E14.2,"Unspecified diabetes mellitus, with renal complications",543
2020,E14.4,"Unspecified diabetes mellitus, with neurological complications",14
2020,E14.5,"Unspecified diabetes mellitus, with peripheral circulatory complications",41
2020,E14.6,"Unspecified diabetes mellitus, with other specified complications",18
2020,E14.7,"Unspecified diabetes mellitus, with multiple complications",83
2020,E14.9,"Unspecified diabetes mellitus, without complications",908
2020,E16.2,"Hypoglycaemia, unspecified",20
2020,E27.4,Other and unspecified adrenocortical insufficiency,11
2020,E43,Unspecified severe protein-energy malnutrition,10
2020,E46,Unspecified protein-energy malnutrition,15
2020,E66.2,Extreme obesity with alveolar hypoventilation,16
2020,E66.8,Other obesity,72
2020,E66.9,"Obesity, unspecified",61
2020,E72.2,Disorders of urea cycle metabolism,13
2020,E78.0,Pure hypercholesterolaemia,80
2020,E78.2,Mixed hyperlipidaemia,21
2020,E78.5,"Hyperlipidaemia, unspecified",599
2020,E78.9,"Disorder of lipoprotein metabolism, unspecified",54
2020,E83.5,Disorders of calcium metabolism,58
2020,E85.4,Organ-limited amyloidosis,75
2020,E85.9,"Amyloidosis, unspecified",35
2020,E87.0,Hyperosmolality and hypernatraemia,36
2020,E87.1,Hypo-osmolality and hyponatraemia,33
2020,E87.2,Acidosis,176
2020,E87.5,Hyperkalaemia,35
