year,week,ending,dead,type
2024,37,2024-09-14,1507,Not COVID
2024,38,2024-09-21,1587,Not COVID
2024,39,2024-09-28,1586,Not COVID
2024,40,2024-10-05,1623,Not COVID
2024,41,2024-10-12,1681,Not COVID
2024,42,2024-10-19,1662,Not COVID
2024,43,2024-10-26,1597,Not COVID
2024,44,2024-11-02,1596,Not COVID
2024,45,2024-11-09,1769,Not COVID
2024,46,2024-11-16,1638,Not COVID
2024,47,2024-11-23,1669,Not COVID
2024,48,2024-11-30,1724,Not COVID
2024,49,2024-12-07,1757,Not COVID
2024,50,2024-12-14,1713,Not COVID
2024,51,2024-12-21,1745,Not COVID
2024,52,2024-12-28,1831,Not COVID
2025,1,2025-01-04,1514,Not COVID
2025,2,2025-01-11,1589,Not COVID
2025,3,2025-01-18,1558,Not COVID
2025,4,2025-01-25,1596,Not COVID
2025,5,2025-02-01,1662,Not COVID
2025,6,2025-02-08,1614,Not COVID
2025,7,2025-02-15,1609,Not COVID
2025,8,2025-02-22,1702,Not COVID
2025,9,2025-03-01,1606,Not COVID
2025,10,2025-03-08,1662,Not COVID
2025,11,2025-03-15,1732,Not COVID
2025,12,2025-03-22,1741,Not COVID
2025,13,2025-03-29,1724,Not COVID
2025,14,2025-04-05,1759,Not COVID
2025,15,2025-04-12,1804,Not COVID
2025,16,2025-04-19,1875,Not COVID
2025,17,2025-04-26,1962,Not COVID
2025,18,2025-05-03,2039,Not COVID
2025,19,2025-05-10,2209,Not COVID
2025,20,2025-05-17,2359,Not COVID
2025,21,2025-05-24,2307,Not COVID
2025,22,2025-05-31,2285,Not COVID
2025,23,2025-06-07,2342,Not COVID
2025,24,2025-06-14,1951,Not COVID
2025,25,2025-06-21,1244,Not COVID
2018,1,2018-01-06,1265,Not drug
2018,2,2018-01-13,1493,Not drug
2018,3,2018-01-20,1359,Not drug
2018,4,2018-01-27,1310,Not drug
2018,5,2018-02-03,1299,Not drug
2018,6,2018-02-10,1374,Not drug
2018,7,2018-02-17,1312,Not drug
2018,8,2018-02-24,1222,Not drug
2018,9,2018-03-03,1291,Not drug
2018,10,2018-03-10,1298,Not drug
2018,11,2018-03-17,1286,Not drug
2018,12,2018-03-24,1223,Not drug
2018,13,2018-03-31,1160,Not drug
2018,14,2018-04-07,1266,Not drug
2018,15,2018-04-14,1195,Not drug
2018,16,2018-04-21,1183,Not drug
2018,17,2018-04-28,1132,Not drug
2018,18,2018-05-05,1200,Not drug
2018,19,2018-05-12,1292,Not drug
2018,20,2018-05-19,1130,Not drug
2018,21,2018-05-26,1175,Not drug
2018,22,2018-06-02,1207,Not drug
2018,23,2018-06-09,1200,Not drug
2018,24,2018-06-16,1173,Not drug
2018,25,2018-06-23,1172,Not drug
2018,26,2018-06-30,1195,Not drug
2018,27,2018-07-07,1131,Not drug
2018,28,2018-07-14,1188,Not drug
2018,29,2018-07-21,1173,Not drug
2018,30,2018-07-28,1178,Not drug
2018,31,2018-08-04,1132,Not drug
2018,32,2018-08-11,1245,Not drug
2018,33,2018-08-18,1148,Not drug
2018,34,2018-08-25,1148,Not drug
2018,35,2018-09-01,1132,Not drug
2018,36,2018-09-08,1205,Not drug
2018,37,2018-09-15,1222,Not drug
2018,38,2018-09-22,1191,Not drug
2018,39,2018-09-29,1167,Not drug
2018,40,2018-10-06,1178,Not drug
2018,41,2018-10-13,1215,Not drug
2018,42,2018-10-20,1209,Not drug
2018,43,2018-10-27,1223,Not drug
2018,44,2018-11-03,1263,Not drug
2018,45,2018-11-10,1210,Not drug
2018,46,2018-11-17,1231,Not drug
2018,47,2018-11-24,1272,Not drug
2018,48,2018-12-01,1261,Not drug
2018,49,2018-12-08,1264,Not drug
2018,50,2018-12-15,1355,Not drug
2018,51,2018-12-22,1257,Not drug
2018,52,2018-12-29,1313,Not drug
2019,1,2019-01-05,1354,Not drug
2019,2,2019-01-12,1228,Not drug
2019,3,2019-01-19,1188,Not drug
2019,4,2019-01-26,1275,Not drug
2019,5,2019-02-02,1327,Not drug
2019,6,2019-02-09,1252,Not drug
2019,7,2019-02-16,1273,Not drug
2019,8,2019-02-23,1266,Not drug
2019,9,2019-03-02,1286,Not drug
2019,10,2019-03-09,1284,Not drug
2019,11,2019-03-16,1291,Not drug
2019,12,2019-03-23,1276,Not drug
2019,13,2019-03-30,1217,Not drug
2019,14,2019-04-06,1226,Not drug
2019,15,2019-04-13,1271,Not drug
2019,16,2019-04-20,1218,Not drug
2019,17,2019-04-27,1215,Not drug
2019,18,2019-05-04,1159,Not drug
2019,19,2019-05-11,1135,Not drug
2019,20,2019-05-18,1182,Not drug
2019,21,2019-05-25,1134,Not drug
2019,22,2019-06-01,1209,Not drug
2019,23,2019-06-08,1198,Not drug
2019,24,2019-06-15,1169,Not drug
2019,25,2019-06-22,1158,Not drug
2019,26,2019-06-29,1123,Not drug
2019,27,2019-07-06,1154,Not drug
2019,28,2019-07-13,1105,Not drug
2019,29,2019-07-20,1150,Not drug
2019,30,2019-07-27,1173,Not drug
2019,31,2019-08-03,1137,Not drug
2019,32,2019-08-10,1162,Not drug
2019,33,2019-08-17,1142,Not drug
2019,34,2019-08-24,1126,Not drug
2019,35,2019-08-31,1128,Not drug
2019,36,2019-09-07,1139,Not drug
2019,37,2019-09-14,1084,Not drug
2019,38,2019-09-21,1110,Not drug
2019,39,2019-09-28,1125,Not drug
2019,40,2019-10-05,1141,Not drug
2019,41,2019-10-12,1140,Not drug
2019,42,2019-10-19,1223,Not drug
2019,43,2019-10-26,1164,Not drug
2019,44,2019-11-02,1190,Not drug
2019,45,2019-11-09,1230,Not drug
2019,46,2019-11-16,1242,Not drug
2019,47,2019-11-23,1188,Not drug
2019,48,2019-11-30,1251,Not drug
2019,49,2019-12-07,1301,Not drug
2019,50,2019-12-14,1239,Not drug
2019,51,2019-12-21,1317,Not drug
2019,52,2019-12-28,1361,Not drug
2020,1,2020-01-04,1427,Not drug
2020,2,2020-01-11,1343,Not drug
2020,3,2020-01-18,1247,Not drug
2020,4,2020-01-25,1254,Not drug
2020,5,2020-02-01,1272,Not drug
2020,6,2020-02-08,1281,Not drug
2020,7,2020-02-15,1233,Not drug
2020,8,2020-02-22,1284,Not drug
2020,9,2020-02-29,1274,Not drug
2020,10,2020-03-07,1289,Not drug
2020,11,2020-03-14,1230,Not drug
2020,12,2020-03-21,1269,Not drug
2020,13,2020-03-28,1367,Not drug
2020,14,2020-04-04,1670,Not drug
2020,15,2020-04-11,1731,Not drug
2020,16,2020-04-18,1559,Not drug
2020,17,2020-04-25,1536,Not drug
2020,18,2020-05-02,1452,Not drug
2020,19,2020-05-09,1428,Not drug
2020,20,2020-05-16,1509,Not drug
2020,21,2020-05-23,1431,Not drug
2020,22,2020-05-30,1365,Not drug
2020,23,2020-06-06,1449,Not drug
2020,24,2020-06-13,1419,Not drug
2020,25,2020-06-20,1423,Not drug
2020,26,2020-06-27,1429,Not drug
2020,27,2020-07-04,1452,Not drug
2020,28,2020-07-11,1551,Not drug
2020,29,2020-07-18,1545,Not drug
2020,30,2020-07-25,1608,Not drug
2020,31,2020-08-01,1473,Not drug
2020,32,2020-08-08,1471,Not drug
2020,33,2020-08-15,1414,Not drug
2020,34,2020-08-22,1497,Not drug
2020,35,2020-08-29,1479,Not drug
2020,36,2020-09-05,1461,Not drug
2020,37,2020-09-12,1414,Not drug
2020,38,2020-09-19,1379,Not drug
2020,39,2020-09-26,1433,Not drug
2020,40,2020-10-03,1345,Not drug
2020,41,2020-10-10,1441,Not drug
2020,42,2020-10-17,1410,Not drug
2020,43,2020-10-24,1434,Not drug
2020,44,2020-10-31,1426,Not drug
2020,45,2020-11-07,1537,Not drug
2020,46,2020-11-14,1489,Not drug
2020,47,2020-11-21,1503,Not drug
2020,48,2020-11-28,1585,Not drug
2020,49,2020-12-05,1663,Not drug
2020,50,2020-12-12,1662,Not drug
2020,51,2020-12-19,1801,Not drug
2020,52,2020-12-26,1914,Not drug
2020,53,2021-01-02,1874,Not drug
2021,1,2021-01-09,1947,Not drug
2021,2,2021-01-16,1901,Not drug
2021,3,2021-01-23,1778,Not drug
2021,4,2021-01-30,1771,Not drug
2021,5,2021-02-06,1686,Not drug
2021,6,2021-02-13,1652,Not drug
2021,7,2021-02-20,1615,Not drug
2021,8,2021-02-27,1566,Not drug
2021,9,2021-03-06,1463,Not drug
2021,10,2021-03-13,1409,Not drug
2021,11,2021-03-20,1506,Not drug
2021,12,2021-03-27,1493,Not drug
2021,13,2021-04-03,1513,Not drug
2021,14,2021-04-10,1422,Not drug
2021,15,2021-04-17,1489,Not drug
2021,16,2021-04-24,1505,Not drug
2021,17,2021-05-01,1452,Not drug
2021,18,2021-05-08,1384,Not drug
2021,19,2021-05-15,1433,Not drug
2021,20,2021-05-22,1430,Not drug
2021,21,2021-05-29,1374,Not drug
2021,22,2021-06-05,1465,Not drug
2021,23,2021-06-12,1380,Not drug
2021,24,2021-06-19,1416,Not drug
2021,25,2021-06-26,1441,Not drug
2021,26,2021-07-03,1420,Not drug
2021,27,2021-07-10,1405,Not drug
2021,28,2021-07-17,1403,Not drug
2021,29,2021-07-24,1449,Not drug
2021,30,2021-07-31,1604,Not drug
2021,31,2021-08-07,1671,Not drug
2021,32,2021-08-14,1866,Not drug
2021,33,2021-08-21,1925,Not drug
2021,34,2021-08-28,2077,Not drug
2021,35,2021-09-04,2168,Not drug
2021,36,2021-09-11,2096,Not drug
2021,37,2021-09-18,1965,Not drug
2021,38,2021-09-25,1993,Not drug
2021,39,2021-10-02,1918,Not drug
2021,40,2021-10-09,1850,Not drug
2021,41,2021-10-16,1751,Not drug
2021,42,2021-10-23,1715,Not drug
2021,43,2021-10-30,1679,Not drug
2021,44,2021-11-06,1655,Not drug
2021,45,2021-11-13,1583,Not drug
2021,46,2021-11-20,1572,Not drug
2021,47,2021-11-27,1736,Not drug
2021,48,2021-12-04,1716,Not drug
2021,49,2021-12-11,1829,Not drug
2021,50,2021-12-18,1845,Not drug
2021,51,2021-12-25,1854,Not drug
2021,52,2022-01-01,1956,Not drug
2022,1,2022-01-08,1888,Not drug
2022,2,2022-01-15,1960,Not drug
2022,3,2022-01-22,1972,Not drug
2022,4,2022-01-29,1810,Not drug
2022,5,2022-02-05,1773,Not drug
2022,6,2022-02-12,1687,Not drug
2022,7,2022-02-19,1579,Not drug
2022,8,2022-02-26,1438,Not drug
2022,9,2022-03-05,1431,Not drug
2022,10,2022-03-12,1330,Not drug
2022,11,2022-03-19,1352,Not drug
2022,12,2022-03-26,1332,Not drug
2022,13,2022-04-02,1364,Not drug
2022,14,2022-04-09,1352,Not drug
2022,15,2022-04-16,1342,Not drug
2022,16,2022-04-23,1305,Not drug
2022,17,2022-04-30,1251,Not drug
2022,18,2022-05-07,1290,Not drug
2022,19,2022-05-14,1256,Not drug
2022,20,2022-05-21,1243,Not drug
2022,21,2022-05-28,1255,Not drug
2022,22,2022-06-04,1306,Not drug
2022,23,2022-06-11,1346,Not drug
2022,24,2022-06-18,1361,Not drug
2022,25,2022-06-25,1349,Not drug
2022,26,2022-07-02,1322,Not drug
2022,27,2022-07-09,1338,Not drug
2022,28,2022-07-16,1415,Not drug
2022,29,2022-07-23,1369,Not drug
2022,30,2022-07-30,1382,Not drug
2022,31,2022-08-06,1325,Not drug
2022,32,2022-08-13,1266,Not drug
2022,33,2022-08-20,1267,Not drug
2022,34,2022-08-27,1333,Not drug
2022,35,2022-09-03,1270,Not drug
2022,36,2022-09-10,1395,Not drug
2022,37,2022-09-17,1349,Not drug
2022,38,2022-09-24,1372,Not drug
2022,39,2022-10-01,1355,Not drug
2022,40,2022-10-08,1308,Not drug
2022,41,2022-10-15,1331,Not drug
2022,42,2022-10-22,1314,Not drug
2022,43,2022-10-29,1393,Not drug
2022,44,2022-11-05,1415,Not drug
2022,45,2022-11-12,1411,Not drug
2022,46,2022-11-19,1438,Not drug
2022,47,2022-11-26,1455,Not drug
2022,48,2022-12-03,1544,Not drug
2022,49,2022-12-10,1522,Not drug
2022,50,2022-12-17,1538,Not drug
2022,51,2022-12-24,1577,Not drug
2022,52,2022-12-31,1677,Not drug
2023,1,2023-01-07,1434,Not drug
2023,2,2023-01-14,1421,Not drug
2023,3,2023-01-21,1339,Not drug
2023,4,2023-01-28,1388,Not drug
2023,5,2023-02-04,1353,Not drug
2023,6,2023-02-11,1360,Not drug
2023,7,2023-02-18,1311,Not drug
2023,8,2023-02-25,1291,Not drug
2023,9,2023-03-04,1334,Not drug
2023,10,2023-03-11,1255,Not drug
2023,11,2023-03-18,1283,Not drug
2023,12,2023-03-25,1268,Not drug
2023,13,2023-04-01,1289,Not drug
2023,14,2023-04-08,1255,Not drug
2023,15,2023-04-15,1270,Not drug
2023,16,2023-04-22,1239,Not drug
2023,17,2023-04-29,1283,Not drug
2023,18,2023-05-06,1295,Not drug
2023,19,2023-05-13,1226,Not drug
2023,20,2023-05-20,1229,Not drug
2023,21,2023-05-27,1232,Not drug
2023,22,2023-06-03,1229,Not drug
2023,23,2023-06-10,1245,Not drug
2023,24,2023-06-17,1231,Not drug
2023,25,2023-06-24,1133,Not drug
2023,26,2023-07-01,1228,Not drug
2023,27,2023-07-08,1327,Not drug
2023,28,2023-07-15,1228,Not drug
2023,29,2023-07-22,1229,Not drug
2023,30,2023-07-29,1234,Not drug
2023,31,2023-08-05,1268,Not drug
2023,32,2023-08-12,1251,Not drug
2023,33,2023-08-19,1267,Not drug
2023,34,2023-08-26,1262,Not drug
2023,35,2023-09-02,1233,Not drug
2023,36,2023-09-09,1226,Not drug
2023,37,2023-09-16,1276,Not drug
2023,38,2023-09-23,1251,Not drug
2023,39,2023-09-30,1278,Not drug
2023,40,2023-10-07,1284,Not drug
2023,41,2023-10-14,1289,Not drug
2023,42,2023-10-21,1195,Not drug
2023,43,2023-10-28,1248,Not drug
2023,44,2023-11-04,1261,Not drug
2023,45,2023-11-11,1253,Not drug
2023,46,2023-11-18,1286,Not drug
2023,47,2023-11-25,1362,Not drug
2023,48,2023-12-02,1384,Not drug
2023,49,2023-12-09,1349,Not drug
2023,50,2023-12-16,1400,Not drug
2023,51,2023-12-23,1423,Not drug
2023,52,2023-12-30,1488,Not drug
2024,1,2024-01-06,1428,Not drug
2024,2,2024-01-13,1380,Not drug
2024,3,2024-01-20,1377,Not drug
2024,4,2024-01-27,1296,Not drug
2024,5,2024-02-03,1351,Not drug
2024,6,2024-02-10,1319,Not drug
2024,7,2024-02-17,1266,Not drug
2024,8,2024-02-24,1272,Not drug
2024,9,2024-03-02,1305,Not drug
2024,10,2024-03-09,1247,Not drug
2024,11,2024-03-16,1228,Not drug
2024,12,2024-03-23,1222,Not drug
2024,13,2024-03-30,1200,Not drug
2024,14,2024-04-06,1223,Not drug
2024,15,2024-04-13,1275,Not drug
2024,16,2024-04-20,1240,Not drug
2024,17,2024-04-27,1259,Not drug
2024,18,2024-05-04,1208,Not drug
2024,19,2024-05-11,1223,Not drug
2024,20,2024-05-18,1188,Not drug
2024,21,2024-05-25,1236,Not drug
2024,22,2024-06-01,1210,Not drug
2024,23,2024-06-08,1228,Not drug
2024,24,2024-06-15,1216,Not drug
2024,25,2024-06-22,1225,Not drug
2024,26,2024-06-29,1211,Not drug
2024,27,2024-07-06,1212,Not drug
2024,28,2024-07-13,1255,Not drug
2024,29,2024-07-20,1152,Not drug
2024,30,2024-07-27,1156,Not drug
2024,31,2024-08-03,1194,Not drug
2024,32,2024-08-10,1181,Not drug
2024,33,2024-08-17,1156,Not drug
2024,34,2024-08-24,1165,Not drug
2024,35,2024-08-31,1189,Not drug
2024,36,2024-09-07,1171,Not drug
2024,37,2024-09-14,1078,Not drug
2024,38,2024-09-21,1156,Not drug
2024,39,2024-09-28,1156,Not drug
2024,40,2024-10-05,1193,Not drug
2024,41,2024-10-12,1238,Not drug
2024,42,2024-10-19,1274,Not drug
2024,43,2024-10-26,1149,Not drug
2024,44,2024-11-02,1157,Not drug
2024,45,2024-11-09,1282,Not drug
2024,46,2024-11-16,1206,Not drug
2024,47,2024-11-23,1225,Not drug
2024,48,2024-11-30,1268,Not drug
2024,49,2024-12-07,1268,Not drug
2024,50,2024-12-14,1282,Not drug
2024,51,2024-12-21,1298,Not drug
2024,52,2024-12-28,1365,Not drug
2025,1,2025-01-04,1527,Not drug
2025,2,2025-01-11,1589,Not drug
2025,3,2025-01-18,1558,Not drug
2025,4,2025-01-25,1607,Not drug
2025,5,2025-02-01,1676,Not drug
2025,6,2025-02-08,1614,Not drug
2025,7,2025-02-15,1609,Not drug
2025,8,2025-02-22,1718,Not drug
2025,9,2025-03-01,1606,Not drug
2025,10,2025-03-08,1662,Not drug
2025,11,2025-03-15,1732,Not drug
2025,12,2025-03-22,1741,Not drug
2025,13,2025-03-29,1724,Not drug
2025,14,2025-04-05,1759,Not drug
2025,15,2025-04-12,1804,Not drug
2025,16,2025-04-19,1875,Not drug
2025,17,2025-04-26,1962,Not drug
2025,18,2025-05-03,2039,Not drug
2025,19,2025-05-10,2209,Not drug
2025,20,2025-05-17,2359,Not drug
2025,21,2025-05-24,2307,Not drug
2025,22,2025-05-31,2285,Not drug
2025,23,2025-06-07,2342,Not drug
2025,24,2025-06-14,1951,Not drug
2025,25,2025-06-21,1244,Not drug
2018,1,2018-01-06,1265,Not COVID or drug
2018,2,2018-01-13,1493,Not COVID or drug
2018,3,2018-01-20,1359,Not COVID or drug
2018,4,2018-01-27,1310,Not COVID or drug
2018,5,2018-02-03,1299,Not COVID or drug
2018,6,2018-02-10,1374,Not COVID or drug
2018,7,2018-02-17,1312,Not COVID or drug
2018,8,2018-02-24,1222,Not COVID or drug
2018,9,2018-03-03,1291,Not COVID or drug
2018,10,2018-03-10,1298,Not COVID or drug
2018,11,2018-03-17,1286,Not COVID or drug
2018,12,2018-03-24,1223,Not COVID or drug
2018,13,2018-03-31,1160,Not COVID or drug
2018,14,2018-04-07,1266,Not COVID or drug
2018,15,2018-04-14,1195,Not COVID or drug
2018,16,2018-04-21,1183,Not COVID or drug
2018,17,2018-04-28,1132,Not COVID or drug
2018,18,2018-05-05,1200,Not COVID or drug
2018,19,2018-05-12,1292,Not COVID or drug
2018,20,2018-05-19,1130,Not COVID or drug
2018,21,2018-05-26,1175,Not COVID or drug
2018,22,2018-06-02,1207,Not COVID or drug
2018,23,2018-06-09,1200,Not COVID or drug
2018,24,2018-06-16,1173,Not COVID or drug
2018,25,2018-06-23,1172,Not COVID or drug
2018,26,2018-06-30,1195,Not COVID or drug
2018,27,2018-07-07,1131,Not COVID or drug
2018,28,2018-07-14,1188,Not COVID or drug
2018,29,2018-07-21,1173,Not COVID or drug
2018,30,2018-07-28,1178,Not COVID or drug
2018,31,2018-08-04,1132,Not COVID or drug
2018,32,2018-08-11,1245,Not COVID or drug
2018,33,2018-08-18,1148,Not COVID or drug
2018,34,2018-08-25,1148,Not COVID or drug
2018,35,2018-09-01,1132,Not COVID or drug
2018,36,2018-09-08,1205,Not COVID or drug
2018,37,2018-09-15,1222,Not COVID or drug
2018,38,2018-09-22,1191,Not COVID or drug
2018,39,2018-09-29,1167,Not COVID or drug
2018,40,2018-10-06,1178,Not COVID or drug
2018,41,2018-10-13,1215,Not COVID or drug
2018,42,2018-10-20,1209,Not COVID or drug
2018,43,2018-10-27,1223,Not COVID or drug
2018,44,2018-11-03,1263,Not COVID or drug
2018,45,2018-11-10,1210,Not COVID or drug
2018,46,2018-11-17,1231,Not COVID or drug
2018,47,2018-11-24,1272,Not COVID or drug
2018,48,2018-12-01,1261,Not COVID or drug
2018,49,2018-12-08,1264,Not COVID or drug
2018,50,2018-12-15,1355,Not COVID or drug
2018,51,2018-12-22,1257,Not COVID or drug
2018,52,2018-12-29,1313,Not COVID or drug
2019,1,2019-01-05,1354,Not COVID or drug
2019,2,2019-01-12,1228,Not COVID or drug
2019,3,2019-01-19,1188,Not COVID or drug
2019,4,2019-01-26,1275,Not COVID or drug
2019,5,2019-02-02,1327,Not COVID or drug
2019,6,2019-02-09,1252,Not COVID or drug
2019,7,2019-02-16,1273,Not COVID or drug
2019,8,2019-02-23,1266,Not COVID or drug
2019,9,2019-03-02,1286,Not COVID or drug
2019,10,2019-03-09,1284,Not COVID or drug
2019,11,2019-03-16,1291,Not COVID or drug
2019,12,2019-03-23,1276,Not COVID or drug
2019,13,2019-03-30,1217,Not COVID or drug
2019,14,2019-04-06,1226,Not COVID or drug
2019,15,2019-04-13,1271,Not COVID or drug
2019,16,2019-04-20,1218,Not COVID or drug
2019,17,2019-04-27,1215,Not COVID or drug
2019,18,2019-05-04,1159,Not COVID or drug
2019,19,2019-05-11,1135,Not COVID or drug
2019,20,2019-05-18,1182,Not COVID or drug
2019,21,2019-05-25,1134,Not COVID or drug
2019,22,2019-06-01,1209,Not COVID or drug
2019,23,2019-06-08,1198,Not COVID or drug
2019,24,2019-06-15,1169,Not COVID or drug
2019,25,2019-06-22,1158,Not COVID or drug
2019,26,2019-06-29,1123,Not COVID or drug
2019,27,2019-07-06,1154,Not COVID or drug
2019,28,2019-07-13,1105,Not COVID or drug
2019,29,2019-07-20,1150,Not COVID or drug
2019,30,2019-07-27,1173,Not COVID or drug
2019,31,2019-08-03,1137,Not COVID or drug
2019,32,2019-08-10,1162,Not COVID or drug
2019,33,2019-08-17,1142,Not COVID or drug
2019,34,2019-08-24,1126,Not COVID or drug
2019,35,2019-08-31,1128,Not COVID or drug
2019,36,2019-09-07,1139,Not COVID or drug
2019,37,2019-09-14,1084,Not COVID or drug
2019,38,2019-09-21,1110,Not COVID or drug
2019,39,2019-09-28,1125,Not COVID or drug
2019,40,2019-10-05,1141,Not COVID or drug
2019,41,2019-10-12,1140,Not COVID or drug
2019,42,2019-10-19,1223,Not COVID or drug
2019,43,2019-10-26,1164,Not COVID or drug
2019,44,2019-11-02,1190,Not COVID or drug
2019,45,2019-11-09,1230,Not COVID or drug
2019,46,2019-11-16,1242,Not COVID or drug
2019,47,2019-11-23,1188,Not COVID or drug
2019,48,2019-11-30,1251,Not COVID or drug
2019,49,2019-12-07,1301,Not COVID or drug
2019,50,2019-12-14,1239,Not COVID or drug
2019,51,2019-12-21,1317,Not COVID or drug
2019,52,2019-12-28,1361,Not COVID or drug
2020,1,2020-01-04,1427,Not COVID or drug
2020,2,2020-01-11,1343,Not COVID or drug
2020,3,2020-01-18,1247,Not COVID or drug
2020,4,2020-01-25,1254,Not COVID or drug
2020,5,2020-02-01,1272,Not COVID or drug
2020,6,2020-02-08,1281,Not COVID or drug
2020,7,2020-02-15,1233,Not COVID or drug
2020,8,2020-02-22,1284,Not COVID or drug
2020,9,2020-02-29,1274,Not COVID or drug
2020,10,2020-03-07,1288,Not COVID or drug
2020,11,2020-03-14,1229,Not COVID or drug
2020,12,2020-03-21,1252,Not COVID or drug
2020,13,2020-03-28,1273,Not COVID or drug
2020,14,2020-04-04,1415,Not COVID or drug
2020,15,2020-04-11,1446,Not COVID or drug
2020,16,2020-04-18,1297,Not COVID or drug
2020,17,2020-04-25,1306,Not COVID or drug
2020,18,2020-05-02,1276,Not COVID or drug
2020,19,2020-05-09,1274,Not COVID or drug
2020,20,2020-05-16,1362,Not COVID or drug
2020,21,2020-05-23,1328,Not COVID or drug
2020,22,2020-05-30,1272,Not COVID or drug
2020,23,2020-06-06,1359,Not COVID or drug
2020,24,2020-06-13,1331,Not COVID or drug
2020,25,2020-06-20,1344,Not COVID or drug
2020,26,2020-06-27,1339,Not COVID or drug
2020,27,2020-07-04,1333,Not COVID or drug
2020,28,2020-07-11,1416,Not COVID or drug
2020,29,2020-07-18,1373,Not COVID or drug
2020,30,2020-07-25,1439,Not COVID or drug
2020,31,2020-08-01,1310,Not COVID or drug
2020,32,2020-08-08,1331,Not COVID or drug
2020,33,2020-08-15,1285,Not COVID or drug
2020,34,2020-08-22,1358,Not COVID or drug
2020,35,2020-08-29,1382,Not COVID or drug
2020,36,2020-09-05,1367,Not COVID or drug
2020,37,2020-09-12,1313,Not COVID or drug
2020,38,2020-09-19,1319,Not COVID or drug
2020,39,2020-09-26,1351,Not COVID or drug
2020,40,2020-10-03,1275,Not COVID or drug
2020,41,2020-10-10,1363,Not COVID or drug
2020,42,2020-10-17,1345,Not COVID or drug
2020,43,2020-10-24,1356,Not COVID or drug
2020,44,2020-10-31,1329,Not COVID or drug
2020,45,2020-11-07,1416,Not COVID or drug
2020,46,2020-11-14,1360,Not COVID or drug
2020,47,2020-11-21,1332,Not COVID or drug
2020,48,2020-11-28,1387,Not COVID or drug
2020,49,2020-12-05,1436,Not COVID or drug
2020,50,2020-12-12,1400,Not COVID or drug
2020,51,2020-12-19,1497,Not COVID or drug
2020,52,2020-12-26,1550,Not COVID or drug
2020,53,2021-01-02,1453,Not COVID or drug
2021,1,2021-01-09,1476,Not COVID or drug
2021,2,2021-01-16,1503,Not COVID or drug
2021,3,2021-01-23,1390,Not COVID or drug
2021,4,2021-01-30,1406,Not COVID or drug
2021,5,2021-02-06,1386,Not COVID or drug
2021,6,2021-02-13,1392,Not COVID or drug
2021,7,2021-02-20,1404,Not COVID or drug
2021,8,2021-02-27,1380,Not COVID or drug
2021,9,2021-03-06,1328,Not COVID or drug
2021,10,2021-03-13,1267,Not COVID or drug
2021,11,2021-03-20,1365,Not COVID or drug
2021,12,2021-03-27,1393,Not COVID or drug
2021,13,2021-04-03,1403,Not COVID or drug
2021,14,2021-04-10,1301,Not COVID or drug
2021,15,2021-04-17,1361,Not COVID or drug
2021,16,2021-04-24,1356,Not COVID or drug
2021,17,2021-05-01,1319,Not COVID or drug
2021,18,2021-05-08,1270,Not COVID or drug
2021,19,2021-05-15,1326,Not COVID or drug
2021,20,2021-05-22,1333,Not COVID or drug
2021,21,2021-05-29,1295,Not COVID or drug
2021,22,2021-06-05,1383,Not COVID or drug
2021,23,2021-06-12,1318,Not COVID or drug
2021,24,2021-06-19,1354,Not COVID or drug
2021,25,2021-06-26,1371,Not COVID or drug
2021,26,2021-07-03,1364,Not COVID or drug
2021,27,2021-07-10,1331,Not COVID or drug
2021,28,2021-07-17,1313,Not COVID or drug
2021,29,2021-07-24,1320,Not COVID or drug
2021,30,2021-07-31,1416,Not COVID or drug
2021,31,2021-08-07,1355,Not COVID or drug
2021,32,2021-08-14,1436,Not COVID or drug
2021,33,2021-08-21,1389,Not COVID or drug
2021,34,2021-08-28,1471,Not COVID or drug
2021,35,2021-09-04,1483,Not COVID or drug
2021,36,2021-09-11,1483,Not COVID or drug
2021,37,2021-09-18,1406,Not COVID or drug
2021,38,2021-09-25,1429,Not COVID or drug
2021,39,2021-10-02,1455,Not COVID or drug
2021,40,2021-10-09,1477,Not COVID or drug
2021,41,2021-10-16,1388,Not COVID or drug
2021,42,2021-10-23,1439,Not COVID or drug
2021,43,2021-10-30,1419,Not COVID or drug
2021,44,2021-11-06,1446,Not COVID or drug
2021,45,2021-11-13,1382,Not COVID or drug
2021,46,2021-11-20,1376,Not COVID or drug
2021,47,2021-11-27,1533,Not COVID or drug
2021,48,2021-12-04,1483,Not COVID or drug
2021,49,2021-12-11,1565,Not COVID or drug
2021,50,2021-12-18,1541,Not COVID or drug
2021,51,2021-12-25,1536,Not COVID or drug
2021,52,2022-01-01,1598,Not COVID or drug
2022,1,2022-01-08,1446,Not COVID or drug
2022,2,2022-01-15,1470,Not COVID or drug
2022,3,2022-01-22,1495,Not COVID or drug
2022,4,2022-01-29,1346,Not COVID or drug
2022,5,2022-02-05,1390,Not COVID or drug
2022,6,2022-02-12,1383,Not COVID or drug
2022,7,2022-02-19,1354,Not COVID or drug
2022,8,2022-02-26,1297,Not COVID or drug
2022,9,2022-03-05,1334,Not COVID or drug
2022,10,2022-03-12,1258,Not COVID or drug
2022,11,2022-03-19,1294,Not COVID or drug
2022,12,2022-03-26,1287,Not COVID or drug
