year,code,cause,dead
2020,C18.9,"Colon, unspecified - Malignant neoplasms",604
2020,C19,Malignant neoplasm of rectosigmoid junction,49
2020,C20,Malignant neoplasm of rectum,86
2020,C21.0,"Anus, unspecified - Malignant neoplasms",14
2020,C22.0,Liver cell carcinoma - Malignant neoplasms,301
2020,C22.1,Intrahepatic bile duct carcinoma - Malignant neoplasms,181
2020,C22.9,"Liver, unspecified - Malignant neoplasms",133
2020,C23,Malignant neoplasm of gallbladder,50
2020,C24.9,"Biliary tract, unspecified - Malignant neoplasms",15
2020,C25.9,"Pancreas, unspecified - Malignant neoplasms",582
2020,C26.9,Ill-defined sites within the digestive system - Malignant neoplasms,32
2020,C32.9,"Larynx, unspecified - Malignant neoplasms",25
2020,C34.1,"Upper lobe, bronchus or lung - Malignant neoplasms",12
2020,C34.9,"Bronchus or lung, unspecified - Malignant neoplasms",1024
2020,C41.9,"Bone and articular cartilage, unspecified - Malignant neoplasms",12
2020,C43.9,"Malignant melanoma of skin, unspecified - Malignant neoplasms",114
2020,C44.9,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",17
2020,C45.9,"Mesothelioma, unspecified - Malignant neoplasms",16
2020,C49.9,"Connective and soft tissue, unspecified - Malignant neoplasms",72
2020,C50.9,"Breast, unspecified - Malignant neoplasms",532
2020,C51.9,"Vulva, unspecified - Malignant neoplasms",15
2020,C53.9,"Cervix uteri, unspecified - Malignant neoplasms",97
2020,C54.1,Endometrium - Malignant neoplasms,160
2020,C55,"Malignant neoplasm of uterus, part unspecified",128
2020,C56,Malignant neoplasm of ovary,215
2020,C57.9,"Female genital organ, unspecified - Malignant neoplasms",12
2020,C61,Malignant neoplasm of prostate,589
2020,C62.9,"Testis, unspecified - Malignant neoplasms",10
2020,C64,"Malignant neoplasm of kidney, except renal pelvis",321
2020,C67.9,"Bladder, unspecified - Malignant neoplasms",450
2020,C68.9,"Urinary organ, unspecified - Malignant neoplasms",14
2020,C71.9,"Brain, unspecified - Malignant neoplasms",37
2020,C73,Malignant neoplasm of thyroid gland,20
2020,C76.2,Abdomen - Malignant neoplasms,12
2020,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,30
2020,C78.7,Secondary malignant neoplasm of liver - Malignant neoplasms,74
2020,C79.8,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,36
2020,C80,Malignant neoplasm without specification of site,711
2020,C81.9,"Hodgkin disease, unspecified",25
2020,C82.9,"Follicular non-Hodgkin lymphoma, unspecified",27
2020,C83.1,Non-Hodgkin lymphoma small cleaved cell (diffuse),39
2020,C83.3,Non-Hodgkin lymphoma large cell (diffuse),131
2020,C84.5,Other and unspecified T-cell lymphomas - Malignant neoplasms,43
2020,C85.1,"B-cell lymphoma, unspecified - Malignant neoplasms",122
2020,C85.9,"Non-Hodgkin lymphoma, unspecified type",187
2020,C90.0,Multiple myeloma - Malignant neoplasms,486
2020,C90.1,Plasma cell leukaemia - Malignant neoplasms,11
2020,C91.0,Acute lymphoblastic leukaemia - Malignant neoplasms,51
2020,C91.1,Chronic lymphocytic leukaemia - Malignant neoplasms,148
2020,C91.4,Hairy-cell leukaemia - Malignant neoplasms,11
2020,C92.0,Acute myeloid leukaemia - Malignant neoplasms,271
2020,C92.1,Chronic myeloid leukaemia - Malignant neoplasms,40
2020,C92.4,Acute promyelocytic leukaemia - Malignant neoplasms,16
2020,C92.7,Other myeloid leukaemia - Malignant neoplasms,26
2020,C95.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,44
2020,C95.9,"Leukaemia, unspecified - Malignant neoplasms",33
2020,C97,Malignant neoplasms of independent (primary) multiple sites,104
2020,D32.9,"Meninges, unspecified - Benign neoplasms",10
2020,D41.4,Bladder - Uncertain neoplasms,18
2020,D43.2,"Brain, unspecified - Uncertain neoplasms",12
2020,D46.9,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",141
2020,D47.1,Chronic myeloproliferative disease - Uncertain neoplasms,32
2020,D48.1,Connective and other soft tissue - Uncertain neoplasms,11
2020,D48.9,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",11
2020,D50.0,Iron deficiency anaemia secondary to blood loss (chronic),12
2020,D57.1,Sickle-cell anaemia without crisis,12
2020,D61.9,"Aplastic anaemia, unspecified",38
2020,D62,Acute posthaemorrhagic anaemia,63
2020,D64.9,"Anaemia, unspecified",143
2020,D65,Disseminated intravascular coagulation [defibrination syndrome],55
2020,D68.6,Other thrombophilia,11
2020,D68.9,"Coagulation defect, unspecified",65
2020,D69.6,"Thrombocytopenia, unspecified",29
2020,D70,Agranulocytosis,32
2020,D72.8,Other specified disorders of white blood cells,14
2020,D76.1,Haemophagocytic lymphohistiocytosis,29
2020,D86.9,"Sarcoidosis, unspecified",19
2020,D89.9,"Disorder involving the immune mechanism, unspecified",20
2020,E03.5,Myxoedema coma,14
2020,E03.9,"Hypothyroidism, unspecified",30
2020,E10.1,"Insulin-dependent diabetes mellitus, with ketoacidosis",18
2020,E10.2,"Insulin-dependent diabetes mellitus, with renal complications",51
2020,E10.7,"Insulin-dependent diabetes mellitus, with multiple complications",19
2020,E10.9,"Insulin-dependent diabetes mellitus, without complications",36
2020,E11.0,"Non-insulin-dependent diabetes mellitus, with coma",16
2020,E11.1,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",56
2020,E11.2,"Non-insulin-dependent diabetes mellitus, with renal complications",566
2020,E11.5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",44
2020,E11.6,"Non-insulin-dependent diabetes mellitus, with other specified complications",22
2020,E11.7,"Non-insulin-dependent diabetes mellitus, with multiple complications",106
2020,E11.9,"Non-insulin-dependent diabetes mellitus, without complications",449
2020,E14.0,"Unspecified diabetes mellitus, with coma",25
2020,E14.1,"Unspecified diabetes mellitus, with ketoacidosis",235
2020,E14.2,"Unspecified diabetes mellitus, with renal complications",511
2020,E14.5,"Unspecified diabetes mellitus, with peripheral circulatory complications",47
2020,E14.6,"Unspecified diabetes mellitus, with other specified complications",17
2020,E14.7,"Unspecified diabetes mellitus, with multiple complications",115
2020,E14.9,"Unspecified diabetes mellitus, without complications",461
2020,E16.2,"Hypoglycaemia, unspecified",22
2020,E43,Unspecified severe protein-energy malnutrition,242
2020,E46,Unspecified protein-energy malnutrition,126
2020,E66.2,Extreme obesity with alveolar hypoventilation,38
2020,E66.8,Other obesity,114
2020,E66.9,"Obesity, unspecified",30
2020,E72.2,Disorders of urea cycle metabolism,14
2020,E78.5,"Hyperlipidaemia, unspecified",67
2020,E83.5,Disorders of calcium metabolism,33
2020,E85.4,Organ-limited amyloidosis,33
2020,E85.9,"Amyloidosis, unspecified",19
2020,E86,Volume depletion,254
2020,E87.0,Hyperosmolality and hypernatraemia,118
2020,E87.1,Hypo-osmolality and hyponatraemia,36
2020,E87.2,Acidosis,347
2020,E87.5,Hyperkalaemia,171
2020,E87.6,Hypokalaemia,17
2020,E87.7,Fluid overload,33
2020,E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",18
2020,E88.0,"Disorders of plasma-protein metabolism, not elsewhere classified",11
2020,E88.9,"Metabolic disorder, unspecified",207
2020,F01.9,"Vascular dementia, unspecified",223
2020,F03,Unspecified dementia,1869
2020,F05.1,Delirium superimposed on dementia,16
2020,F05.9,"Delirium, unspecified",28
2020,F10.1,"Mental and behavioural disorders due to use of alcohol, harmful use",56
2020,F10.2,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",61
2020,F10.3,"Mental and behavioural disorders due to use of alcohol, withdrawal state",10
2020,F10.9,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",10
2020,F15.1,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",20
2020,F15.9,"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder",12
2020,F19.1,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",32
2020,F19.9,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",18
2020,F20.9,"Schizophrenia, unspecified",10
2020,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,15
2020,G03.9,"Meningitis, unspecified",10
2020,G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",13
2020,G06.2,"Extradural and subdural abscess, unspecified",10
2020,G12.2,Motor neuron disease,20
2020,G20,Parkinson disease,280
2020,G30.1,Alzheimer disease with late onset,52
2020,G30.9,"Alzheimer disease, unspecified",1118
2020,G31.1,"Senile degeneration of brain, not elsewhere classified",179
2020,G31.8,Other specified degenerative diseases of nervous system,53
2020,G31.9,"Degenerative disease of nervous system, unspecified",16
2020,G35,Multiple sclerosis,56
2020,G41.9,"Status epilepticus, unspecified",44
2020,G47.3,Sleep apnoea,24
2020,G70.0,Myasthenia gravis,20
2020,G80.9,"Infantile cerebral palsy, unspecified",25
2020,G82.2,"Paraplegia, unspecified",16
2020,G82.5,"Tetraplegia, unspecified",22
2020,G92,Toxic encephalopathy,32
2020,G93.1,"Anoxic brain damage, not elsewhere classified",188
2020,G93.4,"Encephalopathy, unspecified",172
2020,G93.6,Cerebral oedema,11
2020,I05.0,Mitral stenosis,18
2020,I05.9,"Mitral valve disease, unspecified",45
2020,I07.1,Tricuspid insufficiency,22
2020,I08.0,Disorders of both mitral and aortic valves,25
2020,I10,Essential (primary) hypertension,440
2020,I11.0,Hypertensive heart disease with (congestive) heart failure,255
2020,I11.9,Hypertensive heart disease without (congestive) heart failure,99
2020,I12.0,Hypertensive renal disease with renal failure,600
2020,I12.9,Hypertensive renal disease without renal failure,38
2020,I13.0,Hypertensive heart and renal disease with (congestive) heart failure,81
2020,I13.1,Hypertensive heart and renal disease with renal failure,69
2020,I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,188
2020,I13.9,"Hypertensive heart and renal disease, unspecified",30
2020,I20.8,Other forms of angina pectoris,14
2020,I21.4,Acute subendocardial myocardial infarction,623
2020,I21.9,"Acute myocardial infarction, unspecified",1168
2020,I24.9,"Acute ischaemic heart disease, unspecified",48
2020,I25.0,"Atherosclerotic cardiovascular disease, so described",152
2020,I25.1,Atherosclerotic heart disease,2036
2020,I25.5,Ischaemic cardiomyopathy,354
2020,I25.8,Other forms of chronic ischaemic heart disease,23
2020,I25.9,"Chronic ischaemic heart disease, unspecified",89
2020,I26.9,Pulmonary embolism without mention of acute cor pulmonale,133
2020,I27.2,Other secondary pulmonary hypertension,386
2020,I27.9,"Pulmonary heart disease, unspecified",20
2020,I31.3,Pericardial effusion (noninflammatory),21
2020,I31.9,"Disease of pericardium, unspecified",11
2020,I33.0,Acute and subacute infective endocarditis,103
2020,I34.0,Mitral (valve) insufficiency,87
2020,I35.0,Aortic (valve) stenosis,329
2020,I35.1,Aortic (valve) insufficiency,21
2020,I35.8,Other aortic valve disorders,18
2020,I35.9,"Aortic valve disorder, unspecified",32
2020,I38,"Endocarditis, valve unspecified",126
2020,I42.0,Dilated cardiomyopathy,77
2020,I42.5,Other restrictive cardiomyopathy,11
2020,I42.6,Alcoholic cardiomyopathy,14
2020,I42.8,Other cardiomyopathies,11
2020,I42.9,"Cardiomyopathy, unspecified",405
2020,I44.2,"Atrioventricular block, complete",24
2020,I45.8,Other specified conduction disorders,45
2020,I47.2,Ventricular tachycardia,32
2020,I48,Atrial fibrillation and flutter,688
2020,I49.0,Ventricular fibrillation and flutter,32
2020,I49.5,Sick sinus syndrome,11
2020,I49.9,"Cardiac arrhythmia, unspecified",57
2020,I50.0,Congestive heart failure,1293
2020,I50.1,Left ventricular failure,17
2020,I50.9,"Heart failure, unspecified",626
2020,I51.6,"Cardiovascular disease, unspecified",31
2020,I51.8,Other ill-defined heart diseases,24
2020,I51.9,"Heart disease, unspecified",40
2020,I60.9,"Subarachnoid haemorrhage, unspecified",38
2020,I61.5,"Intracerebral haemorrhage, intraventricular",15
2020,I61.9,"Intracerebral haemorrhage, unspecified",91
2020,I62.0,Subdural haemorrhage (acute)(nontraumatic),32
2020,I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",70
2020,I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,10
2020,I63.4,Cerebral infarction due to embolism of cerebral arteries,72
2020,I63.9,"Cerebral infarction, unspecified",199
2020,I64,"Stroke, not specified as haemorrhage or infarction",742
2020,I67.2,Cerebral atherosclerosis,45
2020,I67.8,Other specified cerebrovascular diseases,27
2020,I67.9,"Cerebrovascular disease, unspecified",72
2020,I69.3,Sequelae of cerebral infarction,29
2020,I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",158
2020,I69.8,Sequelae of other and unspecified cerebrovascular diseases,44
2020,I70.9,Generalized and unspecified atherosclerosis,37
2020,I71.0,Dissection of aorta [any part],76
2020,I71.3,"Abdominal aortic aneurysm, ruptured",46
2020,I71.4,"Abdominal aortic aneurysm, without mention of rupture",32
2020,I73.9,"Peripheral vascular disease, unspecified",266
2020,I74.1,Embolism and thrombosis of other and unspecified parts of aorta,14
2020,I74.9,Embolism and thrombosis of unspecified artery,12
2020,I77.6,"Arteritis, unspecified",34
2020,I77.8,Other specified disorders of arteries and arterioles,10
2020,I80.2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,43
2020,I81,Portal vein thrombosis,17
2020,I83.9,Varicose veins of lower extremities without ulcer or inflammation,10
2020,I89.0,"Lymphoedema, not elsewhere classified",12
2020,J09,Influenza due to identified avian influenza virus,11
2020,J10.0,"Influenza with pneumonia, influenza virus identified",131
2020,J10.1,"Influenza with other respiratory manifestations, influenza virus identified",84
2020,J11.0,"Influenza with pneumonia, virus not identified",80
2020,J11.1,"Influenza with other respiratory manifestations, virus not identified",29
2020,J12.8,Other viral pneumonia,30
2020,J12.9,"Viral pneumonia, unspecified",25
2020,J13,Pneumonia due to Streptococcus pneumoniae,22
2020,J15.0,Pneumonia due to Klebsiella pneumoniae,19
2020,J15.1,Pneumonia due to Pseudomonas,26
2020,J15.2,Pneumonia due to staphylococcus,48
2020,J15.4,Pneumonia due to other streptococci,14
2020,J15.9,"Bacterial pneumonia, unspecified",121
2020,J18.1,"Lobar pneumonia, unspecified",50
2020,J18.9,"Pneumonia, unspecified",1494
2020,J43.9,"Emphysema, unspecified",61
2020,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,545
2020,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",177
2020,J44.8,Other specified chronic obstructive pulmonary disease,11
2020,J44.9,"Chronic obstructive pulmonary disease, unspecified",782
2020,J45.9,"Asthma, unspecified",26
2020,J47,Bronchiectasis,18
2020,J69.0,Pneumonitis due to food and vomit,624
2020,J80,Adult respiratory distress syndrome,108
2020,J82,"Pulmonary eosinophilia, not elsewhere classified",15
2020,J84.1,Other interstitial pulmonary diseases with fibrosis,105
2020,J84.9,"Interstitial pulmonary disease, unspecified",129
2020,J86.9,Pyothorax without fistula,22
2020,J90,"Pleural effusion, not elsewhere classified",43
2020,J93.9,"Pneumothorax, unspecified",14
2020,J96.1,Chronic respiratory failure,96
2020,J98.4,Other disorders of lung,32
2020,J98.9,"Respiratory disorder, unspecified",15
2020,K21.9,Gastro-oesophageal reflux disease without oesophagitis,13
2020,K22.2,Oesophageal obstruction,12
2020,K22.8,Other specified diseases of oesophagus,11
2020,K25.4,"Gastric ulcer, chronic or unspecified with haemorrhage",10
2020,K25.5,"Gastric ulcer, chronic or unspecified with perforation",26
2020,K26.4,"Duodenal ulcer, chronic or unspecified with haemorrhage",33
2020,K26.5,"Duodenal ulcer, chronic or unspecified with perforation",39
2020,K27.4,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",11
2020,K31.8,Other specified diseases of stomach and duodenum,18
2020,K35.8,"Acute appendicitis, other and unspecified",17
2020,K43.0,"Ventral hernia with obstruction, without gangrene",19
2020,K44.9,Diaphragmatic hernia without obstruction or gangrene,11
2020,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene",26
2020,K50.9,"Crohn disease, unspecified",22
2020,K51.9,"Ulcerative colitis, unspecified",17
2020,K52.9,"Noninfective gastroenteritis and colitis, unspecified",18
2020,K55.0,Acute vascular disorders of intestine,82
2020,K55.1,Chronic vascular disorders of intestine,10
2020,K55.9,"Vascular disorder of intestine, unspecified",419
2020,K56.2,Volvulus,25
2020,K56.6,Other and unspecified intestinal obstruction,263
2020,K56.7,"Ileus, unspecified",28
2020,K57.2,Diverticular disease of large intestine with perforation and abscess,20
2020,K57.8,"Diverticular disease of intestine, part unspecified, with perforation and abscess",71
2020,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess",60
2020,K59.3,"Megacolon, not elsewhere classified",14
2020,K63.1,Perforation of intestine (nontraumatic),134
2020,K63.9,"Disease of intestine, unspecified",17
2020,K65.0,Acute peritonitis,60
2020,K65.9,"Peritonitis, unspecified",40
2020,K66.1,Haemoperitoneum,25
2020,K70.0,Alcoholic fatty liver,16
2020,K70.1,Alcoholic hepatitis,238
2020,K70.3,Alcoholic cirrhosis of liver,1393
2020,K70.4,Alcoholic hepatic failure,199
2020,K70.9,"Alcoholic liver disease, unspecified",141
2020,K72.0,Acute and subacute hepatic failure,265
2020,K72.1,Chronic hepatic failure,10
2020,K72.9,"Hepatic failure, unspecified",151
2020,K74.3,Primary biliary cirrhosis,17
2020,K74.6,Other and unspecified cirrhosis of liver,1369
2020,K75.0,Abscess of liver,13
2020,K75.4,Autoimmune hepatitis,28
2020,K75.9,"Inflammatory liver disease, unspecified",27
2020,K76.0,"Fatty (change of) liver, not elsewhere classified",220
2020,K76.7,Hepatorenal syndrome,38
2020,K76.8,Other specified diseases of liver,28
2020,K76.9,"Liver disease, unspecified",144
2020,K80.0,Calculus of gallbladder with acute cholecystitis,10
2020,K80.1,Calculus of gallbladder with other cholecystitis,14
2020,K80.2,Calculus of gallbladder without cholecystitis,45
2020,K80.5,Calculus of bile duct without cholangitis or cholecystitis,16
2020,K81.0,Acute cholecystitis,144
2020,K81.9,"Cholecystitis, unspecified",65
2020,K83.0,Cholangitis,98
2020,K83.1,Obstruction of bile duct,36
2020,K85.2,Alcohol-induced acute pancreatitis,59
2020,K85.9,"Acute pancreatitis, unspecified",292
2020,K86.9,"Disease of pancreas, unspecified",21
2020,K92.2,"Gastrointestinal haemorrhage, unspecified",317
2020,L03.1,Cellulitis of other parts of limb,103
2020,L03.9,"Cellulitis, unspecified",72
2020,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",54
2020,L89.9,"Decubitus ulcer and pressure area, unspecified",54
2020,L98.4,"Chronic ulcer of skin, not elsewhere classified",13
2020,M00.9,"Pyogenic arthritis, unspecified",40
2020,M06.9,"Rheumatoid arthritis, unspecified",66
2020,M31.1,Thrombotic microangiopathy,21
2020,M32.1,Systemic lupus erythematosus with organ or system involvement,35
2020,M34.8,Other forms of systemic sclerosis,18
2020,M35.9,"Systemic involvement of connective tissue, unspecified",10
2020,M46.2,Osteomyelitis of vertebra,25
2020,M62.2,Ischaemic infarction of muscle,14
2020,M62.5,"Muscle wasting and atrophy, not elsewhere classified",10
2020,M62.8,Other specified disorders of muscle,233
2020,M72.6,Necrotizing fasciitis,75
2020,M86.6,Other chronic osteomyelitis,10
2020,M86.9,"Osteomyelitis, unspecified",119
2020,N04.9,"Nephrotic syndrome, unspecified",17
2020,N10,Acute tubulo-interstitial nephritis,15
2020,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",75
2020,N13.2,Hydronephrosis with renal and ureteral calculous obstruction,12
2020,N13.3,Other and unspecified hydronephrosis,39
2020,N13.9,"Obstructive and reflux uropathy, unspecified",66
2020,N17.0,Acute renal failure with tubular necrosis,315
2020,N17.9,"Acute renal failure, unspecified",7926
2020,N18.3,"Chronic kidney disease, stage 3",105
2020,N18.4,"Chronic kidney disease, stage 4",85
2020,N18.5,"Chronic kidney disease, stage 5",209
2020,N18.9,"Chronic renal failure, unspecified",1725
2020,N20.0,Calculus of kidney,49
2020,N20.1,Calculus of ureter,22
2020,N28.8,Other specified disorders of kidney and ureter,77
2020,N30.0,Acute cystitis,27
2020,N30.9,"Cystitis, unspecified",17
2020,N31.9,"Neuromuscular dysfunction of bladder, unspecified",13
2020,N32.0,Bladder-neck obstruction,22
2020,N32.9,"Bladder disorder, unspecified",17
2020,N39.0,"Urinary tract infection, site not specified",1197
2020,N40,Hyperplasia of prostate,89
2020,N49.8,Inflammatory disorders of other specified male genital organs,17
2020,O26.8,Other specified pregnancy-related conditions,10
2020,Q24.9,"Congenital malformation of heart, unspecified",13
2020,Q60.0,"Renal agenesis, unilateral",10
2020,Q61.3,"Polycystic kidney, unspecified",14
2020,Q90.9,"Down syndrome, unspecified",19
2020,U07.1,COVID-19,16802
2020,V89.2,"Person injured in unspecified motor-vehicle accident, traffic",12
2020,W06,Fall involving bed,11
2020,W18,Other fall on same level,83
2020,W19,Unspecified fall,125
2020,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract,57
2020,X31,Exposure to excessive natural cold,16
2020,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",14
2020,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",15
2020,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",14
2020,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",90
2020,X45,Accidental poisoning by and exposure to alcohol,13
2020,X59.0,Exposure to unspecified factor causing fracture,88
2020,X59.9,Exposure to unspecified factor causing other and unspecified injury,99
2020,Y83.0,Surgical operation with transplant of whole organ,18
2020,Y83.1,Surgical operation with implant of artificial internal device,18
2020,Y83.2,"Surgical operation with anastomosis, bypass or graft",14
2020,Y83.3,Surgical operation with formation of external stoma,10
2020,Y83.9,"Surgical procedure, unspecified",18
2020,Y84.6,Urinary catheterization,15
2020,Y84.8,Other medical procedures,16
2020,Y86,Sequelae of other accidents,11
2021,A04.7,Enterocolitis due to Clostridium difficile,595
2021,A08.4,"Viral intestinal infection, unspecified",11
2021,A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,28
2021,A09.9,Gastroenteritis and colitis of unspecified origin,312
2021,A16.2,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",20
2021,A18.0,Tuberculosis of bones and joints,10
2021,A40.2,"Septicaemia due to streptococcus, group D",11
2021,A40.3,Septicaemia due to Streptococcus pneumoniae,15
2021,A40.9,"Streptococcal septicaemia, unspecified",17
2021,A41.0,Septicaemia due to Staphylococcus aureus,53
2021,A41.2,Septicaemia due to unspecified staphylococcus,19
2021,A41.5,Septicaemia due to other Gram-negative organisms,113
2021,A41.9,"Septicaemia, unspecified",3712
2021,A48.1,Legionnaires disease,33
2021,A49.0,"Staphylococcal infection, unspecified",127
2021,A49.1,"Streptococcal infection, unspecified",44
2021,A49.8,Other bacterial infections of unspecified site,47
2021,A49.9,"Bacterial infection, unspecified",86
2021,B00.4,Herpesviral encephalitis,14
2021,B16.9,Acute hepatitis B without delta-agent and without hepatic coma,31
2021,B17.9,"Acute viral hepatitis, unspecified",32
2021,B18.1,Chronic viral hepatitis B without delta-agent,12
2021,B18.2,Chronic viral hepatitis C,167
2021,B20.1,HIV disease resulting in other bacterial infections,30
2021,B20.7,HIV disease resulting in multiple infections,64
2021,B22.7,HIV disease resulting in multiple diseases classified elsewhere,40
2021,B23.8,HIV disease resulting in other specified conditions,82
2021,B34.2,"Coronavirus infection, unspecified",45
2021,B34.8,Other viral infections of unspecified site,28
2021,B34.9,"Viral infection, unspecified",12
2021,B37.7,Candidal septicaemia,37
2021,B49,Unspecified mycosis,47
2021,B59,Pneumocystosis,32
2021,B94.8,Sequelae of other specified infectious and parasitic diseases,79
2021,B99,Other and unspecified infectious diseases,19
2021,C02.9,"Tongue, unspecified - Malignant neoplasms",25
2021,C06.9,"Mouth, unspecified - Malignant neoplasms",19
2021,C09.9,"Tonsil, unspecified - Malignant neoplasms",12
2021,C10.9,"Oropharynx, unspecified - Malignant neoplasms",15
2021,C14.0,"Pharynx, unspecified - Malignant neoplasms",13
2021,C15.9,"Oesophagus, unspecified - Malignant neoplasms",227
2021,C16.0,Cardia - Malignant neoplasms,12
2021,C16.9,"Stomach, unspecified - Malignant neoplasms",183
2021,C17.0,Duodenum - Malignant neoplasms,17
2021,C17.9,"Small intestine, unspecified - Malignant neoplasms",13
2021,C18.0,Caecum - Malignant neoplasms,21
2021,C18.2,Ascending colon - Malignant neoplasms,17
2021,C18.7,Sigmoid colon - Malignant neoplasms,16
2021,C18.9,"Colon, unspecified - Malignant neoplasms",740
2021,C19,Malignant neoplasm of rectosigmoid junction,97
2021,C20,Malignant neoplasm of rectum,158
2021,C21.0,"Anus, unspecified - Malignant neoplasms",17
2021,C22.0,Liver cell carcinoma - Malignant neoplasms,398
2021,C22.1,Intrahepatic bile duct carcinoma - Malignant neoplasms,272
2021,C22.9,"Liver, unspecified - Malignant neoplasms",174
2021,C23,Malignant neoplasm of gallbladder,44
2021,C24.0,Extrahepatic bile duct - Malignant neoplasms,17
2021,C24.9,"Biliary tract, unspecified - Malignant neoplasms",18
2021,C25.9,"Pancreas, unspecified - Malignant neoplasms",739
2021,C26.9,Ill-defined sites within the digestive system - Malignant neoplasms,53
2021,C32.9,"Larynx, unspecified - Malignant neoplasms",37
2021,C34.1,"Upper lobe, bronchus or lung - Malignant neoplasms",20
2021,C34.9,"Bronchus or lung, unspecified - Malignant neoplasms",1351
2021,C41.9,"Bone and articular cartilage, unspecified - Malignant neoplasms",13
2021,C43.9,"Malignant melanoma of skin, unspecified - Malignant neoplasms",138
2021,C44.4,Skin of scalp and neck - Malignant neoplasms,17
2021,C44.9,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",31
2021,C45.9,"Mesothelioma, unspecified - Malignant neoplasms",23
2021,C48.2,"Peritoneum, unspecified - Malignant neoplasms",16
2021,C49.4,Connective and soft tissue of abdomen - Malignant neoplasms,14
2021,C49.9,"Connective and soft tissue, unspecified - Malignant neoplasms",85
2021,C50.9,"Breast, unspecified - Malignant neoplasms",745
2021,C51.9,"Vulva, unspecified - Malignant neoplasms",24
2021,C53.9,"Cervix uteri, unspecified - Malignant neoplasms",111
2021,C54.1,Endometrium - Malignant neoplasms,200
2021,C55,"Malignant neoplasm of uterus, part unspecified",143
2021,C56,Malignant neoplasm of ovary,284
2021,C57.9,"Female genital organ, unspecified - Malignant neoplasms",23
2021,C61,Malignant neoplasm of prostate,783
2021,C62.9,"Testis, unspecified - Malignant neoplasms",24
2021,C64,"Malignant neoplasm of kidney, except renal pelvis",385
2021,C67.9,"Bladder, unspecified - Malignant neoplasms",563
2021,C71.9,"Brain, unspecified - Malignant neoplasms",38
2021,C73,Malignant neoplasm of thyroid gland,30
2021,C74.9,"Adrenal gland, unspecified - Malignant neoplasms",10
2021,C76.2,Abdomen - Malignant neoplasms,26
2021,C76.3,Pelvis - Malignant neoplasms,16
2021,C78.2,Secondary malignant neoplasm of pleura - Malignant neoplasms,12
2021,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,40
2021,C78.7,Secondary malignant neoplasm of liver - Malignant neoplasms,80
2021,C79.5,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,13
2021,C79.8,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,43
2021,C80,Malignant neoplasm without specification of site,1060
2021,C81.9,"Hodgkin disease, unspecified",39
2021,C82.9,"Follicular non-Hodgkin lymphoma, unspecified",37
2021,C83.1,Non-Hodgkin lymphoma small cleaved cell (diffuse),61
2021,C83.3,Non-Hodgkin lymphoma large cell (diffuse),207
2021,C84.4,Peripheral T-cell lymphoma - Malignant neoplasms,17
