cause,date,dead
X42-X43 (accidental drug overdose),2018-10-06,438
X42-X43 (accidental drug overdose),2018-10-13,406
X42-X43 (accidental drug overdose),2018-10-20,418
X42-X43 (accidental drug overdose),2018-10-27,416
X42-X43 (accidental drug overdose),2018-11-03,476
X42-X43 (accidental drug overdose),2018-11-10,407
X42-X43 (accidental drug overdose),2018-11-17,415
X42-X43 (accidental drug overdose),2018-11-24,372
X42-X43 (accidental drug overdose),2018-12-01,390
X42-X43 (accidental drug overdose),2018-12-08,429
X42-X43 (accidental drug overdose),2018-12-15,395
X42-X43 (accidental drug overdose),2018-12-22,401
X42-X43 (accidental drug overdose),2018-12-29,400
X42-X43 (accidental drug overdose),2019-01-05,418
X42-X43 (accidental drug overdose),2019-01-12,414
X42-X43 (accidental drug overdose),2019-01-19,376
X42-X43 (accidental drug overdose),2019-01-26,374
X42-X43 (accidental drug overdose),2019-02-02,423
X42-X43 (accidental drug overdose),2019-02-09,452
X42-X43 (accidental drug overdose),2019-02-16,397
X42-X43 (accidental drug overdose),2019-02-23,416
X42-X43 (accidental drug overdose),2019-03-02,491
X42-X43 (accidental drug overdose),2019-03-09,480
X42-X43 (accidental drug overdose),2019-03-16,395
X42-X43 (accidental drug overdose),2019-03-23,408
X42-X43 (accidental drug overdose),2019-03-30,431
X42-X43 (accidental drug overdose),2019-04-06,419
X42-X43 (accidental drug overdose),2019-04-13,402
X42-X43 (accidental drug overdose),2019-04-20,417
X42-X43 (accidental drug overdose),2019-04-27,442
X42-X43 (accidental drug overdose),2019-05-04,426
X42-X43 (accidental drug overdose),2019-05-11,425
X42-X43 (accidental drug overdose),2019-05-18,399
X42-X43 (accidental drug overdose),2019-05-25,425
X42-X43 (accidental drug overdose),2019-06-01,469
X42-X43 (accidental drug overdose),2019-06-08,490
X42-X43 (accidental drug overdose),2019-06-15,444
X42-X43 (accidental drug overdose),2019-06-22,434
X42-X43 (accidental drug overdose),2019-06-29,427
X42-X43 (accidental drug overdose),2019-07-06,503
X42-X43 (accidental drug overdose),2019-07-13,488
X42-X43 (accidental drug overdose),2019-07-20,434
X42-X43 (accidental drug overdose),2019-07-27,440
X42-X43 (accidental drug overdose),2019-08-03,432
X42-X43 (accidental drug overdose),2019-08-10,472
X42-X43 (accidental drug overdose),2019-08-17,432
X42-X43 (accidental drug overdose),2019-08-24,455
X42-X43 (accidental drug overdose),2019-08-31,461
X42-X43 (accidental drug overdose),2019-09-07,495
X42-X43 (accidental drug overdose),2019-09-14,455
X42-X43 (accidental drug overdose),2019-09-21,432
X42-X43 (accidental drug overdose),2019-09-28,448
X42-X43 (accidental drug overdose),2019-10-05,536
X42-X43 (accidental drug overdose),2019-10-12,443
X42-X43 (accidental drug overdose),2019-10-19,455
X42-X43 (accidental drug overdose),2019-10-26,453
X42-X43 (accidental drug overdose),2019-11-02,508
X42-X43 (accidental drug overdose),2019-11-09,497
X42-X43 (accidental drug overdose),2019-11-16,468
X42-X43 (accidental drug overdose),2019-11-23,433
X42-X43 (accidental drug overdose),2019-11-30,527
X42-X43 (accidental drug overdose),2019-12-07,481
X42-X43 (accidental drug overdose),2019-12-14,495
X42-X43 (accidental drug overdose),2019-12-21,479
X42-X43 (accidental drug overdose),2019-12-28,505
X42-X43 (accidental drug overdose),2020-01-04,498
X42-X43 (accidental drug overdose),2020-01-11,508
X42-X43 (accidental drug overdose),2020-01-18,461
X42-X43 (accidental drug overdose),2020-01-25,436
X42-X43 (accidental drug overdose),2020-02-01,461
X42-X43 (accidental drug overdose),2020-02-08,511
X42-X43 (accidental drug overdose),2020-02-15,476
X42-X43 (accidental drug overdose),2020-02-22,488
X42-X43 (accidental drug overdose),2020-02-29,550
X42-X43 (accidental drug overdose),2020-03-07,521
X42-X43 (accidental drug overdose),2020-03-14,546
X42-X43 (accidental drug overdose),2020-03-21,481
X42-X43 (accidental drug overdose),2020-03-28,548
X42-X43 (accidental drug overdose),2020-04-04,545
X42-X43 (accidental drug overdose),2020-04-11,629
X42-X43 (accidental drug overdose),2020-04-18,597
X42-X43 (accidental drug overdose),2020-04-25,641
X42-X43 (accidental drug overdose),2020-05-02,819
X42-X43 (accidental drug overdose),2020-05-09,716
X42-X43 (accidental drug overdose),2020-05-16,793
X42-X43 (accidental drug overdose),2020-05-23,717
X42-X43 (accidental drug overdose),2020-05-30,694
X42-X43 (accidental drug overdose),2020-06-06,744
X42-X43 (accidental drug overdose),2020-06-13,678
X42-X43 (accidental drug overdose),2020-06-20,679
X42-X43 (accidental drug overdose),2020-06-27,701
X42-X43 (accidental drug overdose),2020-07-04,666
X42-X43 (accidental drug overdose),2020-07-11,604
X42-X43 (accidental drug overdose),2020-07-18,623
X42-X43 (accidental drug overdose),2020-07-25,651
X42-X43 (accidental drug overdose),2020-08-01,634
X42-X43 (accidental drug overdose),2020-08-08,642
X42-X43 (accidental drug overdose),2020-08-15,567
X42-X43 (accidental drug overdose),2020-08-22,571
X42-X43 (accidental drug overdose),2020-08-29,577
X42-X43 (accidental drug overdose),2020-09-05,614
X42-X43 (accidental drug overdose),2020-09-12,622
X42-X43 (accidental drug overdose),2020-09-19,555
X42-X43 (accidental drug overdose),2020-09-26,553
X42-X43 (accidental drug overdose),2020-10-03,543
X42-X43 (accidental drug overdose),2020-10-10,623
X42-X43 (accidental drug overdose),2020-10-17,553
X42-X43 (accidental drug overdose),2020-10-24,529
X42-X43 (accidental drug overdose),2020-10-31,520
X42-X43 (accidental drug overdose),2020-11-07,619
X42-X43 (accidental drug overdose),2020-11-14,528
X42-X43 (accidental drug overdose),2020-11-21,539
X42-X43 (accidental drug overdose),2020-11-28,516
X42-X43 (accidental drug overdose),2020-12-05,583
X42-X43 (accidental drug overdose),2020-12-12,570
X42-X43 (accidental drug overdose),2020-12-19,523
X42-X43 (accidental drug overdose),2020-12-26,560
X42-X43 (accidental drug overdose),2021-01-02,643
X42-X43 (accidental drug overdose),2021-01-09,649
X42-X43 (accidental drug overdose),2021-01-16,650
X42-X43 (accidental drug overdose),2021-01-23,592
X42-X43 (accidental drug overdose),2021-01-30,572
X42-X43 (accidental drug overdose),2021-02-06,609
X42-X43 (accidental drug overdose),2021-02-13,561
X42-X43 (accidental drug overdose),2021-02-20,549
X42-X43 (accidental drug overdose),2021-02-27,636
X42-X43 (accidental drug overdose),2021-03-06,655
X42-X43 (accidental drug overdose),2021-03-13,599
X42-X43 (accidental drug overdose),2021-03-20,734
X42-X43 (accidental drug overdose),2021-03-27,652
X42-X43 (accidental drug overdose),2021-04-03,673
X42-X43 (accidental drug overdose),2021-04-10,740
X42-X43 (accidental drug overdose),2021-04-17,682
X42-X43 (accidental drug overdose),2021-04-24,632
X42-X43 (accidental drug overdose),2021-05-01,602
X42-X43 (accidental drug overdose),2021-05-08,677
X42-X43 (accidental drug overdose),2021-05-15,659
X42-X43 (accidental drug overdose),2021-05-22,616
X42-X43 (accidental drug overdose),2021-05-29,637
X42-X43 (accidental drug overdose),2021-06-05,649
X42-X43 (accidental drug overdose),2021-06-12,705
X42-X43 (accidental drug overdose),2021-06-19,650
X42-X43 (accidental drug overdose),2021-06-26,628
X42-X43 (accidental drug overdose),2021-07-03,636
X42-X43 (accidental drug overdose),2021-07-10,668
X42-X43 (accidental drug overdose),2021-07-17,629
X42-X43 (accidental drug overdose),2021-07-24,658
X42-X43 (accidental drug overdose),2021-07-31,639
X42-X43 (accidental drug overdose),2021-08-07,678
X42-X43 (accidental drug overdose),2021-08-14,614
X42-X43 (accidental drug overdose),2021-08-21,651
X42-X43 (accidental drug overdose),2021-08-28,682
X42-X43 (accidental drug overdose),2021-09-04,646
X42-X43 (accidental drug overdose),2021-09-11,680
X42-X43 (accidental drug overdose),2021-09-18,614
X42-X43 (accidental drug overdose),2021-09-25,653
X42-X43 (accidental drug overdose),2021-10-02,625
X42-X43 (accidental drug overdose),2021-10-09,604
X42-X43 (accidental drug overdose),2021-10-16,595
X42-X43 (accidental drug overdose),2021-10-23,586
X42-X43 (accidental drug overdose),2021-10-30,609
X42-X43 (accidental drug overdose),2021-11-06,603
X42-X43 (accidental drug overdose),2021-11-13,577
X42-X43 (accidental drug overdose),2021-11-20,528
X42-X43 (accidental drug overdose),2021-11-27,584
X42-X43 (accidental drug overdose),2021-12-04,621
X42-X43 (accidental drug overdose),2021-12-11,579
X42-X43 (accidental drug overdose),2021-12-18,581
X42-X43 (accidental drug overdose),2021-12-25,628
X42-X43 (accidental drug overdose),2022-01-01,618
X42-X43 (accidental drug overdose),2022-01-08,643
X42-X43 (accidental drug overdose),2022-01-15,627
X42-X43 (accidental drug overdose),2022-01-22,598
X42-X43 (accidental drug overdose),2022-01-29,614
X42-X43 (accidental drug overdose),2022-02-05,684
X42-X43 (accidental drug overdose),2022-02-12,674
X42-X43 (accidental drug overdose),2022-02-19,670
X42-X43 (accidental drug overdose),2022-02-26,658
X42-X43 (accidental drug overdose),2022-03-05,694
X42-X43 (accidental drug overdose),2022-03-12,668
X42-X43 (accidental drug overdose),2022-03-19,619
X42-X43 (accidental drug overdose),2022-03-26,615
X42-X43 (accidental drug overdose),2022-04-02,666
X42-X43 (accidental drug overdose),2022-04-09,648
X42-X43 (accidental drug overdose),2022-04-16,641
X42-X43 (accidental drug overdose),2022-04-23,608
X42-X43 (accidental drug overdose),2022-04-30,615
X42-X43 (accidental drug overdose),2022-05-07,643
X42-X43 (accidental drug overdose),2022-05-14,583
X42-X43 (accidental drug overdose),2022-05-21,619
X42-X43 (accidental drug overdose),2022-05-28,603
X42-X43 (accidental drug overdose),2022-06-04,643
X42-X43 (accidental drug overdose),2022-06-11,614
X42-X43 (accidental drug overdose),2022-06-18,619
X42-X43 (accidental drug overdose),2022-06-25,632
X42-X43 (accidental drug overdose),2022-07-02,635
X42-X43 (accidental drug overdose),2022-07-09,640
X42-X43 (accidental drug overdose),2022-07-16,624
X42-X43 (accidental drug overdose),2022-07-23,584
X42-X43 (accidental drug overdose),2022-07-30,672
X42-X43 (accidental drug overdose),2022-08-06,651
X42-X43 (accidental drug overdose),2022-08-13,670
X42-X43 (accidental drug overdose),2022-08-20,653
X42-X43 (accidental drug overdose),2022-08-27,662
X42-X43 (accidental drug overdose),2022-09-03,683
X42-X43 (accidental drug overdose),2022-09-10,656
X42-X43 (accidental drug overdose),2022-09-17,606
X42-X43 (accidental drug overdose),2022-09-24,642
X42-X43 (accidental drug overdose),2022-10-01,624
X42-X43 (accidental drug overdose),2022-10-08,625
X42-X43 (accidental drug overdose),2022-10-15,619
X42-X43 (accidental drug overdose),2022-10-22,640
X42-X43 (accidental drug overdose),2022-10-29,605
X42-X43 (accidental drug overdose),2022-11-05,686
X42-X43 (accidental drug overdose),2022-11-12,636
X42-X43 (accidental drug overdose),2022-11-19,617
X42-X43 (accidental drug overdose),2022-11-26,657
X42-X43 (accidental drug overdose),2022-12-03,636
X42-X43 (accidental drug overdose),2022-12-10,666
X42-X43 (accidental drug overdose),2022-12-17,659
X42-X43 (accidental drug overdose),2022-12-24,638
X42-X43 (accidental drug overdose),2022-12-31,631
X42-X43 (accidental drug overdose),2023-01-07,700
X42-X43 (accidental drug overdose),2023-01-14,644
X42-X43 (accidental drug overdose),2023-01-21,595
X42-X43 (accidental drug overdose),2023-01-28,617
X42-X43 (accidental drug overdose),2023-02-04,614
X42-X43 (accidental drug overdose),2023-02-11,615
X42-X43 (accidental drug overdose),2023-02-18,599
X42-X43 (accidental drug overdose),2023-02-25,605
X42-X43 (accidental drug overdose),2023-03-04,671
X42-X43 (accidental drug overdose),2023-03-11,665
X42-X43 (accidental drug overdose),2023-03-18,622
X42-X43 (accidental drug overdose),2023-03-25,625
X42-X43 (accidental drug overdose),2023-04-01,630
X42-X43 (accidental drug overdose),2023-04-08,655
X42-X43 (accidental drug overdose),2023-04-15,635
X42-X43 (accidental drug overdose),2023-04-22,682
X42-X43 (accidental drug overdose),2023-04-29,595
X42-X43 (accidental drug overdose),2023-05-06,667
X42-X43 (accidental drug overdose),2023-05-13,643
X42-X43 (accidental drug overdose),2023-05-20,651
X42-X43 (accidental drug overdose),2023-05-27,603
X42-X43 (accidental drug overdose),2023-06-03,632
X42-X43 (accidental drug overdose),2023-06-10,640
X42-X43 (accidental drug overdose),2023-06-17,608
X42-X43 (accidental drug overdose),2023-06-24,583
X42-X43 (accidental drug overdose),2023-07-01,610
X42-X43 (accidental drug overdose),2023-07-08,599
X42-X43 (accidental drug overdose),2023-07-15,576
X42-X43 (accidental drug overdose),2023-07-22,564
X42-X43 (accidental drug overdose),2023-07-29,598
X42-X43 (accidental drug overdose),2023-08-05,608
X42-X43 (accidental drug overdose),2023-08-12,617
X42-X43 (accidental drug overdose),2023-08-19,554
X42-X43 (accidental drug overdose),2023-08-26,559
X42-X43 (accidental drug overdose),2023-09-02,568
X42-X43 (accidental drug overdose),2023-09-09,534
X42-X43 (accidental drug overdose),2023-09-16,522
X42-X43 (accidental drug overdose),2023-09-23,545
X42-X43 (accidental drug overdose),2023-09-30,523
X42-X43 (accidental drug overdose),2023-10-07,521
X42-X43 (accidental drug overdose),2023-10-14,519
X42-X43 (accidental drug overdose),2023-10-21,496
X42-X43 (accidental drug overdose),2023-10-28,487
X42-X43 (accidental drug overdose),2023-11-04,519
X42-X43 (accidental drug overdose),2023-11-11,498
X42-X43 (accidental drug overdose),2023-11-18,470
X42-X43 (accidental drug overdose),2023-11-25,464
X42-X43 (accidental drug overdose),2023-12-02,487
X42-X43 (accidental drug overdose),2023-12-09,480
X42-X43 (accidental drug overdose),2023-12-16,460
X42-X43 (accidental drug overdose),2023-12-23,426
X42-X43 (accidental drug overdose),2023-12-30,457
X42-X43 (accidental drug overdose),2024-01-06,468
X42-X43 (accidental drug overdose),2024-01-13,439
X42-X43 (accidental drug overdose),2024-01-20,439
X42-X43 (accidental drug overdose),2024-01-27,449
X42-X43 (accidental drug overdose),2024-02-03,428
X42-X43 (accidental drug overdose),2024-02-10,431
X42-X43 (accidental drug overdose),2024-02-17,464
X42-X43 (accidental drug overdose),2024-02-24,418
X42-X43 (accidental drug overdose),2024-03-02,433
X42-X43 (accidental drug overdose),2024-03-09,448
X42-X43 (accidental drug overdose),2024-03-16,421
X42-X43 (accidental drug overdose),2024-03-23,374
X42-X43 (accidental drug overdose),2024-03-30,370
X42-X43 (accidental drug overdose),2024-04-06,405
X42-X43 (accidental drug overdose),2024-04-13,399
X44 (accidental drug overdose; other drugs),2018-01-06,348
X44 (accidental drug overdose; other drugs),2018-01-13,377
X44 (accidental drug overdose; other drugs),2018-01-20,335
X44 (accidental drug overdose; other drugs),2018-01-27,355
X44 (accidental drug overdose; other drugs),2018-02-03,385
X44 (accidental drug overdose; other drugs),2018-02-10,365
X44 (accidental drug overdose; other drugs),2018-02-17,359
X44 (accidental drug overdose; other drugs),2018-02-24,383
X44 (accidental drug overdose; other drugs),2018-03-03,378
X44 (accidental drug overdose; other drugs),2018-03-10,382
X44 (accidental drug overdose; other drugs),2018-03-17,367
X44 (accidental drug overdose; other drugs),2018-03-24,339
X44 (accidental drug overdose; other drugs),2018-03-31,351
X44 (accidental drug overdose; other drugs),2018-04-07,372
X44 (accidental drug overdose; other drugs),2018-04-14,371
X44 (accidental drug overdose; other drugs),2018-04-21,356
X44 (accidental drug overdose; other drugs),2018-04-28,360
X44 (accidental drug overdose; other drugs),2018-05-05,387
X44 (accidental drug overdose; other drugs),2018-05-12,364
X44 (accidental drug overdose; other drugs),2018-05-19,352
X44 (accidental drug overdose; other drugs),2018-05-26,362
X44 (accidental drug overdose; other drugs),2018-06-02,346
X44 (accidental drug overdose; other drugs),2018-06-09,371
X44 (accidental drug overdose; other drugs),2018-06-16,346
X44 (accidental drug overdose; other drugs),2018-06-23,342
X44 (accidental drug overdose; other drugs),2018-06-30,377
X44 (accidental drug overdose; other drugs),2018-07-07,390
X44 (accidental drug overdose; other drugs),2018-07-14,347
X44 (accidental drug overdose; other drugs),2018-07-21,358
X44 (accidental drug overdose; other drugs),2018-07-28,351
X44 (accidental drug overdose; other drugs),2018-08-04,333
X44 (accidental drug overdose; other drugs),2018-08-11,375
X44 (accidental drug overdose; other drugs),2018-08-18,344
X44 (accidental drug overdose; other drugs),2018-08-25,371
X44 (accidental drug overdose; other drugs),2018-09-01,353
X44 (accidental drug overdose; other drugs),2018-09-08,369
X44 (accidental drug overdose; other drugs),2018-09-15,387
X44 (accidental drug overdose; other drugs),2018-09-22,365
X44 (accidental drug overdose; other drugs),2018-09-29,331
X44 (accidental drug overdose; other drugs),2018-10-06,376
X44 (accidental drug overdose; other drugs),2018-10-13,350
X44 (accidental drug overdose; other drugs),2018-10-20,315
X44 (accidental drug overdose; other drugs),2018-10-27,371
X44 (accidental drug overdose; other drugs),2018-11-03,368
X44 (accidental drug overdose; other drugs),2018-11-10,357
X44 (accidental drug overdose; other drugs),2018-11-17,320
X44 (accidental drug overdose; other drugs),2018-11-24,339
X44 (accidental drug overdose; other drugs),2018-12-01,289
X44 (accidental drug overdose; other drugs),2018-12-08,402
X44 (accidental drug overdose; other drugs),2018-12-15,337
X44 (accidental drug overdose; other drugs),2018-12-22,328
X44 (accidental drug overdose; other drugs),2018-12-29,329
X44 (accidental drug overdose; other drugs),2019-01-05,378
X44 (accidental drug overdose; other drugs),2019-01-12,326
X44 (accidental drug overdose; other drugs),2019-01-19,349
X44 (accidental drug overdose; other drugs),2019-01-26,324
X44 (accidental drug overdose; other drugs),2019-02-02,350
X44 (accidental drug overdose; other drugs),2019-02-09,352
X44 (accidental drug overdose; other drugs),2019-02-16,302
X44 (accidental drug overdose; other drugs),2019-02-23,301
X44 (accidental drug overdose; other drugs),2019-03-02,380
X44 (accidental drug overdose; other drugs),2019-03-09,426
X44 (accidental drug overdose; other drugs),2019-03-16,392
X44 (accidental drug overdose; other drugs),2019-03-23,340
X44 (accidental drug overdose; other drugs),2019-03-30,317
X44 (accidental drug overdose; other drugs),2019-04-06,381
X44 (accidental drug overdose; other drugs),2019-04-13,372
X44 (accidental drug overdose; other drugs),2019-04-20,313
X44 (accidental drug overdose; other drugs),2019-04-27,307
X44 (accidental drug overdose; other drugs),2019-05-04,364
X44 (accidental drug overdose; other drugs),2019-05-11,385
X44 (accidental drug overdose; other drugs),2019-05-18,348
X44 (accidental drug overdose; other drugs),2019-05-25,353
X44 (accidental drug overdose; other drugs),2019-06-01,347
X44 (accidental drug overdose; other drugs),2019-06-08,389
X44 (accidental drug overdose; other drugs),2019-06-15,362
X44 (accidental drug overdose; other drugs),2019-06-22,334
X44 (accidental drug overdose; other drugs),2019-06-29,354
X44 (accidental drug overdose; other drugs),2019-07-06,421
X44 (accidental drug overdose; other drugs),2019-07-13,340
X44 (accidental drug overdose; other drugs),2019-07-20,386
X44 (accidental drug overdose; other drugs),2019-07-27,373
X44 (accidental drug overdose; other drugs),2019-08-03,351
X44 (accidental drug overdose; other drugs),2019-08-10,383
X44 (accidental drug overdose; other drugs),2019-08-17,364
X44 (accidental drug overdose; other drugs),2019-08-24,385
X44 (accidental drug overdose; other drugs),2019-08-31,387
X44 (accidental drug overdose; other drugs),2019-09-07,378
X44 (accidental drug overdose; other drugs),2019-09-14,403
X44 (accidental drug overdose; other drugs),2019-09-21,340
X44 (accidental drug overdose; other drugs),2019-09-28,366
X44 (accidental drug overdose; other drugs),2019-10-05,384
X44 (accidental drug overdose; other drugs),2019-10-12,413
X44 (accidental drug overdose; other drugs),2019-10-19,369
X44 (accidental drug overdose; other drugs),2019-10-26,370
X44 (accidental drug overdose; other drugs),2019-11-02,405
X44 (accidental drug overdose; other drugs),2019-11-09,449
X44 (accidental drug overdose; other drugs),2019-11-16,369
X44 (accidental drug overdose; other drugs),2019-11-23,361
X44 (accidental drug overdose; other drugs),2019-11-30,374
X44 (accidental drug overdose; other drugs),2019-12-07,423
X44 (accidental drug overdose; other drugs),2019-12-14,413
X44 (accidental drug overdose; other drugs),2019-12-21,368
X44 (accidental drug overdose; other drugs),2019-12-28,408
X44 (accidental drug overdose; other drugs),2020-01-04,406
X44 (accidental drug overdose; other drugs),2020-01-11,428
X44 (accidental drug overdose; other drugs),2020-01-18,440
X44 (accidental drug overdose; other drugs),2020-01-25,418
X44 (accidental drug overdose; other drugs),2020-02-01,418
X44 (accidental drug overdose; other drugs),2020-02-08,454
X44 (accidental drug overdose; other drugs),2020-02-15,406
X44 (accidental drug overdose; other drugs),2020-02-22,424
X44 (accidental drug overdose; other drugs),2020-02-29,462
X44 (accidental drug overdose; other drugs),2020-03-07,499
X44 (accidental drug overdose; other drugs),2020-03-14,493
X44 (accidental drug overdose; other drugs),2020-03-21,506
X44 (accidental drug overdose; other drugs),2020-03-28,500
X44 (accidental drug overdose; other drugs),2020-04-04,559
X44 (accidental drug overdose; other drugs),2020-04-11,565
X44 (accidental drug overdose; other drugs),2020-04-18,520
X44 (accidental drug overdose; other drugs),2020-04-25,608
X44 (accidental drug overdose; other drugs),2020-05-02,693
X44 (accidental drug overdose; other drugs),2020-05-09,725
X44 (accidental drug overdose; other drugs),2020-05-16,645
X44 (accidental drug overdose; other drugs),2020-05-23,706
X44 (accidental drug overdose; other drugs),2020-05-30,628
X44 (accidental drug overdose; other drugs),2020-06-06,620
X44 (accidental drug overdose; other drugs),2020-06-13,558
X44 (accidental drug overdose; other drugs),2020-06-20,582
X44 (accidental drug overdose; other drugs),2020-06-27,532
X44 (accidental drug overdose; other drugs),2020-07-04,579
X44 (accidental drug overdose; other drugs),2020-07-11,603
X44 (accidental drug overdose; other drugs),2020-07-18,568
X44 (accidental drug overdose; other drugs),2020-07-25,560
X44 (accidental drug overdose; other drugs),2020-08-01,603
X44 (accidental drug overdose; other drugs),2020-08-08,631
X44 (accidental drug overdose; other drugs),2020-08-15,631
X44 (accidental drug overdose; other drugs),2020-08-22,547
X44 (accidental drug overdose; other drugs),2020-08-29,562
X44 (accidental drug overdose; other drugs),2020-09-05,564
X44 (accidental drug overdose; other drugs),2020-09-12,522
X44 (accidental drug overdose; other drugs),2020-09-19,541
X44 (accidental drug overdose; other drugs),2020-09-26,564
X44 (accidental drug overdose; other drugs),2020-10-03,538
X44 (accidental drug overdose; other drugs),2020-10-10,518
X44 (accidental drug overdose; other drugs),2020-10-17,474
X44 (accidental drug overdose; other drugs),2020-10-24,473
X44 (accidental drug overdose; other drugs),2020-10-31,479
X44 (accidental drug overdose; other drugs),2020-11-07,614
X44 (accidental drug overdose; other drugs),2020-11-14,520
X44 (accidental drug overdose; other drugs),2020-11-21,522
X44 (accidental drug overdose; other drugs),2020-11-28,500
X44 (accidental drug overdose; other drugs),2020-12-05,526
X44 (accidental drug overdose; other drugs),2020-12-12,549
X44 (accidental drug overdose; other drugs),2020-12-19,528
X44 (accidental drug overdose; other drugs),2020-12-26,570
X44 (accidental drug overdose; other drugs),2021-01-02,610
X44 (accidental drug overdose; other drugs),2021-01-09,664
X44 (accidental drug overdose; other drugs),2021-01-16,605
X44 (accidental drug overdose; other drugs),2021-01-23,585
X44 (accidental drug overdose; other drugs),2021-01-30,578
X44 (accidental drug overdose; other drugs),2021-02-06,690
X44 (accidental drug overdose; other drugs),2021-02-13,662
X44 (accidental drug overdose; other drugs),2021-02-20,568
X44 (accidental drug overdose; other drugs),2021-02-27,597
X44 (accidental drug overdose; other drugs),2021-03-06,671
X44 (accidental drug overdose; other drugs),2021-03-13,672
X44 (accidental drug overdose; other drugs),2021-03-20,726
X44 (accidental drug overdose; other drugs),2021-03-27,766
X44 (accidental drug overdose; other drugs),2021-04-03,721
X44 (accidental drug overdose; other drugs),2021-04-10,750
X44 (accidental drug overdose; other drugs),2021-04-17,760
X44 (accidental drug overdose; other drugs),2021-04-24,730
X44 (accidental drug overdose; other drugs),2021-05-01,716
X44 (accidental drug overdose; other drugs),2021-05-08,742
X44 (accidental drug overdose; other drugs),2021-05-15,656
X44 (accidental drug overdose; other drugs),2021-05-22,692
X44 (accidental drug overdose; other drugs),2021-05-29,707
X44 (accidental drug overdose; other drugs),2021-06-05,683
X44 (accidental drug overdose; other drugs),2021-06-12,679
X44 (accidental drug overdose; other drugs),2021-06-19,655
X44 (accidental drug overdose; other drugs),2021-06-26,638
X44 (accidental drug overdose; other drugs),2021-07-03,675
X44 (accidental drug overdose; other drugs),2021-07-10,686
X44 (accidental drug overdose; other drugs),2021-07-17,653
X44 (accidental drug overdose; other drugs),2021-07-24,648
X44 (accidental drug overdose; other drugs),2021-07-31,647
X44 (accidental drug overdose; other drugs),2021-08-07,753
X44 (accidental drug overdose; other drugs),2021-08-14,653
X44 (accidental drug overdose; other drugs),2021-08-21,660
X44 (accidental drug overdose; other drugs),2021-08-28,672
X44 (accidental drug overdose; other drugs),2021-09-04,655
X44 (accidental drug overdose; other drugs),2021-09-11,674
X44 (accidental drug overdose; other drugs),2021-09-18,649
X44 (accidental drug overdose; other drugs),2021-09-25,661
X44 (accidental drug overdose; other drugs),2021-10-02,663
X44 (accidental drug overdose; other drugs),2021-10-09,692
X44 (accidental drug overdose; other drugs),2021-10-16,654
X44 (accidental drug overdose; other drugs),2021-10-23,610
X44 (accidental drug overdose; other drugs),2021-10-30,623
X44 (accidental drug overdose; other drugs),2021-11-06,697
X44 (accidental drug overdose; other drugs),2021-11-13,680
X44 (accidental drug overdose; other drugs),2021-11-20,631
X44 (accidental drug overdose; other drugs),2021-11-27,666
X44 (accidental drug overdose; other drugs),2021-12-04,597
X44 (accidental drug overdose; other drugs),2021-12-11,619
X44 (accidental drug overdose; other drugs),2021-12-18,604
X44 (accidental drug overdose; other drugs),2021-12-25,635
X44 (accidental drug overdose; other drugs),2022-01-01,641
X44 (accidental drug overdose; other drugs),2022-01-08,699
X44 (accidental drug overdose; other drugs),2022-01-15,622
X44 (accidental drug overdose; other drugs),2022-01-22,609
X44 (accidental drug overdose; other drugs),2022-01-29,614
X44 (accidental drug overdose; other drugs),2022-02-05,700
X44 (accidental drug overdose; other drugs),2022-02-12,719
X44 (accidental drug overdose; other drugs),2022-02-19,672
X44 (accidental drug overdose; other drugs),2022-02-26,660
X44 (accidental drug overdose; other drugs),2022-03-05,742
X44 (accidental drug overdose; other drugs),2022-03-12,738
X44 (accidental drug overdose; other drugs),2022-03-19,673
X44 (accidental drug overdose; other drugs),2022-03-26,643
X44 (accidental drug overdose; other drugs),2022-04-02,624
X44 (accidental drug overdose; other drugs),2022-04-09,683
X44 (accidental drug overdose; other drugs),2022-04-16,633
X44 (accidental drug overdose; other drugs),2022-04-23,611
X44 (accidental drug overdose; other drugs),2022-04-30,683
X44 (accidental drug overdose; other drugs),2022-05-07,696
X44 (accidental drug overdose; other drugs),2022-05-14,635
X44 (accidental drug overdose; other drugs),2022-05-21,614
X44 (accidental drug overdose; other drugs),2022-05-28,646
X44 (accidental drug overdose; other drugs),2022-06-04,599
X44 (accidental drug overdose; other drugs),2022-06-11,726
X44 (accidental drug overdose; other drugs),2022-06-18,685
X44 (accidental drug overdose; other drugs),2022-06-25,665
X44 (accidental drug overdose; other drugs),2022-07-02,663
X44 (accidental drug overdose; other drugs),2022-07-09,729
X44 (accidental drug overdose; other drugs),2022-07-16,684
X44 (accidental drug overdose; other drugs),2022-07-23,673
X44 (accidental drug overdose; other drugs),2022-07-30,638
X44 (accidental drug overdose; other drugs),2022-08-06,645
X44 (accidental drug overdose; other drugs),2022-08-13,686
X44 (accidental drug overdose; other drugs),2022-08-20,604
X44 (accidental drug overdose; other drugs),2022-08-27,644
X44 (accidental drug overdose; other drugs),2022-09-03,660
X44 (accidental drug overdose; other drugs),2022-09-10,741
X44 (accidental drug overdose; other drugs),2022-09-17,596
X44 (accidental drug overdose; other drugs),2022-09-24,616
X44 (accidental drug overdose; other drugs),2022-10-01,585
X44 (accidental drug overdose; other drugs),2022-10-08,711
X44 (accidental drug overdose; other drugs),2022-10-15,670
