year,age,dead,cause
2012,13,94,MCD malignant neoplasms
2012,14,124,MCD malignant neoplasms
2012,15,108,MCD malignant neoplasms
2012,16,115,MCD malignant neoplasms
2012,17,128,MCD malignant neoplasms
2012,18,163,MCD malignant neoplasms
2012,19,137,MCD malignant neoplasms
2012,20,170,MCD malignant neoplasms
2012,21,178,MCD malignant neoplasms
2012,22,239,MCD malignant neoplasms
2012,23,200,MCD malignant neoplasms
2012,24,201,MCD malignant neoplasms
2012,25,231,MCD malignant neoplasms
2012,26,239,MCD malignant neoplasms
2012,27,264,MCD malignant neoplasms
2012,28,338,MCD malignant neoplasms
2012,29,351,MCD malignant neoplasms
2012,30,390,MCD malignant neoplasms
2012,31,430,MCD malignant neoplasms
2012,32,465,MCD malignant neoplasms
2012,33,517,MCD malignant neoplasms
2012,34,574,MCD malignant neoplasms
2012,35,622,MCD malignant neoplasms
2012,36,662,MCD malignant neoplasms
2012,37,786,MCD malignant neoplasms
2012,38,828,MCD malignant neoplasms
2012,39,971,MCD malignant neoplasms
2012,40,1147,MCD malignant neoplasms
2012,41,1445,MCD malignant neoplasms
2012,42,1596,MCD malignant neoplasms
2012,43,1746,MCD malignant neoplasms
2012,44,1945,MCD malignant neoplasms
2012,45,2329,MCD malignant neoplasms
2012,46,2669,MCD malignant neoplasms
2012,47,3303,MCD malignant neoplasms
2012,48,3866,MCD malignant neoplasms
2012,49,4416,MCD malignant neoplasms
2012,50,5232,MCD malignant neoplasms
2012,51,6075,MCD malignant neoplasms
2012,52,6607,MCD malignant neoplasms
2012,53,7372,MCD malignant neoplasms
2012,54,8131,MCD malignant neoplasms
2012,55,8996,MCD malignant neoplasms
2012,56,9536,MCD malignant neoplasms
2012,57,10225,MCD malignant neoplasms
2012,58,10964,MCD malignant neoplasms
2012,59,11634,MCD malignant neoplasms
2012,60,12185,MCD malignant neoplasms
2012,61,12707,MCD malignant neoplasms
2012,62,13392,MCD malignant neoplasms
2012,63,14174,MCD malignant neoplasms
2012,64,15315,MCD malignant neoplasms
2012,65,16932,MCD malignant neoplasms
2012,66,14228,MCD malignant neoplasms
2012,67,14663,MCD malignant neoplasms
2012,68,16121,MCD malignant neoplasms
2012,69,17518,MCD malignant neoplasms
2012,70,16714,MCD malignant neoplasms
2012,71,16388,MCD malignant neoplasms
2012,72,16409,MCD malignant neoplasms
2012,73,16760,MCD malignant neoplasms
2012,74,16863,MCD malignant neoplasms
2012,75,16759,MCD malignant neoplasms
2012,76,17085,MCD malignant neoplasms
2012,77,17390,MCD malignant neoplasms
2012,78,16774,MCD malignant neoplasms
2012,79,17236,MCD malignant neoplasms
2012,80,17488,MCD malignant neoplasms
2012,81,17506,MCD malignant neoplasms
2012,82,17565,MCD malignant neoplasms
2012,83,16970,MCD malignant neoplasms
2012,84,16647,MCD malignant neoplasms
2012,85,16106,MCD malignant neoplasms
2012,86,15066,MCD malignant neoplasms
2012,87,14234,MCD malignant neoplasms
2012,88,12921,MCD malignant neoplasms
2012,89,11714,MCD malignant neoplasms
2012,90,10259,MCD malignant neoplasms
2012,91,8650,MCD malignant neoplasms
2012,92,6909,MCD malignant neoplasms
2012,93,5388,MCD malignant neoplasms
2012,94,4396,MCD malignant neoplasms
2012,95,3330,MCD malignant neoplasms
2012,96,2499,MCD malignant neoplasms
2012,97,1851,MCD malignant neoplasms
2012,98,1269,MCD malignant neoplasms
2012,99,861,MCD malignant neoplasms
2012,100,1362,MCD malignant neoplasms
2013,0,73,MCD malignant neoplasms
2013,1,74,MCD malignant neoplasms
2013,2,85,MCD malignant neoplasms
2013,3,106,MCD malignant neoplasms
2013,4,84,MCD malignant neoplasms
2013,5,99,MCD malignant neoplasms
2013,6,94,MCD malignant neoplasms
2013,7,82,MCD malignant neoplasms
2013,8,88,MCD malignant neoplasms
2013,9,101,MCD malignant neoplasms
2013,10,92,MCD malignant neoplasms
2013,11,83,MCD malignant neoplasms
2013,12,90,MCD malignant neoplasms
2013,13,89,MCD malignant neoplasms
2013,14,118,MCD malignant neoplasms
2013,15,127,MCD malignant neoplasms
2013,16,111,MCD malignant neoplasms
2013,17,119,MCD malignant neoplasms
2013,18,134,MCD malignant neoplasms
2013,19,162,MCD malignant neoplasms
2013,20,159,MCD malignant neoplasms
2013,21,147,MCD malignant neoplasms
2013,22,194,MCD malignant neoplasms
2013,23,198,MCD malignant neoplasms
2013,24,214,MCD malignant neoplasms
2013,25,241,MCD malignant neoplasms
2013,26,249,MCD malignant neoplasms
2013,27,297,MCD malignant neoplasms
2013,28,311,MCD malignant neoplasms
2013,29,336,MCD malignant neoplasms
2013,30,367,MCD malignant neoplasms
2013,31,450,MCD malignant neoplasms
2013,32,462,MCD malignant neoplasms
2013,33,515,MCD malignant neoplasms
2013,34,627,MCD malignant neoplasms
2013,35,637,MCD malignant neoplasms
2013,36,645,MCD malignant neoplasms
2013,37,806,MCD malignant neoplasms
2013,38,895,MCD malignant neoplasms
2013,39,945,MCD malignant neoplasms
2013,40,1125,MCD malignant neoplasms
2013,41,1329,MCD malignant neoplasms
2013,42,1588,MCD malignant neoplasms
2013,43,1836,MCD malignant neoplasms
2013,44,1987,MCD malignant neoplasms
2013,45,2282,MCD malignant neoplasms
2013,46,2652,MCD malignant neoplasms
2013,47,3099,MCD malignant neoplasms
2013,48,3508,MCD malignant neoplasms
2013,49,4356,MCD malignant neoplasms
2013,50,4884,MCD malignant neoplasms
2013,51,5749,MCD malignant neoplasms
2013,52,6388,MCD malignant neoplasms
2013,53,7245,MCD malignant neoplasms
2013,54,8007,MCD malignant neoplasms
2013,55,8813,MCD malignant neoplasms
2013,56,9583,MCD malignant neoplasms
2013,57,10393,MCD malignant neoplasms
2013,58,11198,MCD malignant neoplasms
2013,59,11546,MCD malignant neoplasms
2013,60,12291,MCD malignant neoplasms
2013,61,12796,MCD malignant neoplasms
2013,62,13409,MCD malignant neoplasms
2013,63,14262,MCD malignant neoplasms
2013,64,15163,MCD malignant neoplasms
2013,65,16153,MCD malignant neoplasms
2013,66,17855,MCD malignant neoplasms
2013,67,15085,MCD malignant neoplasms
2013,68,15364,MCD malignant neoplasms
2013,69,16673,MCD malignant neoplasms
2013,70,18186,MCD malignant neoplasms
2013,71,17144,MCD malignant neoplasms
2013,72,16790,MCD malignant neoplasms
2013,73,16663,MCD malignant neoplasms
2013,74,17019,MCD malignant neoplasms
2013,75,17173,MCD malignant neoplasms
2013,76,16919,MCD malignant neoplasms
2013,77,17205,MCD malignant neoplasms
2013,78,17186,MCD malignant neoplasms
2013,79,16588,MCD malignant neoplasms
2013,80,16915,MCD malignant neoplasms
2013,81,17124,MCD malignant neoplasms
2013,82,17243,MCD malignant neoplasms
2013,83,17140,MCD malignant neoplasms
2013,84,16498,MCD malignant neoplasms
2013,85,15990,MCD malignant neoplasms
2013,86,15198,MCD malignant neoplasms
2013,87,14092,MCD malignant neoplasms
2013,88,12917,MCD malignant neoplasms
2013,89,11768,MCD malignant neoplasms
2013,90,9959,MCD malignant neoplasms
2013,91,8880,MCD malignant neoplasms
2013,92,7468,MCD malignant neoplasms
2013,93,5929,MCD malignant neoplasms
2013,94,4307,MCD malignant neoplasms
2013,95,3400,MCD malignant neoplasms
2013,96,2548,MCD malignant neoplasms
2013,97,1771,MCD malignant neoplasms
2013,98,1322,MCD malignant neoplasms
2013,99,839,MCD malignant neoplasms
2013,100,1311,MCD malignant neoplasms
2014,0,59,MCD malignant neoplasms
2014,1,78,MCD malignant neoplasms
2014,2,78,MCD malignant neoplasms
2014,3,84,MCD malignant neoplasms
2014,4,100,MCD malignant neoplasms
2014,5,104,MCD malignant neoplasms
2014,6,85,MCD malignant neoplasms
2014,7,78,MCD malignant neoplasms
2014,8,91,MCD malignant neoplasms
2014,9,90,MCD malignant neoplasms
2014,10,74,MCD malignant neoplasms
2014,11,66,MCD malignant neoplasms
2014,12,95,MCD malignant neoplasms
2014,13,97,MCD malignant neoplasms
2014,14,95,MCD malignant neoplasms
2014,15,105,MCD malignant neoplasms
2014,16,104,MCD malignant neoplasms
2014,17,129,MCD malignant neoplasms
2014,18,149,MCD malignant neoplasms
2014,19,148,MCD malignant neoplasms
2014,20,177,MCD malignant neoplasms
2014,21,169,MCD malignant neoplasms
2014,22,196,MCD malignant neoplasms
2014,23,207,MCD malignant neoplasms
2014,24,249,MCD malignant neoplasms
2014,25,221,MCD malignant neoplasms
2014,26,265,MCD malignant neoplasms
2014,27,297,MCD malignant neoplasms
2014,28,300,MCD malignant neoplasms
2014,29,340,MCD malignant neoplasms
2014,30,362,MCD malignant neoplasms
2014,31,436,MCD malignant neoplasms
2014,32,454,MCD malignant neoplasms
2014,33,507,MCD malignant neoplasms
2014,34,601,MCD malignant neoplasms
2014,35,683,MCD malignant neoplasms
2014,36,728,MCD malignant neoplasms
2014,37,803,MCD malignant neoplasms
2014,38,868,MCD malignant neoplasms
2014,39,933,MCD malignant neoplasms
2014,40,1055,MCD malignant neoplasms
2014,41,1235,MCD malignant neoplasms
2014,42,1543,MCD malignant neoplasms
2014,43,1792,MCD malignant neoplasms
2014,44,2044,MCD malignant neoplasms
2014,45,2195,MCD malignant neoplasms
2014,46,2492,MCD malignant neoplasms
2014,47,2843,MCD malignant neoplasms
2014,48,3418,MCD malignant neoplasms
2014,49,4133,MCD malignant neoplasms
2014,50,4827,MCD malignant neoplasms
2014,51,5535,MCD malignant neoplasms
2014,52,6270,MCD malignant neoplasms
2014,53,7129,MCD malignant neoplasms
2014,54,7933,MCD malignant neoplasms
2014,55,8974,MCD malignant neoplasms
2014,56,9733,MCD malignant neoplasms
2014,57,10779,MCD malignant neoplasms
2014,58,11196,MCD malignant neoplasms
2014,59,11840,MCD malignant neoplasms
2014,60,12673,MCD malignant neoplasms
2014,61,13478,MCD malignant neoplasms
2014,62,13879,MCD malignant neoplasms
2014,63,14278,MCD malignant neoplasms
2014,64,14880,MCD malignant neoplasms
2014,65,15745,MCD malignant neoplasms
2014,66,16990,MCD malignant neoplasms
2014,67,18577,MCD malignant neoplasms
2014,68,15662,MCD malignant neoplasms
2014,69,16103,MCD malignant neoplasms
2014,70,17050,MCD malignant neoplasms
2014,71,18667,MCD malignant neoplasms
2014,72,17834,MCD malignant neoplasms
2014,73,17125,MCD malignant neoplasms
2014,74,17107,MCD malignant neoplasms
2014,75,17419,MCD malignant neoplasms
2014,76,17765,MCD malignant neoplasms
2014,77,17144,MCD malignant neoplasms
2014,78,17212,MCD malignant neoplasms
2014,79,17292,MCD malignant neoplasms
2014,80,16728,MCD malignant neoplasms
2014,81,16904,MCD malignant neoplasms
2014,82,16809,MCD malignant neoplasms
2014,83,16757,MCD malignant neoplasms
2014,84,16624,MCD malignant neoplasms
2014,85,15457,MCD malignant neoplasms
2014,86,14999,MCD malignant neoplasms
2014,87,14352,MCD malignant neoplasms
2014,88,12799,MCD malignant neoplasms
2014,89,11651,MCD malignant neoplasms
2014,90,10417,MCD malignant neoplasms
2014,91,8922,MCD malignant neoplasms
2014,92,7542,MCD malignant neoplasms
2014,93,6269,MCD malignant neoplasms
2014,94,4869,MCD malignant neoplasms
2014,95,3448,MCD malignant neoplasms
2014,96,2673,MCD malignant neoplasms
2014,97,1889,MCD malignant neoplasms
2014,98,1335,MCD malignant neoplasms
2014,99,896,MCD malignant neoplasms
2014,100,1412,MCD malignant neoplasms
2015,0,62,MCD malignant neoplasms
2015,1,92,MCD malignant neoplasms
2015,2,90,MCD malignant neoplasms
2015,3,106,MCD malignant neoplasms
2015,4,83,MCD malignant neoplasms
2015,5,102,MCD malignant neoplasms
2015,6,105,MCD malignant neoplasms
2015,7,85,MCD malignant neoplasms
2015,8,86,MCD malignant neoplasms
2015,9,77,MCD malignant neoplasms
2015,10,70,MCD malignant neoplasms
2015,11,82,MCD malignant neoplasms
2015,12,85,MCD malignant neoplasms
2015,13,88,MCD malignant neoplasms
2015,14,123,MCD malignant neoplasms
2015,15,118,MCD malignant neoplasms
2015,16,125,MCD malignant neoplasms
2015,17,130,MCD malignant neoplasms
2015,18,122,MCD malignant neoplasms
2015,19,118,MCD malignant neoplasms
2015,20,144,MCD malignant neoplasms
2015,21,168,MCD malignant neoplasms
2015,22,197,MCD malignant neoplasms
2015,23,187,MCD malignant neoplasms
2015,24,225,MCD malignant neoplasms
2015,25,228,MCD malignant neoplasms
2015,26,239,MCD malignant neoplasms
2015,27,288,MCD malignant neoplasms
2015,28,307,MCD malignant neoplasms
2015,29,341,MCD malignant neoplasms
2015,30,390,MCD malignant neoplasms
2015,31,400,MCD malignant neoplasms
2015,32,504,MCD malignant neoplasms
2015,33,529,MCD malignant neoplasms
2015,34,631,MCD malignant neoplasms
2015,35,674,MCD malignant neoplasms
2015,36,766,MCD malignant neoplasms
2015,37,771,MCD malignant neoplasms
2015,38,881,MCD malignant neoplasms
2015,39,940,MCD malignant neoplasms
2015,40,1076,MCD malignant neoplasms
2015,41,1262,MCD malignant neoplasms
2015,42,1384,MCD malignant neoplasms
2015,43,1649,MCD malignant neoplasms
2015,44,1969,MCD malignant neoplasms
2015,45,2166,MCD malignant neoplasms
2015,46,2497,MCD malignant neoplasms
2015,47,2729,MCD malignant neoplasms
2015,48,3209,MCD malignant neoplasms
2015,49,3771,MCD malignant neoplasms
2015,50,4517,MCD malignant neoplasms
2015,51,5336,MCD malignant neoplasms
2015,52,6082,MCD malignant neoplasms
2015,53,6922,MCD malignant neoplasms
2015,54,7816,MCD malignant neoplasms
2015,55,8690,MCD malignant neoplasms
2015,56,9743,MCD malignant neoplasms
2015,57,10669,MCD malignant neoplasms
2015,58,11382,MCD malignant neoplasms
2015,59,12203,MCD malignant neoplasms
2015,60,12686,MCD malignant neoplasms
2015,61,13599,MCD malignant neoplasms
2015,62,13882,MCD malignant neoplasms
2015,63,14732,MCD malignant neoplasms
2015,64,15035,MCD malignant neoplasms
2015,65,15696,MCD malignant neoplasms
2015,66,16930,MCD malignant neoplasms
2015,67,17824,MCD malignant neoplasms
2015,68,19225,MCD malignant neoplasms
2015,69,16526,MCD malignant neoplasms
2015,70,16876,MCD malignant neoplasms
2015,71,17950,MCD malignant neoplasms
2015,72,19249,MCD malignant neoplasms
2015,73,18146,MCD malignant neoplasms
2015,74,17495,MCD malignant neoplasms
2015,75,17495,MCD malignant neoplasms
2015,76,17533,MCD malignant neoplasms
2015,77,17676,MCD malignant neoplasms
2015,78,17335,MCD malignant neoplasms
2015,79,17168,MCD malignant neoplasms
2015,80,17267,MCD malignant neoplasms
2015,81,16346,MCD malignant neoplasms
2015,82,16315,MCD malignant neoplasms
2015,83,16511,MCD malignant neoplasms
2015,84,16177,MCD malignant neoplasms
2015,85,15775,MCD malignant neoplasms
2015,86,14651,MCD malignant neoplasms
2015,87,14202,MCD malignant neoplasms
2015,88,13162,MCD malignant neoplasms
2015,89,11685,MCD malignant neoplasms
2015,90,10611,MCD malignant neoplasms
2015,91,9281,MCD malignant neoplasms
2015,92,7708,MCD malignant neoplasms
2015,93,6577,MCD malignant neoplasms
2015,94,5117,MCD malignant neoplasms
2015,95,3795,MCD malignant neoplasms
2015,96,2787,MCD malignant neoplasms
2015,97,1994,MCD malignant neoplasms
2015,98,1332,MCD malignant neoplasms
2015,99,944,MCD malignant neoplasms
2015,100,1533,MCD malignant neoplasms
2016,0,73,MCD malignant neoplasms
2016,1,86,MCD malignant neoplasms
2016,2,95,MCD malignant neoplasms
2016,3,107,MCD malignant neoplasms
2016,4,106,MCD malignant neoplasms
2016,5,97,MCD malignant neoplasms
2016,6,89,MCD malignant neoplasms
2016,7,97,MCD malignant neoplasms
2016,8,100,MCD malignant neoplasms
2016,9,85,MCD malignant neoplasms
2016,10,79,MCD malignant neoplasms
2016,11,87,MCD malignant neoplasms
2016,12,91,MCD malignant neoplasms
2016,13,87,MCD malignant neoplasms
2016,14,109,MCD malignant neoplasms
2016,15,105,MCD malignant neoplasms
2016,16,126,MCD malignant neoplasms
2016,17,132,MCD malignant neoplasms
2016,18,117,MCD malignant neoplasms
2016,19,145,MCD malignant neoplasms
2016,20,132,MCD malignant neoplasms
2016,21,162,MCD malignant neoplasms
2016,22,193,MCD malignant neoplasms
2016,23,183,MCD malignant neoplasms
2016,24,202,MCD malignant neoplasms
2016,25,223,MCD malignant neoplasms
2016,26,238,MCD malignant neoplasms
2016,27,305,MCD malignant neoplasms
2016,28,316,MCD malignant neoplasms
2016,29,359,MCD malignant neoplasms
2016,30,396,MCD malignant neoplasms
2016,31,466,MCD malignant neoplasms
2016,32,497,MCD malignant neoplasms
2016,33,533,MCD malignant neoplasms
2016,34,616,MCD malignant neoplasms
2016,35,703,MCD malignant neoplasms
2016,36,755,MCD malignant neoplasms
2016,37,811,MCD malignant neoplasms
2016,38,908,MCD malignant neoplasms
2016,39,1056,MCD malignant neoplasms
2016,40,1135,MCD malignant neoplasms
2016,41,1206,MCD malignant neoplasms
2016,42,1330,MCD malignant neoplasms
2016,43,1659,MCD malignant neoplasms
2016,44,1789,MCD malignant neoplasms
2016,45,2229,MCD malignant neoplasms
2016,46,2528,MCD malignant neoplasms
2016,47,2793,MCD malignant neoplasms
2016,48,3125,MCD malignant neoplasms
2016,49,3607,MCD malignant neoplasms
2016,50,4106,MCD malignant neoplasms
2016,51,4945,MCD malignant neoplasms
2016,52,5746,MCD malignant neoplasms
2016,53,6671,MCD malignant neoplasms
2016,54,7452,MCD malignant neoplasms
2016,55,8670,MCD malignant neoplasms
2016,56,9228,MCD malignant neoplasms
2016,57,10361,MCD malignant neoplasms
2016,58,11306,MCD malignant neoplasms
2016,59,12328,MCD malignant neoplasms
2016,60,13003,MCD malignant neoplasms
2016,61,13827,MCD malignant neoplasms
2016,62,14233,MCD malignant neoplasms
2016,63,14732,MCD malignant neoplasms
2016,64,15504,MCD malignant neoplasms
2016,65,15916,MCD malignant neoplasms
2016,66,16343,MCD malignant neoplasms
2016,67,17471,MCD malignant neoplasms
2016,68,18405,MCD malignant neoplasms
2016,69,20364,MCD malignant neoplasms
2016,70,16635,MCD malignant neoplasms
2016,71,17018,MCD malignant neoplasms
2016,72,18130,MCD malignant neoplasms
2016,73,19457,MCD malignant neoplasms
2016,74,18635,MCD malignant neoplasms
2016,75,18136,MCD malignant neoplasms
2016,76,17580,MCD malignant neoplasms
2016,77,17909,MCD malignant neoplasms
2016,78,17793,MCD malignant neoplasms
2016,79,17314,MCD malignant neoplasms
2016,80,17339,MCD malignant neoplasms
2016,81,16979,MCD malignant neoplasms
2016,82,16065,MCD malignant neoplasms
2016,83,16130,MCD malignant neoplasms
2016,84,15949,MCD malignant neoplasms
2016,85,15516,MCD malignant neoplasms
2016,86,15038,MCD malignant neoplasms
2016,87,13994,MCD malignant neoplasms
2016,88,13095,MCD malignant neoplasms
2016,89,12235,MCD malignant neoplasms
2016,90,10469,MCD malignant neoplasms
2016,91,9314,MCD malignant neoplasms
2016,92,7706,MCD malignant neoplasms
2016,93,6413,MCD malignant neoplasms
2016,94,5238,MCD malignant neoplasms
2016,95,4019,MCD malignant neoplasms
2016,96,3018,MCD malignant neoplasms
2016,97,1995,MCD malignant neoplasms
2016,98,1478,MCD malignant neoplasms
2016,99,906,MCD malignant neoplasms
2016,100,1607,MCD malignant neoplasms
2017,0,64,MCD malignant neoplasms
2017,1,81,MCD malignant neoplasms
2017,2,85,MCD malignant neoplasms
2017,3,86,MCD malignant neoplasms
2017,4,92,MCD malignant neoplasms
2017,5,90,MCD malignant neoplasms
2017,6,83,MCD malignant neoplasms
2017,7,97,MCD malignant neoplasms
2017,8,79,MCD malignant neoplasms
2017,9,93,MCD malignant neoplasms
2017,10,104,MCD malignant neoplasms
2017,11,69,MCD malignant neoplasms
2017,12,85,MCD malignant neoplasms
2017,13,103,MCD malignant neoplasms
2017,14,99,MCD malignant neoplasms
2017,15,112,MCD malignant neoplasms
2017,16,106,MCD malignant neoplasms
2017,17,120,MCD malignant neoplasms
2017,18,120,MCD malignant neoplasms
2017,19,133,MCD malignant neoplasms
2017,20,166,MCD malignant neoplasms
2017,21,159,MCD malignant neoplasms
2017,22,136,MCD malignant neoplasms
2017,23,199,MCD malignant neoplasms
2017,24,199,MCD malignant neoplasms
2017,25,223,MCD malignant neoplasms
2017,26,242,MCD malignant neoplasms
2017,27,271,MCD malignant neoplasms
2017,28,299,MCD malignant neoplasms
2017,29,333,MCD malignant neoplasms
2017,30,370,MCD malignant neoplasms
2017,31,405,MCD malignant neoplasms
2017,32,455,MCD malignant neoplasms
2017,33,588,MCD malignant neoplasms
2017,34,624,MCD malignant neoplasms
2017,35,657,MCD malignant neoplasms
2017,36,776,MCD malignant neoplasms
2017,37,929,MCD malignant neoplasms
2017,38,900,MCD malignant neoplasms
2017,39,1022,MCD malignant neoplasms
2017,40,1177,MCD malignant neoplasms
2017,41,1226,MCD malignant neoplasms
2017,42,1423,MCD malignant neoplasms
2017,43,1540,MCD malignant neoplasms
2017,44,1713,MCD malignant neoplasms
2017,45,2088,MCD malignant neoplasms
2017,46,2484,MCD malignant neoplasms
2017,47,2779,MCD malignant neoplasms
2017,48,3019,MCD malignant neoplasms
2017,49,3348,MCD malignant neoplasms
2017,50,4048,MCD malignant neoplasms
2017,51,4680,MCD malignant neoplasms
2017,52,5454,MCD malignant neoplasms
2017,53,6185,MCD malignant neoplasms
2017,54,7119,MCD malignant neoplasms
2017,55,8167,MCD malignant neoplasms
2017,56,9084,MCD malignant neoplasms
2017,57,10146,MCD malignant neoplasms
2017,58,11033,MCD malignant neoplasms
2017,59,11974,MCD malignant neoplasms
2017,60,12939,MCD malignant neoplasms
2017,61,13636,MCD malignant neoplasms
2017,62,14282,MCD malignant neoplasms
2017,63,14904,MCD malignant neoplasms
2017,64,15783,MCD malignant neoplasms
2017,65,16356,MCD malignant neoplasms
2017,66,16544,MCD malignant neoplasms
2017,67,17200,MCD malignant neoplasms
2017,68,18152,MCD malignant neoplasms
2017,69,19315,MCD malignant neoplasms
2017,70,20868,MCD malignant neoplasms
2017,71,17264,MCD malignant neoplasms
2017,72,17694,MCD malignant neoplasms
2017,73,18632,MCD malignant neoplasms
2017,74,20120,MCD malignant neoplasms
2017,75,18582,MCD malignant neoplasms
2017,76,17882,MCD malignant neoplasms
2017,77,17891,MCD malignant neoplasms
2017,78,18108,MCD malignant neoplasms
2017,79,17908,MCD malignant neoplasms
2017,80,17551,MCD malignant neoplasms
2017,81,17034,MCD malignant neoplasms
2017,82,16839,MCD malignant neoplasms
2017,83,16166,MCD malignant neoplasms
2017,84,15688,MCD malignant neoplasms
2017,85,15372,MCD malignant neoplasms
2017,86,14896,MCD malignant neoplasms
2017,87,14089,MCD malignant neoplasms
2017,88,12888,MCD malignant neoplasms
2017,89,11919,MCD malignant neoplasms
2017,90,10735,MCD malignant neoplasms
2017,91,9212,MCD malignant neoplasms
2017,92,8056,MCD malignant neoplasms
2017,93,6705,MCD malignant neoplasms
2017,94,5333,MCD malignant neoplasms
2017,95,4242,MCD malignant neoplasms
2017,96,3141,MCD malignant neoplasms
2017,97,2225,MCD malignant neoplasms
2017,98,1515,MCD malignant neoplasms
2017,99,1072,MCD malignant neoplasms
2017,100,1617,MCD malignant neoplasms
1999,0,68,UCD malignant neoplasms
1999,1,79,UCD malignant neoplasms
1999,2,106,UCD malignant neoplasms
1999,3,110,UCD malignant neoplasms
1999,4,123,UCD malignant neoplasms
1999,5,123,UCD malignant neoplasms
1999,6,112,UCD malignant neoplasms
1999,7,90,UCD malignant neoplasms
1999,8,95,UCD malignant neoplasms
1999,9,89,UCD malignant neoplasms
1999,10,100,UCD malignant neoplasms
1999,11,102,UCD malignant neoplasms
1999,12,98,UCD malignant neoplasms
1999,13,99,UCD malignant neoplasms
1999,14,104,UCD malignant neoplasms
1999,15,119,UCD malignant neoplasms
1999,16,157,UCD malignant neoplasms
1999,17,149,UCD malignant neoplasms
1999,18,151,UCD malignant neoplasms
1999,19,169,UCD malignant neoplasms
1999,20,217,UCD malignant neoplasms
1999,21,185,UCD malignant neoplasms
1999,22,187,UCD malignant neoplasms
1999,23,196,UCD malignant neoplasms
1999,24,194,UCD malignant neoplasms
1999,25,205,UCD malignant neoplasms
1999,26,260,UCD malignant neoplasms
1999,27,270,UCD malignant neoplasms
1999,28,309,UCD malignant neoplasms
1999,29,385,UCD malignant neoplasms
1999,30,361,UCD malignant neoplasms
1999,31,460,UCD malignant neoplasms
1999,32,496,UCD malignant neoplasms
1999,33,549,UCD malignant neoplasms
1999,34,710,UCD malignant neoplasms
1999,35,854,UCD malignant neoplasms
1999,36,924,UCD malignant neoplasms
1999,37,1152,UCD malignant neoplasms
1999,38,1339,UCD malignant neoplasms
1999,39,1495,UCD malignant neoplasms
1999,40,1622,UCD malignant neoplasms
1999,41,1977,UCD malignant neoplasms
1999,42,2144,UCD malignant neoplasms
1999,43,2458,UCD malignant neoplasms
1999,44,2767,UCD malignant neoplasms
1999,45,3026,UCD malignant neoplasms
1999,46,3371,UCD malignant neoplasms
1999,47,3578,UCD malignant neoplasms
1999,48,4016,UCD malignant neoplasms
1999,49,4421,UCD malignant neoplasms
1999,50,4880,UCD malignant neoplasms
1999,51,5494,UCD malignant neoplasms
1999,52,6310,UCD malignant neoplasms
1999,53,5512,UCD malignant neoplasms
1999,54,6073,UCD malignant neoplasms
1999,55,6829,UCD malignant neoplasms
1999,56,7830,UCD malignant neoplasms
1999,57,7623,UCD malignant neoplasms
1999,58,7944,UCD malignant neoplasms
1999,59,8411,UCD malignant neoplasms
1999,60,8933,UCD malignant neoplasms
1999,61,9696,UCD malignant neoplasms
1999,62,9912,UCD malignant neoplasms
1999,63,10382,UCD malignant neoplasms
1999,64,11507,UCD malignant neoplasms
1999,65,11701,UCD malignant neoplasms
1999,66,12412,UCD malignant neoplasms
1999,67,13071,UCD malignant neoplasms
1999,68,14293,UCD malignant neoplasms
1999,69,15337,UCD malignant neoplasms
1999,70,15573,UCD malignant neoplasms
1999,71,16666,UCD malignant neoplasms
1999,72,17411,UCD malignant neoplasms
1999,73,17718,UCD malignant neoplasms
1999,74,18156,UCD malignant neoplasms
1999,75,18249,UCD malignant neoplasms
1999,76,18237,UCD malignant neoplasms
1999,77,18304,UCD malignant neoplasms
1999,78,17892,UCD malignant neoplasms
1999,79,17192,UCD malignant neoplasms
1999,80,15935,UCD malignant neoplasms
1999,81,15585,UCD malignant neoplasms
1999,82,14636,UCD malignant neoplasms
1999,83,13729,UCD malignant neoplasms
1999,84,13011,UCD malignant neoplasms
1999,85,11912,UCD malignant neoplasms
1999,86,10944,UCD malignant neoplasms
1999,87,9489,UCD malignant neoplasms
1999,88,8499,UCD malignant neoplasms
1999,89,7197,UCD malignant neoplasms
1999,90,6010,UCD malignant neoplasms
1999,91,4964,UCD malignant neoplasms
1999,92,4140,UCD malignant neoplasms
1999,93,3160,UCD malignant neoplasms
1999,94,2428,UCD malignant neoplasms
1999,95,1926,UCD malignant neoplasms
1999,96,1431,UCD malignant neoplasms
1999,97,1014,UCD malignant neoplasms
1999,98,664,UCD malignant neoplasms
1999,99,457,UCD malignant neoplasms
1999,100,779,UCD malignant neoplasms
2000,0,92,UCD malignant neoplasms
2000,1,95,UCD malignant neoplasms
2000,2,100,UCD malignant neoplasms
2000,3,117,UCD malignant neoplasms
2000,4,108,UCD malignant neoplasms
2000,5,123,UCD malignant neoplasms
2000,6,97,UCD malignant neoplasms
2000,7,98,UCD malignant neoplasms
2000,8,92,UCD malignant neoplasms
2000,9,79,UCD malignant neoplasms
2000,10,92,UCD malignant neoplasms
2000,11,106,UCD malignant neoplasms
2000,12,110,UCD malignant neoplasms
2000,13,103,UCD malignant neoplasms
2000,14,114,UCD malignant neoplasms
2000,15,131,UCD malignant neoplasms
2000,16,141,UCD malignant neoplasms
2000,17,152,UCD malignant neoplasms
2000,18,150,UCD malignant neoplasms
2000,19,171,UCD malignant neoplasms
