cause,year,month,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Deaths involving COVID-19,2022,June,"First dose, less than 21 days ago",0,1522,,,,
Deaths involving COVID-19,2022,June,"First dose, at least 21 days ago",12,119095,64.2,u,28.8,118.8
Deaths involving COVID-19,2022,June,"Second dose, less than 21 days ago",0,6688,,,,
Deaths involving COVID-19,2022,June,"Second dose, between 21 days and 6 months ago",0,162953,,,,
Deaths involving COVID-19,2022,June,"Second dose, at least 6 months ago",65,424743,63.5,,47.9,82.4
Deaths involving COVID-19,2022,June,"Third dose or booster, less than 21 days ago",1,10105,,,,
Deaths involving COVID-19,2022,June,"Third dose or booster, at least 21 days ago",880,2490225,24.5,,22.9,26.1
Deaths involving COVID-19,2022,June,Ever vaccinated,958,3215330,25.7,,24.0,27.3
Deaths involving COVID-19,2022,July,Unvaccinated,173,576402,164.0,,138.8,189.1
Deaths involving COVID-19,2022,July,"First dose, less than 21 days ago",2,1221,,,,
Deaths involving COVID-19,2022,July,"First dose, at least 21 days ago",22,115163,161.0,,97.6,248.3
Deaths involving COVID-19,2022,July,"Second dose, less than 21 days ago",1,7195,,,,
Deaths involving COVID-19,2022,July,"Second dose, between 21 days and 6 months ago",4,128355,,,,
Deaths involving COVID-19,2022,July,"Second dose, at least 6 months ago",157,475002,147.5,,122.6,172.4
Deaths involving COVID-19,2022,July,"Third dose or booster, less than 21 days ago",2,9411,,,,
Deaths involving COVID-19,2022,July,"Third dose or booster, at least 21 days ago",2354,2585234,62.7,,60.2,65.3
Deaths involving COVID-19,2022,July,Ever vaccinated,2542,3321581,65.5,,62.9,68.0
Deaths involving COVID-19,2022,August,Unvaccinated,102,579517,95.3,,76.2,114.4
Deaths involving COVID-19,2022,August,"First dose, less than 21 days ago",0,923,,,,
Deaths involving COVID-19,2022,August,"First dose, at least 21 days ago",15,110295,95.2,u,49.8,162.3
Deaths involving COVID-19,2022,August,"Second dose, less than 21 days ago",0,4024,,,,
Deaths involving COVID-19,2022,August,"Second dose, between 21 days and 6 months ago",2,88111,,,,
Deaths involving COVID-19,2022,August,"Second dose, at least 6 months ago",103,514588,102.2,,81.2,123.2
Deaths involving COVID-19,2022,August,"Third dose or booster, less than 21 days ago",0,6607,,,,
Deaths involving COVID-19,2022,August,"Third dose or booster, at least 21 days ago",1543,2595715,41.2,,39.1,43.3
Deaths involving COVID-19,2022,August,Ever vaccinated,1663,3320264,43.0,,40.9,45.0
Deaths involving COVID-19,2022,September,Unvaccinated,52,564478,46.1,,33.8,61.3
Deaths involving COVID-19,2022,September,"First dose, less than 21 days ago",0,495,,,,
Deaths involving COVID-19,2022,September,"First dose, at least 21 days ago",13,105362,102.6,u,53.4,177.4
Deaths involving COVID-19,2022,September,"Second dose, less than 21 days ago",0,1605,,,,
Deaths involving COVID-19,2022,September,"Second dose, between 21 days and 6 months ago",0,61881,,,,
Deaths involving COVID-19,2022,September,"Second dose, at least 6 months ago",45,521618,46.7,,33.3,63.4
Deaths involving COVID-19,2022,September,"Third dose or booster, less than 21 days ago",0,2469,,,,
Deaths involving COVID-19,2022,September,"Third dose or booster, at least 21 days ago",922,2517875,25.3,,23.6,26.9
Deaths involving COVID-19,2022,September,Ever vaccinated,980,3211306,26.0,,24.3,27.6
Deaths involving COVID-19,2022,October ,Unvaccinated,125,587345,118.0,,96.6,139.4
Deaths involving COVID-19,2022,October ,"First dose, less than 21 days ago",0,441,,,,
Deaths involving COVID-19,2022,October,"First dose, at least 21 days ago",24,107708,172.4,,106.9,261.5
Deaths involving COVID-19,2022,October,"Second dose, less than 21 days ago",0,1339,,,,
Deaths involving COVID-19,2022,October,"Second dose, between 21 days and 6 months ago",1,45200,,,,
Deaths involving COVID-19,2022,October,"Second dose, at least 6 months ago",110,559079,109.0,,87.3,130.7
Deaths involving COVID-19,2022,October,"Third dose or booster, less than 21 days ago",0,427,,,,
Deaths involving COVID-19,2022,October,"Third dose or booster, at least 21 days ago",2146,2601771,56.8,,54.4,59.2
Deaths involving COVID-19,2022,October,Ever vaccinated,2281,3315965,58.4,,56.0,60.8
Deaths involving COVID-19,2022,November,Unvaccinated,65,572382,59.6,,45.4,76.7
Deaths involving COVID-19,2022,November,"First dose, less than 21 days ago",0,368,,,,
Deaths involving COVID-19,2022,November,"First dose, at least 21 days ago",14,103400,105.7,u,56.0,180.0
Deaths involving COVID-19,2022,November,"Second dose, less than 21 days ago",0,991,,,,
Deaths involving COVID-19,2022,November,"Second dose, between 21 days and 6 months ago",0,31361,,,,
Deaths involving COVID-19,2022,November,"Second dose, at least 6 months ago",62,554811,63.2,,47.5,82.3
Deaths involving COVID-19,2022,November,"Third dose or booster, less than 21 days ago",0,188,,,,
Deaths involving COVID-19,2022,November,"Third dose or booster, at least 21 days ago",1201,2515455,32.6,,30.8,34.5
Deaths involving COVID-19,2022,November,Ever vaccinated,1277,3206573,33.6,,31.7,35.4
Deaths involving COVID-19,2022,December,Unvaccinated,71,595507,63.5,,48.8,80.9
Deaths involving COVID-19,2022,December,"First dose, less than 21 days ago",0,215,,,,
Deaths involving COVID-19,2022,December,"First dose, at least 21 days ago",11,106442,78.4,u,36.8,144.1
Deaths involving COVID-19,2022,December,"Second dose, less than 21 days ago",0,590,,,,
Deaths involving COVID-19,2022,December,"Second dose, between 21 days and 6 months ago",3,23381,,,,
Deaths involving COVID-19,2022,December,"Second dose, at least 6 months ago",74,583410,68.9,,52.8,87.9
Deaths involving COVID-19,2022,December,"Third dose or booster, less than 21 days ago",0,84,,,,
Deaths involving COVID-19,2022,December,"Third dose or booster, at least 21 days ago",1302,2596443,34.3,,32.4,36.1
Deaths involving COVID-19,2022,December,Ever vaccinated,1390,3310566,35.5,,33.7,37.4
Non-COVID-19 deaths,2021,April,Unvaccinated,3326,1627374,1956.1,,1880.3,2031.9
Non-COVID-19 deaths,2021,April,"First dose, less than 21 days ago",412,225906,1742.2,,1503.9,1980.5
Non-COVID-19 deaths,2021,April,"First dose, at least 21 days ago",15848,1271496,1552.1,,1524.7,1579.5
Non-COVID-19 deaths,2021,April,"Second dose, less than 21 days ago",5389,402753,467.9,,451.6,484.3
Non-COVID-19 deaths,2021,April,"Second dose, between 21 days and 6 months ago",5826,218219,702.1,,667.6,736.7
Non-COVID-19 deaths,2021,April,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,April,"Third dose or booster, less than 21 days ago",0,2,,,,
Non-COVID-19 deaths,2021,April,"Third dose or booster, at least 21 days ago",0,2,,,,
Non-COVID-19 deaths,2021,April,Ever vaccinated,27475,2118377,796.1,,786.1,806.2
Non-COVID-19 deaths,2021,May,Unvaccinated,2787,1440421,1670.8,,1600.3,1741.4
Non-COVID-19 deaths,2021,May,"First dose, less than 21 days ago",151,186246,1565.1,,1211.5,1918.7
Non-COVID-19 deaths,2021,May,"First dose, at least 21 days ago",8018,844993,4935.7,,4804.1,5067.4
Non-COVID-19 deaths,2021,May,"Second dose, less than 21 days ago",3347,525787,769.7,,738.2,801.2
Non-COVID-19 deaths,2021,May,"Second dose, between 21 days and 6 months ago",19459,875765,763.8,,749.0,778.5
Non-COVID-19 deaths,2021,May,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,May,"Third dose or booster, less than 21 days ago",0,2,,,,
Non-COVID-19 deaths,2021,May,"Third dose or booster, at least 21 days ago",0,5,,,,
Non-COVID-19 deaths,2021,May,Ever vaccinated,30975,2432797,848.4,,838.5,858.3
Non-COVID-19 deaths,2021,June,Unvaccinated,2285,1081514,1482.7,,1414.1,1551.4
Non-COVID-19 deaths,2021,June,"First dose, less than 21 days ago",92,219920,1773.7,,855.9,2845.7
Non-COVID-19 deaths,2021,June,"First dose, at least 21 days ago",3649,461837,6267.9,,6029.6,6506.2
Non-COVID-19 deaths,2021,June,"Second dose, less than 21 days ago",968,406838,1442.0,,1314.4,1569.6
Non-COVID-19 deaths,2021,June,"Second dose, between 21 days and 6 months ago",25514,1580685,786.1,,775.2,796.9
Non-COVID-19 deaths,2021,June,"Second dose, at least 6 months ago",0,26,,,,
Non-COVID-19 deaths,2021,June,"Third dose or booster, less than 21 days ago",0,46,,,,
Non-COVID-19 deaths,2021,June,"Third dose or booster, at least 21 days ago",0,11,,,,
Non-COVID-19 deaths,2021,June,Ever vaccinated,30223,2669362,940.4,,742.9,1137.9
Non-COVID-19 deaths,2021,July,Unvaccinated,2168,898740,1442.5,,1375.0,1510.0
Non-COVID-19 deaths,2021,July,"First dose, less than 21 days ago",65,127971,1075.2,,652.9,1583.2
Non-COVID-19 deaths,2021,July,"First dose, at least 21 days ago",2256,463938,5849.0,,5574.9,6123.0
Non-COVID-19 deaths,2021,July,"Second dose, less than 21 days ago",320,214015,1845.4,,1581.5,2109.3
Non-COVID-19 deaths,2021,July,"Second dose, between 21 days and 6 months ago",30050,2145514,1325.2,,716.3,1934.0
Non-COVID-19 deaths,2021,July,"Second dose, at least 6 months ago",1151,28063,562.7,,436.3,689.2
Non-COVID-19 deaths,2021,July,"Third dose or booster, less than 21 days ago",0,43,,,,
Non-COVID-19 deaths,2021,July,"Third dose or booster, at least 21 days ago",0,93,,,,
Non-COVID-19 deaths,2021,July,Ever vaccinated,33842,2979637,1036.6,,852.9,1220.4
Non-COVID-19 deaths,2021,August,Unvaccinated,1901,834628,1327.5,,1261.6,1393.4
Non-COVID-19 deaths,2021,August,"First dose, less than 21 days ago",32,43541,1420.9,,818.6,2205.6
Non-COVID-19 deaths,2021,August,"First dose, at least 21 days ago",1431,315220,4486.2,,4224.4,4748.0
Non-COVID-19 deaths,2021,August,"Second dose, less than 21 days ago",126,202848,1358.7,,1019.1,1698.3
Non-COVID-19 deaths,2021,August,"Second dose, between 21 days and 6 months ago",29774,2442539,875.0,,864.7,885.3
Non-COVID-19 deaths,2021,August,"Second dose, at least 6 months ago",1611,41936,613.9,,524.6,703.3
Non-COVID-19 deaths,2021,August,"Third dose or booster, less than 21 days ago",0,29,,,,
Non-COVID-19 deaths,2021,August,"Third dose or booster, at least 21 days ago",0,145,,,,
Non-COVID-19 deaths,2021,August,Ever vaccinated,32974,3046258,876.5,,867.0,886.0
Non-COVID-19 deaths,2021,September,Unvaccinated,1812,753541,1321.6,,1254.6,1388.6
Non-COVID-19 deaths,2021,September,"First dose, less than 21 days ago",15,36815,570.3,u,124.8,1227.3
Non-COVID-19 deaths,2021,September,"First dose, at least 21 days ago",1156,174341,4337.5,,4059.7,4615.3
Non-COVID-19 deaths,2021,September,"Second dose, less than 21 days ago",51,116941,905.8,,558.6,1333.7
Non-COVID-19 deaths,2021,September,"Second dose, between 21 days and 6 months ago",27405,2542509,923.8,,912.7,934.9
Non-COVID-19 deaths,2021,September,"Second dose, at least 6 months ago",4812,122229,979.2,,920.8,1037.5
Non-COVID-19 deaths,2021,September,"Third dose or booster, less than 21 days ago",87,11415,220.2,,161.0,289.8
Non-COVID-19 deaths,2021,September,"Third dose or booster, at least 21 days ago",0,188,,,,
Non-COVID-19 deaths,2021,September,Ever vaccinated,33526,3004439,917.9,,908.0,927.7
Non-COVID-19 deaths,2021,October,Unvaccinated,1850,726117,1331.6,,1265.0,1398.2
Non-COVID-19 deaths,2021,October,"First dose, less than 21 days ago",20,43120,1907.5,,1090.0,3051.0
Non-COVID-19 deaths,2021,October,"First dose, at least 21 days ago",1086,164401,4428.7,,4137.2,4720.2
Non-COVID-19 deaths,2021,October,"Second dose, less than 21 days ago",53,38582,1899.9,,1349.7,2575.1
Non-COVID-19 deaths,2021,October,"Second dose, between 21 days and 6 months ago",13711,2235223,1184.9,,1062.3,1307.5
Non-COVID-19 deaths,2021,October,"Second dose, at least 6 months ago",17314,361802,1616.7,,1584.9,1648.5
Non-COVID-19 deaths,2021,October,"Third dose or booster, less than 21 days ago",3623,256858,382.3,,363.7,400.9
Non-COVID-19 deaths,2021,October,"Third dose or booster, at least 21 days ago",1112,59043,462.9,,421.9,503.9
Non-COVID-19 deaths,2021,October,Ever vaccinated,36919,3159029,975.1,,965.1,985.1
Non-COVID-19 deaths,2021,November,Unvaccinated,1832,639411,1396.4,,1326.5,1466.2
Non-COVID-19 deaths,2021,November,"First dose, less than 21 days ago",30,45076,3337.1,,2142.6,4907.2
Non-COVID-19 deaths,2021,November,"First dose, at least 21 days ago",788,187375,3535.3,,3260.7,3810.0
Non-COVID-19 deaths,2021,November,"Second dose, less than 21 days ago",50,23868,2135.7,,1502.7,2917.4
Non-COVID-19 deaths,2021,November,"Second dose, between 21 days and 6 months ago",3534,1477694,1757.8,,1659.2,1856.3
Non-COVID-19 deaths,2021,November,"Second dose, at least 6 months ago",17109,488331,2571.9,,2532.0,2611.9
Non-COVID-19 deaths,2021,November,"Third dose or booster, less than 21 days ago",4522,433365,567.4,,547.7,587.2
Non-COVID-19 deaths,2021,November,"Third dose or booster, at least 21 days ago",10863,466157,678.2,,660.3,696.1
Non-COVID-19 deaths,2021,November,Ever vaccinated,36896,3121867,1005.0,,994.7,1015.3
Non-COVID-19 deaths,2021,December,Unvaccinated,1960,623517,1486.0,,1414.5,1557.6
Non-COVID-19 deaths,2021,December,"First dose, less than 21 days ago",17,26486,1326.2,u,671.6,2268.8
Non-COVID-19 deaths,2021,December,"First dose, at least 21 days ago",764,207004,3711.1,,3419.6,4002.6
Non-COVID-19 deaths,2021,December,"Second dose, less than 21 days ago",43,36134,1560.4,,1069.4,2177.1
Non-COVID-19 deaths,2021,December,"Second dose, between 21 days and 6 months ago",1240,778510,2307.5,,2130.4,2484.7
Non-COVID-19 deaths,2021,December,"Second dose, at least 6 months ago",11514,397161,4378.4,,4294.1,4462.7
Non-COVID-19 deaths,2021,December,"Third dose or booster, less than 21 days ago",3398,659719,1003.1,,966.3,1039.9
Non-COVID-19 deaths,2021,December,"Third dose or booster, at least 21 days ago",23834,1159587,830.2,,814.8,845.7
Non-COVID-19 deaths,2021,December,Ever vaccinated,40810,3264600,1074.4,,1064.0,1084.9
Non-COVID-19 deaths,2022,January,Unvaccinated,1742,594237,1362.4,,1292.9,1431.8
Non-COVID-19 deaths,2022,January,"First dose, less than 21 days ago",22,22056,2235.9,,1238.2,3609.6
Non-COVID-19 deaths,2022,January,"First dose, at least 21 days ago",600,189047,3176.9,,2896.0,3457.7
Non-COVID-19 deaths,2022,January,"Second dose, less than 21 days ago",37,38198,1817.8,,1185.1,2626.8
Non-COVID-19 deaths,2022,January,"Second dose, between 21 days and 6 months ago",519,365852,2300.4,,2046.6,2554.2
Non-COVID-19 deaths,2022,January,"Second dose, at least 6 months ago",5830,273691,4288.2,,3669.5,4906.9
Non-COVID-19 deaths,2022,January,"Third dose or booster, less than 21 days ago",1074,294689,1656.9,,1547.8,1766.0
Non-COVID-19 deaths,2022,January,"Third dose or booster, at least 21 days ago",29442,2111514,842.2,,832.3,852.1
Non-COVID-19 deaths,2022,January,Ever vaccinated,37524,3295046,986.8,,976.8,996.8
Non-COVID-19 deaths,2022,February,Unvaccinated,1464,522411,1261.7,,1191.4,1332.0
Non-COVID-19 deaths,2022,February,"First dose, less than 21 days ago",11,11451,1844.7,u,632.8,3754.8
Non-COVID-19 deaths,2022,February,"First dose, at least 21 days ago",438,151961,2518.4,,2253.4,2783.4
Non-COVID-19 deaths,2022,February,"Second dose, less than 21 days ago",10,31108,1279.8,u,576.0,2414.4
Non-COVID-19 deaths,2022,February,"Second dose, between 21 days and 6 months ago",309,257098,1882.3,,1615.7,2149.0
Non-COVID-19 deaths,2022,February,"Second dose, at least 6 months ago",3492,288352,2915.3,,2812.5,3018.0
Non-COVID-19 deaths,2022,February,"Third dose or booster, less than 21 days ago",198,41801,1881.0,,1602.0,2160.0
Non-COVID-19 deaths,2022,February,"Third dose or booster, at least 21 days ago",28583,2210123,876.6,,866.3,886.9
Non-COVID-19 deaths,2022,February,Ever vaccinated,33041,2991894,959.7,,949.3,970.1
Non-COVID-19 deaths,2022,March,Unvaccinated,1570,573493,1241.1,,1174.6,1307.6
Non-COVID-19 deaths,2022,March,"First dose, less than 21 days ago",11,5891,4668.8,u,2032.0,8824.5
Non-COVID-19 deaths,2022,March,"First dose, at least 21 days ago",439,154369,2234.1,,1994.6,2473.5
Non-COVID-19 deaths,2022,March,"Second dose, less than 21 days ago",10,20056,1043.1,u,406.1,2070.0
Non-COVID-19 deaths,2022,March,"Second dose, between 21 days and 6 months ago",286,232189,2131.5,,1836.2,2426.8
Non-COVID-19 deaths,2022,March,"Second dose, at least 6 months ago",3236,379908,2513.4,,2420.3,2606.5
Non-COVID-19 deaths,2022,March,"Third dose or booster, less than 21 days ago",99,23931,1920.8,,1546.7,2355.2
Non-COVID-19 deaths,2022,March,"Third dose or booster, at least 21 days ago",32186,2502239,885.4,,875.6,895.2
Non-COVID-19 deaths,2022,March,Ever vaccinated,36267,3318583,949.5,,939.7,959.3
Non-COVID-19 deaths,2022,April,Unvaccinated,1408,553347,1151.4,,1086.2,1216.7
Non-COVID-19 deaths,2022,April,"First dose, less than 21 days ago",5,3930,,,,
Non-COVID-19 deaths,2022,April,"First dose, at least 21 days ago",418,135231,2353.8,,2098.1,2609.4
Non-COVID-19 deaths,2022,April,"Second dose, less than 21 days ago",12,14224,2625.4,u,1261.2,4733.3
Non-COVID-19 deaths,2022,April,"Second dose, between 21 days and 6 months ago",233,201830,2182.3,,1847.0,2517.7
Non-COVID-19 deaths,2022,April,"Second dose, at least 6 months ago",2584,391489,2147.0,,2057.1,2236.8
Non-COVID-19 deaths,2022,April,"Third dose or booster, less than 21 days ago",84,17095,1444.5,,1133.7,1810.2
Non-COVID-19 deaths,2022,April,"Third dose or booster, at least 21 days ago",31764,2450610,897.7,,887.8,907.7
Non-COVID-19 deaths,2022,April,Ever vaccinated,35100,3214410,947.2,,937.3,957.1
Non-COVID-19 deaths,2022,May,Unvaccinated,1347,571729,1059.5,,998.2,1120.9
Non-COVID-19 deaths,2022,May,"First dose, less than 21 days ago",3,2811,,,,
Non-COVID-19 deaths,2022,May,"First dose, at least 21 days ago",381,129962,2136.8,,1894.1,2379.4
Non-COVID-19 deaths,2022,May,"Second dose, less than 21 days ago",11,10092,2688.9,u,1197.5,5039.5
Non-COVID-19 deaths,2022,May,"Second dose, between 21 days and 6 months ago",162,194571,1785.6,,1449.1,2122.1
Non-COVID-19 deaths,2022,May,"Second dose, at least 6 months ago",2226,415500,1840.6,,1756.3,1924.8
Non-COVID-19 deaths,2022,May,"Third dose or booster, less than 21 days ago",114,15522,2229.7,,1753.6,2705.9
Non-COVID-19 deaths,2022,May,"Third dose or booster, at least 21 days ago",31772,2554362,886.5,,853.9,919.2
Non-COVID-19 deaths,2022,May,Ever vaccinated,34669,3322820,902.4,,892.9,911.9
Non-COVID-19 deaths,2022,June,Unvaccinated,1279,555298,1027.7,,966.3,1089.1
Non-COVID-19 deaths,2022,June,"First dose, less than 21 days ago",3,1522,,,,
Non-COVID-19 deaths,2022,June,"First dose, at least 21 days ago",299,119095,1802.3,,1573.8,2030.7
Non-COVID-19 deaths,2022,June,"Second dose, less than 21 days ago",7,6688,,,,
Non-COVID-19 deaths,2022,June,"Second dose, between 21 days and 6 months ago",110,162953,1643.9,,1266.0,2021.9
Non-COVID-19 deaths,2022,June,"Second dose, at least 6 months ago",1954,424743,1695.6,,1611.8,1779.4
Non-COVID-19 deaths,2022,June,"Third dose or booster, less than 21 days ago",68,10105,2516.1,,1871.7,3288.2
Non-COVID-19 deaths,2022,June,"Third dose or booster, at least 21 days ago",31015,2490225,874.9,,856.2,893.6
Non-COVID-19 deaths,2022,June,Ever vaccinated,33456,3215330,897.3,,887.7,907.0
Non-COVID-19 deaths,2022,July,Unvaccinated,1418,576402,1129.7,,1066.2,1193.2
Non-COVID-19 deaths,2022,July,"First dose, less than 21 days ago",0,1221,,,,
Non-COVID-19 deaths,2022,July,"First dose, at least 21 days ago",343,115163,1983.0,,1746.5,2219.4
Non-COVID-19 deaths,2022,July,"Second dose, less than 21 days ago",1,7195,,,,
Non-COVID-19 deaths,2022,July,"Second dose, between 21 days and 6 months ago",84,128355,1891.5,,1439.6,2423.2
Non-COVID-19 deaths,2022,July,"Second dose, at least 6 months ago",1833,475002,1537.5,,1458.7,1616.3
Non-COVID-19 deaths,2022,July,"Third dose or booster, less than 21 days ago",33,9411,1840.3,,1207.7,2661.1
Non-COVID-19 deaths,2022,July,"Third dose or booster, at least 21 days ago",32302,2585234,875.6,,859.8,891.4
Non-COVID-19 deaths,2022,July,Ever vaccinated,34596,3321581,895.4,,885.9,904.8
Non-COVID-19 deaths,2022,August,Unvaccinated,1244,579517,986.7,,927.4,1046.1
Non-COVID-19 deaths,2022,August,"First dose, less than 21 days ago",0,923,,,,
Non-COVID-19 deaths,2022,August,"First dose, at least 21 days ago",303,110295,1752.7,,1531.4,1974.0
Non-COVID-19 deaths,2022,August,"Second dose, less than 21 days ago",1,4024,,,,
Non-COVID-19 deaths,2022,August,"Second dose, between 21 days and 6 months ago",63,88111,2089.8,,1535.4,2758.7
Non-COVID-19 deaths,2022,August,"Second dose, at least 6 months ago",1661,514588,1381.9,,1307.1,1456.8
Non-COVID-19 deaths,2022,August,"Third dose or booster, less than 21 days ago",4,6607,,,,
Non-COVID-19 deaths,2022,August,"Third dose or booster, at least 21 days ago",31450,2595715,842.6,,833.2,852.0
Non-COVID-19 deaths,2022,August,Ever vaccinated,33482,3320264,863.8,,854.5,873.0
Non-COVID-19 deaths,2022,September,Unvaccinated,1176,564478,968.4,,908.8,1028.0
Non-COVID-19 deaths,2022,September,"First dose, less than 21 days ago",1,495,,,,
Non-COVID-19 deaths,2022,September,"First dose, at least 21 days ago",286,105362,1687.2,,1465.4,1909.0
Non-COVID-19 deaths,2022,September,"Second dose, less than 21 days ago",1,1605,,,,
Non-COVID-19 deaths,2022,September,"Second dose, between 21 days and 6 months ago",40,61881,1854.3,,1276.7,2586.0
Non-COVID-19 deaths,2022,September,"Second dose, at least 6 months ago",1665,521618,1433.7,,1356.2,1511.2
Non-COVID-19 deaths,2022,September,"Third dose or booster, less than 21 days ago",3,2469,,,,
Non-COVID-19 deaths,2022,September,"Third dose or booster, at least 21 days ago",30942,2517875,857.8,,844.4,871.2
Non-COVID-19 deaths,2022,September,Ever vaccinated,32938,3211306,875.4,,865.9,884.8
Non-COVID-19 deaths,2022,October ,Unvaccinated,1277,587345,1024.7,,964.3,1085.2
Non-COVID-19 deaths,2022,October ,"First dose, less than 21 days ago",1,441,,,,
Non-COVID-19 deaths,2022,October,"First dose, at least 21 days ago",314,107708,1899.0,,1665.8,2132.1
Non-COVID-19 deaths,2022,October,"Second dose, less than 21 days ago",1,1339,,,,
Non-COVID-19 deaths,2022,October,"Second dose, between 21 days and 6 months ago",35,45200,2526.8,,1700.7,3590.5
Non-COVID-19 deaths,2022,October,"Second dose, at least 6 months ago",1730,559079,1474.5,,1396.9,1552.1
Non-COVID-19 deaths,2022,October,"Third dose or booster, less than 21 days ago",5,427,,,,
Non-COVID-19 deaths,2022,October,"Third dose or booster, at least 21 days ago",34695,2601771,928.1,,915.0,941.3
Non-COVID-19 deaths,2022,October,Ever vaccinated,36781,3315965,944.5,,934.9,954.2
Non-COVID-19 deaths,2022,November,Unvaccinated,1214,572382,1024.3,,962.5,1086.1
Non-COVID-19 deaths,2022,November,"First dose, less than 21 days ago",2,368,,,,
Non-COVID-19 deaths,2022,November,"First dose, at least 21 days ago",302,103400,1874.4,,1637.9,2110.9
Non-COVID-19 deaths,2022,November,"Second dose, less than 21 days ago",0,991,,,,
Non-COVID-19 deaths,2022,November,"Second dose, between 21 days and 6 months ago",26,31361,2542.4,,1574.9,3840.5
Non-COVID-19 deaths,2022,November,"Second dose, at least 6 months ago",1654,554811,1414.3,,1337.6,1490.9
Non-COVID-19 deaths,2022,November,"Third dose or booster, less than 21 days ago",0,188,,,,
Non-COVID-19 deaths,2022,November,"Third dose or booster, at least 21 days ago",33357,2515455,916.3,,906.4,926.2
Non-COVID-19 deaths,2022,November,Ever vaccinated,35341,3206573,936.6,,926.8,946.4
Non-COVID-19 deaths,2022,December,Unvaccinated,1156,595507,963.2,,903.9,1022.5
Non-COVID-19 deaths,2022,December,"First dose, less than 21 days ago",2,215,,,,
Non-COVID-19 deaths,2022,December,"First dose, at least 21 days ago",258,106442,1662.7,,1438.9,1886.4
Non-COVID-19 deaths,2022,December,"Second dose, less than 21 days ago",1,590,,,,
Non-COVID-19 deaths,2022,December,"Second dose, between 21 days and 6 months ago",15,23381,2059.8,u,1109.8,3460.6
Non-COVID-19 deaths,2022,December,"Second dose, at least 6 months ago",1596,583410,1384.3,,1308.9,1459.8
Non-COVID-19 deaths,2022,December,"Third dose or booster, less than 21 days ago",0,84,,,,
Non-COVID-19 deaths,2022,December,"Third dose or booster, at least 21 days ago",33603,2596443,901.7,,885.8,917.6
Non-COVID-19 deaths,2022,December,Ever vaccinated,35475,3310566,909.4,,899.9,918.9
