type,cause,year,month,dead
ucd,N17 (Acute renal failure),2019,3,673
ucd,N17 (Acute renal failure),2019,4,619
ucd,N17 (Acute renal failure),2019,5,567
ucd,N17 (Acute renal failure),2019,6,603
ucd,N17 (Acute renal failure),2019,7,584
ucd,N17 (Acute renal failure),2019,8,556
ucd,N17 (Acute renal failure),2019,9,538
ucd,N17 (Acute renal failure),2019,10,601
ucd,N17 (Acute renal failure),2019,11,600
ucd,N17 (Acute renal failure),2019,12,697
ucd,N17 (Acute renal failure),2020,1,729
ucd,N17 (Acute renal failure),2020,2,628
ucd,N17 (Acute renal failure),2020,3,704
ucd,N17 (Acute renal failure),2020,4,713
ucd,N17 (Acute renal failure),2020,5,658
ucd,N17 (Acute renal failure),2020,6,620
ucd,N17 (Acute renal failure),2020,7,685
ucd,N17 (Acute renal failure),2020,8,659
ucd,N17 (Acute renal failure),2020,9,654
ucd,N17 (Acute renal failure),2020,10,685
ucd,N17 (Acute renal failure),2020,11,716
ucd,N17 (Acute renal failure),2020,12,793
ucd,N17 (Acute renal failure),2021,1,969
ucd,N17 (Acute renal failure),2021,2,794
ucd,N17 (Acute renal failure),2021,3,837
ucd,N17 (Acute renal failure),2021,4,754
ucd,N17 (Acute renal failure),2021,5,744
ucd,N17 (Acute renal failure),2021,6,765
ucd,N17 (Acute renal failure),2021,7,730
ucd,N17 (Acute renal failure),2021,8,829
ucd,N17 (Acute renal failure),2021,9,840
ucd,N17 (Acute renal failure),2021,10,856
ucd,N17 (Acute renal failure),2021,11,848
ucd,N17 (Acute renal failure),2021,12,964
ucd,N17 (Acute renal failure),2022,1,1282
ucd,N17 (Acute renal failure),2022,2,1122
ucd,N17 (Acute renal failure),2022,3,1094
ucd,N17 (Acute renal failure),2022,4,983
ucd,N17 (Acute renal failure),2022,5,1001
ucd,N17 (Acute renal failure),2022,6,978
ucd,N17 (Acute renal failure),2022,7,965
ucd,N17 (Acute renal failure),2022,8,946
ucd,N17 (Acute renal failure),2022,9,947
ucd,N17 (Acute renal failure),2022,10,988
ucd,N17 (Acute renal failure),2022,11,1059
ucd,N17 (Acute renal failure),2022,12,1201
ucd,N17 (Acute renal failure),2023,1,1171
ucd,N17 (Acute renal failure),2023,2,984
ucd,N17 (Acute renal failure),2023,3,1077
ucd,N17 (Acute renal failure),2023,4,897
ucd,N17 (Acute renal failure),2023,5,956
ucd,N17 (Acute renal failure),2023,6,917
ucd,N17 (Acute renal failure),2023,7,880
ucd,N17 (Acute renal failure),2023,8,921
ucd,N17 (Acute renal failure),2023,9,918
ucd,N17 (Acute renal failure),2023,10,956
ucd,N17 (Acute renal failure),2023,11,940
ucd,N17 (Acute renal failure),2023,12,1107
ucd,N17 (Acute renal failure),2024,1,1181
ucd,N17 (Acute renal failure),2024,2,969
ucd,N17 (Acute renal failure),2024,3,979
ucd,N17 (Acute renal failure),2024,4,907
ucd,N17 (Acute renal failure),2024,5,891
ucd,N17 (Acute renal failure),2024,6,826
ucd,N17 (Acute renal failure),2024,7,876
ucd,N17 (Acute renal failure),2024,8,864
ucd,N17 (Acute renal failure),2024,9,819
ucd,N17 (Acute renal failure),2024,10,871
ucd,N17 (Acute renal failure),2024,11,359
ucd,N18 (Chronic kidney disease),1999,1,1329
ucd,N18 (Chronic kidney disease),1999,2,1179
ucd,N18 (Chronic kidney disease),1999,3,1302
ucd,N18 (Chronic kidney disease),1999,4,1152
ucd,N18 (Chronic kidney disease),1999,5,1070
ucd,N18 (Chronic kidney disease),1999,6,1094
ucd,N18 (Chronic kidney disease),1999,7,1081
ucd,N18 (Chronic kidney disease),1999,8,1084
ucd,N18 (Chronic kidney disease),1999,9,1081
ucd,N18 (Chronic kidney disease),1999,10,1192
ucd,N18 (Chronic kidney disease),1999,11,1124
ucd,N18 (Chronic kidney disease),1999,12,1304
ucd,N18 (Chronic kidney disease),2000,1,1440
ucd,N18 (Chronic kidney disease),2000,2,1145
ucd,N18 (Chronic kidney disease),2000,3,1145
ucd,N18 (Chronic kidney disease),2000,4,1137
ucd,N18 (Chronic kidney disease),2000,5,1129
ucd,N18 (Chronic kidney disease),2000,6,1089
ucd,N18 (Chronic kidney disease),2000,7,1145
ucd,N18 (Chronic kidney disease),2000,8,1151
ucd,N18 (Chronic kidney disease),2000,9,1239
ucd,N18 (Chronic kidney disease),2000,10,1184
ucd,N18 (Chronic kidney disease),2000,11,1272
ucd,N18 (Chronic kidney disease),2000,12,1406
ucd,N18 (Chronic kidney disease),2001,1,1410
ucd,N18 (Chronic kidney disease),2001,2,1228
ucd,N18 (Chronic kidney disease),2001,3,1375
ucd,N18 (Chronic kidney disease),2001,4,1267
ucd,N18 (Chronic kidney disease),2001,5,1241
ucd,N18 (Chronic kidney disease),2001,6,1302
ucd,N18 (Chronic kidney disease),2001,7,1309
ucd,N18 (Chronic kidney disease),2001,8,1296
ucd,N18 (Chronic kidney disease),2001,9,1225
ucd,N18 (Chronic kidney disease),2001,10,1384
ucd,N18 (Chronic kidney disease),2001,11,1275
ucd,N18 (Chronic kidney disease),2001,12,1380
ucd,N18 (Chronic kidney disease),2002,1,1564
ucd,N18 (Chronic kidney disease),2002,2,1424
ucd,N18 (Chronic kidney disease),2002,3,1450
ucd,N18 (Chronic kidney disease),2002,4,1250
ucd,N18 (Chronic kidney disease),2002,5,1349
ucd,N18 (Chronic kidney disease),2002,6,1277
ucd,N18 (Chronic kidney disease),2002,7,1266
ucd,N18 (Chronic kidney disease),2002,8,1268
ucd,N18 (Chronic kidney disease),2002,9,1290
ucd,N18 (Chronic kidney disease),2002,10,1365
ucd,N18 (Chronic kidney disease),2002,11,1347
ucd,N18 (Chronic kidney disease),2002,12,1552
ucd,N18 (Chronic kidney disease),2003,1,1597
ucd,N18 (Chronic kidney disease),2003,2,1393
ucd,N18 (Chronic kidney disease),2003,3,1467
ucd,N18 (Chronic kidney disease),2003,4,1417
ucd,N18 (Chronic kidney disease),2003,5,1369
ucd,N18 (Chronic kidney disease),2003,6,1390
ucd,N18 (Chronic kidney disease),2003,7,1409
ucd,N18 (Chronic kidney disease),2003,8,1433
ucd,N18 (Chronic kidney disease),2003,9,1397
ucd,N18 (Chronic kidney disease),2003,10,1447
ucd,N18 (Chronic kidney disease),2003,11,1400
ucd,N18 (Chronic kidney disease),2003,12,1751
ucd,N18 (Chronic kidney disease),2004,1,1667
ucd,N18 (Chronic kidney disease),2004,2,1464
ucd,N18 (Chronic kidney disease),2004,3,1550
ucd,N18 (Chronic kidney disease),2004,4,1436
ucd,N18 (Chronic kidney disease),2004,5,1455
ucd,N18 (Chronic kidney disease),2004,6,1377
ucd,N18 (Chronic kidney disease),2004,7,1390
ucd,N18 (Chronic kidney disease),2004,8,1398
ucd,N18 (Chronic kidney disease),2004,9,1423
ucd,N18 (Chronic kidney disease),2004,10,1483
ucd,N18 (Chronic kidney disease),2004,11,1429
ucd,N18 (Chronic kidney disease),2004,12,1571
ucd,N18 (Chronic kidney disease),2005,1,1592
ucd,N18 (Chronic kidney disease),2005,2,1573
ucd,N18 (Chronic kidney disease),2005,3,1687
ucd,N18 (Chronic kidney disease),2005,4,1571
ucd,N18 (Chronic kidney disease),2005,5,1478
ucd,N18 (Chronic kidney disease),2005,6,1365
ucd,N18 (Chronic kidney disease),2005,7,1384
ucd,N18 (Chronic kidney disease),2005,8,1437
ucd,N18 (Chronic kidney disease),2005,9,1391
ucd,N18 (Chronic kidney disease),2005,10,1465
ucd,N18 (Chronic kidney disease),2005,11,1508
ucd,N18 (Chronic kidney disease),2005,12,1615
ucd,N18 (Chronic kidney disease),2006,1,1674
ucd,N18 (Chronic kidney disease),2006,2,1570
ucd,N18 (Chronic kidney disease),2006,3,1786
ucd,N18 (Chronic kidney disease),2006,4,1479
ucd,N18 (Chronic kidney disease),2006,5,1604
ucd,N18 (Chronic kidney disease),2006,6,1459
ucd,N18 (Chronic kidney disease),2006,7,1529
ucd,N18 (Chronic kidney disease),2006,8,1542
ucd,N18 (Chronic kidney disease),2006,9,1471
ucd,N18 (Chronic kidney disease),2006,10,1602
ucd,N18 (Chronic kidney disease),2006,11,1499
ucd,N18 (Chronic kidney disease),2006,12,1751
ucd,N18 (Chronic kidney disease),2007,1,1792
ucd,N18 (Chronic kidney disease),2007,2,1647
ucd,N18 (Chronic kidney disease),2007,3,1643
ucd,N18 (Chronic kidney disease),2007,4,1540
ucd,N18 (Chronic kidney disease),2007,5,1537
ucd,N18 (Chronic kidney disease),2007,6,1398
ucd,N18 (Chronic kidney disease),2007,7,1517
ucd,N18 (Chronic kidney disease),2007,8,1538
ucd,N18 (Chronic kidney disease),2007,9,1488
ucd,N18 (Chronic kidney disease),2007,10,1519
ucd,N18 (Chronic kidney disease),2007,11,1558
ucd,N18 (Chronic kidney disease),2007,12,1618
ucd,N18 (Chronic kidney disease),2008,1,1778
ucd,N18 (Chronic kidney disease),2008,2,1734
ucd,N18 (Chronic kidney disease),2008,3,1768
ucd,N18 (Chronic kidney disease),2008,4,1639
ucd,N18 (Chronic kidney disease),2008,5,1533
ucd,N18 (Chronic kidney disease),2008,6,1513
ucd,N18 (Chronic kidney disease),2008,7,1537
ucd,N18 (Chronic kidney disease),2008,8,1515
ucd,N18 (Chronic kidney disease),2008,9,1466
ucd,N18 (Chronic kidney disease),2008,10,1551
ucd,N18 (Chronic kidney disease),2008,11,1582
ucd,N18 (Chronic kidney disease),2008,12,1675
ucd,N18 (Chronic kidney disease),2009,1,1817
ucd,N18 (Chronic kidney disease),2009,2,1627
ucd,N18 (Chronic kidney disease),2009,3,1721
ucd,N18 (Chronic kidney disease),2009,4,1647
ucd,N18 (Chronic kidney disease),2009,5,1598
ucd,N18 (Chronic kidney disease),2009,6,1505
ucd,N18 (Chronic kidney disease),2009,7,1576
ucd,N18 (Chronic kidney disease),2009,8,1543
ucd,N18 (Chronic kidney disease),2009,9,1545
ucd,N18 (Chronic kidney disease),2009,10,1746
ucd,N18 (Chronic kidney disease),2009,11,1581
ucd,N18 (Chronic kidney disease),2009,12,1799
ucd,N18 (Chronic kidney disease),2010,1,1839
ucd,N18 (Chronic kidney disease),2010,2,1650
ucd,N18 (Chronic kidney disease),2010,3,1833
ucd,N18 (Chronic kidney disease),2010,4,1741
ucd,N18 (Chronic kidney disease),2010,5,1735
ucd,N18 (Chronic kidney disease),2010,6,1587
ucd,N18 (Chronic kidney disease),2010,7,1632
ucd,N18 (Chronic kidney disease),2010,8,1662
ucd,N18 (Chronic kidney disease),2010,9,1530
ucd,N18 (Chronic kidney disease),2010,10,1697
ucd,N18 (Chronic kidney disease),2010,11,1785
ucd,N18 (Chronic kidney disease),2010,12,1811
ucd,N18 (Chronic kidney disease),2011,1,2159
ucd,N18 (Chronic kidney disease),2011,2,1944
ucd,N18 (Chronic kidney disease),2011,3,2158
ucd,N18 (Chronic kidney disease),2011,4,1896
ucd,N18 (Chronic kidney disease),2011,5,1938
ucd,N18 (Chronic kidney disease),2011,6,1893
ucd,N18 (Chronic kidney disease),2011,7,1890
ucd,N18 (Chronic kidney disease),2011,8,1881
ucd,N18 (Chronic kidney disease),2011,9,1797
ucd,N18 (Chronic kidney disease),2011,10,1966
ucd,N18 (Chronic kidney disease),2011,11,1988
ucd,N18 (Chronic kidney disease),2011,12,2040
ucd,N18 (Chronic kidney disease),2012,1,2179
ucd,N18 (Chronic kidney disease),2012,2,2030
ucd,N18 (Chronic kidney disease),2012,3,2212
ucd,N18 (Chronic kidney disease),2012,4,1978
ucd,N18 (Chronic kidney disease),2012,5,2031
ucd,N18 (Chronic kidney disease),2012,6,1882
ucd,N18 (Chronic kidney disease),2012,7,1976
ucd,N18 (Chronic kidney disease),2012,8,1975
ucd,N18 (Chronic kidney disease),2012,9,1998
ucd,N18 (Chronic kidney disease),2012,10,2101
ucd,N18 (Chronic kidney disease),2012,11,2095
ucd,N18 (Chronic kidney disease),2012,12,2320
ucd,N18 (Chronic kidney disease),2013,1,2539
ucd,N18 (Chronic kidney disease),2013,2,2204
ucd,N18 (Chronic kidney disease),2013,3,2370
ucd,N18 (Chronic kidney disease),2013,4,2155
ucd,N18 (Chronic kidney disease),2013,5,2119
ucd,N18 (Chronic kidney disease),2013,6,1966
ucd,N18 (Chronic kidney disease),2013,7,2156
ucd,N18 (Chronic kidney disease),2013,8,2033
ucd,N18 (Chronic kidney disease),2013,9,2107
ucd,N18 (Chronic kidney disease),2013,10,2186
ucd,N18 (Chronic kidney disease),2013,11,2062
ucd,N18 (Chronic kidney disease),2013,12,2332
ucd,N18 (Chronic kidney disease),2014,1,2606
ucd,N18 (Chronic kidney disease),2014,2,2272
ucd,N18 (Chronic kidney disease),2014,3,2460
ucd,N18 (Chronic kidney disease),2014,4,2246
ucd,N18 (Chronic kidney disease),2014,5,2310
ucd,N18 (Chronic kidney disease),2014,6,2074
ucd,N18 (Chronic kidney disease),2014,7,2194
ucd,N18 (Chronic kidney disease),2014,8,2263
ucd,N18 (Chronic kidney disease),2014,9,2206
ucd,N18 (Chronic kidney disease),2014,10,2312
ucd,N18 (Chronic kidney disease),2014,11,2322
ucd,N18 (Chronic kidney disease),2014,12,2573
ucd,N18 (Chronic kidney disease),2015,1,2884
ucd,N18 (Chronic kidney disease),2015,2,2562
ucd,N18 (Chronic kidney disease),2015,3,2740
ucd,N18 (Chronic kidney disease),2015,4,2566
ucd,N18 (Chronic kidney disease),2015,5,2435
ucd,N18 (Chronic kidney disease),2015,6,2372
ucd,N18 (Chronic kidney disease),2015,7,2420
ucd,N18 (Chronic kidney disease),2015,8,2366
ucd,N18 (Chronic kidney disease),2015,9,2341
ucd,N18 (Chronic kidney disease),2015,10,2414
ucd,N18 (Chronic kidney disease),2015,11,2547
ucd,N18 (Chronic kidney disease),2015,12,2728
ucd,N18 (Chronic kidney disease),2016,1,2910
ucd,N18 (Chronic kidney disease),2016,2,2715
ucd,N18 (Chronic kidney disease),2016,3,2916
ucd,N18 (Chronic kidney disease),2016,4,2631
ucd,N18 (Chronic kidney disease),2016,5,2604
ucd,N18 (Chronic kidney disease),2016,6,2597
ucd,N18 (Chronic kidney disease),2016,7,2482
ucd,N18 (Chronic kidney disease),2016,8,2504
ucd,N18 (Chronic kidney disease),2016,9,2460
ucd,N18 (Chronic kidney disease),2016,10,2704
ucd,N18 (Chronic kidney disease),2016,11,2741
ucd,N18 (Chronic kidney disease),2016,12,2867
ucd,N18 (Chronic kidney disease),2017,1,3105
ucd,N18 (Chronic kidney disease),2017,2,2795
ucd,N18 (Chronic kidney disease),2017,3,3018
ucd,N18 (Chronic kidney disease),2017,4,2859
ucd,N18 (Chronic kidney disease),2017,5,2781
ucd,N18 (Chronic kidney disease),2017,6,2520
ucd,N18 (Chronic kidney disease),2017,7,2429
ucd,N18 (Chronic kidney disease),2017,8,2568
ucd,N18 (Chronic kidney disease),2017,9,2615
ucd,N18 (Chronic kidney disease),2017,10,2745
ucd,N18 (Chronic kidney disease),2017,11,2816
ucd,N18 (Chronic kidney disease),2017,12,3085
ucd,N18 (Chronic kidney disease),2018,1,3477
ucd,N18 (Chronic kidney disease),2018,2,2899
ucd,N18 (Chronic kidney disease),2018,3,3056
ucd,N18 (Chronic kidney disease),2018,4,2851
ucd,N18 (Chronic kidney disease),2018,5,2818
ucd,N18 (Chronic kidney disease),2018,6,2696
ucd,N18 (Chronic kidney disease),2018,7,2653
ucd,N18 (Chronic kidney disease),2018,8,2791
ucd,N18 (Chronic kidney disease),2018,9,2720
ucd,N18 (Chronic kidney disease),2018,10,2739
ucd,N18 (Chronic kidney disease),2018,11,2910
ucd,N18 (Chronic kidney disease),2018,12,3138
ucd,N18 (Chronic kidney disease),2019,1,3242
ucd,N18 (Chronic kidney disease),2019,2,2912
ucd,N18 (Chronic kidney disease),2019,3,3215
ucd,N18 (Chronic kidney disease),2019,4,2993
ucd,N18 (Chronic kidney disease),2019,5,3036
ucd,N18 (Chronic kidney disease),2019,6,2818
ucd,N18 (Chronic kidney disease),2019,7,2874
ucd,N18 (Chronic kidney disease),2019,8,2747
ucd,N18 (Chronic kidney disease),2019,9,2768
ucd,N18 (Chronic kidney disease),2019,10,3001
ucd,N18 (Chronic kidney disease),2019,11,3101
ucd,N18 (Chronic kidney disease),2019,12,3252
ucd,N18 (Chronic kidney disease),2020,1,3409
ucd,N18 (Chronic kidney disease),2020,2,3204
ucd,N18 (Chronic kidney disease),2020,3,3333
ucd,N18 (Chronic kidney disease),2020,4,3079
ucd,N18 (Chronic kidney disease),2020,5,2885
ucd,N18 (Chronic kidney disease),2020,6,2841
ucd,N18 (Chronic kidney disease),2020,7,2968
ucd,N18 (Chronic kidney disease),2020,8,2949
ucd,N18 (Chronic kidney disease),2020,9,2786
ucd,N18 (Chronic kidney disease),2020,10,3023
ucd,N18 (Chronic kidney disease),2020,11,3105
ucd,N18 (Chronic kidney disease),2020,12,3298
ucd,N18 (Chronic kidney disease),2021,1,3591
ucd,N18 (Chronic kidney disease),2021,2,2981
ucd,N18 (Chronic kidney disease),2021,3,3092
ucd,N18 (Chronic kidney disease),2021,4,2983
ucd,N18 (Chronic kidney disease),2021,5,3006
ucd,N18 (Chronic kidney disease),2021,6,2827
ucd,N18 (Chronic kidney disease),2021,7,3005
ucd,N18 (Chronic kidney disease),2021,8,2980
ucd,N18 (Chronic kidney disease),2021,9,3098
ucd,N18 (Chronic kidney disease),2021,10,3126
ucd,N18 (Chronic kidney disease),2021,11,3136
ucd,N18 (Chronic kidney disease),2021,12,3481
ucd,N18 (Chronic kidney disease),2022,1,3830
ucd,N18 (Chronic kidney disease),2022,2,3193
ucd,N18 (Chronic kidney disease),2022,3,3413
ucd,N18 (Chronic kidney disease),2022,4,3066
ucd,N18 (Chronic kidney disease),2022,5,3067
ucd,N18 (Chronic kidney disease),2022,6,2987
ucd,N18 (Chronic kidney disease),2022,7,3040
ucd,N18 (Chronic kidney disease),2022,8,3067
ucd,N18 (Chronic kidney disease),2022,9,3078
ucd,N18 (Chronic kidney disease),2022,10,3241
ucd,N18 (Chronic kidney disease),2022,11,3145
ucd,N18 (Chronic kidney disease),2022,12,3541
ucd,N18 (Chronic kidney disease),2023,1,3393
ucd,N18 (Chronic kidney disease),2023,2,3024
ucd,N18 (Chronic kidney disease),2023,3,3340
ucd,N18 (Chronic kidney disease),2023,4,3060
ucd,N18 (Chronic kidney disease),2023,5,3107
ucd,N18 (Chronic kidney disease),2023,6,3001
ucd,N18 (Chronic kidney disease),2023,7,2872
ucd,N18 (Chronic kidney disease),2023,8,2964
ucd,N18 (Chronic kidney disease),2023,9,2938
ucd,N18 (Chronic kidney disease),2023,10,3133
ucd,N18 (Chronic kidney disease),2023,11,3218
ucd,N18 (Chronic kidney disease),2023,12,3405
ucd,N18 (Chronic kidney disease),2024,1,3613
ucd,N18 (Chronic kidney disease),2024,2,3183
ucd,N18 (Chronic kidney disease),2024,3,3240
ucd,N18 (Chronic kidney disease),2024,4,3071
ucd,N18 (Chronic kidney disease),2024,5,3089
ucd,N18 (Chronic kidney disease),2024,6,2941
ucd,N18 (Chronic kidney disease),2024,7,3103
ucd,N18 (Chronic kidney disease),2024,8,3077
ucd,N18 (Chronic kidney disease),2024,9,2909
ucd,N18 (Chronic kidney disease),2024,10,3123
ucd,N18 (Chronic kidney disease),2024,11,1193
ucd,N19 (Unspecified renal failure),1999,1,1475
ucd,N19 (Unspecified renal failure),1999,2,1457
ucd,N19 (Unspecified renal failure),1999,3,1628
ucd,N19 (Unspecified renal failure),1999,4,1323
ucd,N19 (Unspecified renal failure),1999,5,1252
ucd,N19 (Unspecified renal failure),1999,6,1157
ucd,N19 (Unspecified renal failure),1999,7,1263
ucd,N19 (Unspecified renal failure),1999,8,1196
ucd,N19 (Unspecified renal failure),1999,9,1186
ucd,N19 (Unspecified renal failure),1999,10,1279
ucd,N19 (Unspecified renal failure),1999,11,1289
ucd,N19 (Unspecified renal failure),1999,12,1470
ucd,N19 (Unspecified renal failure),2000,1,1762
ucd,N19 (Unspecified renal failure),2000,2,1496
ucd,N19 (Unspecified renal failure),2000,3,1415
ucd,N19 (Unspecified renal failure),2000,4,1240
ucd,N19 (Unspecified renal failure),2000,5,1365
ucd,N19 (Unspecified renal failure),2000,6,1305
ucd,N19 (Unspecified renal failure),2000,7,1364
ucd,N19 (Unspecified renal failure),2000,8,1292
ucd,N19 (Unspecified renal failure),2000,9,1250
ucd,N19 (Unspecified renal failure),2000,10,1340
ucd,N19 (Unspecified renal failure),2000,11,1386
ucd,N19 (Unspecified renal failure),2000,12,1593
ucd,N19 (Unspecified renal failure),2001,1,1769
ucd,N19 (Unspecified renal failure),2001,2,1457
ucd,N19 (Unspecified renal failure),2001,3,1595
ucd,N19 (Unspecified renal failure),2001,4,1432
ucd,N19 (Unspecified renal failure),2001,5,1492
ucd,N19 (Unspecified renal failure),2001,6,1318
ucd,N19 (Unspecified renal failure),2001,7,1335
ucd,N19 (Unspecified renal failure),2001,8,1381
ucd,N19 (Unspecified renal failure),2001,9,1368
ucd,N19 (Unspecified renal failure),2001,10,1521
ucd,N19 (Unspecified renal failure),2001,11,1406
ucd,N19 (Unspecified renal failure),2001,12,1538
ucd,N19 (Unspecified renal failure),2002,1,1774
ucd,N19 (Unspecified renal failure),2002,2,1609
ucd,N19 (Unspecified renal failure),2002,3,1636
ucd,N19 (Unspecified renal failure),2002,4,1483
ucd,N19 (Unspecified renal failure),2002,5,1503
ucd,N19 (Unspecified renal failure),2002,6,1299
ucd,N19 (Unspecified renal failure),2002,7,1332
ucd,N19 (Unspecified renal failure),2002,8,1361
ucd,N19 (Unspecified renal failure),2002,9,1365
ucd,N19 (Unspecified renal failure),2002,10,1364
ucd,N19 (Unspecified renal failure),2002,11,1369
ucd,N19 (Unspecified renal failure),2002,12,1671
ucd,N19 (Unspecified renal failure),2003,1,1695
ucd,N19 (Unspecified renal failure),2003,2,1510
ucd,N19 (Unspecified renal failure),2003,3,1521
ucd,N19 (Unspecified renal failure),2003,4,1377
ucd,N19 (Unspecified renal failure),2003,5,1415
ucd,N19 (Unspecified renal failure),2003,6,1356
ucd,N19 (Unspecified renal failure),2003,7,1466
ucd,N19 (Unspecified renal failure),2003,8,1340
ucd,N19 (Unspecified renal failure),2003,9,1346
ucd,N19 (Unspecified renal failure),2003,10,1430
ucd,N19 (Unspecified renal failure),2003,11,1446
ucd,N19 (Unspecified renal failure),2003,12,1771
ucd,N19 (Unspecified renal failure),2004,1,1808
ucd,N19 (Unspecified renal failure),2004,2,1540
ucd,N19 (Unspecified renal failure),2004,3,1493
ucd,N19 (Unspecified renal failure),2004,4,1430
ucd,N19 (Unspecified renal failure),2004,5,1411
ucd,N19 (Unspecified renal failure),2004,6,1288
ucd,N19 (Unspecified renal failure),2004,7,1334
ucd,N19 (Unspecified renal failure),2004,8,1282
ucd,N19 (Unspecified renal failure),2004,9,1269
ucd,N19 (Unspecified renal failure),2004,10,1469
ucd,N19 (Unspecified renal failure),2004,11,1394
ucd,N19 (Unspecified renal failure),2004,12,1479
ucd,N19 (Unspecified renal failure),2005,1,1640
ucd,N19 (Unspecified renal failure),2005,2,1576
ucd,N19 (Unspecified renal failure),2005,3,1685
ucd,N19 (Unspecified renal failure),2005,4,1433
ucd,N19 (Unspecified renal failure),2005,5,1367
ucd,N19 (Unspecified renal failure),2005,6,1345
ucd,N19 (Unspecified renal failure),2005,7,1279
ucd,N19 (Unspecified renal failure),2005,8,1329
ucd,N19 (Unspecified renal failure),2005,9,1254
ucd,N19 (Unspecified renal failure),2005,10,1390
ucd,N19 (Unspecified renal failure),2005,11,1437
ucd,N19 (Unspecified renal failure),2005,12,1581
ucd,N19 (Unspecified renal failure),2006,1,1551
ucd,N19 (Unspecified renal failure),2006,2,1438
ucd,N19 (Unspecified renal failure),2006,3,1631
ucd,N19 (Unspecified renal failure),2006,4,1380
ucd,N19 (Unspecified renal failure),2006,5,1392
ucd,N19 (Unspecified renal failure),2006,6,1234
ucd,N19 (Unspecified renal failure),2006,7,1282
ucd,N19 (Unspecified renal failure),2006,8,1325
ucd,N19 (Unspecified renal failure),2006,9,1231
ucd,N19 (Unspecified renal failure),2006,10,1380
ucd,N19 (Unspecified renal failure),2006,11,1413
ucd,N19 (Unspecified renal failure),2006,12,1519
ucd,N19 (Unspecified renal failure),2007,1,1568
ucd,N19 (Unspecified renal failure),2007,2,1500
ucd,N19 (Unspecified renal failure),2007,3,1575
ucd,N19 (Unspecified renal failure),2007,4,1465
ucd,N19 (Unspecified renal failure),2007,5,1364
ucd,N19 (Unspecified renal failure),2007,6,1303
ucd,N19 (Unspecified renal failure),2007,7,1323
ucd,N19 (Unspecified renal failure),2007,8,1231
ucd,N19 (Unspecified renal failure),2007,9,1255
ucd,N19 (Unspecified renal failure),2007,10,1223
ucd,N19 (Unspecified renal failure),2007,11,1314
ucd,N19 (Unspecified renal failure),2007,12,1477
ucd,N19 (Unspecified renal failure),2008,1,1491
ucd,N19 (Unspecified renal failure),2008,2,1455
ucd,N19 (Unspecified renal failure),2008,3,1529
ucd,N19 (Unspecified renal failure),2008,4,1307
ucd,N19 (Unspecified renal failure),2008,5,1270
ucd,N19 (Unspecified renal failure),2008,6,1222
ucd,N19 (Unspecified renal failure),2008,7,1217
ucd,N19 (Unspecified renal failure),2008,8,1188
ucd,N19 (Unspecified renal failure),2008,9,1176
ucd,N19 (Unspecified renal failure),2008,10,1256
ucd,N19 (Unspecified renal failure),2008,11,1232
ucd,N19 (Unspecified renal failure),2008,12,1350
ucd,N19 (Unspecified renal failure),2009,1,1474
ucd,N19 (Unspecified renal failure),2009,2,1263
ucd,N19 (Unspecified renal failure),2009,3,1378
ucd,N19 (Unspecified renal failure),2009,4,1252
ucd,N19 (Unspecified renal failure),2009,5,1190
ucd,N19 (Unspecified renal failure),2009,6,1129
ucd,N19 (Unspecified renal failure),2009,7,1188
ucd,N19 (Unspecified renal failure),2009,8,1131
ucd,N19 (Unspecified renal failure),2009,9,1096
ucd,N19 (Unspecified renal failure),2009,10,1221
ucd,N19 (Unspecified renal failure),2009,11,1244
ucd,N19 (Unspecified renal failure),2009,12,1331
ucd,N19 (Unspecified renal failure),2010,1,1388
ucd,N19 (Unspecified renal failure),2010,2,1235
ucd,N19 (Unspecified renal failure),2010,3,1392
ucd,N19 (Unspecified renal failure),2010,4,1258
ucd,N19 (Unspecified renal failure),2010,5,1177
ucd,N19 (Unspecified renal failure),2010,6,1074
ucd,N19 (Unspecified renal failure),2010,7,1118
ucd,N19 (Unspecified renal failure),2010,8,1142
ucd,N19 (Unspecified renal failure),2010,9,1051
ucd,N19 (Unspecified renal failure),2010,10,1134
ucd,N19 (Unspecified renal failure),2010,11,1190
ucd,N19 (Unspecified renal failure),2010,12,1262
ucd,N19 (Unspecified renal failure),2011,1,1309
ucd,N19 (Unspecified renal failure),2011,2,1136
ucd,N19 (Unspecified renal failure),2011,3,1165
ucd,N19 (Unspecified renal failure),2011,4,1113
ucd,N19 (Unspecified renal failure),2011,5,1032
ucd,N19 (Unspecified renal failure),2011,6,970
ucd,N19 (Unspecified renal failure),2011,7,1019
ucd,N19 (Unspecified renal failure),2011,8,1011
ucd,N19 (Unspecified renal failure),2011,9,981
ucd,N19 (Unspecified renal failure),2011,10,1045
ucd,N19 (Unspecified renal failure),2011,11,1035
ucd,N19 (Unspecified renal failure),2011,12,1092
ucd,N19 (Unspecified renal failure),2012,1,1129
ucd,N19 (Unspecified renal failure),2012,2,1084
ucd,N19 (Unspecified renal failure),2012,3,1110
ucd,N19 (Unspecified renal failure),2012,4,1004
ucd,N19 (Unspecified renal failure),2012,5,1011
ucd,N19 (Unspecified renal failure),2012,6,919
ucd,N19 (Unspecified renal failure),2012,7,948
ucd,N19 (Unspecified renal failure),2012,8,916
ucd,N19 (Unspecified renal failure),2012,9,963
