cause,year,month,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Non-COVID-19 deaths,2021,September,"Second dose, less than 21 days ago",32,97471,726.5,,424,1120.6
Non-COVID-19 deaths,2021,September,"Second dose, between 21 days and 6 months ago",25101,2190602,926,,892.4,959.5
Non-COVID-19 deaths,2021,September,"Second dose, at least 6 months ago",4496,109937,997.4,,934.6,1060.3
Non-COVID-19 deaths,2021,September,"Third dose or booster, less than 21 days ago",76,10090,223.2,,157.1,301.6
Non-COVID-19 deaths,2021,September,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,September,Ever vaccinated,30763,2584490,906.2,,895.1,917.3
Non-COVID-19 deaths,2021,October,Unvaccinated,1610,602734,1240.1,,1175,1305.3
Non-COVID-19 deaths,2021,October,"First dose, less than 21 days ago",19,35193,2040.4,u,1190.8,3239.4
Non-COVID-19 deaths,2021,October,"First dose, at least 21 days ago",962,138369,4089.7,,3810.5,4369
Non-COVID-19 deaths,2021,October,"Second dose, less than 21 days ago",42,30966,1835.5,,1281.8,2532.7
Non-COVID-19 deaths,2021,October,"Second dose, between 21 days and 6 months ago",12147,1896800,1113.2,,1077.8,1148.7
Non-COVID-19 deaths,2021,October,"Second dose, at least 6 months ago",16137,326468,1591.8,,1559.5,1624.1
Non-COVID-19 deaths,2021,October,"Third dose or booster, less than 21 days ago",3431,233572,384.6,,364.9,404.4
Non-COVID-19 deaths,2021,October,"Third dose or booster, at least 21 days ago",1052,53025,478.1,,429.7,526.6
Non-COVID-19 deaths,2021,October,Ever vaccinated,33790,2714393,957.2,,946.9,967.5
Non-COVID-19 deaths,2021,November,Unvaccinated,1470,527973,1220,,1153.4,1286.5
Non-COVID-19 deaths,2021,November,"First dose, less than 21 days ago",24,36643,2479.6,,1511.8,3793.9
Non-COVID-19 deaths,2021,November,"First dose, at least 21 days ago",712,157611,3434.7,,3163.8,3705.6
Non-COVID-19 deaths,2021,November,"Second dose, less than 21 days ago",37,18889,1965.1,,1354.3,2746.1
Non-COVID-19 deaths,2021,November,"Second dose, between 21 days and 6 months ago",2914,1217776,1735.8,,1644.7,1826.9
Non-COVID-19 deaths,2021,November,"Second dose, at least 6 months ago",15493,432852,2477.7,,2437.4,2518
Non-COVID-19 deaths,2021,November,"Third dose or booster, less than 21 days ago",4165,391967,554,,533.8,574.1
Non-COVID-19 deaths,2021,November,"Third dose or booster, at least 21 days ago",10093,423262,674,,654.6,693.4
Non-COVID-19 deaths,2021,November,Ever vaccinated,33438,2679000,976,,965.5,986.5
Non-COVID-19 deaths,2021,December,Unvaccinated,1567,511405,1286.2,,1218.4,1353.9
Non-COVID-19 deaths,2021,December,"First dose, less than 21 days ago",14,21467,1398,u,713.8,2421.2
Non-COVID-19 deaths,2021,December,"First dose, at least 21 days ago",649,173384,3376.8,,3098.8,3654.8
Non-COVID-19 deaths,2021,December,"Second dose, less than 21 days ago",35,29690,1511.8,,1006.4,2162.5
Non-COVID-19 deaths,2021,December,"Second dose, between 21 days and 6 months ago",915,615873,2110.4,,1939.1,2281.8
Non-COVID-19 deaths,2021,December,"Second dose, at least 6 months ago",10319,339891,4198.2,,4113.3,4283.1
Non-COVID-19 deaths,2021,December,"Third dose or booster, less than 21 days ago",2987,570795,1037.2,,890.6,1183.8
Non-COVID-19 deaths,2021,December,"Third dose or booster, at least 21 days ago",21793,1048034,800.1,,785.3,814.9
Non-COVID-19 deaths,2021,December,Ever vaccinated,36712,2799133,1035,,1024.4,1045.6
Non-COVID-19 deaths,2022,January,Unvaccinated,1309,483972,1103.7,,1040.3,1167.2
Non-COVID-19 deaths,2022,January,"First dose, less than 21 days ago",17,17662,2449.1,u,1377.5,3992.1
Non-COVID-19 deaths,2022,January,"First dose, at least 21 days ago",512,157406,2884.9,,2619.8,3149.9
Non-COVID-19 deaths,2022,January,"Second dose, less than 21 days ago",29,31767,1863,,1195.3,2735.8
Non-COVID-19 deaths,2022,January,"Second dose, between 21 days and 6 months ago",382,286087,2130.5,,1881.6,2379.4
Non-COVID-19 deaths,2022,January,"Second dose, at least 6 months ago",5083,223234,3795,,3574.5,4015.5
Non-COVID-19 deaths,2022,January,"Third dose or booster, less than 21 days ago",904,241823,1569.1,,1459,1679.2
Non-COVID-19 deaths,2022,January,"Third dose or booster, at least 21 days ago",26109,1865182,794.6,,784.7,804.4
Non-COVID-19 deaths,2022,January,Ever vaccinated,33036,2823160,930,,919.9,940.1
